THCM,CROSS,CROSS2,P1,P2,PHIP,angle,CUTOFF,FORCE,WAVE,T11D,T20D,T21D,T22D,T11D2,T20D2,T21D2,T22D2,AX,AY,AZ,AX2,AY2,AZ2,POLNOUT(y),POLNOUT2(y),CROSSCAP,CROSSCAP2,AYN1CAP,AYN1CAP2,Energy
1.8326,2.947,2.316,298.84,298.84,0.0,105.0,450,N4LO+,1NC,-0.0,0.6706,-0.2019,-0.8333,0.04836,0.5672,-0.3976,-0.7788,-0.4427,0.0,0.0,-0.5648,5.007e-18,-1.001e-17,-0.0,-0.0845,0.4462,0.3506,-0.0,0.0845,100
1.85,2.958,2.332,298.84,298.84,0.0,106.0,450,N4LO+,1NC,0.0,0.662,-0.2279,-0.8289,0.04774,0.5493,-0.4229,-0.7713,-0.4463,0.0,0.0,-0.5669,4.974e-18,-1.989e-17,-0.0,-0.08702,0.4478,0.353,-0.0,0.08702,100
1.8675,2.968,2.346,298.84,298.84,0.0,107.0,450,N4LO+,1NC,0.0,0.6523,-0.2538,-0.824,0.04708,0.5302,-0.4477,-0.7633,-0.4497,0.0,-7.815e-18,-0.5688,0.0,0.0,-0.0,-0.08955,0.4493,0.3551,-0.0,0.08955,100
1.885,2.976,2.359,298.84,298.84,0.0,108.0,450,N4LO+,1NC,-0.0,0.6415,-0.2794,-0.8186,0.04639,0.51,-0.472,-0.7549,-0.453,0.0,-7.794e-18,-0.5706,0.0,-9.831e-18,-0.0,-0.09209,0.4505,0.3571,-0.0,0.09209,100
1.9024,2.982,2.371,298.84,298.84,0.0,109.0,450,N4LO+,1NC,0.0,0.6296,-0.3048,-0.8128,0.04567,0.4887,-0.4958,-0.746,-0.4562,0.0,-7.777e-18,-0.5723,4.891e-18,0.0,-0.0,-0.09465,0.4514,0.3589,-0.0,0.09465,100
1.9199,2.987,2.382,298.84,298.84,0.0,110.0,450,N4LO+,1NC,0.0,0.6167,-0.3299,-0.8065,0.04492,0.4663,-0.519,-0.7366,-0.4593,0.0,0.0,-0.5738,4.869e-18,0.0,-0.0,-0.09722,0.4522,0.3605,0.0,0.09722,100
1.9373,2.99,2.391,298.84,298.84,0.0,111.0,450,N4LO+,1NC,0.0,0.6027,-0.3547,-0.7997,0.04413,0.4428,-0.5416,-0.7268,-0.4622,0.0,7.756e-18,-0.5752,0.0,-1.94e-17,-0.0,-0.09981,0.4527,0.362,0.0,0.09981,100
1.9548,2.992,2.399,298.84,298.84,0.0,112.0,450,N4LO+,1NC,0.0,0.5876,-0.3791,-0.7925,0.04331,0.4182,-0.5636,-0.7165,-0.465,0.0,0.0,-0.5765,4.833e-18,1.933e-17,-0.0,-0.1024,0.4529,0.3632,0.0,0.1024,100
1.9722,2.992,2.406,298.84,298.84,0.0,113.0,450,N4LO+,1NC,0.0,0.5715,-0.4031,-0.7848,0.04247,0.3926,-0.5849,-0.7058,-0.4677,0.0,-1.55e-17,-0.5775,-4.819e-18,-3.856e-17,-0.0,-0.105,0.4529,0.3642,-0.0,0.105,100
1.9897,2.99,2.412,298.84,298.84,0.0,114.0,450,N4LO+,1NC,0.0,0.5544,-0.4267,-0.7767,0.04159,0.366,-0.6055,-0.6947,-0.4702,0.0,0.0,-0.5785,4.809e-18,-9.617e-18,-0.0,-0.1076,0.4526,0.3651,-0.0,0.1076,100
2.0071,2.986,2.416,298.84,298.84,0.0,115.0,450,N4LO+,1NC,-0.0,0.5363,-0.4498,-0.7681,0.04069,0.3384,-0.6254,-0.6832,-0.4725,0.0,0.0,-0.5792,4.801e-18,-9.601e-18,-0.0,-0.1103,0.4521,0.3657,-0.0,0.1103,100
2.0246,2.981,2.418,298.84,298.84,0.0,116.0,450,N4LO+,1NC,0.0,0.5172,-0.4725,-0.7591,0.03977,0.3099,-0.6444,-0.6712,-0.4747,0.0,0.0,-0.5799,9.591e-18,-9.591e-18,-0.0,-0.1129,0.4513,0.366,-0.0,0.1129,100
2.042,2.974,2.419,298.84,298.84,0.0,117.0,450,N4LO+,1NC,-0.0,0.4971,-0.4945,-0.7497,0.03882,0.2805,-0.6627,-0.6589,-0.4767,0.0,0.0,-0.5803,4.794e-18,9.587e-18,-0.0,-0.1156,0.4502,0.3662,-0.0,0.1156,100
2.0595,2.965,2.419,298.84,298.84,0.0,118.0,450,N4LO+,1NC,-0.0,0.476,-0.516,-0.7398,0.03784,0.2501,-0.6801,-0.6463,-0.4786,0.0,0.0,-0.5805,-9.589e-18,-9.589e-18,-0.0,-0.1183,0.4489,0.3661,0.0,0.1183,100
2.0769,2.955,2.417,298.84,298.84,0.0,119.0,450,N4LO+,1NC,-0.0,0.4541,-0.5369,-0.7295,0.03684,0.219,-0.6966,-0.6333,-0.4802,0.0,-2.355e-17,-0.5806,4.798e-18,-4.798e-17,-0.0,-0.1209,0.4473,0.3658,0.0,0.1209,100
2.0944,2.942,2.413,298.84,298.84,0.0,120.0,450,N4LO+,1NC,0.0,0.4312,-0.5572,-0.7189,0.03582,0.187,-0.7123,-0.6199,-0.4817,0.0,0.0,-0.5805,0.0,9.611e-18,-0.0,-0.1236,0.4454,0.3653,0.0,0.1236,100
2.1118,2.928,2.408,298.84,298.84,0.0,121.0,450,N4LO+,1NC,-0.0,0.4075,-0.5768,-0.7078,0.03478,0.1543,-0.727,-0.6063,-0.483,0.0,7.921e-18,-0.5802,0.0,9.632e-18,-0.0,-0.1263,0.4432,0.3645,-0.0,0.1263,100
2.1293,2.912,2.401,298.84,298.84,0.0,122.0,450,N4LO+,1NC,0.0,0.3829,-0.5957,-0.6964,0.03372,0.1208,-0.7407,-0.5924,-0.4841,0.0,7.965e-18,-0.5797,4.829e-18,0.0,-0.0,-0.1291,0.4408,0.3635,0.0,0.1291,100
2.1468,2.894,2.393,298.84,298.84,0.0,123.0,450,N4LO+,1NC,-0.0,0.3575,-0.6138,-0.6846,0.03264,0.08667,-0.7535,-0.5781,-0.485,0.0,8.014e-18,-0.579,-4.846e-18,4.362e-17,-0.0,-0.1318,0.4381,0.3622,-0.0,0.1318,100
2.1642,2.874,2.383,298.84,298.84,0.0,124.0,450,N4LO+,1NC,-0.0,0.3313,-0.6312,-0.6725,0.03154,0.05189,-0.7652,-0.5636,-0.4857,0.0,8.069e-18,-0.578,-4.867e-18,-9.733e-18,-0.0,-0.1345,0.4351,0.3607,-0.0,0.1345,100
2.1817,2.853,2.371,298.84,298.84,0.0,125.0,450,N4LO+,1NC,-0.0,0.3044,-0.6478,-0.66,0.03043,0.01651,-0.7759,-0.5489,-0.4862,0.0,-8.13e-18,-0.5769,0.0,-4.89e-18,-0.0,-0.1373,0.4318,0.359,0.0,0.1373,100
2.1991,2.829,2.358,298.84,298.84,0.0,126.0,450,N4LO+,1NC,0.0,0.2768,-0.6636,-0.6472,0.02929,-0.01942,-0.7856,-0.534,-0.4865,0.0,-8.197e-18,-0.5755,0.0,-4.918e-18,-0.0,-0.1401,0.4283,0.357,0.0,0.1401,100
2.2166,2.804,2.343,298.84,298.84,0.0,127.0,450,N4LO+,1NC,-0.0,0.2485,-0.6785,-0.6342,0.02814,-0.05584,-0.7941,-0.5189,-0.4865,0.0,-1.654e-17,-0.5739,-7.423e-18,4.949e-18,-0.0,-0.1428,0.4245,0.3547,-0.0,0.1428,100
2.234,2.777,2.327,298.84,298.84,0.0,128.0,450,N4LO+,1NC,0.0,0.2196,-0.6925,-0.6208,0.02698,-0.09272,-0.8016,-0.5036,-0.4863,0.0,-4.175e-17,-0.572,2.492e-18,-3.489e-17,-0.0,-0.1456,0.4205,0.3522,0.0,0.1456,100
2.2515,2.749,2.309,298.84,298.84,0.0,129.0,450,N4LO+,1NC,-0.0,0.1902,-0.7057,-0.6072,0.0258,-0.13,-0.808,-0.4881,-0.4858,0.0,0.0,-0.5698,2.511e-18,0.0,-0.0,-0.1484,0.4161,0.3495,-0.0,0.1484,100
2.2689,2.719,2.289,298.84,298.84,0.0,130.0,450,N4LO+,1NC,-0.0,0.1601,-0.718,-0.5933,0.02461,-0.1676,-0.8132,-0.4725,-0.4851,0.0,8.531e-18,-0.5674,-5.066e-18,3.546e-17,-0.0,-0.1512,0.4116,0.3465,0.0,0.1512,100
2.2864,2.687,2.268,298.84,298.84,0.0,131.0,450,N4LO+,1NC,-0.0,0.1296,-0.7293,-0.5791,0.0234,-0.2055,-0.8173,-0.4568,-0.4841,0.0,3.884e-17,-0.5648,-5.113e-18,-1.023e-17,-0.0,-0.154,0.4067,0.3433,-0.0,0.154,100
2.3038,2.653,2.245,298.84,298.84,0.0,132.0,450,N4LO+,1NC,-0.0,0.09864,-0.7396,-0.5648,0.02219,-0.2437,-0.8203,-0.441,-0.4828,0.0,8.741e-18,-0.5618,0.0,0.0,-0.0,-0.1568,0.4017,0.3399,0.0,0.1568,100
2.3213,2.618,2.221,298.84,298.84,0.0,133.0,450,N4LO+,1NC,-0.0,0.06726,-0.749,-0.5502,0.02096,-0.282,-0.8221,-0.4252,-0.4812,0.0,-8.858e-18,-0.5585,0.0,5.221e-18,-0.0,-0.1596,0.3963,0.3362,-0.0,0.1596,100
2.3387,2.582,2.195,298.84,298.84,0.0,134.0,450,N4LO+,1NC,-0.0,0.03553,-0.7574,-0.5355,0.01972,-0.3205,-0.8228,-0.4093,-0.4794,0.0,0.0,-0.5549,-1.321e-17,0.0,-0.0,-0.1624,0.3908,0.3323,0.0,0.1624,100
2.3562,2.544,2.168,298.84,298.84,0.0,135.0,450,N4LO+,1NC,-0.0,0.003486,-0.7648,-0.5206,0.01848,-0.3591,-0.8222,-0.3934,-0.4772,0.0,1.368e-17,-0.551,5.348e-18,3.209e-17,-0.0,-0.1652,0.385,0.3282,-0.0,0.1652,100
2.3736,2.504,2.14,298.84,298.84,0.0,136.0,450,N4LO+,1NC,-0.0,-0.02882,-0.7712,-0.5056,0.01722,-0.3977,-0.8206,-0.3776,-0.4747,0.0,-1.389e-17,-0.5467,5.42e-18,-1.084e-17,-0.0,-0.168,0.3791,0.3239,0.0,0.168,100
2.3911,2.463,2.11,298.84,298.84,0.0,137.0,450,N4LO+,1NC,0.0,-0.06133,-0.7766,-0.4904,0.01596,-0.4362,-0.8177,-0.3617,-0.4718,0.0,-1.883e-17,-0.5421,0.0,-2.198e-17,-0.0,-0.1708,0.3729,0.3194,-0.0,0.1708,100
2.4086,2.421,2.079,298.84,298.84,0.0,138.0,450,N4LO+,1NC,-0.0,-0.094,-0.7809,-0.4752,0.0147,-0.4747,-0.8137,-0.346,-0.4686,0.0,0.0,-0.5371,-2.789e-18,2.789e-17,-0.0,-0.1736,0.3665,0.3147,0.0,0.1736,100
2.426,2.378,2.046,298.84,298.84,0.0,139.0,450,N4LO+,1NC,0.0,-0.1268,-0.7841,-0.4598,0.01343,-0.513,-0.8085,-0.3303,-0.465,0.0,6.339e-17,-0.5317,-2.833e-18,3.4e-17,-0.0,-0.1763,0.36,0.3098,-0.0,0.1763,100
2.4435,2.334,2.013,298.84,298.84,0.0,140.0,450,N4LO+,1NC,-0.0,-0.1596,-0.7863,-0.4444,0.01216,-0.5511,-0.8021,-0.3147,-0.461,0.0,4.969e-18,-0.5259,8.641e-18,-5.76e-18,-0.0,-0.179,0.3533,0.3047,-0.0,0.179,100
2.4609,2.288,1.979,298.84,298.84,0.0,141.0,450,N4LO+,1NC,-0.0,-0.1925,-0.7875,-0.4289,0.01088,-0.589,-0.7946,-0.2993,-0.4567,0.0,0.0,-0.5197,5.861e-18,1.172e-17,-0.0,-0.1817,0.3464,0.2995,0.0,0.1817,100
2.4784,2.242,1.943,298.84,298.84,0.0,142.0,450,N4LO+,1NC,-0.0,-0.2253,-0.7876,-0.4135,0.009611,-0.6265,-0.7859,-0.284,-0.4519,0.0,8.276e-17,-0.513,0.0,3.581e-17,-0.0,-0.1843,0.3394,0.2941,-0.0,0.1843,100
2.4958,2.195,1.907,298.84,298.84,0.0,143.0,450,N4LO+,1NC,0.0,-0.258,-0.7866,-0.398,0.00834,-0.6637,-0.7762,-0.2689,-0.4466,0.0,3.698e-17,-0.5059,3.041e-18,2.129e-17,-0.0,-0.1869,0.3323,0.2886,0.0,0.1869,100
2.5133,2.147,1.869,298.84,298.84,0.0,144.0,450,N4LO+,1NC,0.0,-0.2905,-0.7845,-0.3825,0.007074,-0.7004,-0.7653,-0.2541,-0.4409,0.0,7.022e-17,-0.4983,1.551e-18,1.675e-16,-0.0,-0.1894,0.325,0.283,-0.0,0.1894,100
2.5307,2.098,1.832,298.84,298.84,0.0,145.0,450,N4LO+,1NC,-0.0,-0.3229,-0.7813,-0.367,0.005814,-0.7367,-0.7533,-0.2395,-0.4348,0.0,-5.526e-18,-0.4902,0.0,-1.266e-17,-0.0,-0.1919,0.3177,0.2773,0.0,0.1919,100
2.5482,2.049,1.793,298.84,298.84,0.0,146.0,450,N4LO+,1NC,0.0,-0.355,-0.7771,-0.3516,0.004562,-0.7724,-0.7403,-0.2251,-0.4281,0.0,1.132e-16,-0.4816,-8.085e-18,1.067e-16,-0.0,-0.1942,0.3102,0.2714,0.0,0.1942,100
2.5656,2.0,1.754,298.84,298.84,0.0,147.0,450,N4LO+,1NC,0.0,-0.3868,-0.7718,-0.3363,0.003321,-0.8075,-0.7262,-0.2111,-0.4209,0.0,-1.16e-17,-0.4724,-1.653e-18,-6.612e-18,-0.0,-0.1965,0.3027,0.2655,-0.0,0.1965,100
2.5831,1.95,1.714,298.84,298.84,0.0,148.0,450,N4LO+,1NC,0.0,-0.4183,-0.7654,-0.321,0.002094,-0.842,-0.7111,-0.1973,-0.4132,0.0,8.325e-17,-0.4627,-6.765e-18,1.049e-16,-0.0,-0.1986,0.2952,0.2595,-0.0,0.1986,100
2.6005,1.9,1.674,298.84,298.84,0.0,149.0,450,N4LO+,1NC,0.0,-0.4494,-0.7579,-0.3059,0.0008839,-0.8757,-0.6951,-0.1839,-0.4049,0.0,3.662e-17,-0.4524,-1.039e-17,1.628e-16,-0.0,-0.2006,0.2876,0.2534,-0.0,0.2006,100
2.618,1.85,1.634,298.84,298.84,0.0,150.0,450,N4LO+,1NC,-0.0,-0.48,-0.7493,-0.2908,-0.000306,-0.9088,-0.678,-0.1709,-0.3961,0.0,-6.268e-18,-0.4414,1.774e-18,-1.065e-17,-0.0,-0.2024,0.2801,0.2473,0.0,0.2024,100
2.6354,1.8,1.593,298.84,298.84,0.0,151.0,450,N4LO+,1NC,0.0,-0.5101,-0.7397,-0.2759,-0.001472,-0.941,-0.6601,-0.1582,-0.3866,0.0,3.221e-18,-0.4299,3.639e-18,4.548e-17,-0.0,-0.204,0.2725,0.2412,0.0,0.204,100
2.6529,1.75,1.553,298.84,298.84,0.0,152.0,450,N4LO+,1NC,-0.0,-0.5397,-0.729,-0.2612,-0.00261,-0.9723,-0.6413,-0.146,-0.3765,0.0,4.97e-17,-0.4177,0.0,0.0,-0.0,-0.2054,0.2649,0.2351,-0.0,0.2054,100
2.6704,1.701,1.513,298.84,298.84,0.0,153.0,450,N4LO+,1NC,0.0,-0.5687,-0.7172,-0.2466,-0.003715,-1.003,-0.6217,-0.1342,-0.3658,0.0,2.728e-17,-0.4049,1.917e-18,-1.917e-18,-0.0,-0.2066,0.2574,0.229,-0.0,0.2066,100
2.6878,1.651,1.472,298.84,298.84,0.0,154.0,450,N4LO+,1NC,0.0,-0.5971,-0.7043,-0.2322,-0.004783,-1.032,-0.6013,-0.1228,-0.3545,0.0,4.916e-17,-0.3914,-1.181e-17,-2.363e-17,-0.0,-0.2075,0.25,0.2229,0.0,0.2075,100
2.7053,1.603,1.433,298.84,298.84,0.0,155.0,450,N4LO+,1NC,0.0,-0.6247,-0.6904,-0.218,-0.005808,-1.061,-0.5801,-0.1119,-0.3425,0.0,3.618e-18,-0.3772,-3.035e-18,1.214e-17,-0.0,-0.2081,0.2426,0.2169,0.0,0.2081,100
2.7227,1.555,1.393,298.84,298.84,0.0,156.0,450,N4LO+,1NC,0.0,-0.6517,-0.6754,-0.2041,-0.006784,-1.088,-0.5583,-0.1015,-0.3298,0.0,1.119e-17,-0.3624,-2.081e-18,2.081e-17,-0.0,-0.2083,0.2353,0.2109,0.0,0.2083,100
2.7402,1.507,1.354,298.84,298.84,0.0,157.0,450,N4LO+,1NC,0.0,-0.6779,-0.6593,-0.1904,-0.007705,-1.115,-0.5359,-0.09159,-0.3164,0.0,2.5e-17,-0.3469,-7.493e-18,1.242e-16,-0.0,-0.2081,0.2282,0.205,-0.0,0.2081,100
2.7576,1.461,1.316,298.84,298.84,0.0,158.0,450,N4LO+,1NC,0.0,-0.7033,-0.6421,-0.1769,-0.008565,-1.14,-0.513,-0.08221,-0.3024,0.0,-3.968e-18,-0.3308,1.102e-18,1.322e-17,-0.0,-0.2075,0.2212,0.1992,-0.0,0.2075,100
2.7751,1.416,1.278,298.84,298.84,0.0,159.0,450,N4LO+,1NC,-0.0,-0.7278,-0.6238,-0.1637,-0.009356,-1.164,-0.4895,-0.07336,-0.2878,0.0,0.0,-0.314,-1.134e-18,2.268e-17,-0.0,-0.2064,0.2143,0.1935,0.0,0.2064,100
2.7925,1.372,1.242,298.84,298.84,0.0,160.0,450,N4LO+,1NC,0.0,-0.7515,-0.6044,-0.1509,-0.01007,-1.187,-0.4657,-0.06505,-0.2725,0.0,2.959e-17,-0.2965,-3.502e-18,4.086e-17,-0.0,-0.2047,0.2077,0.188,0.0,0.2047,100
2.81,1.329,1.206,298.84,298.84,0.0,161.0,450,N4LO+,1NC,0.0,-0.7743,-0.584,-0.1383,-0.0107,-1.209,-0.4415,-0.05729,-0.2566,0.0,-4.581e-17,-0.2786,3.606e-18,-7.572e-17,-0.0,-0.2025,0.2012,0.1826,0.0,0.2025,100
2.8274,1.288,1.171,298.84,298.84,0.0,162.0,450,N4LO+,1NC,-0.0,-0.7961,-0.5624,-0.1261,-0.01124,-1.229,-0.417,-0.05009,-0.2402,0.0,-7.655e-17,-0.2601,6.187e-19,-1.07e-16,-0.0,-0.1996,0.1949,0.1773,0.0,0.1996,100
2.8449,1.248,1.138,298.84,298.84,0.0,163.0,450,N4LO+,1NC,-0.0,-0.8169,-0.5397,-0.1142,-0.01167,-1.249,-0.3924,-0.04344,-0.2232,0.0,-1.743e-17,-0.2411,3.821e-18,-5.541e-17,-0.0,-0.196,0.1889,0.1723,0.0,0.196,100
2.8623,1.209,1.106,298.84,298.84,0.0,164.0,450,N4LO+,1NC,-0.0,-0.8367,-0.5159,-0.1027,-0.012,-1.267,-0.3676,-0.03734,-0.2059,0.0,2.517e-17,-0.2218,1.311e-18,5.177e-17,-0.0,-0.1916,0.1831,0.1674,-0.0,0.1916,100
2.8798,1.173,1.075,298.84,298.84,0.0,165.0,450,N4LO+,1NC,0.0,-0.8554,-0.491,-0.09163,-0.01221,-1.283,-0.3429,-0.0318,-0.1882,0.0,5.191e-17,-0.2023,-2.022e-18,8.83e-17,-0.0,-0.1864,0.1775,0.1628,-0.0,0.1864,100
2.8972,1.138,1.046,298.84,298.84,0.0,166.0,450,N4LO+,1NC,-0.0,-0.8731,-0.465,-0.08101,-0.0123,-1.299,-0.3181,-0.02679,-0.1703,0.0,3.057e-17,-0.1826,-1.732e-18,-2.598e-17,-0.0,-0.1803,0.1723,0.1583,0.0,0.1803,100
2.9147,1.105,1.018,298.84,298.84,0.0,167.0,450,N4LO+,1NC,-0.0,-0.8897,-0.4378,-0.07087,-0.01226,-1.313,-0.2935,-0.02231,-0.1524,0.0,1.771e-17,-0.163,-1.068e-18,1.779e-17,-0.0,-0.1733,0.1673,0.1542,0.0,0.1733,100
2.9322,1.074,0.9924,298.84,298.84,0.0,168.0,450,N4LO+,1NC,-0.0,-0.9051,-0.4095,-0.06123,-0.01207,-1.326,-0.269,-0.01834,-0.1345,0.0,-7.15e-17,-0.1435,-4.017e-18,-1.789e-17,-0.0,-0.1653,0.1626,0.1502,-0.0,0.1653,100
2.9496,1.046,0.9682,298.84,298.84,0.0,169.0,450,N4LO+,1NC,0.0,-0.9194,-0.3802,-0.05215,-0.01175,-1.338,-0.2448,-0.01485,-0.1168,0.0,-1.94e-17,-0.1244,-6.363e-18,6.662e-17,-0.0,-0.1563,0.1583,0.1466,0.0,0.1563,100
2.9671,1.019,0.9458,298.84,298.84,0.0,170.0,450,N4LO+,1NC,0.0,-0.9325,-0.3497,-0.04365,-0.01129,-1.349,-0.2209,-0.01182,-0.09965,0.0,3.911e-17,-0.1059,-2.491e-18,2.51e-17,-0.0,-0.1463,0.1543,0.1432,-0.0,0.1463,100
2.9845,0.9951,0.9253,298.84,298.84,0.0,171.0,450,N4LO+,1NC,-0.0,-0.9444,-0.3183,-0.03579,-0.01068,-1.358,-0.1973,-0.009222,-0.08312,0.0,-7.283e-19,-0.08811,-2.35e-18,1.332e-17,-0.0,-0.1353,0.1506,0.1401,0.0,0.1353,100
3.002,0.9733,0.9068,298.84,298.84,0.0,172.0,450,N4LO+,1NC,0.0,-0.9552,-0.2858,-0.02859,-0.009923,-1.366,-0.1741,-0.007022,-0.06747,0.0,-2.271e-17,-0.07138,5.994e-19,-2.428e-17,-0.0,-0.1233,0.1473,0.1373,0.0,0.1233,100
3.0194,0.9539,0.8903,298.84,298.84,0.0,173.0,450,N4LO+,1NC,0.0,-0.9647,-0.2524,-0.02211,-0.009033,-1.374,-0.1512,-0.005188,-0.05293,0.0,9.308e-18,-0.0559,-9.158e-19,7.53e-18,-0.0,-0.1104,0.1444,0.1348,0.0,0.1104,100
3.0369,0.9369,0.8759,298.84,298.84,0.0,174.0,450,N4LO+,1NC,0.0,-0.9729,-0.2181,-0.0164,-0.008014,-1.38,-0.1288,-0.003686,-0.03973,0.0,-7.968e-17,-0.0419,-1.138e-18,-2.402e-16,-0.0,-0.09653,0.1418,0.1326,0.0,0.09653,100
3.0543,0.9225,0.8637,298.84,298.84,0.0,175.0,450,N4LO+,1NC,0.0,-0.9799,-0.183,-0.01148,-0.006877,-1.385,-0.1067,-0.002483,-0.02811,0.0,-1.07e-17,-0.0296,-1.101e-18,-6.241e-18,-0.0,-0.08184,0.1396,0.1307,-0.0,0.08184,100
3.0718,0.9106,0.8536,298.84,298.84,0.0,176.0,450,N4LO+,1NC,0.0,-0.9857,-0.1473,-0.007394,-0.005636,-1.389,-0.08489,-0.001547,-0.01827,0.0,-1.701e-17,-0.01922,-4.245e-19,1.3e-17,-0.0,-0.06641,0.1378,0.1292,-0.0,0.06641,100
3.0892,0.9013,0.8457,298.84,298.84,0.0,177.0,450,N4LO+,1NC,-0.0,-0.9902,-0.111,-0.004181,-0.004307,-1.392,-0.0634,-0.0008517,-0.0104,0.0,-1.146e-16,-0.01093,-1.607e-19,-1.896e-17,-0.0,-0.05037,0.1364,0.128,0.0,0.05037,100
3.1067,0.8947,0.8401,298.84,298.84,0.0,178.0,450,N4LO+,1NC,0.0,-0.9934,-0.07423,-0.001865,-0.00291,-1.394,-0.04213,-0.0003725,-0.004665,0.0,-1.306e-17,-0.004898,-2.022e-20,1.326e-17,-0.0,-0.03386,0.1354,0.1272,0.0,0.03386,100
3.1241,0.8907,0.8367,298.84,298.84,0.0,179.0,450,N4LO+,1NC,-0.0,-0.9953,-0.03719,-0.0004674,-0.001467,-1.396,-0.02103,-9.22e-05,-0.001172,0.0,-1.109e-17,-0.00123,-3.3840000000000005e-20,3.213e-18,-0.0,-0.01701,0.1348,0.1267,0.0,0.01701,100
3.1416,0.8894,0.8355,298.84,298.84,0.0,180.0,450,N4LO+,1NC,-0.0,-0.9959,0.0,0.0,-0.0,-1.396,0.0,0.0,0.0,0.0,-8.72e-17,0.0,0.0,-2.251e-16,-0.0,-0.0,0.1346,0.1265,-0.0,-0.0,100
