THCM,CROSS,CROSS2,P1,P2,PHIP,angle,CUTOFF,FORCE,WAVE,T11D,T20D,T21D,T22D,T11D2,T20D2,T21D2,T22D2,AX,AY,AZ,AX2,AY2,AZ2,POLNOUT(y),POLNOUT2(y),CROSSCAP,CROSSCAP2,AYN1CAP,AYN1CAP2,Energy
0.0,7.869,21.84,23.03,23.03,0.0,0.0,450,NLO,SIEGERT,-0.0,0.7019,0.0,0.0,-0.0,0.6981,0.0,0.0,0.0,0.0,-1.648e-17,0.0,0.0,-4.749e-17,-0.0,-0.0,0.1678,0.4657,0.0,1.318e-33,2.75
0.0175,7.912,21.88,23.03,23.03,0.0,1.0,450,NLO,SIEGERT,0.0,0.6978,-0.01177,0.0001902,-0.0001158,0.6966,-0.003252,5.732e-05,-0.005533,0.0,-2.855e-17,-0.001997,1.808e-22,-4.004e-17,-0.0,-0.03363,0.1687,0.4666,-0.0,0.03363,2.75
0.0349,8.044,22.01,23.03,23.03,0.0,2.0,450,NLO,SIEGERT,-0.0,0.6857,-0.02312,0.000748,-0.0002302,0.6922,-0.006458,0.0002278,-0.02176,0.0,0.0,-0.00794,0.0,-7.914e-18,-0.0,-0.06684,0.1715,0.4694,-0.0,0.06684,2.75
0.0524,8.263,22.23,23.03,23.03,0.0,3.0,450,NLO,SIEGERT,0.0,0.6664,-0.03371,0.001637,-0.0003417,0.6851,-0.009574,0.0005071,-0.04765,0.0,-5.884e-18,-0.01768,0.0,6.196e-18,-0.0,-0.09926,0.1762,0.4741,0.0,0.09926,2.75
0.0698,8.569,22.54,23.03,23.03,0.0,4.0,450,NLO,SIEGERT,-0.0,0.6411,-0.04325,0.002803,-0.0004489,0.6754,-0.01256,0.0008882,-0.08163,0.0,1.324e-17,-0.03099,0.0,5.249e-17,-0.0,-0.1305,0.1827,0.4806,-0.0,0.1305,2.75
0.0873,8.963,22.93,23.03,23.03,0.0,5.0,450,NLO,SIEGERT,-0.0,0.6111,-0.05154,0.004181,-0.0005508,0.6632,-0.01539,0.001362,-0.1218,0.0,7.233e-18,-0.04755,2.071e-21,3.11e-17,-0.0,-0.1603,0.1911,0.489,-0.0,0.1603,2.75
0.1047,9.442,23.41,23.03,23.03,0.0,6.0,450,NLO,SIEGERT,0.0,0.5779,-0.05851,0.005705,-0.0006464,0.649,-0.01801,0.001917,-0.1664,0.0,0.0,-0.067,-8.113e-21,-4.015e-17,-0.0,-0.1883,0.2013,0.4992,0.0,0.1883,2.75
0.1222,10.01,23.97,23.03,23.03,0.0,7.0,450,NLO,SIEGERT,0.0,0.5429,-0.06414,0.007311,-0.0007349,0.6329,-0.02043,0.002543,-0.2134,0.0,2.591e-17,-0.08893,0.0,1.082e-17,-0.0,-0.2144,0.2134,0.5112,0.0,0.2144,2.75
0.1396,10.66,24.62,23.03,23.03,0.0,8.0,450,NLO,SIEGERT,-0.0,0.5072,-0.06851,0.008944,-0.0008159,0.6153,-0.02261,0.003225,-0.2613,0.0,-6.082e-18,-0.1129,-1.543e-20,-6.055e-17,-0.0,-0.2384,0.2273,0.5251,-0.0,0.2384,2.75
0.1571,11.39,25.36,23.03,23.03,0.0,9.0,450,NLO,SIEGERT,0.0,0.4718,-0.07171,0.01056,-0.000889,0.5965,-0.02456,0.003952,-0.3089,0.0,-1.707e-17,-0.1386,4.993e-21,-2.045e-17,-0.0,-0.2602,0.243,0.5407,0.0,0.2602,2.75
0.1745,12.21,26.18,23.03,23.03,0.0,10.0,450,NLO,SIEGERT,-0.0,0.4374,-0.07389,0.01212,-0.0009542,0.5769,-0.02626,0.004712,-0.3551,0.0,0.0,-0.1654,4.837e-21,9.907e-18,-0.0,-0.2798,0.2604,0.5581,0.0,0.2798,2.75
0.192,13.12,27.08,23.03,23.03,0.0,11.0,450,NLO,SIEGERT,0.0,0.4045,-0.0752,0.01362,-0.001012,0.5566,-0.02772,0.005492,-0.3993,0.0,9.885e-18,-0.1931,-4.676e-21,-4.789e-18,-0.0,-0.2973,0.2797,0.5773,-0.0,0.2973,2.75
0.2094,14.1,28.06,23.03,23.03,0.0,12.0,450,NLO,SIEGERT,-0.0,0.3735,-0.07576,0.01502,-0.001061,0.536,-0.02894,0.006283,-0.4411,0.0,-1.839e-17,-0.2213,-9.026e-21,-1.386e-17,-0.0,-0.3126,0.3007,0.5983,0.0,0.3126,2.75
0.2269,15.16,29.12,23.03,23.03,0.0,13.0,450,NLO,SIEGERT,0.0,0.3444,-0.07572,0.01632,-0.001104,0.5152,-0.02995,0.007074,-0.4802,0.0,0.0,-0.2497,-1.739e-20,4.453e-17,-0.0,-0.3259,0.3234,0.6209,0.0,0.3259,2.75
0.2443,16.31,30.26,23.03,23.03,0.0,14.0,450,NLO,SIEGERT,-0.0,0.3174,-0.07518,0.01752,-0.001139,0.4946,-0.03074,0.007859,-0.5166,0.0,7.95e-18,-0.278,0.0,-3.428e-17,-0.0,-0.3373,0.3477,0.6452,0.0,0.3373,2.75
0.2618,17.53,31.48,23.03,23.03,0.0,15.0,450,NLO,SIEGERT,-0.0,0.2925,-0.07426,0.01862,-0.001168,0.4742,-0.03134,0.00863,-0.5501,0.0,0.0,-0.3059,0.0,-8.237e-18,-0.0,-0.347,0.3738,0.6713,-0.0,0.347,2.75
0.2793,18.83,32.78,23.03,23.03,0.0,16.0,450,NLO,SIEGERT,0.0,0.2696,-0.07303,0.01963,-0.001191,0.4542,-0.03176,0.009381,-0.581,0.0,-6.886e-18,-0.3333,6.954e-20,1.582e-17,-0.0,-0.3549,0.4015,0.6989,-0.0,0.3549,2.75
0.2967,20.2,34.15,23.03,23.03,0.0,17.0,450,NLO,SIEGERT,-0.0,0.2486,-0.07158,0.02054,-0.001208,0.4347,-0.03201,0.01011,-0.6094,0.0,-1.283e-17,-0.36,-7.416e-21,-7.594e-18,-0.0,-0.3614,0.4308,0.7281,-0.0,0.3614,2.75
0.3142,21.65,35.59,23.03,23.03,0.0,18.0,450,NLO,SIEGERT,0.0,0.2294,-0.06995,0.02137,-0.001221,0.4158,-0.03212,0.01081,-0.6354,0.0,1.198e-17,-0.3859,2.8460000000000005e-20,2.186e-17,-0.0,-0.3665,0.4617,0.7589,0.0,0.3665,2.75
0.3316,23.17,37.11,23.03,23.03,0.0,19.0,450,NLO,SIEGERT,0.0,0.2118,-0.06819,0.02212,-0.001229,0.3975,-0.03209,0.01148,-0.6592,0.0,-5.595e-18,-0.411,2.7300000000000004e-20,-2.795e-17,-0.0,-0.3704,0.4941,0.7913,-0.0,0.3704,2.75
0.3491,24.76,38.7,23.03,23.03,0.0,20.0,450,NLO,SIEGERT,0.0,0.1958,-0.06636,0.02279,-0.001234,0.38,-0.03195,0.01212,-0.681,0.0,-1.047e-17,-0.4351,-2.6180000000000002e-20,0.0,-0.0,-0.3733,0.528,0.8251,-0.0,0.3733,2.75
0.3665,26.42,40.35,23.03,23.03,0.0,21.0,450,NLO,SIEGERT,-0.0,0.1811,-0.06446,0.02339,-0.001234,0.3632,-0.03171,0.01272,-0.7009,0.0,9.814e-18,-0.4582,-1.2550000000000001e-20,0.0,-0.0,-0.3751,0.5634,0.8604,-0.0,0.3751,2.75
0.384,28.15,42.07,23.03,23.03,0.0,22.0,450,NLO,SIEGERT,-0.0,0.1678,-0.06254,0.02393,-0.001232,0.3471,-0.03138,0.0133,-0.7191,0.0,-1.842e-17,-0.4804,2.408e-20,-2.465e-17,-0.0,-0.3761,0.6002,0.8971,0.0,0.3761,2.75
0.4014,29.94,43.86,23.03,23.03,0.0,23.0,450,NLO,SIEGERT,0.0,0.1555,-0.06061,0.02442,-0.001227,0.3318,-0.03097,0.01384,-0.7358,0.0,-4.331e-18,-0.5015,-5.774000000000001e-20,1.182e-17,-0.0,-0.3764,0.6384,0.9352,0.0,0.3764,2.75
0.4189,31.79,45.71,23.03,23.03,0.0,24.0,450,NLO,SIEGERT,-0.0,0.1444,-0.05869,0.02485,-0.00122,0.3172,-0.03049,0.01434,-0.7511,0.0,-4.078e-18,-0.5216,-4.4320000000000006e-20,0.0,-0.0,-0.376,0.6779,0.9746,0.0,0.376,2.75
0.4363,33.71,47.62,23.03,23.03,0.0,25.0,450,NLO,SIEGERT,-0.0,0.1341,-0.05678,0.02524,-0.001211,0.3034,-0.02996,0.01482,-0.7651,0.0,-7.693e-18,-0.5407,2.1270000000000003e-20,0.0,-0.0,-0.3751,0.7187,1.015,-0.0,0.3751,2.75
0.4538,35.68,49.59,23.03,23.03,0.0,26.0,450,NLO,SIEGERT,0.0,0.1248,-0.0549,0.02558,-0.0012,0.2903,-0.02939,0.01526,-0.778,0.0,3.634e-18,-0.5589,1.021e-20,0.0,-0.0,-0.3737,0.7608,1.057,-0.0,0.3737,2.75
0.4712,37.71,51.61,23.03,23.03,0.0,27.0,450,NLO,SIEGERT,0.0,0.1162,-0.05306,0.02588,-0.001187,0.2778,-0.02877,0.01567,-0.7898,0.0,0.0,-0.5762,1.963e-20,-2.01e-17,-0.0,-0.3719,0.804,1.1,-0.0,0.3719,2.75
0.4887,39.79,53.69,23.03,23.03,0.0,28.0,450,NLO,SIEGERT,-0.0,0.1083,-0.05125,0.02615,-0.001173,0.266,-0.02812,0.01606,-0.8007,0.0,-3.259e-18,-0.5925,-3.7730000000000003e-20,-3.864e-17,-0.0,-0.3698,0.8484,1.145,0.0,0.3698,2.75
0.5061,41.92,55.82,23.03,23.03,0.0,29.0,450,NLO,SIEGERT,0.0,0.1011,-0.04948,0.02638,-0.001159,0.2549,-0.02745,0.01641,-0.8108,0.0,-3.093e-18,-0.608,-1.18e-19,0.0,-0.0,-0.3674,0.8939,1.19,-0.0,0.3674,2.75
0.5236,44.11,57.99,23.03,23.03,0.0,30.0,450,NLO,SIEGERT,-0.0,0.09445,-0.04776,0.02659,-0.001143,0.2444,-0.02676,0.01674,-0.82,0.0,0.0,-0.6227,-8.733e-21,1.789e-17,-0.0,-0.3648,0.9405,1.237,0.0,0.3648,2.75
0.5411,46.33,60.22,23.03,23.03,0.0,31.0,450,NLO,SIEGERT,-0.0,0.08834,-0.04609,0.02677,-0.001127,0.2344,-0.02606,0.01704,-0.8286,0.0,-5.596e-18,-0.6366,-1.6820000000000002e-20,0.0,-0.0,-0.3619,0.988,1.284,-0.0,0.3619,2.75
0.5585,48.61,62.49,23.03,23.03,0.0,32.0,450,NLO,SIEGERT,-0.0,0.08271,-0.04446,0.02692,-0.00111,0.225,-0.02534,0.01732,-0.8365,0.0,0.0,-0.6497,-1.621e-20,-1.66e-17,-0.0,-0.359,1.036,1.332,0.0,0.359,2.75
0.576,50.92,64.79,23.03,23.03,0.0,33.0,450,NLO,SIEGERT,0.0,0.07753,-0.04288,0.02705,-0.001093,0.2161,-0.02462,0.01758,-0.8439,0.0,0.0,-0.6622,3.127e-20,-1.601e-17,-0.0,-0.3559,1.086,1.382,-0.0,0.3559,2.75
0.5934,53.28,67.14,23.03,23.03,0.0,34.0,450,NLO,SIEGERT,-0.0,0.07274,-0.04134,0.02716,-0.001075,0.2078,-0.02389,0.01781,-0.8507,0.0,-2.677e-17,-0.6739,1.056e-19,-3.09e-17,-0.0,-0.3527,1.136,1.432,-0.0,0.3527,2.75
0.6109,55.66,69.53,23.03,23.03,0.0,35.0,450,NLO,SIEGERT,-0.0,0.06832,-0.03985,0.02725,-0.001057,0.1999,-0.02317,0.01802,-0.857,0.0,0.0,-0.6851,1.457e-20,2.984e-17,-0.0,-0.3494,1.187,1.483,-0.0,0.3494,2.75
0.6283,58.09,71.94,23.03,23.03,0.0,36.0,450,NLO,SIEGERT,0.0,0.06424,-0.03841,0.02733,-0.001039,0.1924,-0.02245,0.01822,-0.8629,0.0,-2.232e-18,-0.6956,-4.224e-20,0.0,-0.0,-0.3462,1.239,1.534,-0.0,0.3462,2.75
0.6458,60.54,74.39,23.03,23.03,0.0,37.0,450,NLO,SIEGERT,-0.0,0.06046,-0.03702,0.02739,-0.001021,0.1854,-0.02173,0.01839,-0.8684,0.0,-2.142e-18,-0.7056,-2.7230000000000004e-20,-1.394e-17,-0.0,-0.3429,1.291,1.586,0.0,0.3429,2.75
0.6632,63.02,76.86,23.03,23.03,0.0,38.0,450,NLO,SIEGERT,-0.0,0.05696,-0.03567,0.02743,-0.001003,0.1787,-0.02102,0.01855,-0.8735,0.0,-2.057e-18,-0.715,1.318e-20,2.699e-17,-0.0,-0.3395,1.344,1.639,-0.0,0.3395,2.75
0.6807,65.53,79.36,23.03,23.03,0.0,39.0,450,NLO,SIEGERT,0.0,0.05372,-0.03436,0.02746,-0.0009848,0.1725,-0.02031,0.0187,-0.8782,0.0,3.957e-18,-0.724,-2.553e-20,0.0,-0.0,-0.3362,1.397,1.692,-0.0,0.3362,2.75
0.6981,68.05,81.88,23.03,23.03,0.0,40.0,450,NLO,SIEGERT,0.0,0.05072,-0.0331,0.02748,-0.0009667,0.1666,-0.01962,0.01882,-0.8827,0.0,0.0,-0.7324,-2.474e-20,0.0,-0.0,-0.333,1.451,1.746,0.0,0.333,2.75
0.7156,70.6,84.42,23.03,23.03,0.0,41.0,450,NLO,SIEGERT,0.0,0.04793,-0.03187,0.02749,-0.0009486,0.161,-0.01894,0.01894,-0.8868,0.0,1.837e-18,-0.7405,4.7990000000000005e-20,-3.686e-17,-0.0,-0.3297,1.505,1.8,-0.0,0.3297,2.75
0.733,73.16,86.98,23.03,23.03,0.0,42.0,450,NLO,SIEGERT,0.0,0.04535,-0.03069,0.02749,-0.0009307,0.1557,-0.01826,0.01904,-0.8907,0.0,0.0,-0.748,-5.823000000000001e-20,2.385e-17,-0.0,-0.3265,1.56,1.855,0.0,0.3265,2.75
0.7505,75.73,89.55,23.03,23.03,0.0,43.0,450,NLO,SIEGERT,0.0,0.04295,-0.02955,0.02748,-0.0009129,0.1507,-0.0176,0.01912,-0.8944,0.0,-1.712e-18,-0.7552,-5.656e-20,-1.158e-17,-0.0,-0.3233,1.615,1.909,-0.0,0.3233,2.75
0.7679,78.32,92.13,23.03,23.03,0.0,44.0,450,NLO,SIEGERT,-0.0,0.04072,-0.02844,0.02746,-0.0008953,0.146,-0.01696,0.0192,-0.8978,0.0,3.311e-18,-0.7621,-1.429e-19,0.0,-0.0,-0.3202,1.67,1.964,-0.0,0.3202,2.75
0.7854,80.91,94.71,23.03,23.03,0.0,45.0,450,NLO,SIEGERT,0.0,0.03864,-0.02737,0.02743,-0.0008778,0.1416,-0.01632,0.01927,-0.901,0.0,0.0,-0.7685,0.0,0.0,-0.0,-0.3171,1.725,2.02,0.0,0.3171,2.75
0.8029,83.51,97.3,23.03,23.03,0.0,46.0,450,NLO,SIEGERT,-0.0,0.03671,-0.02634,0.0274,-0.0008606,0.1374,-0.01571,0.01932,-0.904,0.0,-1.553e-18,-0.7746,6.246000000000001e-20,-1.066e-17,-0.0,-0.3141,1.781,2.075,0.0,0.3141,2.75
0.8203,86.1,99.89,23.03,23.03,0.0,47.0,450,NLO,SIEGERT,-0.0,0.03492,-0.02534,0.02736,-0.0008435,0.1334,-0.0151,0.01937,-0.9068,0.0,3.012e-18,-0.7805,1.014e-19,0.0,-0.0,-0.3112,1.836,2.13,-0.0,0.3112,2.75
0.8378,88.7,102.5,23.03,23.03,0.0,48.0,450,NLO,SIEGERT,0.0,0.03325,-0.02437,0.02731,-0.0008267,0.1297,-0.01451,0.01941,-0.9095,0.0,1.462e-18,-0.786,-3.954e-20,0.0,-0.0,-0.3083,1.891,2.185,-0.0,0.3083,2.75
0.8552,91.29,105.1,23.03,23.03,0.0,49.0,450,NLO,SIEGERT,0.0,0.0317,-0.02344,0.02726,-0.0008101,0.1261,-0.01393,0.01944,-0.912,0.0,1.42e-18,-0.7912,1.928e-20,9.873e-18,-0.0,-0.3055,1.947,2.24,0.0,0.3055,2.75
0.8727,93.87,107.6,23.03,23.03,0.0,50.0,450,NLO,SIEGERT,0.0,0.03025,-0.02254,0.02721,-0.0007937,0.1228,-0.01337,0.01946,-0.9144,0.0,2.763e-18,-0.7962,1.8820000000000002e-20,0.0,-0.0,-0.3028,2.002,2.295,0.0,0.3028,2.75
0.8901,96.44,110.2,23.03,23.03,0.0,51.0,450,NLO,SIEGERT,0.0,0.02891,-0.02167,0.02715,-0.0007775,0.1196,-0.01283,0.01947,-0.9166,0.0,2.689e-18,-0.8009,3.677e-20,9.412e-18,-0.0,-0.3002,2.056,2.35,0.0,0.3002,2.75
0.9076,98.99,112.7,23.03,23.03,0.0,52.0,450,NLO,SIEGERT,0.0,0.02765,-0.02083,0.02708,-0.0007615,0.1167,-0.0123,0.01948,-0.9187,0.0,0.0,-0.8054,-8.984e-20,9.2e-18,-0.0,-0.2976,2.111,2.404,0.0,0.2976,2.75
0.925,101.5,115.3,23.03,23.03,0.0,53.0,450,NLO,SIEGERT,-0.0,0.02649,-0.02001,0.02702,-0.0007458,0.1138,-0.01178,0.01949,-0.9207,0.0,2.554e-18,-0.8096,3.5150000000000005e-20,-8.998e-18,-0.0,-0.2951,2.165,2.458,0.0,0.2951,2.75
0.9425,104.0,117.8,23.03,23.03,0.0,54.0,450,NLO,SIEGERT,-0.0,0.0254,-0.01923,0.02695,-0.0007303,0.1112,-0.01128,0.01949,-0.9225,0.0,1.246e-18,-0.8136,-1.7200000000000002e-20,2.642e-17,-0.0,-0.2926,2.219,2.512,-0.0,0.2926,2.75
0.9599,106.5,120.3,23.03,23.03,0.0,55.0,450,NLO,SIEGERT,-0.0,0.02438,-0.01847,0.02687,-0.0007151,0.1086,-0.01079,0.01948,-0.9243,0.0,-1.217e-18,-0.8175,1.011e-19,0.0,-0.0,-0.2903,2.272,2.565,-0.0,0.2903,2.75
0.9774,109.0,122.7,23.03,23.03,0.0,56.0,450,NLO,SIEGERT,0.0,0.02344,-0.01773,0.0268,-0.0007001,0.1063,-0.01032,0.01947,-0.926,0.0,1.189e-18,-0.8211,3.3010000000000005e-20,0.0,-0.0,-0.288,2.324,2.617,-0.0,0.288,2.75
0.9948,111.4,125.2,23.03,23.03,0.0,57.0,450,NLO,SIEGERT,-0.0,0.02256,-0.01702,0.02672,-0.0006853,0.104,-0.009857,0.01946,-0.9275,0.0,1.163e-18,-0.8246,-1.618e-20,8.287e-18,-0.0,-0.2858,2.376,2.669,0.0,0.2858,2.75
1.0123,113.9,127.6,23.03,23.03,0.0,58.0,450,NLO,SIEGERT,-0.0,0.02174,-0.01634,0.02665,-0.0006707,0.1019,-0.009412,0.01944,-0.929,0.0,0.0,-0.8278,1.588e-20,-8.131e-18,-0.0,-0.2837,2.428,2.72,0.0,0.2837,2.75
1.0297,116.2,129.9,23.03,23.03,0.0,59.0,450,NLO,SIEGERT,-0.0,0.02097,-0.01568,0.02657,-0.0006563,0.09988,-0.00898,0.01942,-0.9304,0.0,-1.116e-18,-0.8309,-4.6770000000000003e-20,1.597e-17,-0.0,-0.2816,2.478,2.771,0.0,0.2816,2.75
1.0472,118.6,132.3,23.03,23.03,0.0,60.0,450,NLO,SIEGERT,-0.0,0.02026,-0.01503,0.02649,-0.0006422,0.09799,-0.008561,0.0194,-0.9317,0.0,1.094e-18,-0.8339,0.0,-7.842e-18,-0.0,-0.2796,2.528,2.82,0.0,0.2796,2.75
1.0647,120.9,134.6,23.03,23.03,0.0,61.0,450,NLO,SIEGERT,-0.0,0.0196,-0.01442,0.02641,-0.0006282,0.0962,-0.008155,0.01937,-0.933,0.0,-1.073e-18,-0.8367,0.0,0.0,-0.0,-0.2777,2.577,2.869,-0.0,0.2777,2.75
1.0821,123.1,136.8,23.03,23.03,0.0,62.0,450,NLO,SIEGERT,-0.0,0.01898,-0.01382,0.02633,-0.0006145,0.09451,-0.007762,0.01934,-0.9342,0.0,2.106e-18,-0.8394,2.962e-20,-7.582e-18,-0.0,-0.2758,2.625,2.917,0.0,0.2758,2.75
1.0996,125.3,139.0,23.03,23.03,0.0,63.0,450,NLO,SIEGERT,-0.0,0.01841,-0.01324,0.02625,-0.000601,0.09291,-0.007382,0.01931,-0.9353,0.0,-1.035e-18,-0.8419,1.4580000000000002e-20,7.463e-18,-0.0,-0.2741,2.672,2.964,-0.0,0.2741,2.75
1.117,127.5,141.1,23.03,23.03,0.0,64.0,450,NLO,SIEGERT,0.0,0.01787,-0.01268,0.02618,-0.0005877,0.09141,-0.007013,0.01928,-0.9363,0.0,1.017e-18,-0.8443,-7.177000000000001e-20,0.0,-0.0,-0.2724,2.718,3.01,-0.0,0.2724,2.75
1.1345,129.6,143.2,23.03,23.03,0.0,65.0,450,NLO,SIEGERT,-0.0,0.01737,-0.01214,0.0261,-0.0005745,0.08999,-0.006656,0.01925,-0.9373,0.0,-1.001e-18,-0.8465,-2.829e-20,-7.241e-18,-0.0,-0.2707,2.763,3.054,0.0,0.2707,2.75
1.1519,131.6,145.3,23.03,23.03,0.0,66.0,450,NLO,SIEGERT,0.0,0.01691,-0.01161,0.02602,-0.0005616,0.08866,-0.00631,0.01922,-0.9383,0.0,-4.729e-17,-0.8487,-4.183e-20,-2.142e-17,-0.0,-0.2692,2.806,3.098,-0.0,0.2692,2.75
1.1694,133.6,147.3,23.03,23.03,0.0,67.0,450,NLO,SIEGERT,-0.0,0.01647,-0.01111,0.02594,-0.0005488,0.0874,-0.005975,0.01919,-0.9391,0.0,9.704e-19,-0.8507,0.0,0.0,-0.0,-0.2677,2.849,3.14,-0.0,0.2677,2.75
1.1868,135.5,149.2,23.03,23.03,0.0,68.0,450,NLO,SIEGERT,-0.0,0.01607,-0.01062,0.02587,-0.0005363,0.08622,-0.005651,0.01916,-0.94,0.0,1.913e-18,-0.8526,5.431e-20,0.0,-0.0,-0.2662,2.89,3.181,-0.0,0.2662,2.75
1.2043,137.4,151.1,23.03,23.03,0.0,69.0,450,NLO,SIEGERT,-0.0,0.01569,-0.01014,0.0258,-0.0005239,0.08511,-0.005337,0.01912,-0.9407,0.0,-2.831e-17,-0.8544,2.6820000000000003e-20,-4.12e-17,-0.0,-0.2649,2.93,3.221,0.0,0.2649,2.75
1.2217,139.2,152.9,23.03,23.03,0.0,70.0,450,NLO,SIEGERT,0.0,0.01535,-0.009681,0.02572,-0.0005117,0.08407,-0.005032,0.01909,-0.9415,0.0,1.863e-18,-0.8561,-2.6510000000000003e-20,0.0,-0.0,-0.2636,2.969,3.26,0.0,0.2636,2.75
1.2392,141.0,154.6,23.03,23.03,0.0,71.0,450,NLO,SIEGERT,0.0,0.01502,-0.009235,0.02565,-0.0004996,0.08309,-0.004737,0.01906,-0.9422,0.0,9.198e-19,-0.8577,0.0,6.709e-18,-0.0,-0.2623,3.006,3.297,-0.0,0.2623,2.75
1.2566,142.6,156.3,23.03,23.03,0.0,72.0,450,NLO,SIEGERT,0.0,0.01472,-0.008803,0.02559,-0.0004877,0.08217,-0.004451,0.01903,-0.9428,0.0,0.0,-0.8592,-1.2960000000000002e-20,0.0,-0.0,-0.2612,3.041,3.332,-0.0,0.2612,2.75
1.2741,144.2,157.9,23.03,23.03,0.0,73.0,450,NLO,SIEGERT,0.0,0.01444,-0.008383,0.02552,-0.000476,0.08132,-0.004173,0.019,-0.9434,0.0,8.989e-19,-0.8606,1.2830000000000001e-20,0.0,-0.0,-0.26,3.076,3.366,0.0,0.26,2.75
1.2915,145.8,159.4,23.03,23.03,0.0,74.0,450,NLO,SIEGERT,0.0,0.01418,-0.007976,0.02546,-0.0004644,0.08052,-0.003903,0.01897,-0.944,0.0,0.0,-0.8619,-2.5420000000000002e-20,-6.507e-18,-0.0,-0.259,3.108,3.399,-0.0,0.259,2.75
1.309,147.2,160.9,23.03,23.03,0.0,75.0,450,NLO,SIEGERT,-0.0,0.01394,-0.00758,0.02539,-0.000453,0.07978,-0.00364,0.01894,-0.9445,0.0,0.0,-0.8632,3.7780000000000005e-20,0.0,-0.0,-0.258,3.139,3.43,0.0,0.258,2.75
1.3265,148.6,162.2,23.03,23.03,0.0,76.0,450,NLO,SIEGERT,-0.0,0.01371,-0.007195,0.02533,-0.0004417,0.07909,-0.003385,0.01891,-0.945,0.0,1.745e-18,-0.8643,2.4970000000000002e-20,-6.394e-18,-0.0,-0.2571,3.169,3.459,-0.0,0.2571,2.75
1.3439,149.9,163.5,23.03,23.03,0.0,77.0,450,NLO,SIEGERT,-0.0,0.0135,-0.00682,0.02528,-0.0004306,0.07845,-0.003136,0.01888,-0.9454,0.0,0.0,-0.8654,1.239e-19,6.343e-18,-0.0,-0.2562,3.197,3.487,0.0,0.2562,2.75
1.3614,151.1,164.8,23.03,23.03,0.0,78.0,450,NLO,SIEGERT,-0.0,0.01331,-0.006454,0.02523,-0.0004196,0.07786,-0.002894,0.01886,-0.9458,0.0,1.716e-18,-0.8664,-2.4590000000000002e-20,0.0,-0.0,-0.2554,3.223,3.513,0.0,0.2554,2.75
1.3788,152.3,165.9,23.03,23.03,0.0,79.0,450,NLO,SIEGERT,0.0,0.01313,-0.006098,0.02517,-0.0004087,0.07732,-0.002657,0.01884,-0.9462,0.0,0.0,-0.8673,-1.2210000000000001e-20,0.0,-0.0,-0.2547,3.247,3.537,-0.0,0.2547,2.75
1.3963,153.4,167.0,23.03,23.03,0.0,80.0,450,NLO,SIEGERT,-0.0,0.01296,-0.00575,0.02513,-0.0003979,0.07682,-0.002426,0.01882,-0.9466,0.0,0.0,-0.8681,-1.213e-20,-6.213e-18,-0.0,-0.254,3.27,3.56,-0.0,0.254,2.75
1.4137,154.3,167.9,23.03,23.03,0.0,81.0,450,NLO,SIEGERT,-0.0,0.01281,-0.00541,0.02508,-0.0003873,0.07637,-0.0022,0.0188,-0.9469,0.0,0.0,-0.8689,-4.8260000000000006e-20,6.177e-18,-0.0,-0.2534,3.291,3.581,-0.0,0.2534,2.75
1.4312,155.2,168.8,23.03,23.03,0.0,82.0,450,NLO,SIEGERT,0.0,0.01267,-0.005077,0.02504,-0.0003768,0.07597,-0.001978,0.01878,-0.9471,0.0,0.0,-0.8695,6e-20,0.0,-0.0,-0.2528,3.31,3.6,0.0,0.2528,2.75
1.4486,156.0,169.6,23.03,23.03,0.0,83.0,450,NLO,SIEGERT,-0.0,0.01254,-0.004751,0.025,-0.0003664,0.07561,-0.001759,0.01877,-0.9474,0.0,-1.662e-18,-0.8702,-5.972000000000001e-20,0.0,-0.0,-0.2523,3.327,3.617,-0.0,0.2523,2.75
1.4661,156.8,170.3,23.03,23.03,0.0,84.0,450,NLO,SIEGERT,0.0,0.01242,-0.00443,0.02497,-0.0003561,0.07529,-0.001545,0.01875,-0.9476,0.0,1.654e-18,-0.8707,2.3790000000000003e-20,-6.089e-18,-0.0,-0.2519,3.342,3.632,-0.0,0.2519,2.75
1.4835,157.4,171.0,23.03,23.03,0.0,85.0,450,NLO,SIEGERT,0.0,0.0123,-0.004114,0.02494,-0.0003459,0.07501,-0.001333,0.01874,-0.9478,0.0,0.0,-0.8712,5.925e-20,6.067e-18,-0.0,-0.2515,3.356,3.646,-0.0,0.2515,2.75
1.501,157.9,171.5,23.03,23.03,0.0,86.0,450,NLO,SIEGERT,-0.0,0.0122,-0.003804,0.02491,-0.0003359,0.07477,-0.001123,0.01874,-0.9479,0.0,0.0,-0.8716,0.0,0.0,-0.0,-0.2511,3.368,3.657,0.0,0.2511,2.75
1.5184,158.4,172.0,23.03,23.03,0.0,87.0,450,NLO,SIEGERT,-0.0,0.01211,-0.003497,0.02488,-0.0003259,0.07457,-0.000916,0.01873,-0.9481,0.0,0.0,-0.8719,1.1780000000000001e-20,6.032e-18,-0.0,-0.2509,3.377,3.667,-0.0,0.2509,2.75
1.5359,158.7,172.3,23.03,23.03,0.0,88.0,450,NLO,SIEGERT,-0.0,0.01203,-0.003194,0.02486,-0.000316,0.07441,-0.0007101,0.01873,-0.9482,0.0,1.634e-18,-0.8721,2.3510000000000003e-20,6.02e-18,-0.0,-0.2506,3.385,3.674,-0.0,0.2506,2.75
