32.5 6.32 0.14
55.0 7.02 0.09
80.0 6.03 0.09
105  5.25 0.08
130  3.62 0.09
#Differential cross-setion. Deuteron photodisintegration, E = 100 MeV
# E. De Sanctis, et al., Phys. Rev. Lett. 54, 1639 (1985).
