T20,,toperr,
X,Y,X,Y
26.799116997792492,-0.4080717488789236,26.71081677704194,-0.19955156950672626
30.242825607064013,-0.7600896860986546,30.242825607064013,-0.6502242152466366
34.1280353200883,-0.4775784753363228,34.1280353200883,-0.4035874439461884
37.92494481236203,-0.5112107623318385,37.92494481236203,-0.43721973094170385
41.6335540838852,-0.35426008968609857,41.6335540838852,-0.26905829596412545
45.077262693156726,-0.40134529147982057,45.077262693156726,-0.17488789237668156
80.66225165562913,0.1053811659192826,80.83885209713023,0.17264573991031396
84.19426048565123,0.17488789237668179,84.28256070640172,0.2130044843049328
87.81456953642385,0.13452914798206284,87.99116997792493,0.16816143497757863
91.87637969094924,0.11659192825112119,91.87637969094925,0.1524663677130046
95.76158940397352,0.06950672645739919,95.76158940397353,0.11434977578475347
99.73509933774837,0.04035874439461895,99.73509933774834,0.09641255605381172
