I,E1,CROSS,AX,AY,AZ,FORCE,CUTOFF,Energy,angle
1,0.12,3.279e-05,-0.026604,5.6282e-17,-4.1176000000000002e-19,N4LO+,450,100.0,90
1,0.12,0.00021314,-0.0014377,5.3814e-17,2.8507e-17,N4LO,500,30.0,170
1,0.12,1.4366e-05,-0.0001662,4.2244e-17,-3.1025e-18,LO,450,100.0,10
1,0.12,3.0066e-05,-0.0090188,5.9489e-17,2.9157e-18,N2LO,400,100.0,50
1,0.12,2.7418e-05,-0.013194,3.7992e-17,-8.0954e-18,NLO,450,100.0,130
1,0.12,0.00022196,-0.029259,6.8927e-17,5.3701e-18,N4LO,550,30.0,130
1,0.12,0.00021805,-0.028044,6.6912e-17,8.7126e-18,N4LO,450,30.0,130
1,0.12,0.00020978,-0.0013852,4.3156e-17,2.5012e-17,N3LO,400,30.0,170
1,0.12,1.4336e-05,-0.0048678,6.852e-17,-5.2909e-18,LO,450,100.0,50
1,0.12,1.4256e-05,-0.0080156,5.3181e-17,-1.4922e-17,LO,400,100.0,130
1,0.12,3.0492e-05,-0.00070162,2.3402e-17,-1.2365e-18,N4LO,450,100.0,170
1,0.12,3.2915e-05,-0.0098085,5.3736e-17,-2.8993e-18,N4LO,450,100.0,50
1,0.12,2.9622e-05,-0.00065848,2.7692e-17,-3.4914e-18,N4LO+,400,100.0,170
1,0.12,0.00021555,-0.027287,5.7956e-17,7.6101e-18,N4LO,400,30.0,130
1,0.12,3.121e-05,-0.01528,3.4045e-17,-5.4803e-18,N2LO,450,100.0,130
1,0.12,0.00015988,-0.0011858,6.7961e-17,1.6577e-17,LO,450,30.0,10
1,0.12,2.6085e-05,-0.012798,3.7483e-17,-8.1258e-18,NLO,400,100.0,130
1,0.12,1.3935e-05,-0.0075134,4.6175e-17,-1.1417e-17,LO,450,100.0,130
1,0.12,3.2773e-05,-0.026561,5.204e-17,-5.2948e-18,N4LO,450,100.0,90
1,0.12,0.00021297,-0.026827,8.0886e-17,8.088300000000001e-19,N2LO,400,30.0,130
1,0.12,0.00021539,-0.026565,7.0896e-17,5.1804e-18,NLO,450,30.0,130
1,0.12,0.00022095,-0.021525,6.8119e-17,-2.8608e-17,N2LO,450,30.0,50
1,0.12,3.2152e-05,-0.0007861,2.0755e-17,-3.0778e-18,N4LO+,550,100.0,170
1,0.12,3.19e-05,-0.00020964,4.0425e-17,9.153500000000001e-19,N4LO,400,100.0,10
1,0.12,1.3997e-05,-0.0003803,4.2608e-17,-2.5804e-18,LO,400,100.0,170
1,0.12,0.00021262,-0.0016813,7.2883e-17,2.2451e-17,N2LO,400,30.0,10
1,0.12,0.00015722,-0.001131,5.4027e-17,2.0409e-17,LO,450,30.0,170
1,0.12,0.00021496,-0.0016376,6.1831e-17,2.4027e-17,NLO,450,30.0,10
1,0.12,3.4692e-05,-0.029828,5.5992e-17,-4.984e-18,N4LO+,550,100.0,90
1,0.12,0.00021116,-0.001407,5.0259e-17,2.4536e-17,N4LO,450,30.0,170
1,0.12,3.0548e-05,-0.014131,3.7218e-17,-2.0333e-18,N4LO+,400,100.0,130
1,0.12,0.00022445,-0.04704,5.3317e-17,-1.9072e-17,N2LO,450,30.0,90
1,0.12,0.0002229,-0.04623,8.2092e-17,-1.3632e-17,N3LO,400,30.0,90
1,0.12,2.8829e-05,-0.014005,3.3092e-17,-7.3981e-18,N2LO,400,100.0,130
1,0.12,0.00021545,-0.0017191,5.9364e-17,2.3977e-17,N4LO,400,30.0,10
1,0.12,3.1505e-05,-0.00072394,2.727e-17,-2.7181e-18,N3LO,450,100.0,170
1,0.12,0.00022109,-0.02885,6.1909e-17,3.2432e-18,N4LO+,500,30.0,130
1,0.12,3.2954e-05,-0.00021581,4.038e-17,2.9763e-18,N3LO,400,100.0,10
1,0.12,0.00020896,-0.0013725,4.3242e-17,1.9998e-17,N4LO,400,30.0,170
1,0.12,0.0002191,-0.021175,8.1362e-17,-2.7491e-17,N4LO+,400,30.0,50
1,0.12,3.1869e-05,-0.009081,5.2038e-17,-3.0625e-18,N4LO,400,100.0,50
1,0.12,0.0002187,-0.028123,7.4818e-17,-1.5331e-18,N4LO+,450,30.0,130
1,0.12,0.00021557,-0.0014734,4.4547e-17,2.3655e-17,N4LO+,550,30.0,170
1,0.12,3.1412e-05,-0.0007451,3.0286e-17,-6.9961e-20,N4LO,500,100.0,170
1,0.12,3.1488e-05,-0.014476,3.8349e-17,-7.6713e-18,N3LO,400,100.0,130
1,0.12,0.00023034,-0.049592,5.9065e-17,-1.6039e-17,N4LO+,550,30.0,90
1,0.12,0.00017672,-0.036727,4.4604e-17,-1.4409e-17,LO,400,30.0,90
1,0.12,0.00021649,-0.027584,5.5499e-17,7.4303e-18,N3LO,400,30.0,130
1,0.12,0.00021616,-0.027345,7.312e-17,1.7029e-18,N4LO+,400,30.0,130
1,0.12,3.3269e-05,-0.016855,3.187e-17,-6.6601e-18,N4LO+,550,100.0,130
1,0.12,3.4671e-05,-0.029714,4.5621e-17,-7.8566e-18,N4LO,550,100.0,90
1,0.12,2.7215e-05,-0.00019015,4.5922e-17,-6.8228e-18,NLO,400,100.0,10
1,0.12,3.3915e-05,-0.00024145,3.6962e-17,-6.4789e-18,N4LO,500,100.0,10
1,0.12,3.2932e-05,-0.0098212,5.4664e-17,-3.724e-18,N4LO+,450,100.0,50
1,0.12,3.1504e-05,-0.015065,3.1192e-17,-2.2146e-18,N4LO+,450,100.0,130
1,0.12,0.00022242,-0.02162,6.8874e-17,-2.9994e-17,N3LO,450,30.0,50
1,0.12,0.00021917,-0.028442,8.0962e-17,-2.1837e-18,N3LO,450,30.0,130
1,0.12,0.00022056,-0.0017911,5.5294e-17,2.5412e-17,N4LO,500,30.0,10
1,0.12,0.00021102,-0.0014071,4.9588e-17,1.9786e-17,N2LO,450,30.0,170
1,0.12,0.00022306,-0.029502,6.0282e-17,1.5658e-18,N4LO+,550,30.0,130
1,0.12,0.00017461,-0.019487,5.4728e-17,-2.1969e-17,LO,400,30.0,50
1,0.12,2.5367e-05,-0.00059575,2.7394e-17,-3.0919e-18,NLO,400,100.0,170
1,0.12,2.8585e-05,-0.0084596,4.9461e-17,1.7676000000000002e-19,NLO,450,100.0,50
1,0.12,1.473e-05,-0.0001613,4.2952e-17,9.2988e-19,LO,400,100.0,10
1,0.12,0.00017319,-0.022166,4.8464e-17,5.1891e-18,LO,400,30.0,130
1,0.12,0.0002179,-0.0017585,6.7621e-17,2.338e-17,N2LO,450,30.0,10
1,0.12,0.00022352,-0.001829,8.0344e-17,2.012e-17,N4LO+,550,30.0,10
1,0.12,0.00022117,-0.0215,6.4944e-17,-2.6979e-17,N4LO,450,30.0,50
1,0.12,0.00021386,-0.0014436,5.1956e-17,2.5171e-17,N4LO+,500,30.0,170
1,0.12,0.00016096,-0.021784,6.2387e-17,2.3293e-18,LO,450,30.0,130
1,0.12,3.0483e-05,-0.01406,3.8378e-17,-5.6691e-18,N4LO,400,100.0,130
1,0.12,0.00020663,-0.0013514,4.9194e-17,2.1046e-17,N2LO,400,30.0,170
1,0.12,3.2938e-05,-0.00022619,4.1107e-17,2.0924e-18,N4LO+,450,100.0,10
1,0.12,3.3901e-05,-0.00024151,3.8215e-17,-6.2955000000000005e-19,N4LO+,500,100.0,10
1,0.12,0.00022596,-0.04774,6.6084e-17,-1.138e-17,N3LO,450,30.0,90
1,0.12,0.00022465,-0.047029,5.3162e-17,-1.3948e-17,N4LO,450,30.0,90
1,0.12,2.8438e-05,-0.02327,5.356e-17,-9.1686e-18,NLO,450,100.0,90
1,0.12,3.4056e-05,-0.010146,4.8795e-17,-1.8081e-18,N3LO,450,100.0,50
1,0.12,0.00021789,-0.028047,6.2643e-17,3.3685e-18,N2LO,450,30.0,130
1,0.12,0.00022186,-0.021521,6.7537e-17,-2.42e-17,N4LO+,450,30.0,50
1,0.12,3.0239e-05,-0.00071175,2.912e-17,-6.7982e-18,N2LO,450,100.0,170
1,0.12,2.7176e-05,-0.0081547,6.0537e-17,-6.5831e-18,NLO,400,100.0,50
1,0.12,3.2459e-05,-0.027008,4.7606e-17,-1.0598e-17,N2LO,450,100.0,90
1,0.12,0.00022445,-0.021844,6.7372e-17,-3.0961e-17,N4LO+,500,30.0,50
1,0.12,3.2567e-05,-0.0099764,5.7796e-17,-4.8561e-18,N2LO,450,100.0,50
1,0.12,0.00021177,-0.0014104,5.9836e-17,2.9881e-17,N4LO+,450,30.0,170
1,0.12,2.7028e-05,-0.022534,4.8958e-17,-7.9924e-18,NLO,400,100.0,90
1,0.12,3.469e-05,-0.00025538,3.7438e-17,1.069e-18,N4LO,550,100.0,10
1,0.12,0.00022807,-0.048448,6.1385e-17,-1.5631e-17,N4LO+,500,30.0,90
1,0.12,0.00021893,-0.044911,6.4458e-17,-1.775e-17,N2LO,400,30.0,90
1,0.12,2.9559e-05,-0.00065538,2.6625e-17,-1.3957e-18,N4LO,400,100.0,170
1,0.12,3.1762e-05,-0.024918,5.4662e-17,-6.2035e-18,N4LO+,400,100.0,90
1,0.12,1.4598e-05,-0.013768,7.2994e-17,-1.2189e-17,LO,400,100.0,90
1,0.12,3.009e-05,-0.00020893,4.262e-17,-3.7054e-18,N2LO,400,100.0,10
1,0.12,0.00022659,-0.022137,8.1278e-17,-2.0878e-17,N4LO+,550,30.0,50
1,0.12,0.00022721,-0.048212,4.9887e-17,-8.6725e-18,N4LO,500,30.0,90
1,0.12,3.2472e-05,-0.015974,3.0879e-17,-1.8649e-18,N4LO,500,100.0,130
1,0.12,0.00022911,-0.049164,5.8436e-17,-1.3639e-17,N4LO,550,30.0,90
1,0.12,3.14e-05,-0.00074496,2.6724e-17,-3.6882e-18,N4LO+,500,100.0,170
1,0.12,0.00022361,-0.021794,6.0436e-17,-3.2012e-17,N4LO,500,30.0,50
1,0.12,0.00021198,-0.0015973,4.7371e-17,2.0269e-17,NLO,400,30.0,10
1,0.12,0.00022535,-0.04717,5.2119e-17,-1.8865e-17,N4LO+,450,30.0,90
1,0.12,0.00021883,-0.001763,6.792e-17,2.3587e-17,N4LO+,450,30.0,10
1,0.12,0.00017191,-0.0012312,6.0777e-17,7.5844e-18,LO,400,30.0,10
1,0.12,0.00021802,-0.020855,6.1285e-17,-2.171e-17,NLO,450,30.0,50
1,0.12,3.2457e-05,-0.015978,3.2226e-17,-6.8754e-18,N4LO+,500,100.0,130
1,0.12,3.2557e-05,-0.015523,3.8262e-17,-5.6081e-18,N3LO,450,100.0,130
1,0.12,2.8616e-05,-0.00019581,3.7986e-17,-7.7533e-18,NLO,450,100.0,10
1,0.12,3.2131e-05,-0.00078391,2.7627e-17,-6.3895e-18,N4LO,550,100.0,170
1,0.12,3.3834e-05,-0.028229,5.4187e-17,1.0401e-19,N4LO,500,100.0,90
1,0.12,0.00016913,-0.0011487,4.3331e-17,2.2165e-17,LO,400,30.0,170
1,0.12,0.00022245,-0.045805,7.1024e-17,-1.5214e-17,N4LO+,400,30.0,90
1,0.12,1.3692e-05,-0.00035843,2.9172e-17,-2.6186e-18,LO,450,100.0,170
1,0.12,0.00016422,-0.03609,5.5168e-17,-8.6453e-18,LO,450,30.0,90
1,0.12,0.00021941,-0.0017851,7.2405e-17,1.8989e-17,N3LO,450,30.0,10
1,0.12,0.00022139,-0.0017984,4.7374e-17,2.0327e-17,N4LO+,500,30.0,10
1,0.12,3.3918e-05,-0.027411,5.7775e-17,-5.525e-18,N3LO,450,100.0,90
1,0.12,0.00022234,-0.001816,6.1289e-17,2.7127e-17,N4LO,550,30.0,10
1,0.12,3.0515e-05,-0.00067482,2.68e-17,-1.124e-18,N3LO,400,100.0,170
1,0.12,3.1693e-05,-0.024784,6.5025e-17,-3.5856e-18,N4LO,400,100.0,90
1,0.12,0.00016236,-0.019332,3.2139e-17,-2.1425e-17,LO,450,30.0,50
1,0.12,0.00021609,-0.0017229,5.1596e-17,2.0608e-17,N4LO+,400,30.0,10
1,0.12,3.3815e-05,-0.028251,5.6933e-17,-3.7419e-18,N4LO+,500,100.0,90
1,0.12,0.00020653,-0.0013123,5.1182e-17,2.3575e-17,NLO,400,30.0,170
1,0.12,3.2759e-05,-0.02553,5.9855e-17,-6.5064e-18,N3LO,400,100.0,90
1,0.12,2.9925e-05,-0.024691,5.5609e-17,-3.0759e-18,N2LO,400,100.0,90
1,0.12,3.1486e-05,-0.015047,2.5332e-17,-5.4364e-18,N4LO,450,100.0,130
1,0.12,1.4691e-05,-0.0050695,7.0697e-17,-5.1931e-18,LO,400,100.0,50
1,0.12,1.4254e-05,-0.012868,7.598e-17,-5.2838e-18,LO,450,100.0,90
1,0.12,2.7987e-05,-0.00065232,2.6914e-17,5.0651e-20,N2LO,400,100.0,170
1,0.12,0.0002126,-0.025948,7.034e-17,6.6074e-18,NLO,400,30.0,130
1,0.12,3.394e-05,-0.010499,5.6557e-17,-2.7349000000000005e-19,N4LO,500,100.0,50
1,0.12,3.4766e-05,-0.011154,5.147e-17,-1.0522e-17,N4LO+,550,100.0,50
1,0.12,3.293e-05,-0.0093781,5.861e-17,8.276100000000001e-19,N3LO,400,100.0,50
1,0.12,3.3924e-05,-0.010502,5.2338e-17,2.2554e-19,N4LO+,500,100.0,50
1,0.12,0.0002203,-0.028718,6.6991e-17,1.0764e-17,N4LO,500,30.0,130
1,0.12,3.0512e-05,-0.00070217,2.8987e-17,-3.2297e-18,N4LO+,450,100.0,170
1,0.12,0.00021212,-0.0014241,4.6677e-17,2.4999e-17,N3LO,450,30.0,170
1,0.12,0.00021563,-0.020978,6.2464e-17,-2.0999e-17,N2LO,400,30.0,50
1,0.12,0.00020905,-0.0013408,5.1987e-17,1.9627e-17,NLO,450,30.0,170
1,0.12,3.4052e-05,-0.00023295,4.196e-17,-3.8944e-18,N3LO,450,100.0,10
1,0.12,0.0002218,-0.045699,7.4487e-17,-2.0508e-17,N4LO,400,30.0,90
1,0.12,0.00021846,-0.02117,4.9644e-17,-3.2489e-17,N4LO,400,30.0,50
1,0.12,0.00021502,-0.020571,5.9062e-17,-3.0573e-17,NLO,400,30.0,50
1,0.12,0.00021459,-0.0014625,4.5938e-17,2.4801e-17,N4LO,550,30.0,170
1,0.12,3.3249e-05,-0.016799,3.4773e-17,-9.2703e-18,N4LO,550,100.0,130
1,0.12,0.00022132,-0.044421,6.896e-17,-1.4716e-17,NLO,450,30.0,90
1,0.12,0.00021814,-0.0017586,7.8867e-17,2.5909e-17,N4LO,450,30.0,10
1,0.12,3.197e-05,-0.00021051,3.4743e-17,-1.6678e-18,N4LO+,400,100.0,10
1,0.12,2.6639e-05,-0.00061391,2.2692e-17,-4.1984e-18,NLO,450,100.0,170
1,0.12,3.2919e-05,-0.00022593,3.7746e-17,6.7268e-19,N4LO,450,100.0,10
1,0.12,3.4715e-05,-0.00025623,3.8741e-17,-1.9094e-18,N4LO+,550,100.0,10
1,0.12,3.1938e-05,-0.0091292,5.5945e-17,-3.981e-18,N4LO+,400,100.0,50
1,0.12,0.00021822,-0.043349,6.7422e-17,-1.9527e-17,NLO,400,30.0,90
1,0.12,0.00021653,-0.001738,7.0014e-17,2.0249e-17,N3LO,400,30.0,10
1,0.12,0.00022541,-0.022036,7.7248e-17,-3.0733e-17,N4LO,550,30.0,50
1,0.12,3.4743e-05,-0.011115,5.0703e-17,-5.9507e-18,N4LO,550,100.0,50
1,0.12,0.00020954,-0.0013748,5.7167e-17,2.4717e-17,N4LO+,400,30.0,170
1,0.12,0.00021952,-0.02125,5.6674e-17,-2.7092e-17,N3LO,400,30.0,50
1,0.12,3.2555e-05,-0.00022913,4.0875e-17,-1.3513e-18,N2LO,450,100.0,10
1,0.19,0.00019575,-0.0017765,4.5652e-17,-1.1297e-17,LO,450,30.0,170
1,0.19,0.00025807,-0.0020684,6.6236e-17,-1.3907e-17,N4LO,450,30.0,170
1,0.19,0.00025374,-0.0019638,4.1104e-17,-2.0803e-17,NLO,400,30.0,170
1,0.19,0.00025874,-0.0020714,6.8763e-17,-1.4019e-17,N4LO+,450,30.0,170
1,0.19,0.00026091,-0.0021082,5.6345e-17,-1.3962e-17,N4LO+,500,30.0,170
1,0.19,0.00025893,-0.0020844,7.115e-17,-1.2552e-17,N3LO,450,30.0,170
1,0.19,0.0002104,-0.0017982,5.9214e-17,-1.2388e-17,LO,400,30.0,170
1,0.19,0.00025577,-0.0020302,4.8217e-17,-2.6335e-17,N4LO,400,30.0,170
1,0.19,0.00025653,-0.0020419,5.6244e-17,-1.873e-17,N3LO,400,30.0,170
1,0.19,0.00025324,-0.0020055,7.3501e-17,-1.5619e-17,N2LO,400,30.0,170
1,0.19,0.00026013,-0.0021022,7.7076e-17,-1.5958e-17,N4LO,500,30.0,170
1,0.19,0.00025641,-0.0020318,5.6236e-17,-2.011e-17,N4LO+,400,30.0,170
1,0.19,0.00026162,-0.0021296,6.3624e-17,-1.0631e-17,N4LO,550,30.0,170
1,0.19,0.00026267,-0.0021413,7.1176e-17,-1.42e-17,N4LO+,550,30.0,170
1,0.19,0.00025793,-0.0020686,5.3928e-17,-1.3941e-17,N2LO,450,30.0,170
1,0.19,0.00025649,-0.0019967,6.1762e-17,-1.3797e-17,NLO,450,30.0,170
1,0.193,0.00027513,-0.041464,8.9232e-17,1.0916e-17,N4LO+,500,30.0,130
1,0.193,0.00027605,-0.041926,8.0802e-17,-3.9691e-19,N4LO,550,30.0,130
1,0.193,0.00026977,-0.039791,7.6844e-17,4.9143e-18,N4LO+,400,30.0,130
1,0.193,0.00026951,-0.038998,8.0436e-17,4.4246e-18,NLO,450,30.0,130
1,0.193,0.00026618,-0.039223,9.8336e-17,1.0552e-17,N2LO,400,30.0,130
1,0.193,0.00027287,-0.040969,8.0717e-17,4.3606e-18,N3LO,450,30.0,130
1,0.193,0.00027,-0.040029,6.5608e-17,6.3279e-18,N3LO,400,30.0,130
1,0.193,0.0002718,-0.04058,8.2761e-17,1.2991e-17,N4LO,450,30.0,130
1,0.193,0.00021975,-0.034481,8.0882e-17,7.3474e-18,LO,400,30.0,130
1,0.193,0.00027425,-0.041324,7.1622e-17,-5.8862e-18,N4LO,500,30.0,130
1,0.193,0.00027254,-0.040657,9.5734e-17,1.1932e-17,N4LO+,450,30.0,130
1,0.193,0.00026636,-0.038295,6.9895e-17,1.5916e-17,NLO,400,30.0,130
1,0.193,0.00027726,-0.042188,8.9607e-17,5.8817e-18,N4LO+,550,30.0,130
1,0.193,0.00020441,-0.034033,6.5785e-17,1.0377e-17,LO,450,30.0,130
1,0.193,0.00027162,-0.040586,8.0674e-17,1.4546e-18,N2LO,450,30.0,130
1,0.193,0.00026908,-0.039743,9.1883e-17,8.0702e-18,N4LO,400,30.0,130
1,0.199,0.00029499,-0.079776,4.6657e-17,-1.4288e-17,N4LO,550,30.0,90
1,0.199,0.00029372,-0.078687,4.2114e-17,-1.7742e-17,N4LO+,500,30.0,90
1,0.199,0.0002861,-0.074485,5.8184e-17,-1.5347e-17,N4LO,400,30.0,90
1,0.199,0.00028592,-0.072531,5.3878e-17,-1.0006e-17,NLO,450,30.0,90
1,0.199,0.00028688,-0.074651,3.9808e-17,-1.6241e-17,N4LO+,400,30.0,90
1,0.199,0.00029103,-0.07761,6.2978e-17,-1.7819e-17,N3LO,450,30.0,90
1,0.199,0.00023051,-0.060462,4.4547e-17,-1.5718e-17,LO,400,30.0,90
1,0.199,0.00021436,-0.059428,3.8059e-17,-1.1858e-17,LO,450,30.0,90
1,0.199,0.00029267,-0.078326,4.9459e-17,-1.4805e-17,N4LO,500,30.0,90
1,0.199,0.00028956,-0.07652,5.2008e-17,-1.084e-17,N4LO,450,30.0,90
1,0.199,0.0002826,-0.073258,4.2592e-17,-1.4014e-17,N2LO,400,30.0,90
1,0.199,0.00028211,-0.070875,5.4857e-17,-4.5226e-18,NLO,400,30.0,90
1,0.199,0.00028734,-0.0753,6.1987e-17,-2.3134e-17,N3LO,400,30.0,90
1,0.199,0.00029648,-0.080429,6.5558e-17,-1.9244e-17,N4LO+,550,30.0,90
1,0.199,0.00029041,-0.076738,5.2997e-17,-1.1159e-17,N4LO+,450,30.0,90
1,0.199,0.00028931,-0.076527,4.3817e-17,-6.7009e-18,N2LO,450,30.0,90
1,0.206,0.00028842,-0.043147,7.7979e-17,-1.2922e-18,N3LO,450,30.0,50
1,0.206,0.00027991,-0.039811,8.7053e-17,4.9104e-18,NLO,400,30.0,50
1,0.206,0.00029102,-0.043742,8.3005e-17,1.3596e-18,N4LO+,500,30.0,50
1,0.206,0.00029,-0.043561,7.3043e-17,-1.6302e-19,N4LO,500,30.0,50
1,0.206,0.00022957,-0.035188,6.3091e-17,-2.8427e-18,LO,400,30.0,50
1,0.206,0.00028702,-0.042626,6.7668e-17,-6.524300000000001e-19,N4LO,450,30.0,50
1,0.206,0.00028362,-0.040648,9.3507e-17,-1.0272e-18,NLO,450,30.0,50
1,0.206,0.00028024,-0.040992,8.8785e-17,-6.1751e-19,N2LO,400,30.0,50
1,0.206,0.00028448,-0.041654,7.3736e-17,6.781400000000001e-19,N4LO+,400,30.0,50
1,0.206,0.00021367,-0.034735,5.5542e-17,-6.986700000000001e-19,LO,450,30.0,50
1,0.206,0.0002922,-0.044318,9.0699e-17,1.2324e-18,N4LO,550,30.0,50
1,0.206,0.00028371,-0.041581,7.7626e-17,6.7116e-19,N4LO,400,30.0,50
1,0.206,0.00028786,-0.042731,7.4839e-17,4.8483e-18,N4LO+,450,30.0,50
1,0.206,0.00028491,-0.041965,8.9099e-17,8.3357e-18,N3LO,400,30.0,50
1,0.206,0.00028673,-0.042651,9.5712e-17,-3.3637e-18,N2LO,450,30.0,50
1,0.206,0.00029364,-0.044653,8.1897e-17,5.3673e-18,N4LO+,550,30.0,50
1,0.21,0.00022464,-0.0017836,7.2452e-17,-1.5466e-17,LO,400,30.0,10
1,0.21,0.00028333,-0.0020193,9.7317e-17,-1.4005e-17,N4LO+,500,30.0,10
1,0.21,0.00028236,-0.0020152,9.0752e-17,-1.9336e-17,N4LO,500,30.0,10
1,0.21,0.00020921,-0.0017653,7.5183e-17,-1.6573e-17,LO,450,30.0,10
1,0.21,0.00027326,-0.0019455,1.0052e-16,-2.3344e-17,N2LO,400,30.0,10
1,0.21,0.00028091,-0.0020019,9.2149e-17,-1.5586e-17,N3LO,450,30.0,10
1,0.21,0.00027963,-0.0019916,9.5859e-17,-1.7822e-17,N4LO,450,30.0,10
1,0.21,0.00027658,-0.0019644,9.4243e-17,-2.5775e-17,N4LO,400,30.0,10
1,0.21,0.00027732,-0.0019648,9.2522e-17,-1.8851e-17,N4LO+,400,30.0,10
1,0.21,0.00027312,-0.0019043,9.4139e-17,-2.0631e-17,NLO,400,30.0,10
1,0.21,0.00027931,-0.0019937,1.1253e-16,-1.4059e-17,N2LO,450,30.0,10
1,0.21,0.00028436,-0.0020345,9.3899e-17,-2.5029e-17,N4LO,550,30.0,10
1,0.21,0.00028571,-0.0020427,9.7144e-17,-2.0006e-17,N4LO+,550,30.0,10
1,0.21,0.00027771,-0.0019711,1.1914e-16,-1.8772e-17,N3LO,400,30.0,10
1,0.21,0.00028043,-0.0019933,9.9731e-17,-6.4346e-18,N4LO+,450,30.0,10
1,0.21,0.0002766,-0.0019297,9.7682e-17,-1.7625e-17,NLO,450,30.0,10
1,0.261,0.00029801,-0.0028971,8.2074e-17,1.279e-17,N4LO+,550,30.0,170
1,0.261,0.00029347,-0.0028122,5.9241e-17,1.3636e-17,N2LO,450,30.0,170
1,0.261,0.00029699,-0.0028836,8.0608e-17,1.8259e-17,N4LO,550,30.0,170
1,0.261,0.00024327,-0.0024945,6.4196e-17,1.7854e-17,LO,400,30.0,170
1,0.261,0.00029429,-0.0028155,7.4414e-17,2.3227e-17,N4LO+,450,30.0,170
1,0.261,0.00029008,-0.0026878,7.9464e-17,2.4236e-17,NLO,400,30.0,170
1,0.261,0.00029141,-0.0027676,7.5623e-17,1.5076e-17,N4LO,400,30.0,170
1,0.261,0.00029558,-0.0028517,6.6214e-17,1.5778e-17,N4LO,500,30.0,170
1,0.261,0.00022652,-0.0024656,5.2254e-17,1.1209e-17,LO,450,30.0,170
1,0.261,0.00029636,-0.0028585,6.6913e-17,2.0376e-17,N4LO+,500,30.0,170
1,0.261,0.00029361,-0.0028123,7.2441e-17,2.3922e-17,N4LO,450,30.0,170
1,0.261,0.00029202,-0.00278,6.7703e-17,1.5633e-17,N3LO,400,30.0,170
1,0.261,0.00028887,-0.0027364,7.4052e-17,1.7602e-17,N2LO,400,30.0,170
1,0.261,0.00029285,-0.002728,7.8305e-17,2.9648e-17,NLO,450,30.0,170
1,0.261,0.00029206,-0.002769,7.3833e-17,2.0192e-17,N4LO+,400,30.0,170
1,0.261,0.00029426,-0.0028295,6.2685e-17,2.622e-17,N3LO,450,30.0,170
1,0.267,0.00030827,-0.051567,4.2227e-17,-6.6191e-18,N2LO,400,30.0,130
1,0.267,0.00031474,-0.053072,1.3713e-17,1.7832e-18,N4LO+,450,30.0,130
1,0.267,0.00031398,-0.053004,1.3966e-17,1.632e-18,N4LO,450,30.0,130
1,0.267,0.0003194,-0.054655,2.9568e-17,2.3209e-18,N4LO+,550,30.0,130
1,0.267,0.00031199,-0.052173,5.486500000000001e-19,7.2033e-18,N4LO+,400,30.0,130
1,0.267,0.00031641,-0.05377,4.8672e-17,-5.8526e-18,N4LO,500,30.0,130
1,0.267,0.00024031,-0.04638,4.4059e-17,2.3595e-18,LO,450,30.0,130
1,0.267,0.00031127,-0.052138,4.1351e-17,-2.1373e-18,N4LO,400,30.0,130
1,0.267,0.00031245,-0.051385,2.1719e-17,2.4384e-18,NLO,450,30.0,130
1,0.267,0.00031205,-0.052392,3.2461e-17,3.9772e-18,N3LO,400,30.0,130
1,0.267,0.00031818,-0.054391,3.8322e-17,-2.4811e-18,N4LO,550,30.0,130
1,0.267,0.00031484,-0.053356,4.2007e-17,3.3434e-18,N3LO,450,30.0,130
1,0.267,0.00030917,-0.050626,2.1591e-17,6.2746e-18,NLO,400,30.0,130
1,0.267,0.00025814,-0.0469,3.7146e-17,-4.3482000000000005e-19,LO,400,30.0,130
1,0.267,0.0003138,-0.053009,5.2555e-17,-8.7091e-20,N2LO,450,30.0,130
1,0.267,0.00031731,-0.053906,6.5984e-17,4.9659e-18,N4LO+,500,30.0,130
1,0.279,0.00034688,-0.10113,7.6448e-17,-1.643e-17,N4LO+,550,30.0,90
1,0.279,0.00033689,-0.095118,1.0778e-16,-1.7506e-17,N4LO+,400,30.0,90
1,0.279,0.00034099,-0.098127,1.0392e-16,-1.9336e-17,N3LO,450,30.0,90
1,0.279,0.00034402,-0.099316,8.0863e-17,-9.888e-18,N4LO+,500,30.0,90
1,0.279,0.00033967,-0.097078,8.5207e-17,-2.4793e-17,N4LO,450,30.0,90
1,0.279,0.00033662,-0.093062,7.6505e-17,-1.0942e-17,NLO,450,30.0,90
1,0.279,0.00025613,-0.0801,7.6565e-17,-1.2093e-17,LO,450,30.0,90
1,0.279,0.00033251,-0.091318,7.4727e-17,-1.5301e-17,NLO,400,30.0,90
1,0.279,0.00034057,-0.097289,8.2255e-17,-2.9232e-17,N4LO+,450,30.0,90
1,0.279,0.0003394,-0.097092,8.0898e-17,-1.7349e-17,N2LO,450,30.0,90
1,0.279,0.00034292,-0.098951,9.0131e-17,-2.0527e-17,N4LO,500,30.0,90
1,0.279,0.00033231,-0.093692,7.6756e-17,-2.3245e-17,N2LO,400,30.0,90
1,0.279,0.00033606,-0.094969,8.7393e-17,-1.7421e-17,N4LO,400,30.0,90
1,0.279,0.00027517,-0.0812,8.9689e-17,-1.4011e-17,LO,400,30.0,90
1,0.279,0.0003372,-0.095747,8.7702e-17,-2.1289e-17,N3LO,400,30.0,90
1,0.279,0.00034533,-0.10046,8.8024e-17,-1.9336e-17,N4LO,550,30.0,90
