I,SLANGE,CROSS,E1,E2,E3,Energy,FORCE,CUTOFF,CONFIG
1,0.5,1.76e-07,12.436,0.031,9.072,30.0,N4LO+,450,15_0_15_180
1,0.5,1.771e-07,12.436,0.031,9.072,30.0,N4LO+,500,15_0_15_180
1,0.5,8.387e-07,10.629,0.029,10.882,30.0,N4LO+,550,75_75_75_105
1,0.5,8.411e-07,10.629,0.029,10.882,30.0,N2LO,450,75_75_75_105
1,0.5,8.387e-07,10.629,0.029,10.882,30.0,N3LO,450,75_75_75_105
1,0.5,1.75e-07,12.436,0.031,9.072,30.0,N4LO+,400,15_0_15_180
1,0.5,8.424e-07,10.629,0.029,10.882,30.0,N4LO+,450,75_75_75_105
1,0.5,8.414e-07,10.629,0.029,10.882,30.0,N4LO,450,75_75_75_105
1,0.5,1.78e-07,12.436,0.031,9.072,30.0,N4LO+,550,15_0_15_180
1,0.5,1.741e-07,12.436,0.031,9.072,30.0,N2LO,450,15_0_15_180
1,0.5,8.441e-07,10.629,0.029,10.882,30.0,N4LO+,400,75_75_75_105
1,0.5,8.407e-07,10.629,0.029,10.882,30.0,N4LO+,500,75_75_75_105
1,0.5,1.761e-07,12.436,0.031,9.072,30.0,N3LO,450,15_0_15_180
1,0.5,1.754e-07,12.436,0.031,9.072,30.0,N4LO,450,15_0_15_180
1,0.501,1.18e-07,12.435,0.023,9.082,30.0,N4LO+,400,15_105_15_75
1,0.501,1.187e-07,12.435,0.023,9.082,30.0,N4LO+,450,15_105_15_75
1,0.501,1.174e-07,12.435,0.023,9.082,30.0,N2LO,450,15_105_15_75
1,0.501,5.023e-07,11.743,0.026,9.771,30.0,N4LO+,400,45_75_45_105
1,0.501,5.017e-07,11.743,0.026,9.771,30.0,N4LO+,450,45_75_45_105
1,0.501,1.183e-07,12.435,0.023,9.082,30.0,N4LO,450,15_105_15_75
1,0.501,5.005e-07,11.743,0.026,9.771,30.0,N4LO+,550,45_75_45_105
1,0.501,5.004e-07,11.743,0.026,9.771,30.0,N2LO,450,45_75_45_105
1,0.501,4.999e-07,11.743,0.026,9.771,30.0,N3LO,450,45_75_45_105
1,0.501,1.2e-07,12.435,0.023,9.082,30.0,N4LO+,550,15_105_15_75
1,0.501,1.187e-07,12.435,0.023,9.082,30.0,N3LO,450,15_105_15_75
1,0.501,5.01e-07,11.743,0.026,9.771,30.0,N4LO,450,45_75_45_105
1,0.501,5.012e-07,11.743,0.026,9.771,30.0,N4LO+,500,45_75_45_105
1,0.501,1.194e-07,12.435,0.023,9.082,30.0,N4LO+,500,15_105_15_75
1,0.502,8.661e-08,9.073,0.025,12.441,30.0,N2LO,450,165_15_15_165
1,0.502,4.569e-09,31.25,0.006,60.284,100.0,N3LO,450,165_15_15_165
1,0.502,4.726e-09,31.25,0.006,60.284,100.0,N4LO+,550,165_15_15_165
1,0.502,9.008e-09,54.732,0.007,36.801,100.0,N4LO+,450,45_75_45_105
1,0.502,4.467e-09,31.25,0.006,60.284,100.0,N2LO,450,165_15_15_165
1,0.502,1.428e-08,59.933,0.009,31.598,100.0,N4LO+,400,15_0_15_180
1,0.502,4.383e-09,31.25,0.006,60.284,100.0,N4LO+,400,165_15_15_165
1,0.502,8.966e-09,54.732,0.007,36.801,100.0,N2LO,450,45_75_45_105
1,0.502,8.739e-08,9.073,0.025,12.441,30.0,N4LO,450,165_15_15_165
1,0.502,8.894e-08,9.073,0.025,12.441,30.0,N4LO+,550,165_15_15_165
1,0.502,4.629e-09,31.25,0.006,60.284,100.0,N4LO+,500,165_15_15_165
1,0.502,1.506e-08,59.933,0.009,31.598,100.0,N4LO+,500,15_0_15_180
1,0.502,8.847e-09,54.732,0.007,36.801,100.0,N4LO+,400,45_75_45_105
1,0.502,9.23e-09,54.732,0.007,36.801,100.0,N3LO,450,45_75_45_105
1,0.502,9.298e-09,54.732,0.007,36.801,100.0,N4LO+,550,45_75_45_105
1,0.502,1.468e-08,59.933,0.009,31.598,100.0,N4LO+,450,15_0_15_180
1,0.502,4.504e-09,31.25,0.006,60.284,100.0,N4LO,450,165_15_15_165
1,0.502,8.708e-08,9.073,0.025,12.441,30.0,N4LO+,400,165_15_15_165
1,0.502,8.769e-08,9.073,0.025,12.441,30.0,N4LO+,450,165_15_15_165
1,0.502,1.537e-08,59.933,0.009,31.598,100.0,N4LO+,550,15_0_15_180
1,0.502,4.51e-09,31.25,0.006,60.284,100.0,N4LO+,450,165_15_15_165
1,0.502,9.034e-09,54.732,0.007,36.801,100.0,N4LO,450,45_75_45_105
1,0.502,1.489e-08,59.933,0.009,31.598,100.0,N3LO,450,15_0_15_180
1,0.502,1.467e-08,59.933,0.009,31.598,100.0,N4LO,450,15_0_15_180
1,0.502,1.455e-08,59.933,0.009,31.598,100.0,N2LO,450,15_0_15_180
1,0.502,8.839e-08,9.073,0.025,12.441,30.0,N4LO+,500,165_15_15_165
1,0.502,8.785e-08,9.073,0.025,12.441,30.0,N3LO,450,165_15_15_165
1,0.502,9.167e-09,54.732,0.007,36.801,100.0,N4LO+,500,45_75_45_105
1,0.505,8.696e-09,59.93,0.006,31.604,100.0,N4LO+,500,15_105_15_75
1,0.505,8.873e-09,59.93,0.006,31.604,100.0,N4LO+,550,15_105_15_75
1,0.505,8.469e-09,59.93,0.006,31.604,100.0,N4LO,450,15_105_15_75
1,0.505,8.4e-09,59.93,0.006,31.604,100.0,N2LO,450,15_105_15_75
1,0.505,8.595e-09,59.93,0.006,31.604,100.0,N3LO,450,15_105_15_75
1,0.505,8.478e-09,59.93,0.006,31.604,100.0,N4LO+,450,15_105_15_75
1,0.505,8.246e-09,59.93,0.006,31.604,100.0,N4LO+,400,15_105_15_75
1,0.506,8.63e-09,46.706,0.008,44.827,100.0,N4LO+,450,75_75_75_105
1,0.506,8.82e-09,46.706,0.008,44.827,100.0,N4LO+,550,75_75_75_105
1,0.506,8.92e-09,46.706,0.008,44.827,100.0,N3LO,450,75_75_75_105
1,0.506,8.733e-09,46.706,0.008,44.827,100.0,N4LO+,500,75_75_75_105
1,0.506,8.539e-09,46.706,0.008,44.827,100.0,N4LO+,400,75_75_75_105
1,0.506,8.682e-09,46.706,0.008,44.827,100.0,N4LO,450,75_75_75_105
1,0.506,8.624e-09,46.706,0.008,44.827,100.0,N2LO,450,75_75_75_105
2,1.0,3.394e-08,54.234,0.027,37.279,100.0,N4LO+,450,45_75_45_105
2,1.0,3.477e-08,54.234,0.027,37.279,100.0,N3LO,450,45_75_45_105
2,1.0,3.379e-08,54.234,0.027,37.279,100.0,N2LO,450,45_75_45_105
2,1.0,3.504e-08,54.234,0.027,37.279,100.0,N4LO+,550,45_75_45_105
2,1.0,3.404e-08,54.234,0.027,37.279,100.0,N4LO,450,45_75_45_105
2,1.0,3.455e-08,54.234,0.027,37.279,100.0,N4LO+,500,45_75_45_105
2,1.0,3.333e-08,54.234,0.027,37.279,100.0,N4LO+,400,45_75_45_105
2,1.001,5.292e-07,11.942,0.114,9.484,30.0,N4LO+,500,15_0_15_180
2,1.001,5.672e-08,59.435,0.034,32.071,100.0,N4LO+,550,15_0_15_180
2,1.001,3.784e-07,9.566,0.105,11.869,30.0,N4LO+,400,165_15_15_165
2,1.001,5.493e-08,59.435,0.034,32.071,100.0,N3LO,450,15_0_15_180
2,1.001,5.559e-08,59.435,0.034,32.071,100.0,N4LO+,500,15_0_15_180
2,1.001,3.913e-07,11.94,0.087,9.513,30.0,N3LO,450,15_105_15_75
2,1.001,5.221e-07,11.942,0.114,9.484,30.0,N4LO+,400,15_0_15_180
2,1.001,1.833e-08,31.749,0.025,59.767,100.0,N4LO,450,165_15_15_165
2,1.001,3.887e-07,11.94,0.087,9.513,30.0,N4LO+,400,15_105_15_75
2,1.001,5.195e-07,11.942,0.114,9.484,30.0,N2LO,450,15_0_15_180
2,1.001,1.634e-06,11.248,0.098,10.194,30.0,N3LO,450,45_75_45_105
2,1.001,3.799e-07,9.566,0.105,11.869,30.0,N4LO,450,165_15_15_165
2,1.001,1.859e-08,31.749,0.025,59.767,100.0,N3LO,450,165_15_15_165
2,1.001,1.783e-08,31.749,0.025,59.767,100.0,N4LO+,400,165_15_15_165
2,1.001,1.885e-08,31.749,0.025,59.767,100.0,N4LO+,500,165_15_15_165
2,1.001,3.764e-07,9.566,0.105,11.869,30.0,N2LO,450,165_15_15_165
2,1.001,3.898e-07,11.94,0.087,9.513,30.0,N4LO,450,15_105_15_75
2,1.001,1.638e-06,11.248,0.098,10.194,30.0,N4LO,450,45_75_45_105
2,1.001,3.812e-07,9.566,0.105,11.869,30.0,N4LO+,450,165_15_15_165
2,1.001,3.868e-07,11.94,0.087,9.513,30.0,N2LO,450,15_105_15_75
2,1.001,5.419e-08,59.435,0.034,32.071,100.0,N4LO+,450,15_0_15_180
2,1.001,5.262e-07,11.942,0.114,9.484,30.0,N3LO,450,15_0_15_180
2,1.001,1.64e-06,11.248,0.098,10.194,30.0,N4LO+,450,45_75_45_105
2,1.001,5.412e-08,59.435,0.034,32.071,100.0,N4LO,450,15_0_15_180
2,1.001,1.818e-08,31.749,0.025,59.767,100.0,N2LO,450,165_15_15_165
2,1.001,1.642e-06,11.248,0.098,10.194,30.0,N4LO+,400,45_75_45_105
2,1.001,3.909e-07,11.94,0.087,9.513,30.0,N4LO+,450,15_105_15_75
2,1.001,5.322e-07,11.942,0.114,9.484,30.0,N4LO+,550,15_0_15_180
2,1.001,1.636e-06,11.248,0.098,10.194,30.0,N4LO+,550,45_75_45_105
2,1.001,3.935e-07,11.94,0.087,9.513,30.0,N4LO+,500,15_105_15_75
2,1.001,1.639e-06,11.248,0.098,10.194,30.0,N4LO+,500,45_75_45_105
2,1.001,5.238e-07,11.942,0.114,9.484,30.0,N4LO,450,15_0_15_180
2,1.001,3.82e-07,9.566,0.105,11.869,30.0,N3LO,450,165_15_15_165
2,1.001,3.844e-07,9.566,0.105,11.869,30.0,N4LO+,500,165_15_15_165
2,1.001,5.255e-07,11.942,0.114,9.484,30.0,N4LO+,450,15_0_15_180
2,1.001,5.269e-08,59.435,0.034,32.071,100.0,N4LO+,400,15_0_15_180
2,1.001,5.369e-08,59.435,0.034,32.071,100.0,N2LO,450,15_0_15_180
2,1.001,1.924e-08,31.749,0.025,59.767,100.0,N4LO+,550,165_15_15_165
2,1.001,1.836e-08,31.749,0.025,59.767,100.0,N4LO+,450,165_15_15_165
2,1.001,3.869e-07,9.566,0.105,11.869,30.0,N4LO+,550,165_15_15_165
2,1.001,1.637e-06,11.248,0.098,10.194,30.0,N2LO,450,45_75_45_105
2,1.001,3.955e-07,11.94,0.087,9.513,30.0,N4LO+,550,15_105_15_75
2,1.002,3.223e-08,46.21,0.03,45.3,100.0,N4LO,450,75_75_75_105
2,1.002,2.835e-06,10.134,0.108,11.297,30.0,N2LO,450,75_75_75_105
2,1.002,3.204e-08,46.21,0.03,45.3,100.0,N4LO+,450,75_75_75_105
2,1.002,2.835e-06,10.134,0.108,11.297,30.0,N4LO,450,75_75_75_105
2,1.002,2.838e-06,10.134,0.108,11.297,30.0,N4LO+,450,75_75_75_105
2,1.002,2.825e-06,10.134,0.108,11.297,30.0,N3LO,450,75_75_75_105
2,1.002,3.201e-08,46.21,0.03,45.3,100.0,N2LO,450,75_75_75_105
2,1.002,2.844e-06,10.134,0.108,11.297,30.0,N4LO+,400,75_75_75_105
2,1.002,3.311e-08,46.21,0.03,45.3,100.0,N3LO,450,75_75_75_105
2,1.002,3.17e-08,46.21,0.03,45.3,100.0,N4LO+,400,75_75_75_105
2,1.002,2.826e-06,10.134,0.108,11.297,30.0,N4LO+,550,75_75_75_105
2,1.002,2.832e-06,10.134,0.108,11.297,30.0,N4LO+,500,75_75_75_105
2,1.002,3.242e-08,46.21,0.03,45.3,100.0,N4LO+,500,75_75_75_105
2,1.002,3.274e-08,46.21,0.03,45.3,100.0,N4LO+,550,75_75_75_105
2,1.003,3.101e-08,59.432,0.024,32.084,100.0,N4LO+,400,15_105_15_75
2,1.003,3.16e-08,59.432,0.024,32.084,100.0,N2LO,450,15_105_15_75
2,1.003,3.339e-08,59.432,0.024,32.084,100.0,N4LO+,550,15_105_15_75
2,1.003,3.272e-08,59.432,0.024,32.084,100.0,N4LO+,500,15_105_15_75
2,1.003,3.233e-08,59.432,0.024,32.084,100.0,N3LO,450,15_105_15_75
2,1.003,3.186e-08,59.432,0.024,32.084,100.0,N4LO,450,15_105_15_75
2,1.003,3.189e-08,59.432,0.024,32.084,100.0,N4LO+,450,15_105_15_75
3,1.5,5.51e-06,9.65,0.227,11.663,30.0,N3LO,450,75_75_75_105
3,1.5,5.549e-06,9.65,0.227,11.663,30.0,N4LO+,400,75_75_75_105
3,1.5,5.532e-06,9.65,0.227,11.663,30.0,N4LO,450,75_75_75_105
3,1.5,5.532e-06,9.65,0.227,11.663,30.0,N2LO,450,75_75_75_105
3,1.5,5.511e-06,9.65,0.227,11.663,30.0,N4LO+,550,75_75_75_105
3,1.5,5.537e-06,9.65,0.227,11.663,30.0,N4LO+,450,75_75_75_105
3,1.5,5.525e-06,9.65,0.227,11.663,30.0,N4LO+,500,75_75_75_105
3,1.501,7.297e-07,11.449,0.186,9.905,30.0,N4LO+,400,15_105_15_75
3,1.501,7.201e-08,53.734,0.06,37.746,100.0,N2LO,450,45_75_45_105
3,1.501,8.885e-07,11.457,0.236,9.846,30.0,N3LO,450,15_0_15_180
3,1.501,1.099e-07,58.937,0.075,32.528,100.0,N4LO+,400,15_0_15_180
3,1.501,1.12e-07,58.937,0.075,32.528,100.0,N2LO,450,15_0_15_180
3,1.501,8.842e-07,11.457,0.236,9.846,30.0,N4LO,450,15_0_15_180
3,1.501,7.387e-07,11.449,0.186,9.905,30.0,N4LO+,500,15_105_15_75
3,1.501,7.339e-07,11.449,0.186,9.905,30.0,N4LO+,450,15_105_15_75
3,1.501,7.47e-08,53.734,0.06,37.746,100.0,N4LO+,550,45_75_45_105
3,1.501,9.121e-07,10.047,0.243,11.25,30.0,N4LO,450,165_15_15_165
3,1.501,7.424e-07,11.449,0.186,9.905,30.0,N4LO+,550,15_105_15_75
3,1.501,1.13e-07,58.937,0.075,32.528,100.0,N4LO+,450,15_0_15_180
3,1.501,7.235e-08,53.734,0.06,37.746,100.0,N4LO+,450,45_75_45_105
3,1.501,7.411e-08,53.734,0.06,37.746,100.0,N3LO,450,45_75_45_105
3,1.501,8.993e-07,11.457,0.236,9.846,30.0,N4LO+,550,15_0_15_180
3,1.501,7.317e-07,11.449,0.186,9.905,30.0,N4LO,450,15_105_15_75
3,1.501,8.94e-07,11.457,0.236,9.846,30.0,N4LO+,500,15_0_15_180
3,1.501,7.263e-07,11.449,0.186,9.905,30.0,N2LO,450,15_105_15_75
3,1.501,9.152e-07,10.047,0.243,11.25,30.0,N4LO+,450,165_15_15_165
3,1.501,9.044e-07,10.047,0.243,11.25,30.0,N2LO,450,165_15_15_165
3,1.501,9.085e-07,10.047,0.243,11.25,30.0,N4LO+,400,165_15_15_165
3,1.501,9.227e-07,10.047,0.243,11.25,30.0,N4LO+,500,165_15_15_165
3,1.501,1.16e-07,58.937,0.075,32.528,100.0,N4LO+,500,15_0_15_180
3,1.501,7.364e-08,53.734,0.06,37.746,100.0,N4LO+,500,45_75_45_105
3,1.501,8.811e-07,11.457,0.236,9.846,30.0,N4LO+,400,15_0_15_180
3,1.501,9.287e-07,10.047,0.243,11.25,30.0,N4LO+,550,165_15_15_165
3,1.501,8.871e-07,11.457,0.236,9.846,30.0,N4LO+,450,15_0_15_180
3,1.501,1.129e-07,58.937,0.075,32.528,100.0,N4LO,450,15_0_15_180
3,1.501,1.146e-07,58.937,0.075,32.528,100.0,N3LO,450,15_0_15_180
3,1.501,8.77e-07,11.457,0.236,9.846,30.0,N2LO,450,15_0_15_180
3,1.501,9.168e-07,10.047,0.243,11.25,30.0,N3LO,450,165_15_15_165
3,1.501,7.345e-07,11.449,0.186,9.905,30.0,N3LO,450,15_105_15_75
3,1.501,1.183e-07,58.937,0.075,32.528,100.0,N4LO+,550,15_0_15_180
3,1.501,7.104e-08,53.734,0.06,37.746,100.0,N4LO+,400,45_75_45_105
3,1.501,7.254e-08,53.734,0.06,37.746,100.0,N4LO,450,45_75_45_105
3,1.502,6.777e-08,45.711,0.066,45.763,100.0,N4LO+,450,75_75_75_105
3,1.502,3.116e-06,10.759,0.207,10.574,30.0,N4LO+,500,45_75_45_105
3,1.502,3.124e-06,10.759,0.207,10.574,30.0,N4LO+,400,45_75_45_105
3,1.502,3.111e-06,10.759,0.207,10.574,30.0,N4LO+,550,45_75_45_105
3,1.502,3.107e-06,10.759,0.207,10.574,30.0,N3LO,450,45_75_45_105
3,1.502,3.12e-06,10.759,0.207,10.574,30.0,N4LO+,450,45_75_45_105
3,1.502,3.116e-06,10.759,0.207,10.574,30.0,N4LO,450,45_75_45_105
3,1.502,6.858e-08,45.711,0.066,45.763,100.0,N4LO+,500,75_75_75_105
3,1.502,7.004e-08,45.711,0.066,45.763,100.0,N3LO,450,75_75_75_105
3,1.502,6.705e-08,45.711,0.066,45.763,100.0,N4LO+,400,75_75_75_105
3,1.502,6.927e-08,45.711,0.066,45.763,100.0,N4LO+,550,75_75_75_105
3,1.502,3.114e-06,10.759,0.207,10.574,30.0,N2LO,450,45_75_45_105
3,1.502,6.772e-08,45.711,0.066,45.763,100.0,N2LO,450,75_75_75_105
3,1.502,6.818e-08,45.711,0.066,45.763,100.0,N4LO,450,75_75_75_105
3,1.503,6.607e-08,58.933,0.052,32.554,100.0,N4LO+,400,15_105_15_75
3,1.503,6.796e-08,58.933,0.052,32.554,100.0,N4LO+,450,15_105_15_75
3,1.503,6.889e-08,58.933,0.052,32.554,100.0,N3LO,450,15_105_15_75
3,1.503,6.735e-08,58.933,0.052,32.554,100.0,N2LO,450,15_105_15_75
3,1.503,6.787e-08,58.933,0.052,32.554,100.0,N4LO,450,15_105_15_75
3,1.503,7.117e-08,58.933,0.052,32.554,100.0,N4LO+,550,15_105_15_75
3,1.503,6.973e-08,58.933,0.052,32.554,100.0,N4LO+,500,15_105_15_75
3,1.504,4.434e-08,32.251,0.056,59.233,100.0,N4LO+,550,165_15_15_165
3,1.504,4.342e-08,32.251,0.056,59.233,100.0,N4LO+,500,165_15_15_165
3,1.504,4.228e-08,32.251,0.056,59.233,100.0,N4LO+,450,165_15_15_165
3,1.504,4.282e-08,32.251,0.056,59.233,100.0,N3LO,450,165_15_15_165
3,1.504,4.222e-08,32.251,0.056,59.233,100.0,N4LO,450,165_15_15_165
3,1.504,4.107e-08,32.251,0.056,59.233,100.0,N4LO+,400,165_15_15_165
3,1.504,4.189e-08,32.251,0.056,59.233,100.0,N2LO,450,165_15_15_165
4,2.0,8.77e-06,9.173,0.379,11.988,30.0,N3LO,450,75_75_75_105
4,2.0,4.817e-06,10.281,0.346,10.913,30.0,N4LO,450,45_75_45_105
4,2.0,1.095e-06,10.967,0.314,10.259,30.0,N4LO,450,15_105_15_75
4,2.0,8.772e-06,9.173,0.379,11.988,30.0,N4LO+,550,75_75_75_105
4,2.0,1.105e-06,10.967,0.314,10.259,30.0,N4LO+,500,15_105_15_75
4,2.0,1.088e-06,10.967,0.314,10.259,30.0,N2LO,450,15_105_15_75
4,2.0,1.092e-06,10.967,0.314,10.259,30.0,N4LO+,400,15_105_15_75
4,2.0,8.796e-06,9.173,0.379,11.988,30.0,N4LO+,500,75_75_75_105
4,2.0,8.816e-06,9.173,0.379,11.988,30.0,N4LO+,450,75_75_75_105
4,2.0,4.822e-06,10.281,0.346,10.913,30.0,N4LO+,450,45_75_45_105
4,2.0,4.807e-06,10.281,0.346,10.913,30.0,N4LO+,550,45_75_45_105
4,2.0,1.111e-06,10.967,0.314,10.259,30.0,N4LO+,550,15_105_15_75
4,2.0,8.808e-06,9.173,0.379,11.988,30.0,N4LO,450,75_75_75_105
4,2.0,4.815e-06,10.281,0.346,10.913,30.0,N2LO,450,45_75_45_105
4,2.0,8.836e-06,9.173,0.379,11.988,30.0,N4LO+,400,75_75_75_105
4,2.0,1.099e-06,10.967,0.314,10.259,30.0,N3LO,450,15_105_15_75
4,2.0,4.801e-06,10.281,0.346,10.913,30.0,N3LO,450,45_75_45_105
4,2.0,1.098e-06,10.967,0.314,10.259,30.0,N4LO+,450,15_105_15_75
4,2.0,4.829e-06,10.281,0.346,10.913,30.0,N4LO+,400,45_75_45_105
4,2.0,4.816e-06,10.281,0.346,10.913,30.0,N4LO+,500,45_75_45_105
4,2.0,8.81e-06,9.173,0.379,11.988,30.0,N2LO,450,75_75_75_105
4,2.001,1.708e-06,10.504,0.444,10.592,30.0,N3LO,450,165_15_15_165
4,2.001,1.912e-07,58.439,0.129,32.972,100.0,N4LO+,500,15_0_15_180
4,2.001,1.863e-07,58.439,0.129,32.972,100.0,N4LO+,450,15_0_15_180
4,2.001,1.707e-06,10.504,0.444,10.592,30.0,N4LO+,450,165_15_15_165
4,2.001,1.695e-06,10.504,0.444,10.592,30.0,N4LO+,400,165_15_15_165
4,2.001,1.846e-07,58.439,0.129,32.972,100.0,N2LO,450,15_0_15_180
4,2.001,1.69e-06,10.504,0.444,10.592,30.0,N2LO,450,165_15_15_165
4,2.001,1.861e-07,58.439,0.129,32.972,100.0,N4LO,450,15_0_15_180
4,2.001,1.951e-07,58.439,0.129,32.972,100.0,N4LO+,550,15_0_15_180
4,2.001,1.811e-07,58.439,0.129,32.972,100.0,N4LO+,400,15_0_15_180
4,2.001,1.701e-06,10.504,0.444,10.592,30.0,N4LO,450,165_15_15_165
4,2.001,1.888e-07,58.439,0.129,32.972,100.0,N3LO,450,15_0_15_180
4,2.001,1.73e-06,10.504,0.444,10.592,30.0,N4LO+,550,165_15_15_165
4,2.001,1.72e-06,10.504,0.444,10.592,30.0,N4LO+,500,165_15_15_165
4,2.002,1.134e-07,58.435,0.092,33.013,100.0,N2LO,450,15_105_15_75
4,2.002,1.193e-06,10.981,0.39,10.169,30.0,N4LO+,450,15_0_15_180
4,2.002,1.16e-07,58.435,0.092,33.013,100.0,N3LO,450,15_105_15_75
4,2.002,1.199e-07,58.435,0.092,33.013,100.0,N4LO+,550,15_105_15_75
4,2.002,1.195e-06,10.981,0.39,10.169,30.0,N3LO,450,15_0_15_180
4,2.002,1.175e-07,58.435,0.092,33.013,100.0,N4LO+,500,15_105_15_75
4,2.002,1.21e-06,10.981,0.39,10.169,30.0,N4LO+,550,15_0_15_180
4,2.002,1.112e-07,58.435,0.092,33.013,100.0,N4LO+,400,15_105_15_75
4,2.002,1.18e-06,10.981,0.39,10.169,30.0,N2LO,450,15_0_15_180
4,2.002,1.184e-06,10.981,0.39,10.169,30.0,N4LO+,400,15_0_15_180
4,2.002,1.189e-06,10.981,0.39,10.169,30.0,N4LO,450,15_0_15_180
4,2.002,1.202e-06,10.981,0.39,10.169,30.0,N4LO+,500,15_0_15_180
4,2.002,1.145e-07,58.435,0.092,33.013,100.0,N4LO+,450,15_105_15_75
4,2.002,1.143e-07,58.435,0.092,33.013,100.0,N4LO,450,15_105_15_75
4,2.004,1.211e-07,53.233,0.105,38.202,100.0,N2LO,450,45_75_45_105
4,2.004,1.195e-07,53.233,0.105,38.202,100.0,N4LO+,400,45_75_45_105
4,2.004,1.217e-07,53.233,0.105,38.202,100.0,N4LO+,450,45_75_45_105
4,2.004,1.239e-07,53.233,0.105,38.202,100.0,N4LO+,500,45_75_45_105
4,2.004,1.257e-07,53.233,0.105,38.202,100.0,N4LO+,550,45_75_45_105
4,2.004,1.22e-07,53.233,0.105,38.202,100.0,N4LO,450,45_75_45_105
4,2.004,1.246e-07,53.233,0.105,38.202,100.0,N3LO,450,45_75_45_105
4,2.005,7.409e-08,32.75,0.1,58.69,100.0,N4LO+,400,165_15_15_165
4,2.005,1.158e-07,45.211,0.116,46.214,100.0,N4LO+,550,75_75_75_105
4,2.005,7.56e-08,32.75,0.1,58.69,100.0,N2LO,450,165_15_15_165
4,2.005,7.63e-08,32.75,0.1,58.69,100.0,N4LO+,450,165_15_15_165
4,2.005,1.121e-07,45.211,0.116,46.214,100.0,N4LO+,400,75_75_75_105
4,2.005,1.132e-07,45.211,0.116,46.214,100.0,N2LO,450,75_75_75_105
4,2.005,7.617e-08,32.75,0.1,58.69,100.0,N4LO,450,165_15_15_165
4,2.005,1.171e-07,45.211,0.116,46.214,100.0,N3LO,450,75_75_75_105
4,2.005,7.836e-08,32.75,0.1,58.69,100.0,N4LO+,500,165_15_15_165
4,2.005,7.727e-08,32.75,0.1,58.69,100.0,N3LO,450,165_15_15_165
4,2.005,1.14e-07,45.211,0.116,46.214,100.0,N4LO,450,75_75_75_105
4,2.005,8.003e-08,32.75,0.1,58.69,100.0,N4LO+,550,165_15_15_165
4,2.005,1.146e-07,45.211,0.116,46.214,100.0,N4LO+,500,75_75_75_105
4,2.005,1.133e-07,45.211,0.116,46.214,100.0,N4LO+,450,75_75_75_105
5,2.5,6.754e-06,9.81,0.512,11.218,30.0,N4LO+,450,45_75_45_105
5,2.5,6.721e-06,9.81,0.512,11.218,30.0,N3LO,450,45_75_45_105
5,2.5,6.73e-06,9.81,0.512,11.218,30.0,N4LO+,550,45_75_45_105
5,2.5,6.747e-06,9.81,0.512,11.218,30.0,N4LO,450,45_75_45_105
5,2.5,6.744e-06,9.81,0.512,11.218,30.0,N4LO+,500,45_75_45_105
5,2.5,6.765e-06,9.81,0.512,11.218,30.0,N4LO+,400,45_75_45_105
5,2.5,6.748e-06,9.81,0.512,11.218,30.0,N2LO,450,45_75_45_105
5,2.501,2.777e-06,10.929,0.706,9.905,30.0,N2LO,450,165_15_15_165
5,2.501,2.831e-06,10.929,0.706,9.905,30.0,N4LO+,550,165_15_15_165
5,2.501,2.79e-06,10.929,0.706,9.905,30.0,N4LO,450,165_15_15_165
5,2.501,2.817e-06,10.929,0.706,9.905,30.0,N4LO+,500,165_15_15_165
5,2.501,2.798e-06,10.929,0.706,9.905,30.0,N3LO,450,165_15_15_165
5,2.501,2.781e-06,10.929,0.706,9.905,30.0,N4LO+,400,165_15_15_165
5,2.501,2.798e-06,10.929,0.706,9.905,30.0,N4LO+,450,165_15_15_165
5,2.502,1.472e-06,10.489,0.468,10.583,30.0,N4LO+,450,15_105_15_75
5,2.502,1.27e-05,8.705,0.558,12.276,30.0,N4LO,450,75_75_75_105
5,2.502,1.272e-05,8.705,0.558,12.276,30.0,N4LO+,450,75_75_75_105
5,2.502,1.79e-07,52.739,0.16,38.641,100.0,N4LO,450,45_75_45_105
5,2.502,1.464e-06,10.489,0.468,10.583,30.0,N4LO+,400,15_105_15_75
5,2.502,1.716e-07,57.938,0.141,33.461,100.0,N3LO,450,15_105_15_75
5,2.502,1.422e-06,10.515,0.569,10.456,30.0,N4LO,450,15_0_15_180
5,2.502,1.237e-07,33.244,0.157,58.139,100.0,N4LO+,500,165_15_15_165
5,2.502,1.48e-06,10.489,0.468,10.583,30.0,N4LO+,500,15_105_15_75
5,2.502,1.416e-06,10.515,0.569,10.456,30.0,N4LO+,400,15_0_15_180
5,2.502,2.622e-07,57.943,0.197,33.4,100.0,N4LO+,400,15_0_15_180
5,2.502,1.202e-07,33.244,0.157,58.139,100.0,N4LO,450,165_15_15_165
5,2.502,1.46e-06,10.489,0.468,10.583,30.0,N2LO,450,15_105_15_75
5,2.502,2.675e-07,57.943,0.197,33.4,100.0,N2LO,450,15_0_15_180
5,2.502,1.271e-05,8.705,0.558,12.276,30.0,N2LO,450,75_75_75_105
5,2.502,1.486e-06,10.489,0.468,10.583,30.0,N4LO+,550,15_105_15_75
5,2.502,2.827e-07,57.943,0.197,33.4,100.0,N4LO+,550,15_0_15_180
5,2.502,1.471e-06,10.489,0.468,10.583,30.0,N3LO,450,15_105_15_75
5,2.502,2.77e-07,57.943,0.197,33.4,100.0,N4LO+,500,15_0_15_180
