I,SLANGE,CROSS,E1,E2,E3,Energy,FORCE,CUTOFF
6,3.005,6.372e-07,72.563,0.237,39.482,120.0,N3LO,450
6,3.005,1.758e-07,72.563,0.237,39.482,120.0,LO,400
7,3.501,2.059e-06,16.273,0.764,15.245,40.0,N4LO,500
7,3.501,2.175e-06,16.273,0.764,15.245,40.0,N3LO,450
7,3.501,2.253e-06,16.273,0.764,15.245,40.0,N4LO+,550
7,3.501,1.022e-06,16.273,0.764,15.245,40.0,LO,400
7,3.501,2.066e-06,16.273,0.764,15.245,40.0,N4LO,400
7,3.501,2.139e-06,16.273,0.764,15.245,40.0,N4LO+,450
7,3.501,1.811e-06,16.273,0.764,15.245,40.0,NLO,400
7,3.501,2.121e-06,16.273,0.764,15.245,40.0,N3LO,400
7,3.501,2.063e-06,16.273,0.764,15.245,40.0,N4LO,450
7,3.501,2.201e-06,16.273,0.764,15.245,40.0,N4LO+,500
7,3.501,1.002e-06,16.273,0.764,15.245,40.0,LO,450
7,3.501,2.075e-06,16.273,0.764,15.245,40.0,N4LO+,400
7,3.501,2.075e-06,16.273,0.764,15.245,40.0,N4LO+,400
7,3.501,1.962e-06,16.273,0.764,15.245,40.0,N2LO,400
7,3.501,1.879e-06,16.273,0.764,15.245,40.0,NLO,450
7,3.501,2.109e-06,16.273,0.764,15.245,40.0,N2LO,450
7,3.501,2.055e-06,16.273,0.764,15.245,40.0,N4LO,550
7,3.502,2.615e-06,10.009,0.969,11.304,30.0,N4LO+,450
7,3.502,2.429e-06,10.009,0.969,11.304,30.0,NLO,450
7,3.502,2.632e-06,10.009,0.969,11.304,30.0,N3LO,450
7,3.502,2.49e-06,10.009,0.969,11.304,30.0,N2LO,400
7,3.502,2.576e-06,10.009,0.969,11.304,30.0,N4LO+,400
7,3.502,2.387e-06,10.009,0.969,11.304,30.0,NLO,400
7,3.502,2.64e-06,10.009,0.969,11.304,30.0,N4LO,500
7,3.502,2.667e-06,10.009,0.969,11.304,30.0,N4LO,550
7,3.502,2.591e-06,10.009,0.969,11.304,30.0,N2LO,450
7,3.502,2.571e-06,10.009,0.969,11.304,30.0,N4LO,400
7,3.502,2.653e-06,10.009,0.969,11.304,30.0,N4LO+,500
7,3.502,1.723e-06,10.009,0.969,11.304,30.0,LO,400
7,3.502,1.623e-06,10.009,0.969,11.304,30.0,LO,450
7,3.502,2.604e-06,10.009,0.969,11.304,30.0,N3LO,400
7,3.502,2.684e-06,10.009,0.969,11.304,30.0,N4LO+,550
7,3.502,2.605e-06,10.009,0.969,11.304,30.0,N4LO,450
7,3.505,8.112e-07,72.07,0.316,39.897,120.0,N4LO+,500
7,3.505,7.761e-07,72.07,0.316,39.897,120.0,N3LO,400
7,3.505,8.11e-07,72.07,0.316,39.897,120.0,N4LO,500
7,3.505,8.34e-07,72.07,0.316,39.897,120.0,N4LO+,550
7,3.505,6.621e-07,72.07,0.316,39.897,120.0,NLO,450
7,3.505,8.095e-07,72.07,0.316,39.897,120.0,N3LO,450
7,3.505,2.242e-07,72.07,0.316,39.897,120.0,LO,400
7,3.505,6.11e-07,72.07,0.316,39.897,120.0,NLO,400
7,3.505,7.723e-07,72.07,0.316,39.897,120.0,N2LO,450
7,3.505,7.835e-07,72.07,0.316,39.897,120.0,N4LO+,450
7,3.505,7.54e-07,72.07,0.316,39.897,120.0,N4LO+,400
7,3.505,7.825e-07,72.07,0.316,39.897,120.0,N4LO,450
7,3.505,7.517e-07,72.07,0.316,39.897,120.0,N4LO,400
7,3.505,2.464e-07,72.07,0.316,39.897,120.0,LO,450
7,3.505,6.931e-07,72.07,0.316,39.897,120.0,N2LO,400
7,3.505,8.329e-07,72.07,0.316,39.897,120.0,N4LO,550
7,3.506,3.346e-07,57.387,0.364,34.532,100.0,LO,450
7,3.506,1.064e-06,57.387,0.364,34.532,100.0,N2LO,450
7,3.506,8.557e-07,57.387,0.364,34.532,100.0,NLO,400
7,3.506,1.116e-06,57.387,0.364,34.532,100.0,N4LO+,500
7,3.506,1.033e-06,57.387,0.364,34.532,100.0,N4LO,400
7,3.506,1.066e-06,57.387,0.364,34.532,100.0,N3LO,400
7,3.506,1.074e-06,57.387,0.364,34.532,100.0,N4LO,450
7,3.506,1.11e-06,57.387,0.364,34.532,100.0,N3LO,450
7,3.506,1.036e-06,57.387,0.364,34.532,100.0,N4LO+,400
7,3.506,1.143e-06,57.387,0.364,34.532,100.0,N4LO,550
7,3.506,9.603e-07,57.387,0.364,34.532,100.0,N2LO,400
7,3.506,1.077e-06,57.387,0.364,34.532,100.0,N4LO+,450
7,3.506,1.113e-06,57.387,0.364,34.532,100.0,N4LO,500
7,3.506,9.213e-07,57.387,0.364,34.532,100.0,NLO,450
7,3.506,1.147e-06,57.387,0.364,34.532,100.0,N4LO+,550
7,3.506,3.133e-07,57.387,0.364,34.532,100.0,LO,400
8,4.001,2.648e-06,9.567,1.201,11.515,30.0,N4LO,500
8,4.001,1.688e-06,9.567,1.201,11.515,30.0,LO,450
8,4.001,1.793e-06,9.567,1.201,11.515,30.0,LO,400
8,4.001,2.64e-06,9.567,1.201,11.515,30.0,N3LO,450
8,4.001,2.46e-06,9.567,1.201,11.515,30.0,NLO,450
8,4.001,2.62e-06,9.567,1.201,11.515,30.0,N3LO,400
8,4.001,2.658e-06,9.567,1.201,11.515,30.0,N4LO+,500
8,4.001,2.596e-06,9.567,1.201,11.515,30.0,N4LO+,400
8,4.001,2.593e-06,9.567,1.201,11.515,30.0,N4LO,400
8,4.001,2.609e-06,9.567,1.201,11.515,30.0,N2LO,450
8,4.001,2.627e-06,9.567,1.201,11.515,30.0,N4LO+,450
8,4.001,2.62e-06,9.567,1.201,11.515,30.0,N4LO,450
8,4.001,2.425e-06,9.567,1.201,11.515,30.0,NLO,400
8,4.001,2.519e-06,9.567,1.201,11.515,30.0,N2LO,400
8,4.001,2.67e-06,9.567,1.201,11.515,30.0,N4LO,550
8,4.001,2.683e-06,9.567,1.201,11.515,30.0,N4LO+,550
8,4.003,2.352e-06,15.809,0.956,15.517,40.0,N4LO+,500
8,4.003,1.955e-06,15.809,0.956,15.517,40.0,NLO,400
8,4.003,1.117e-06,56.9,0.463,34.919,100.0,NLO,450
8,4.003,1.344e-06,56.9,0.463,34.919,100.0,N3LO,450
8,4.003,1.107e-06,15.809,0.956,15.517,40.0,LO,450
8,4.003,4.077e-07,56.9,0.463,34.919,100.0,LO,450
8,4.003,1.351e-06,56.9,0.463,34.919,100.0,N4LO+,500
8,4.003,2.111e-06,15.809,0.956,15.517,40.0,N2LO,400
8,4.003,1.289e-06,56.9,0.463,34.919,100.0,N2LO,450
8,4.003,3.812e-07,56.9,0.463,34.919,100.0,LO,400
8,4.003,2.227e-06,15.809,0.956,15.517,40.0,N4LO+,400
8,4.003,1.302e-06,56.9,0.463,34.919,100.0,N4LO,450
8,4.003,2.216e-06,15.809,0.956,15.517,40.0,N4LO,450
8,4.003,1.128e-06,15.809,0.956,15.517,40.0,LO,400
8,4.003,1.383e-06,56.9,0.463,34.919,100.0,N4LO,550
8,4.003,1.389e-06,56.9,0.463,34.919,100.0,N4LO+,550
8,4.003,1.038e-06,56.9,0.463,34.919,100.0,NLO,400
8,4.003,2.291e-06,15.809,0.956,15.517,40.0,N4LO+,450
8,4.003,1.164e-06,56.9,0.463,34.919,100.0,N2LO,400
8,4.003,2.207e-06,15.809,0.956,15.517,40.0,N4LO,550
8,4.003,2.26e-06,15.809,0.956,15.517,40.0,N2LO,450
8,4.003,1.251e-06,56.9,0.463,34.919,100.0,N4LO,400
8,4.003,1.255e-06,56.9,0.463,34.919,100.0,N4LO+,400
8,4.003,1.292e-06,56.9,0.463,34.919,100.0,N3LO,400
8,4.003,1.348e-06,56.9,0.463,34.919,100.0,N4LO,500
8,4.003,2.211e-06,15.809,0.956,15.517,40.0,N4LO,500
8,4.003,2.326e-06,15.809,0.956,15.517,40.0,N3LO,450
8,4.003,2.404e-06,15.809,0.956,15.517,40.0,N4LO+,550
8,4.003,2.025e-06,15.809,0.956,15.517,40.0,NLO,450
8,4.003,2.219e-06,15.809,0.956,15.517,40.0,N4LO,400
8,4.003,2.275e-06,15.809,0.956,15.517,40.0,N3LO,400
8,4.003,2.227e-06,15.809,0.956,15.517,40.0,N4LO+,400
8,4.003,1.305e-06,56.9,0.463,34.919,100.0,N4LO+,450
8,4.006,9.56e-07,71.576,0.404,40.302,120.0,N4LO,450
8,4.006,9.482e-07,71.576,0.404,40.302,120.0,N3LO,400
8,4.006,9.186e-07,71.576,0.404,40.302,120.0,N4LO,400
8,4.006,9.906e-07,71.576,0.404,40.302,120.0,N4LO,500
8,4.006,8.471e-07,71.576,0.404,40.302,120.0,N2LO,400
8,4.006,9.886e-07,71.576,0.404,40.302,120.0,N3LO,450
8,4.006,9.573e-07,71.576,0.404,40.302,120.0,N4LO+,450
8,4.006,8.102e-07,71.576,0.404,40.302,120.0,NLO,450
8,4.006,7.475e-07,71.576,0.404,40.302,120.0,NLO,400
8,4.006,1.018e-06,71.576,0.404,40.302,120.0,N4LO+,550
8,4.006,9.215e-07,71.576,0.404,40.302,120.0,N4LO+,400
8,4.006,1.017e-06,71.576,0.404,40.302,120.0,N4LO,550
8,4.006,9.437e-07,71.576,0.404,40.302,120.0,N2LO,450
8,4.006,9.908e-07,71.576,0.404,40.302,120.0,N4LO+,500
8,4.006,3.024e-07,71.576,0.404,40.302,120.0,LO,450
8,4.006,2.749e-07,71.576,0.404,40.302,120.0,LO,400
9,4.5,1.223e-06,15.355,1.159,15.767,40.0,LO,400
9,4.5,2.405e-06,15.355,1.159,15.767,40.0,N3LO,400
9,4.5,2.53e-06,15.355,1.159,15.767,40.0,N4LO+,550
9,4.5,1.199e-06,15.355,1.159,15.767,40.0,LO,450
9,4.5,2.358e-06,15.355,1.159,15.767,40.0,N4LO+,400
9,4.5,2.358e-06,15.355,1.159,15.767,40.0,N4LO+,400
9,4.5,2.35e-06,15.355,1.159,15.767,40.0,N4LO,400
9,4.5,2.341e-06,15.355,1.159,15.767,40.0,N4LO,500
9,4.5,2.419e-06,15.355,1.159,15.767,40.0,N4LO+,450
9,4.5,2.346e-06,15.355,1.159,15.767,40.0,N4LO,450
9,4.5,2.48e-06,15.355,1.159,15.767,40.0,N4LO+,500
9,4.5,2.454e-06,15.355,1.159,15.767,40.0,N3LO,450
9,4.5,2.082e-06,15.355,1.159,15.767,40.0,NLO,400
9,4.5,2.337e-06,15.355,1.159,15.767,40.0,N4LO,550
9,4.5,2.152e-06,15.355,1.159,15.767,40.0,NLO,450
9,4.5,2.389e-06,15.355,1.159,15.767,40.0,N2LO,450
9,4.5,2.239e-06,15.355,1.159,15.767,40.0,N2LO,400
9,4.502,2.462e-06,9.131,1.447,11.704,30.0,N2LO,400
9,4.502,2.379e-06,9.131,1.447,11.704,30.0,NLO,400
9,4.502,2.59e-06,9.131,1.447,11.704,30.0,N4LO+,550
9,4.502,2.539e-06,9.131,1.447,11.704,30.0,N2LO,450
9,4.502,2.546e-06,9.131,1.447,11.704,30.0,N3LO,400
9,4.502,2.55e-06,9.131,1.447,11.704,30.0,N4LO+,450
9,4.502,1.803e-06,9.131,1.447,11.704,30.0,LO,400
9,4.502,2.545e-06,9.131,1.447,11.704,30.0,N4LO,450
9,4.502,2.526e-06,9.131,1.447,11.704,30.0,N4LO,400
9,4.502,1.697e-06,9.131,1.447,11.704,30.0,LO,450
9,4.502,2.58e-06,9.131,1.447,11.704,30.0,N4LO,550
9,4.502,2.527e-06,9.131,1.447,11.704,30.0,N4LO+,400
9,4.502,2.572e-06,9.131,1.447,11.704,30.0,N4LO+,500
9,4.502,2.405e-06,9.131,1.447,11.704,30.0,NLO,450
9,4.502,2.557e-06,9.131,1.447,11.704,30.0,N3LO,450
9,4.502,2.565e-06,9.131,1.447,11.704,30.0,N4LO,500
9,4.503,1.574e-06,56.411,0.573,35.298,100.0,N3LO,450
9,4.503,1.471e-06,56.411,0.573,35.298,100.0,N4LO+,400
9,4.503,1.514e-06,56.411,0.573,35.298,100.0,N3LO,400
9,4.503,4.483e-07,56.411,0.573,35.298,100.0,LO,400
9,4.503,1.529e-06,56.411,0.573,35.298,100.0,N4LO+,450
9,4.503,1.579e-06,56.411,0.573,35.298,100.0,N4LO,500
9,4.503,1.525e-06,56.411,0.573,35.298,100.0,N4LO,450
9,4.503,1.582e-06,56.411,0.573,35.298,100.0,N4LO+,500
9,4.503,1.51e-06,56.411,0.573,35.298,100.0,N2LO,450
9,4.503,1.62e-06,56.411,0.573,35.298,100.0,N4LO,550
9,4.503,1.311e-06,56.411,0.573,35.298,100.0,NLO,450
9,4.503,1.626e-06,56.411,0.573,35.298,100.0,N4LO+,550
9,4.503,1.466e-06,56.411,0.573,35.298,100.0,N4LO,400
9,4.503,1.364e-06,56.411,0.573,35.298,100.0,N2LO,400
9,4.503,1.217e-06,56.411,0.573,35.298,100.0,NLO,400
9,4.503,4.806e-07,56.411,0.573,35.298,100.0,LO,450
9,4.509,1.171e-06,71.083,0.501,40.698,120.0,N3LO,450
9,4.509,3.269e-07,71.083,0.501,40.698,120.0,LO,400
9,4.509,1.173e-06,71.083,0.501,40.698,120.0,N4LO,500
9,4.509,1.124e-06,71.083,0.501,40.698,120.0,N3LO,400
9,4.509,1.174e-06,71.083,0.501,40.698,120.0,N4LO+,500
9,4.509,1.118e-06,71.083,0.501,40.698,120.0,N2LO,450
9,4.509,1.004e-06,71.083,0.501,40.698,120.0,N2LO,400
9,4.509,9.614e-07,71.083,0.501,40.698,120.0,NLO,450
9,4.509,1.089e-06,71.083,0.501,40.698,120.0,N4LO,400
9,4.509,3.599e-07,71.083,0.501,40.698,120.0,LO,450
9,4.509,1.092e-06,71.083,0.501,40.698,120.0,N4LO+,400
9,4.509,1.134e-06,71.083,0.501,40.698,120.0,N4LO+,450
9,4.509,1.133e-06,71.083,0.501,40.698,120.0,N4LO,450
9,4.509,1.205e-06,71.083,0.501,40.698,120.0,N4LO,550
9,4.509,8.868e-07,71.083,0.501,40.698,120.0,NLO,400
9,4.509,1.206e-06,71.083,0.501,40.698,120.0,N4LO+,550
10,5.002,2.581e-06,14.903,1.377,16.002,40.0,N4LO+,550
10,5.002,2.401e-06,14.903,1.377,16.002,40.0,N4LO,550
10,5.002,2.478e-06,14.903,1.377,16.002,40.0,N4LO+,450
10,5.002,2.405e-06,14.903,1.377,16.002,40.0,N4LO,500
10,5.002,2.51e-06,14.903,1.377,16.002,40.0,N3LO,450
10,5.002,2.449e-06,14.903,1.377,16.002,40.0,N2LO,450
10,5.002,2.41e-06,14.903,1.377,16.002,40.0,N4LO,450
10,5.002,2.466e-06,14.903,1.377,16.002,40.0,N3LO,400
10,5.002,2.413e-06,14.903,1.377,16.002,40.0,N4LO,400
10,5.002,2.305e-06,14.903,1.377,16.002,40.0,N2LO,400
10,5.002,1.264e-06,14.903,1.377,16.002,40.0,LO,450
10,5.002,1.29e-06,14.903,1.377,16.002,40.0,LO,400
10,5.002,2.535e-06,14.903,1.377,16.002,40.0,N4LO+,500
10,5.002,2.42e-06,14.903,1.377,16.002,40.0,N4LO+,400
10,5.002,2.219e-06,14.903,1.377,16.002,40.0,NLO,450
10,5.002,2.42e-06,14.903,1.377,16.002,40.0,N4LO+,400
10,5.002,2.151e-06,14.903,1.377,16.002,40.0,NLO,400
10,5.003,2.457e-06,8.703,1.707,11.872,30.0,N4LO+,450
10,5.003,2.455e-06,8.703,1.707,11.872,30.0,N4LO,450
10,5.003,2.473e-06,8.703,1.707,11.872,30.0,N4LO+,500
10,5.003,2.456e-06,8.703,1.707,11.872,30.0,N3LO,400
10,5.003,2.389e-06,8.703,1.707,11.872,30.0,N2LO,400
10,5.003,2.479e-06,8.703,1.707,11.872,30.0,N4LO,550
10,5.003,1.259e-06,70.6,0.604,41.078,120.0,N4LO+,400
10,5.003,2.442e-06,8.703,1.707,11.872,30.0,N4LO,400
10,5.003,1.673e-06,8.703,1.707,11.872,30.0,LO,450
10,5.003,1.388e-06,70.6,0.604,41.078,120.0,N4LO,550
10,5.003,2.486e-06,8.703,1.707,11.872,30.0,N4LO+,550
10,5.003,1.024e-06,70.6,0.604,41.078,120.0,NLO,400
10,5.003,1.78e-06,8.703,1.707,11.872,30.0,LO,400
10,5.003,2.314e-06,8.703,1.707,11.872,30.0,NLO,400
10,5.003,1.289e-06,70.6,0.604,41.078,120.0,N2LO,450
10,5.003,4.17e-07,70.6,0.604,41.078,120.0,LO,450
10,5.003,2.468e-06,8.703,1.707,11.872,30.0,N4LO,500
10,5.003,1.256e-06,70.6,0.604,41.078,120.0,N4LO,400
10,5.003,1.306e-06,70.6,0.604,41.078,120.0,N4LO,450
10,5.003,2.454e-06,8.703,1.707,11.872,30.0,N2LO,450
10,5.003,1.353e-06,70.6,0.604,41.078,120.0,N4LO,500
10,5.003,1.158e-06,70.6,0.604,41.078,120.0,N2LO,400
10,5.003,1.308e-06,70.6,0.604,41.078,120.0,N4LO+,450
10,5.003,3.781e-07,70.6,0.604,41.078,120.0,LO,400
10,5.003,2.46e-06,8.703,1.707,11.872,30.0,N3LO,450
10,5.003,2.333e-06,8.703,1.707,11.872,30.0,NLO,450
10,5.003,1.353e-06,70.6,0.604,41.078,120.0,N4LO+,500
10,5.003,1.295e-06,70.6,0.604,41.078,120.0,N3LO,400
10,5.003,1.11e-06,70.6,0.604,41.078,120.0,NLO,450
10,5.003,1.39e-06,70.6,0.604,41.078,120.0,N4LO+,550
10,5.003,1.35e-06,70.6,0.604,41.078,120.0,N3LO,450
10,5.003,2.441e-06,8.703,1.707,11.872,30.0,N4LO+,400
10,5.006,1.386e-06,55.922,0.692,35.668,100.0,NLO,400
10,5.006,1.849e-06,55.922,0.692,35.668,100.0,N4LO+,550
10,5.006,1.843e-06,55.922,0.692,35.668,100.0,N4LO,550
10,5.006,5.504e-07,55.922,0.692,35.668,100.0,LO,450
10,5.006,1.493e-06,55.922,0.692,35.668,100.0,NLO,450
10,5.006,1.739e-06,55.922,0.692,35.668,100.0,N4LO+,450
10,5.006,1.735e-06,55.922,0.692,35.668,100.0,N4LO,450
10,5.006,5.115e-07,55.922,0.692,35.668,100.0,LO,400
10,5.006,1.718e-06,55.922,0.692,35.668,100.0,N2LO,450
10,5.006,1.799e-06,55.922,0.692,35.668,100.0,N4LO+,500
10,5.006,1.669e-06,55.922,0.692,35.668,100.0,N4LO,400
10,5.006,1.722e-06,55.922,0.692,35.668,100.0,N3LO,400
10,5.006,1.673e-06,55.922,0.692,35.668,100.0,N4LO+,400
10,5.006,1.552e-06,55.922,0.692,35.668,100.0,N2LO,400
10,5.006,1.791e-06,55.922,0.692,35.668,100.0,N3LO,450
10,5.006,1.797e-06,55.922,0.692,35.668,100.0,N4LO,500
11,5.502,2.55e-06,14.458,1.605,16.219,40.0,N4LO+,550
11,5.502,2.397e-06,14.458,1.605,16.219,40.0,N4LO,450
11,5.502,2.361e-06,8.283,1.978,12.021,30.0,N3LO,450
11,5.502,1.296e-06,14.458,1.605,16.219,40.0,LO,450
11,5.502,2.361e-06,8.283,1.978,12.021,30.0,N4LO+,450
11,5.502,2.37e-06,8.283,1.978,12.021,30.0,N4LO,500
11,5.502,2.485e-06,14.458,1.605,16.219,40.0,N3LO,450
11,5.502,2.353e-06,8.283,1.978,12.021,30.0,N4LO,400
11,5.502,2.372e-06,8.283,1.978,12.021,30.0,N4LO+,500
11,5.502,2.388e-06,14.458,1.605,16.219,40.0,N4LO,550
11,5.502,2.153e-06,14.458,1.605,16.219,40.0,NLO,400
11,5.502,2.406e-06,14.458,1.605,16.219,40.0,N4LO+,400
11,5.502,2.252e-06,8.283,1.978,12.021,30.0,NLO,450
11,5.502,2.392e-06,14.458,1.605,16.219,40.0,N4LO,500
11,5.502,2.406e-06,14.458,1.605,16.219,40.0,N4LO+,400
11,5.502,2.35e-06,8.283,1.978,12.021,30.0,N4LO+,400
11,5.502,1.73e-06,8.283,1.978,12.021,30.0,LO,400
11,5.502,2.361e-06,8.283,1.978,12.021,30.0,N4LO,450
11,5.502,2.508e-06,14.458,1.605,16.219,40.0,N4LO+,500
11,5.502,2.361e-06,8.283,1.978,12.021,30.0,N3LO,400
11,5.502,2.376e-06,8.283,1.978,12.021,30.0,N4LO,550
11,5.502,2.24e-06,8.283,1.978,12.021,30.0,NLO,400
11,5.502,2.366e-06,8.283,1.978,12.021,30.0,N2LO,450
11,5.502,2.432e-06,14.458,1.605,16.219,40.0,N2LO,450
11,5.502,1.621e-06,8.283,1.978,12.021,30.0,LO,450
11,5.502,2.216e-06,14.458,1.605,16.219,40.0,NLO,450
11,5.502,2.4e-06,14.458,1.605,16.219,40.0,N4LO,400
11,5.502,2.31e-06,8.283,1.978,12.021,30.0,N2LO,400
11,5.502,2.381e-06,8.283,1.978,12.021,30.0,N4LO+,550
11,5.502,2.457e-06,14.458,1.605,16.219,40.0,N4LO+,450
11,5.502,2.297e-06,14.458,1.605,16.219,40.0,N2LO,400
11,5.502,2.448e-06,14.458,1.605,16.219,40.0,N3LO,400
11,5.502,1.323e-06,14.458,1.605,16.219,40.0,LO,400
11,5.504,1.921e-06,55.441,0.818,36.023,100.0,N4LO,450
11,5.504,1.906e-06,55.441,0.818,36.023,100.0,N3LO,400
11,5.504,1.924e-06,55.441,0.818,36.023,100.0,N4LO+,450
11,5.504,1.852e-06,55.441,0.818,36.023,100.0,N4LO+,400
11,5.504,1.988e-06,55.441,0.818,36.023,100.0,N4LO,500
11,5.504,5.674e-07,55.441,0.818,36.023,100.0,LO,400
11,5.504,1.901e-06,55.441,0.818,36.023,100.0,N2LO,450
11,5.504,1.991e-06,55.441,0.818,36.023,100.0,N4LO+,500
11,5.504,6.134e-07,55.441,0.818,36.023,100.0,LO,450
11,5.504,1.718e-06,55.441,0.818,36.023,100.0,N2LO,400
11,5.504,1.535e-06,55.441,0.818,36.023,100.0,NLO,400
11,5.504,2.039e-06,55.441,0.818,36.023,100.0,N4LO,550
11,5.504,1.847e-06,55.441,0.818,36.023,100.0,N4LO,400
11,5.504,2.045e-06,55.441,0.818,36.023,100.0,N4LO+,550
11,5.504,1.654e-06,55.441,0.818,36.023,100.0,NLO,450
11,5.504,1.981e-06,55.441,0.818,36.023,100.0,N3LO,450
11,5.506,1.258e-06,70.11,0.717,41.455,120.0,NLO,450
11,5.506,1.528e-06,70.11,0.717,41.455,120.0,N3LO,450
11,5.506,1.16e-06,70.11,0.717,41.455,120.0,NLO,400
11,5.506,1.572e-06,70.11,0.717,41.455,120.0,N4LO+,550
11,5.506,1.531e-06,70.11,0.717,41.455,120.0,N4LO,500
11,5.506,1.571e-06,70.11,0.717,41.455,120.0,N4LO,550
11,5.506,1.426e-06,70.11,0.717,41.455,120.0,N4LO+,400
11,5.506,1.46e-06,70.11,0.717,41.455,120.0,N2LO,450
11,5.506,4.742e-07,70.11,0.717,41.455,120.0,LO,450
11,5.506,1.531e-06,70.11,0.717,41.455,120.0,N4LO+,500
11,5.506,1.311e-06,70.11,0.717,41.455,120.0,N2LO,400
11,5.506,1.421e-06,70.11,0.717,41.455,120.0,N4LO,400
11,5.506,1.48e-06,70.11,0.717,41.455,120.0,N4LO+,450
11,5.506,4.291e-07,70.11,0.717,41.455,120.0,LO,400
11,5.506,1.466e-06,70.11,0.717,41.455,120.0,N3LO,400
11,5.506,1.478e-06,70.11,0.717,41.455,120.0,N4LO,450
12,6.002,2.263e-06,7.871,2.259,12.152,30.0,N4LO,550
12,6.002,2.254e-06,7.871,2.259,12.152,30.0,N4LO,450
12,6.002,2.253e-06,7.871,2.259,12.152,30.0,N3LO,400
12,6.002,2.245e-06,7.871,2.259,12.152,30.0,N4LO+,400
12,6.002,2.218e-06,7.871,2.259,12.152,30.0,N2LO,400
12,6.002,2.259e-06,7.871,2.259,12.152,30.0,N4LO,500
12,6.002,2.253e-06,7.871,2.259,12.152,30.0,N4LO+,450
12,6.002,2.149e-06,7.871,2.259,12.152,30.0,NLO,400
12,6.002,2.155e-06,7.871,2.259,12.152,30.0,NLO,450
12,6.002,2.25e-06,7.871,2.259,12.152,30.0,N4LO,400
12,6.002,2.265e-06,7.871,2.259,12.152,30.0,N4LO+,550
12,6.002,1.647e-06,7.871,2.259,12.152,30.0,LO,400
12,6.002,2.25e-06,7.871,2.259,12.152,30.0,N3LO,450
12,6.002,2.266e-06,7.871,2.259,12.152,30.0,N2LO,450
12,6.002,2.26e-06,7.871,2.259,12.152,30.0,N4LO+,500
12,6.002,1.537e-06,7.871,2.259,12.152,30.0,LO,450
12,6.003,2.006e-06,54.96,0.952,36.369,100.0,N4LO+,400
12,6.003,2.058e-06,54.96,0.952,36.369,100.0,N2LO,450
12,6.003,2.334e-06,14.018,1.844,16.421,40.0,N4LO+,400
12,6.003,2.358e-06,14.018,1.844,16.421,40.0,N2LO,450
12,6.003,1.326e-06,14.018,1.844,16.421,40.0,LO,400
12,6.003,2.152e-06,54.96,0.952,36.369,100.0,N4LO,500
12,6.003,1.86e-06,54.96,0.952,36.369,100.0,N2LO,400
12,6.003,2.318e-06,14.018,1.844,16.421,40.0,N4LO,550
12,6.003,1.299e-06,14.018,1.844,16.421,40.0,LO,450
12,6.003,2.33e-06,14.018,1.844,16.421,40.0,N4LO,400
12,6.003,2.328e-06,14.018,1.844,16.421,40.0,N4LO,450
12,6.003,2.372e-06,14.018,1.844,16.421,40.0,N3LO,400
12,6.003,2.334e-06,14.018,1.844,16.421,40.0,N4LO+,400
12,6.003,2.458e-06,14.018,1.844,16.421,40.0,N4LO+,550
12,6.003,2.206e-06,54.96,0.952,36.369,100.0,N4LO,550
12,6.003,2.155e-06,54.96,0.952,36.369,100.0,N4LO+,500
12,6.003,1.793e-06,54.96,0.952,36.369,100.0,NLO,450
12,6.003,6.156e-07,54.96,0.952,36.369,100.0,LO,400
12,6.003,2.237e-06,14.018,1.844,16.421,40.0,N2LO,400
12,6.003,2.001e-06,54.96,0.952,36.369,100.0,N4LO,400
12,6.003,2.422e-06,14.018,1.844,16.421,40.0,N4LO+,500
12,6.003,2.105e-06,14.018,1.844,16.421,40.0,NLO,400
12,6.003,2.323e-06,14.018,1.844,16.421,40.0,N4LO,500
12,6.003,2.064e-06,54.96,0.952,36.369,100.0,N3LO,400
12,6.003,2.213e-06,54.96,0.952,36.369,100.0,N4LO+,550
12,6.003,2.083e-06,54.96,0.952,36.369,100.0,N4LO+,450
12,6.003,1.664e-06,54.96,0.952,36.369,100.0,NLO,400
12,6.003,2.144e-06,54.96,0.952,36.369,100.0,N3LO,450
12,6.003,2.161e-06,14.018,1.844,16.421,40.0,NLO,450
12,6.003,2.379e-06,14.018,1.844,16.421,40.0,N4LO+,450
12,6.003,6.691e-07,54.96,0.952,36.369,100.0,LO,450
12,6.003,2.08e-06,54.96,0.952,36.369,100.0,N4LO,450
12,6.003,2.402e-06,14.018,1.844,16.421,40.0,N3LO,450
12,6.009,1.642e-06,69.621,0.838,41.823,120.0,N4LO,450
12,6.009,1.289e-06,69.621,0.838,41.823,120.0,NLO,400
12,6.009,4.774e-07,69.621,0.838,41.823,120.0,LO,400
12,6.009,1.744e-06,69.621,0.838,41.823,120.0,N4LO,550
12,6.009,1.628e-06,69.621,0.838,41.823,120.0,N3LO,400
12,6.009,1.7e-06,69.621,0.838,41.823,120.0,N4LO,500
12,6.009,1.696e-06,69.621,0.838,41.823,120.0,N3LO,450
12,6.009,5.29e-07,69.621,0.838,41.823,120.0,LO,450
12,6.009,1.621e-06,69.621,0.838,41.823,120.0,N2LO,450
12,6.009,1.456e-06,69.621,0.838,41.823,120.0,N2LO,400
12,6.009,1.579e-06,69.621,0.838,41.823,120.0,N4LO,400
12,6.009,1.583e-06,69.621,0.838,41.823,120.0,N4LO+,400
12,6.009,1.745e-06,69.621,0.838,41.823,120.0,N4LO+,550
