I,angle,CROSS,CROSS2,FORCE,Energy,CUTOFF
164,12.86,0.008656,0.0001082,N4LO,100.0,500
164,12.86,0.009268,0.0001081,N4LO,100.0,450
164,12.86,0.01197,0.0001035,NLO,100.0,400
164,12.86,0.009952,0.000106,N4LO+,100.0,400
164,12.86,0.009048,0.0001079,N3LO,100.0,450
164,12.86,0.009286,0.0001084,N2LO,100.0,450
164,12.86,0.008029,0.0001059,N4LO+,100.0,550
164,12.86,0.009174,0.000107,N4LO+,100.0,450
164,12.86,0.008518,0.0001067,N4LO+,100.0,500
164,12.86,0.01105,0.0001066,NLO,100.0,450
164,12.86,0.02239,0.0001381,LO,100.0,450
164,12.86,0.009779,0.0001071,N3LO,100.0,400
164,12.86,0.01001,0.0001069,N4LO,100.0,400
165,13.28,0.04497,0.0004414,NLO,40.0,400
165,13.28,0.0552,0.00037,LO,40.0,400
165,13.28,0.04366,0.0004506,NLO,40.0,450
165,13.28,0.04285,0.0004641,N2LO,40.0,400
165,13.28,0.04031,0.0004819,N2LO,40.0,450
165,13.28,0.05416,0.0004078,LO,40.0,450
163,13.29,0.008363,6.615e-05,N2LO,120.0,400
163,13.29,0.01755,6.671e-05,LO,120.0,400
163,13.29,0.01849,9.397e-05,LO,120.0,450
163,13.29,0.006856,6.783e-05,N4LO,120.0,500
163,13.29,0.007638,6.725e-05,N3LO,120.0,400
163,13.29,0.006461,6.582e-05,N4LO+,120.0,550
165,13.29,0.03779,0.0004857,N4LO+,40.0,550
163,13.29,0.008294,6.753e-05,NLO,120.0,450
165,13.29,0.04101,0.0004802,N4LO,40.0,550
163,13.29,0.009005,6.5e-05,NLO,120.0,400
165,13.29,0.04119,0.0004793,N4LO,40.0,500
163,13.29,0.007755,6.705e-05,N4LO,120.0,400
163,13.29,0.006771,6.652e-05,N4LO+,120.0,500
165,13.29,0.04009,0.0004784,N4LO+,40.0,450
165,13.29,0.04163,0.0004729,N4LO,40.0,400
163,13.29,0.007198,6.693e-05,N4LO+,120.0,450
163,13.29,0.00725,6.766e-05,N2LO,120.0,450
165,13.29,0.03967,0.0004792,N3LO,40.0,450
165,13.29,0.04153,0.0004722,N4LO+,40.0,400
163,13.29,0.007711,6.637e-05,N4LO+,120.0,400
165,13.29,0.04107,0.0004763,N3LO,40.0,400
165,13.29,0.04141,0.000477,N4LO,40.0,450
165,13.29,0.04153,0.0004722,N4LO+,40.0,400
163,13.29,0.006573,6.764e-05,N4LO,120.0,550
163,13.29,0.007145,6.798e-05,N3LO,120.0,450
163,13.29,0.007259,6.783e-05,N4LO,120.0,450
165,13.29,0.03882,0.0004829,N4LO+,40.0,500
165,13.55,0.06721,0.0004495,LO,30.0,450
165,13.55,0.06136,0.0005731,N2LO,30.0,400
165,13.55,0.06925,0.000429,LO,30.0,400
165,13.55,0.0621,0.0005536,NLO,30.0,450
165,13.55,0.06319,0.0005418,NLO,30.0,400
165,13.56,0.06058,0.0005879,N4LO,30.0,400
165,13.56,0.05815,0.000603,N4LO,30.0,500
165,13.56,0.05912,0.0005969,N4LO+,30.0,450
165,13.56,0.05691,0.0006105,N4LO+,30.0,550
165,13.56,0.06005,0.0005936,N3LO,30.0,400
165,13.56,0.0592,0.0005988,N2LO,30.0,450
165,13.56,0.05791,0.0006047,N4LO+,30.0,500
165,13.56,0.05927,0.0005957,N4LO,30.0,450
165,13.56,0.05727,0.0006085,N4LO,30.0,550
165,13.56,0.05868,0.0005989,N3LO,30.0,450
165,13.56,0.06048,0.000588,N4LO+,30.0,400
163,13.62,0.009117,0.0001084,N3LO,100.0,450
163,13.62,0.01,0.0001065,N4LO+,100.0,400
163,13.62,0.00873,0.0001087,N4LO,100.0,500
163,13.62,0.01199,0.0001039,NLO,100.0,400
163,13.62,0.02171,0.0001031,LO,100.0,400
163,13.62,0.01093,0.0001063,N2LO,100.0,400
163,13.62,0.008116,0.0001063,N4LO+,100.0,550
163,13.62,0.009353,0.0001088,N2LO,100.0,450
163,13.62,0.00924,0.0001075,N4LO+,100.0,450
163,13.62,0.009835,0.0001076,N3LO,100.0,400
163,13.62,0.009332,0.0001085,N4LO,100.0,450
163,13.62,0.01006,0.0001074,N4LO,100.0,400
163,13.62,0.02228,0.0001381,LO,100.0,450
163,13.62,0.01108,0.0001071,NLO,100.0,450
163,13.62,0.008299,0.0001085,N4LO,100.0,550
163,13.62,0.008596,0.0001071,N4LO+,100.0,500
162,14.03,0.009038,6.53e-05,NLO,120.0,400
162,14.03,0.01745,6.679e-05,LO,120.0,400
162,14.03,0.006943,6.817e-05,N4LO,120.0,500
162,14.03,0.007818,6.739e-05,N4LO,120.0,400
162,14.03,0.007276,6.726e-05,N4LO+,120.0,450
162,14.03,0.00686,6.684e-05,N4LO+,120.0,500
162,14.03,0.00733,6.798e-05,N2LO,120.0,450
162,14.03,0.007335,6.816e-05,N4LO,120.0,450
162,14.03,0.007775,6.671e-05,N4LO+,120.0,400
162,14.03,0.01839,9.401e-05,LO,120.0,450
162,14.03,0.007226,6.832e-05,N3LO,120.0,450
162,14.03,0.006558,6.613e-05,N4LO+,120.0,550
162,14.03,0.008418,6.646e-05,N2LO,120.0,400
162,14.03,0.007706,6.76e-05,N3LO,120.0,400
162,14.03,0.008345,6.784e-05,NLO,120.0,450
162,14.03,0.006667,6.798e-05,N4LO,120.0,550
164,14.12,0.04384,0.0004548,NLO,40.0,450
164,14.12,0.04181,0.0004764,N4LO,40.0,400
164,14.12,0.04125,0.0004799,N3LO,40.0,400
164,14.12,0.04049,0.0004854,N2LO,40.0,450
164,14.12,0.04158,0.0004806,N4LO,40.0,450
164,14.12,0.04515,0.0004456,NLO,40.0,400
164,14.12,0.05453,0.0004116,LO,40.0,450
164,14.12,0.03984,0.0004827,N3LO,40.0,450
164,14.12,0.0417,0.0004758,N4LO+,40.0,400
164,14.12,0.04303,0.0004679,N2LO,40.0,400
164,14.12,0.0417,0.0004758,N4LO+,40.0,400
164,14.12,0.04136,0.0004829,N4LO,40.0,500
164,14.12,0.05552,0.0003743,LO,40.0,400
164,14.12,0.04118,0.0004838,N4LO,40.0,550
164,14.12,0.03797,0.000489,N4LO+,40.0,550
164,14.12,0.04027,0.0004819,N4LO+,40.0,450
164,14.12,0.03899,0.0004863,N4LO+,40.0,500
162,14.38,0.02216,0.0001382,LO,100.0,450
162,14.39,0.008804,0.0001091,N4LO,100.0,500
162,14.39,0.00942,0.0001093,N2LO,100.0,450
162,14.39,0.012,0.0001043,NLO,100.0,400
162,14.39,0.01097,0.0001067,N2LO,100.0,400
162,14.39,0.008382,0.0001089,N4LO,100.0,550
162,14.39,0.01111,0.0001075,NLO,100.0,450
162,14.39,0.009185,0.0001089,N3LO,100.0,450
162,14.39,0.01005,0.000107,N4LO+,100.0,400
162,14.39,0.009394,0.000109,N4LO,100.0,450
162,14.39,0.01011,0.0001078,N4LO,100.0,400
162,14.39,0.009305,0.0001079,N4LO+,100.0,450
162,14.39,0.008203,0.0001068,N4LO+,100.0,550
162,14.39,0.009889,0.0001081,N3LO,100.0,400
162,14.39,0.008674,0.0001076,N4LO+,100.0,500
162,14.39,0.02159,0.0001032,LO,100.0,400
164,14.4,0.06389,0.0005512,NLO,30.0,400
164,14.4,0.06204,0.000582,N2LO,30.0,400
164,14.4,0.06279,0.0005629,NLO,30.0,450
164,14.4,0.06808,0.0004579,LO,30.0,450
164,14.4,0.07012,0.0004383,LO,30.0,400
164,14.41,0.05986,0.0006072,N2LO,30.0,450
164,14.41,0.05977,0.0006052,N4LO+,30.0,450
164,14.41,0.05792,0.0006166,N4LO,30.0,550
164,14.41,0.0588,0.0006112,N4LO,30.0,500
164,14.41,0.06071,0.0006019,N3LO,30.0,400
164,14.41,0.05755,0.0006185,N4LO+,30.0,550
164,14.41,0.05856,0.0006129,N4LO+,30.0,500
164,14.41,0.05933,0.0006071,N3LO,30.0,450
164,14.41,0.06125,0.0005963,N4LO,30.0,400
164,14.41,0.05993,0.000604,N4LO,30.0,450
164,14.41,0.06115,0.0005964,N4LO+,30.0,400
161,14.78,0.007773,6.798e-05,N3LO,120.0,400
161,14.78,0.00741,6.852e-05,N4LO,120.0,450
161,14.78,0.007409,6.832e-05,N2LO,120.0,450
161,14.78,0.006949,6.717e-05,N4LO+,120.0,500
161,14.78,0.006655,6.646e-05,N4LO+,120.0,550
161,14.78,0.007029,6.853e-05,N4LO,120.0,500
161,14.78,0.009069,6.561e-05,NLO,120.0,400
161,14.78,0.006761,6.833e-05,N4LO,120.0,550
161,14.78,0.01734,6.687e-05,LO,120.0,400
161,14.78,0.00847,6.68e-05,N2LO,120.0,400
161,14.78,0.01828,9.406e-05,LO,120.0,450
161,14.78,0.007879,6.775e-05,N4LO,120.0,400
161,14.78,0.008394,6.818e-05,NLO,120.0,450
161,14.78,0.007353,6.759e-05,N4LO+,120.0,450
161,14.78,0.007838,6.706e-05,N4LO+,120.0,400
161,14.78,0.007306,6.868e-05,N3LO,120.0,450
163,14.95,0.04189,0.0004796,N4LO+,40.0,400
163,14.95,0.04322,0.0004719,N2LO,40.0,400
163,14.95,0.04189,0.0004796,N4LO+,40.0,400
163,14.95,0.04155,0.0004867,N4LO,40.0,500
163,14.95,0.04534,0.0004501,NLO,40.0,400
163,14.95,0.04068,0.0004892,N2LO,40.0,450
163,14.95,0.05587,0.0003788,LO,40.0,400
163,14.95,0.03918,0.00049,N4LO+,40.0,500
163,14.95,0.03815,0.0004926,N4LO+,40.0,550
163,14.95,0.04144,0.0004836,N3LO,40.0,400
163,14.95,0.042,0.0004803,N4LO,40.0,400
163,14.95,0.04002,0.0004864,N3LO,40.0,450
163,14.95,0.04177,0.0004844,N4LO,40.0,450
163,14.95,0.04137,0.0004876,N4LO,40.0,550
163,14.95,0.04045,0.0004857,N4LO+,40.0,450
163,14.95,0.05492,0.0004156,LO,40.0,450
163,14.95,0.04404,0.0004591,NLO,40.0,450
161,15.15,0.008877,0.0001096,N4LO,100.0,500
161,15.15,0.02204,0.0001382,LO,100.0,450
161,15.15,0.00875,0.0001081,N4LO+,100.0,500
161,15.15,0.008464,0.0001094,N4LO,100.0,550
161,15.15,0.009942,0.0001087,N3LO,100.0,400
161,15.15,0.008289,0.0001073,N4LO+,100.0,550
161,15.15,0.009252,0.0001094,N3LO,100.0,450
161,15.15,0.009368,0.0001084,N4LO+,100.0,450
161,15.15,0.011,0.0001072,N2LO,100.0,400
161,15.15,0.009454,0.0001095,N4LO,100.0,450
161,15.15,0.01114,0.000108,NLO,100.0,450
161,15.15,0.02146,0.0001033,LO,100.0,400
161,15.15,0.009485,0.0001098,N2LO,100.0,450
161,15.15,0.01015,0.0001084,N4LO,100.0,400
161,15.15,0.0101,0.0001075,N4LO+,100.0,400
161,15.15,0.01201,0.0001048,NLO,100.0,400
163,15.25,0.07105,0.0004483,LO,30.0,400
163,15.25,0.06901,0.0004668,LO,30.0,450
163,15.26,0.05824,0.0006271,N4LO+,30.0,550
163,15.26,0.06464,0.0005613,NLO,30.0,400
163,15.26,0.06197,0.0006053,N4LO,30.0,400
163,15.26,0.06186,0.0006054,N4LO+,30.0,400
163,15.26,0.06064,0.0006129,N4LO,30.0,450
163,15.26,0.05925,0.0006216,N4LO+,30.0,500
163,15.26,0.06057,0.0006162,N2LO,30.0,450
163,15.26,0.06142,0.0006107,N3LO,30.0,400
163,15.26,0.06276,0.0005914,N2LO,30.0,400
163,15.26,0.0595,0.00062,N4LO,30.0,500
163,15.26,0.06354,0.0005728,NLO,30.0,450
163,15.26,0.05861,0.0006252,N4LO,30.0,550
163,15.26,0.06002,0.0006159,N3LO,30.0,450
163,15.26,0.06048,0.0006141,N4LO+,30.0,450
160,15.52,0.01722,6.696e-05,LO,120.0,400
160,15.52,0.00844,6.853e-05,NLO,120.0,450
160,15.52,0.01817,9.412e-05,LO,120.0,450
160,15.52,0.009096,6.595e-05,NLO,120.0,400
160,15.52,0.007487,6.867e-05,N2LO,120.0,450
160,15.52,0.008521,6.715e-05,N2LO,120.0,400
160,15.53,0.007036,6.752e-05,N4LO+,120.0,500
160,15.53,0.007113,6.89e-05,N4LO,120.0,500
160,15.53,0.007838,6.836e-05,N3LO,120.0,400
160,15.53,0.007483,6.889e-05,N4LO,120.0,450
160,15.53,0.007898,6.743e-05,N4LO+,120.0,400
160,15.53,0.007938,6.812e-05,N4LO,120.0,400
160,15.53,0.006853,6.871e-05,N4LO,120.0,550
160,15.53,0.00675,6.681e-05,N4LO+,120.0,550
160,15.53,0.007429,6.795e-05,N4LO+,120.0,450
160,15.53,0.007384,6.906e-05,N3LO,120.0,450
162,15.78,0.05534,0.0004199,LO,40.0,450
162,15.79,0.04555,0.0004549,NLO,40.0,400
162,15.79,0.04088,0.0004932,N2LO,40.0,450
162,15.79,0.04022,0.0004903,N3LO,40.0,450
162,15.79,0.04066,0.0004897,N4LO+,40.0,450
162,15.79,0.04158,0.0004916,N4LO,40.0,550
162,15.79,0.04425,0.0004638,NLO,40.0,450
162,15.79,0.04221,0.0004843,N4LO,40.0,400
162,15.79,0.04198,0.0004885,N4LO,40.0,450
162,15.79,0.03835,0.0004963,N4LO+,40.0,550
162,15.79,0.0421,0.0004837,N4LO+,40.0,400
162,15.79,0.04343,0.0004763,N2LO,40.0,400
162,15.79,0.04176,0.0004908,N4LO,40.0,500
162,15.79,0.04164,0.0004877,N3LO,40.0,400
162,15.79,0.0421,0.0004837,N4LO+,40.0,400
162,15.79,0.03939,0.0004938,N4LO+,40.0,500
162,15.79,0.05625,0.0003836,LO,40.0,400
160,15.91,0.009317,0.00011,N3LO,100.0,450
160,15.91,0.02132,0.0001034,LO,100.0,400
160,15.91,0.01104,0.0001078,N2LO,100.0,400
160,15.91,0.01201,0.0001053,NLO,100.0,400
160,15.91,0.009513,0.00011,N4LO,100.0,450
160,15.91,0.008825,0.0001086,N4LO+,100.0,500
160,15.91,0.009992,0.0001092,N3LO,100.0,400
160,15.91,0.008374,0.0001078,N4LO+,100.0,550
160,15.91,0.009549,0.0001103,N2LO,100.0,450
160,15.91,0.008544,0.00011,N4LO,100.0,550
160,15.91,0.02191,0.0001383,LO,100.0,450
160,15.91,0.0102,0.0001089,N4LO,100.0,400
160,15.91,0.008949,0.0001102,N4LO,100.0,500
160,15.91,0.01014,0.000108,N4LO+,100.0,400
160,15.91,0.01116,0.0001085,NLO,100.0,450
160,15.91,0.009429,0.0001089,N4LO+,100.0,450
162,16.1,0.07,0.0004763,LO,30.0,450
162,16.11,0.06218,0.0006202,N3LO,30.0,400
162,16.11,0.07203,0.0004588,LO,30.0,400
162,16.11,0.06274,0.0006148,N4LO,30.0,400
162,16.11,0.0614,0.0006223,N4LO,30.0,450
162,16.11,0.06,0.0006309,N4LO+,30.0,500
162,16.11,0.06434,0.0005833,NLO,30.0,450
162,16.11,0.05935,0.0006344,N4LO,30.0,550
162,16.11,0.06025,0.0006293,N4LO,30.0,500
162,16.11,0.06544,0.000572,NLO,30.0,400
162,16.11,0.05897,0.0006363,N4LO+,30.0,550
162,16.11,0.06133,0.0006257,N2LO,30.0,450
162,16.11,0.06263,0.000615,N4LO+,30.0,400
162,16.11,0.06077,0.0006252,N3LO,30.0,450
162,16.11,0.06123,0.0006235,N4LO+,30.0,450
162,16.11,0.06354,0.0006014,N2LO,30.0,400
159,16.27,0.007196,6.929e-05,N4LO,120.0,500
159,16.27,0.006944,6.91e-05,N4LO,120.0,550
159,16.27,0.007502,6.832e-05,N4LO+,120.0,450
159,16.27,0.007956,6.781e-05,N4LO+,120.0,400
159,16.27,0.007554,6.927e-05,N4LO,120.0,450
159,16.27,0.008484,6.889e-05,NLO,120.0,450
159,16.27,0.007995,6.851e-05,N4LO,120.0,400
159,16.27,0.01805,9.417e-05,LO,120.0,450
159,16.27,0.006844,6.718e-05,N4LO+,120.0,550
159,16.27,0.0079,6.877e-05,N3LO,120.0,400
159,16.27,0.007563,6.904e-05,N2LO,120.0,450
159,16.27,0.00912,6.629e-05,NLO,120.0,400
159,16.27,0.0171,6.706e-05,LO,120.0,400
159,16.27,0.008568,6.751e-05,N2LO,120.0,400
159,16.27,0.00746,6.945e-05,N3LO,120.0,450
159,16.27,0.007122,6.789e-05,N4LO+,120.0,500
161,16.62,0.04232,0.0004881,N4LO+,40.0,400
161,16.62,0.03857,0.0005003,N4LO+,40.0,550
161,16.62,0.04578,0.00046,NLO,40.0,400
161,16.62,0.04365,0.0004809,N2LO,40.0,400
161,16.62,0.04044,0.0004944,N3LO,40.0,450
161,16.62,0.05666,0.0003887,LO,40.0,400
161,16.62,0.05579,0.0004244,LO,40.0,450
161,16.62,0.04186,0.0004919,N3LO,40.0,400
161,16.62,0.0418,0.0004959,N4LO,40.0,550
161,16.62,0.04111,0.0004974,N2LO,40.0,450
161,16.62,0.04243,0.0004886,N4LO,40.0,400
161,16.62,0.04198,0.0004951,N4LO,40.0,500
161,16.62,0.0422,0.0004928,N4LO,40.0,450
161,16.62,0.04448,0.0004687,NLO,40.0,450
161,16.62,0.03961,0.0004979,N4LO+,40.0,500
161,16.62,0.04232,0.0004881,N4LO+,40.0,400
161,16.62,0.04088,0.0004939,N4LO+,40.0,450
159,16.68,0.00938,0.0001105,N3LO,100.0,450
159,16.68,0.009609,0.0001108,N2LO,100.0,450
159,16.68,0.02178,0.0001384,LO,100.0,450
159,16.68,0.01004,0.0001098,N3LO,100.0,400
159,16.68,0.008897,0.0001091,N4LO+,100.0,500
159,16.68,0.009569,0.0001106,N4LO,100.0,450
159,16.68,0.02117,0.0001036,LO,100.0,400
159,16.68,0.009017,0.0001107,N4LO,100.0,500
159,16.68,0.008623,0.0001105,N4LO,100.0,550
159,16.68,0.01107,0.0001083,N2LO,100.0,400
159,16.68,0.01023,0.0001095,N4LO,100.0,400
159,16.68,0.01201,0.0001058,NLO,100.0,400
159,16.68,0.01118,0.000109,NLO,100.0,450
159,16.68,0.008457,0.0001083,N4LO+,100.0,550
159,16.68,0.01019,0.0001086,N4LO+,100.0,400
159,16.68,0.009488,0.0001095,N4LO+,100.0,450
161,16.96,0.06079,0.0006407,N4LO+,30.0,500
161,16.96,0.06105,0.0006392,N4LO,30.0,500
161,16.96,0.06214,0.0006359,N2LO,30.0,450
161,16.96,0.06356,0.0006249,N4LO,30.0,400
161,16.96,0.07308,0.0004699,LO,30.0,400
161,16.96,0.06519,0.0005945,NLO,30.0,450
161,16.96,0.06014,0.0006441,N4LO,30.0,550
161,16.96,0.06437,0.000612,N2LO,30.0,400
161,16.96,0.06344,0.0006251,N4LO+,30.0,400
161,16.96,0.05976,0.0006459,N4LO+,30.0,550
161,16.96,0.06299,0.0006301,N3LO,30.0,400
161,16.96,0.07105,0.0004863,LO,30.0,450
161,16.96,0.06156,0.000635,N3LO,30.0,450
161,16.96,0.06221,0.0006323,N4LO,30.0,450
161,16.96,0.0663,0.0005833,NLO,30.0,400
161,16.96,0.06204,0.0006335,N4LO+,30.0,450
158,17.02,0.007959,6.919e-05,N3LO,120.0,400
158,17.02,0.007572,6.871e-05,N4LO+,120.0,450
158,17.02,0.007636,6.943e-05,N2LO,120.0,450
158,17.02,0.009141,6.665e-05,NLO,120.0,400
158,17.02,0.008524,6.928e-05,NLO,120.0,450
158,17.02,0.008612,6.789e-05,N2LO,120.0,400
158,17.02,0.01792,9.424e-05,LO,120.0,450
158,17.02,0.01697,6.716e-05,LO,120.0,400
158,17.02,0.007622,6.967e-05,N4LO,120.0,450
158,17.02,0.008011,6.821e-05,N4LO+,120.0,400
158,17.02,0.007276,6.969e-05,N4LO,120.0,500
158,17.02,0.007204,6.827e-05,N4LO+,120.0,500
158,17.02,0.006936,6.755e-05,N4LO+,120.0,550
158,17.02,0.008048,6.892e-05,N4LO,120.0,400
158,17.02,0.007533,6.986e-05,N3LO,120.0,450
158,17.02,0.007032,6.95e-05,N4LO,120.0,550
158,17.44,0.01109,0.0001089,N2LO,100.0,400
158,17.44,0.02102,0.0001037,LO,100.0,400
158,17.44,0.01201,0.0001064,NLO,100.0,400
158,17.44,0.009667,0.0001114,N2LO,100.0,450
158,17.44,0.0112,0.0001096,NLO,100.0,450
158,17.44,0.02164,0.0001385,LO,100.0,450
158,17.45,0.01027,0.0001101,N4LO,100.0,400
158,17.45,0.009621,0.0001112,N4LO,100.0,450
158,17.45,0.009543,0.00011,N4LO+,100.0,450
158,17.45,0.008967,0.0001097,N4LO+,100.0,500
158,17.45,0.009083,0.0001113,N4LO,100.0,500
158,17.45,0.009439,0.0001111,N3LO,100.0,450
158,17.45,0.01022,0.0001092,N4LO+,100.0,400
158,17.45,0.01008,0.0001105,N3LO,100.0,400
158,17.45,0.008698,0.0001111,N4LO,100.0,550
158,17.45,0.008537,0.0001088,N4LO+,100.0,550
160,17.46,0.04112,0.0004983,N4LO+,40.0,450
160,17.46,0.04268,0.0004932,N4LO,40.0,400
160,17.46,0.04135,0.0005019,N2LO,40.0,450
160,17.46,0.03985,0.0005023,N4LO+,40.0,500
160,17.46,0.04222,0.0004996,N4LO,40.0,500
160,17.46,0.04389,0.0004857,N2LO,40.0,400
160,17.46,0.04245,0.0004973,N4LO,40.0,450
160,17.46,0.04473,0.0004739,NLO,40.0,450
160,17.46,0.04204,0.0005004,N4LO,40.0,550
160,17.46,0.05627,0.0004293,LO,40.0,450
160,17.46,0.04211,0.0004964,N3LO,40.0,400
160,17.46,0.04256,0.0004926,N4LO+,40.0,400
160,17.46,0.0571,0.0003941,LO,40.0,400
160,17.46,0.04068,0.0004988,N3LO,40.0,450
160,17.46,0.04603,0.0004653,NLO,40.0,400
160,17.46,0.04256,0.0004926,N4LO+,40.0,400
160,17.46,0.03881,0.0005046,N4LO+,40.0,550
157,17.77,0.01684,6.726e-05,LO,120.0,400
157,17.77,0.008652,6.829e-05,N2LO,120.0,400
157,17.77,0.007284,6.867e-05,N4LO+,120.0,500
157,17.77,0.007603,7.029e-05,N3LO,120.0,450
157,17.77,0.007706,6.983e-05,N2LO,120.0,450
157,17.77,0.008014,6.963e-05,N3LO,120.0,400
157,17.77,0.007118,6.993e-05,N4LO,120.0,550
157,17.77,0.008062,6.863e-05,N4LO+,120.0,400
157,17.77,0.007639,6.911e-05,N4LO+,120.0,450
157,17.77,0.007025,6.795e-05,N4LO+,120.0,550
157,17.77,0.00856,6.968e-05,NLO,120.0,450
157,17.77,0.01778,9.43e-05,LO,120.0,450
157,17.77,0.009156,6.703e-05,NLO,120.0,400
157,17.77,0.007687,7.009e-05,N4LO,120.0,450
157,17.77,0.007352,7.012e-05,N4LO,120.0,500
157,17.77,0.008097,6.935e-05,N4LO,120.0,400
160,17.81,0.06099,0.0006544,N4LO,30.0,550
160,17.81,0.0629,0.0006441,N4LO+,30.0,450
160,17.81,0.06432,0.0006358,N4LO+,30.0,400
160,17.81,0.06241,0.0006454,N3LO,30.0,450
160,17.81,0.06722,0.0005952,NLO,30.0,400
160,17.81,0.0619,0.0006496,N4LO,30.0,500
160,17.81,0.063,0.0006465,N2LO,30.0,450
160,17.81,0.07216,0.0004968,LO,30.0,450
160,17.81,0.06386,0.0006406,N3LO,30.0,400
160,17.81,0.0606,0.0006562,N4LO+,30.0,550
160,17.81,0.06525,0.0006232,N2LO,30.0,400
160,17.81,0.06443,0.0006356,N4LO,30.0,400
160,17.81,0.06164,0.0006511,N4LO+,30.0,500
160,17.81,0.06307,0.0006428,N4LO,30.0,450
160,17.81,0.07419,0.0004816,LO,30.0,400
160,17.81,0.0661,0.0006062,NLO,30.0,450
157,18.21,0.009494,0.0001117,N3LO,100.0,450
157,18.21,0.02149,0.0001385,LO,100.0,450
157,18.21,0.008614,0.0001094,N4LO+,100.0,550
157,18.21,0.02086,0.0001039,LO,100.0,400
157,18.21,0.01026,0.0001098,N4LO+,100.0,400
157,18.21,0.009669,0.0001118,N4LO,100.0,450
157,18.21,0.009594,0.0001106,N4LO+,100.0,450
157,18.21,0.0103,0.0001107,N4LO,100.0,400
157,18.21,0.009145,0.0001119,N4LO,100.0,500
157,18.21,0.01012,0.0001111,N3LO,100.0,400
157,18.21,0.00877,0.0001117,N4LO,100.0,550
157,18.21,0.01111,0.0001095,N2LO,100.0,400
157,18.21,0.01121,0.0001102,NLO,100.0,450
157,18.21,0.00972,0.000112,N2LO,100.0,450
157,18.21,0.009033,0.0001102,N4LO+,100.0,500
157,18.21,0.012,0.0001069,NLO,100.0,400
159,18.29,0.05679,0.0004344,LO,40.0,450
159,18.3,0.04011,0.0005069,N4LO+,40.0,500
159,18.3,0.0423,0.0005052,N4LO,40.0,550
159,18.3,0.04237,0.0005012,N3LO,40.0,400
159,18.3,0.05756,0.0003998,LO,40.0,400
159,18.3,0.04093,0.0005034,N3LO,40.0,450
159,18.3,0.04271,0.0005021,N4LO,40.0,450
159,18.3,0.045,0.0004795,NLO,40.0,450
159,18.3,0.04416,0.0004908,N2LO,40.0,400
159,18.3,0.04294,0.000498,N4LO,40.0,400
159,18.3,0.04139,0.0005031,N4LO+,40.0,450
159,18.3,0.04248,0.0005044,N4LO,40.0,500
159,18.3,0.03907,0.0005091,N4LO+,40.0,550
159,18.3,0.04631,0.000471,NLO,40.0,400
159,18.3,0.04283,0.0004975,N4LO+,40.0,400
159,18.3,0.04283,0.0004975,N4LO+,40.0,400
159,18.3,0.04161,0.0005066,N2LO,40.0,450
156,18.52,0.007199,7.037e-05,N4LO,120.0,550
156,18.52,0.008108,6.907e-05,N4LO+,120.0,400
156,18.52,0.009167,6.742e-05,NLO,120.0,400
156,18.52,0.00736,6.909e-05,N4LO+,120.0,500
156,18.52,0.007425,7.056e-05,N4LO,120.0,500
156,18.52,0.008688,6.87e-05,N2LO,120.0,400
156,18.52,0.008592,7.009e-05,NLO,120.0,450
156,18.52,0.01669,6.737e-05,LO,120.0,400
156,18.52,0.007747,7.053e-05,N4LO,120.0,450
156,18.52,0.007771,7.024e-05,N2LO,120.0,450
156,18.52,0.007669,7.073e-05,N3LO,120.0,450
156,18.52,0.007702,6.953e-05,N4LO+,120.0,450
156,18.52,0.008142,6.979e-05,N4LO,120.0,400
156,18.52,0.00711,6.836e-05,N4LO+,120.0,550
156,18.52,0.008065,7.009e-05,N3LO,120.0,400
156,18.52,0.01764,9.437e-05,LO,120.0,450
159,18.66,0.07536,0.000494,LO,30.0,400
159,18.66,0.07334,0.000508,LO,30.0,450
159,18.67,0.06188,0.0006652,N4LO,30.0,550
159,18.67,0.06381,0.0006552,N4LO+,30.0,450
159,18.67,0.06399,0.0006539,N4LO,30.0,450
159,18.67,0.06619,0.0006349,N2LO,30.0,400
159,18.67,0.06536,0.0006468,N4LO,30.0,400
159,18.67,0.0628,0.0006606,N4LO,30.0,500
159,18.67,0.06331,0.0006563,N3LO,30.0,450
159,18.67,0.06149,0.0006669,N4LO+,30.0,550
159,18.67,0.06819,0.0006078,NLO,30.0,400
159,18.67,0.06478,0.0006517,N3LO,30.0,400
159,18.67,0.06524,0.000647,N4LO+,30.0,400
159,18.67,0.06255,0.000662,N4LO+,30.0,500
159,18.67,0.06392,0.0006578,N2LO,30.0,450
159,18.67,0.06706,0.0006186,NLO,30.0,450
156,18.98,0.009203,0.0001126,N4LO,100.0,500
156,18.98,0.009713,0.0001124,N4LO,100.0,450
156,18.98,0.009545,0.0001124,N3LO,100.0,450
156,18.98,0.01198,0.0001075,NLO,100.0,400
156,18.98,0.02133,0.0001386,LO,100.0,450
156,18.98,0.009095,0.0001109,N4LO+,100.0,500
156,18.98,0.008687,0.00011,N4LO+,100.0,550
156,18.98,0.009769,0.0001126,N2LO,100.0,450
156,18.98,0.01121,0.0001108,NLO,100.0,450
156,18.98,0.02069,0.0001041,LO,100.0,400
156,18.98,0.01015,0.0001118,N3LO,100.0,400
156,18.98,0.008838,0.0001124,N4LO,100.0,550
156,18.98,0.01033,0.0001114,N4LO,100.0,400
