I,angle,CROSS,CROSS2,FORCE,Energy,CUTOFF
181,0.0,0.005755,6.369e-05,N4LO+,120.0,500
181,0.0,0.05288,0.0003382,LO,40.0,400
181,0.0,0.05802,0.0004696,NLO,30.0,400
181,0.0,0.05336,0.0005404,N4LO,30.0,500
181,0.0,0.005866,6.482e-05,N4LO,120.0,500
181,0.0,0.007856,0.0001043,N4LO,100.0,500
181,0.0,0.006369,6.485e-05,N4LO,120.0,450
181,0.0,0.05442,0.0005322,N4LO,30.0,450
181,0.0,0.006935,6.34e-05,N4LO+,120.0,400
181,0.0,0.02325,0.0001378,LO,100.0,450
181,0.0,0.01835,6.603e-05,LO,120.0,400
181,0.0,0.008296,0.000104,N3LO,100.0,450
181,0.0,0.06061,0.0003854,LO,30.0,450
181,0.0,0.006287,6.408e-05,N4LO+,120.0,450
181,0.0,0.05639,0.0005057,N2LO,30.0,400
181,0.0,0.0389,0.0004518,N4LO+,40.0,450
181,0.0,0.05565,0.0005238,N4LO,30.0,400
181,0.0,0.008453,0.0001033,N4LO+,100.0,450
181,0.0,0.05392,0.0005365,N3LO,30.0,450
181,0.0,0.03912,0.0004553,N2LO,40.0,450
181,0.0,0.009435,0.0001029,N4LO,100.0,400
181,0.0,0.05253,0.0005467,N4LO,30.0,550
181,0.0,0.04043,0.0004457,N4LO,40.0,400
181,0.0,0.05435,0.0005345,N2LO,30.0,450
181,0.0,0.01929,9.359e-05,LO,120.0,450
181,0.0,0.008548,0.0001046,N2LO,100.0,450
181,0.0,0.04034,0.0004449,N4LO+,40.0,400
181,0.0,0.05558,0.0005237,N4LO+,30.0,400
181,0.0,0.04,0.0004523,N4LO,40.0,500
181,0.0,0.05315,0.0005422,N4LO+,30.0,500
181,0.0,0.008571,0.0001042,N4LO,100.0,450
181,0.0,0.007122,0.0001023,N4LO+,100.0,550
181,0.0,0.04021,0.0004499,N4LO,40.0,450
181,0.0,0.05152,0.0003796,LO,40.0,450
181,0.0,0.05519,0.0005302,N3LO,30.0,400
181,0.0,0.03661,0.0004604,N4LO+,40.0,550
181,0.0,0.04244,0.0004195,NLO,40.0,450
181,0.0,0.007678,6.334e-05,N2LO,120.0,400
181,0.0,0.04167,0.0004352,N2LO,40.0,400
181,0.0,0.007344,0.0001041,N4LO,100.0,550
181,0.0,0.02275,0.0001022,LO,100.0,400
181,0.0,0.03763,0.000457,N4LO+,40.0,500
181,0.0,0.009146,0.000103,N3LO,100.0,400
181,0.0,0.006822,6.412e-05,N3LO,120.0,400
181,0.0,0.06273,0.0003578,LO,30.0,400
181,0.0,0.006991,6.403e-05,N4LO,120.0,400
181,0.0,0.01171,9.996e-05,NLO,100.0,400
181,0.0,0.006318,6.48e-05,N2LO,120.0,450
181,0.0,0.00769,0.000103,N4LO+,100.0,500
181,0.0,0.0104,0.0001021,N2LO,100.0,400
181,0.0,0.005513,6.462e-05,N4LO,120.0,550
181,0.0,0.006208,6.494e-05,N3LO,120.0,450
181,0.0,0.05698,0.0004826,NLO,30.0,450
181,0.0,0.008533,6.235e-05,NLO,120.0,400
181,0.0,0.03983,0.0004533,N4LO,40.0,550
181,0.0,0.0385,0.0004531,N3LO,40.0,450
181,0.0,0.05429,0.0005334,N4LO+,30.0,450
181,0.0,0.01063,0.000103,NLO,100.0,450
181,0.0,0.005369,6.301e-05,N4LO+,120.0,550
181,0.0,0.05221,0.000549,N4LO+,30.0,550
181,0.0,0.009363,0.0001021,N4LO+,100.0,400
181,0.0,0.04376,0.0004094,NLO,40.0,400
181,0.0,0.007653,6.471e-05,NLO,120.0,450
181,0.0,0.04034,0.0004449,N4LO+,40.0,400
181,0.0,0.03989,0.0004494,N3LO,40.0,400
180,0.74,0.006291,6.409e-05,N4LO+,120.0,450
180,0.74,0.005373,6.302e-05,N4LO+,120.0,550
180,0.74,0.01834,6.603e-05,LO,120.0,400
180,0.74,0.006938,6.341e-05,N4LO+,120.0,400
180,0.74,0.00587,6.483e-05,N4LO,120.0,500
180,0.74,0.006372,6.486e-05,N4LO,120.0,450
180,0.74,0.008535,6.236e-05,NLO,120.0,400
180,0.74,0.006321,6.481e-05,N2LO,120.0,450
180,0.74,0.006994,6.404e-05,N4LO,120.0,400
180,0.74,0.006825,6.413e-05,N3LO,120.0,400
180,0.74,0.007681,6.335e-05,N2LO,120.0,400
180,0.74,0.005759,6.37e-05,N4LO+,120.0,500
180,0.74,0.007656,6.472e-05,NLO,120.0,450
180,0.74,0.01929,9.359e-05,LO,120.0,450
180,0.74,0.005516,6.463e-05,N4LO,120.0,550
180,0.74,0.006212,6.495e-05,N3LO,120.0,450
180,0.75,0.02325,0.0001378,LO,100.0,450
180,0.75,0.02275,0.0001022,LO,100.0,400
180,0.75,0.009149,0.0001031,N3LO,100.0,400
180,0.75,0.01063,0.000103,NLO,100.0,450
180,0.75,0.009437,0.0001029,N4LO,100.0,400
180,0.75,0.007125,0.0001023,N4LO+,100.0,550
180,0.75,0.007347,0.0001042,N4LO,100.0,550
180,0.75,0.00786,0.0001043,N4LO,100.0,500
180,0.75,0.01171,9.997e-05,NLO,100.0,400
180,0.75,0.01041,0.0001021,N2LO,100.0,400
180,0.75,0.008574,0.0001042,N4LO,100.0,450
180,0.75,0.008551,0.0001046,N2LO,100.0,450
180,0.75,0.008456,0.0001033,N4LO+,100.0,450
180,0.75,0.008299,0.000104,N3LO,100.0,450
180,0.75,0.009366,0.0001021,N4LO+,100.0,400
180,0.75,0.007694,0.000103,N4LO+,100.0,500
180,0.83,0.03989,0.0004495,N3LO,40.0,400
180,0.83,0.04035,0.000445,N4LO+,40.0,400
180,0.83,0.04035,0.000445,N4LO+,40.0,400
180,0.83,0.04044,0.0004458,N4LO,40.0,400
180,0.83,0.03763,0.0004571,N4LO+,40.0,500
180,0.83,0.04377,0.0004095,NLO,40.0,400
180,0.83,0.03912,0.0004554,N2LO,40.0,450
180,0.83,0.04167,0.0004353,N2LO,40.0,400
180,0.83,0.05288,0.0003383,LO,40.0,400
180,0.83,0.03851,0.0004532,N3LO,40.0,450
180,0.83,0.0389,0.0004519,N4LO+,40.0,450
180,0.83,0.03983,0.0004534,N4LO,40.0,550
180,0.83,0.04245,0.0004196,NLO,40.0,450
180,0.83,0.04,0.0004524,N4LO,40.0,500
180,0.83,0.05153,0.0003797,LO,40.0,450
180,0.83,0.03661,0.0004605,N4LO+,40.0,550
180,0.83,0.04022,0.00045,N4LO,40.0,450
180,0.85,0.05444,0.0005324,N4LO,30.0,450
180,0.85,0.05437,0.0005347,N2LO,30.0,450
180,0.85,0.05316,0.0005424,N4LO+,30.0,500
180,0.85,0.05567,0.000524,N4LO,30.0,400
180,0.85,0.05223,0.0005493,N4LO+,30.0,550
180,0.85,0.057,0.0004829,NLO,30.0,450
180,0.85,0.06276,0.000358,LO,30.0,400
180,0.85,0.0556,0.0005239,N4LO+,30.0,400
180,0.85,0.0564,0.000506,N2LO,30.0,400
180,0.85,0.05394,0.0005367,N3LO,30.0,450
180,0.85,0.0543,0.0005336,N4LO+,30.0,450
180,0.85,0.05521,0.0005305,N3LO,30.0,400
180,0.85,0.05804,0.0004699,NLO,30.0,400
180,0.85,0.05338,0.0005406,N4LO,30.0,500
180,0.85,0.06064,0.0003857,LO,30.0,450
180,0.85,0.05255,0.0005469,N4LO,30.0,550
179,1.47,0.005881,6.486e-05,N4LO,120.0,500
179,1.47,0.007663,6.475e-05,NLO,120.0,450
179,1.47,0.005771,6.373e-05,N4LO+,120.0,500
179,1.47,0.008541,6.239e-05,NLO,120.0,400
179,1.47,0.006332,6.484e-05,N2LO,120.0,450
179,1.47,0.01928,9.36e-05,LO,120.0,450
179,1.47,0.007689,6.337e-05,N2LO,120.0,400
179,1.47,0.006222,6.498e-05,N3LO,120.0,450
179,1.47,0.005386,6.305e-05,N4LO+,120.0,550
179,1.47,0.006947,6.344e-05,N4LO+,120.0,400
179,1.47,0.007003,6.406e-05,N4LO,120.0,400
179,1.47,0.01834,6.603e-05,LO,120.0,400
179,1.47,0.006382,6.488e-05,N4LO,120.0,450
179,1.47,0.005528,6.465e-05,N4LO,120.0,550
179,1.47,0.006301,6.412e-05,N4LO+,120.0,450
179,1.47,0.006834,6.416e-05,N3LO,120.0,400
179,1.51,0.007358,0.0001042,N4LO,100.0,550
179,1.51,0.02274,0.0001022,LO,100.0,400
179,1.51,0.008308,0.0001041,N3LO,100.0,450
179,1.51,0.01064,0.0001031,NLO,100.0,450
179,1.51,0.01172,0.0001,NLO,100.0,400
179,1.51,0.008561,0.0001047,N2LO,100.0,450
179,1.51,0.008583,0.0001042,N4LO,100.0,450
179,1.51,0.01041,0.0001022,N2LO,100.0,400
179,1.51,0.007704,0.0001031,N4LO+,100.0,500
179,1.51,0.007137,0.0001023,N4LO+,100.0,550
179,1.51,0.009374,0.0001021,N4LO+,100.0,400
179,1.51,0.009157,0.0001031,N3LO,100.0,400
179,1.51,0.009445,0.000103,N4LO,100.0,400
179,1.51,0.02324,0.0001378,LO,100.0,450
179,1.51,0.00787,0.0001044,N4LO,100.0,500
179,1.51,0.008466,0.0001033,N4LO+,100.0,450
179,1.66,0.04023,0.0004503,N4LO,40.0,450
179,1.66,0.04036,0.0004453,N4LO+,40.0,400
179,1.66,0.03913,0.0004557,N2LO,40.0,450
179,1.66,0.03892,0.0004522,N4LO+,40.0,450
179,1.66,0.03765,0.0004574,N4LO+,40.0,500
179,1.66,0.03852,0.0004535,N3LO,40.0,450
179,1.66,0.04045,0.0004461,N4LO,40.0,400
179,1.66,0.04036,0.0004453,N4LO+,40.0,400
179,1.66,0.04002,0.0004527,N4LO,40.0,500
179,1.66,0.03663,0.0004608,N4LO+,40.0,550
179,1.66,0.05291,0.0003387,LO,40.0,400
179,1.66,0.03985,0.0004537,N4LO,40.0,550
179,1.66,0.04378,0.0004099,NLO,40.0,400
179,1.66,0.05156,0.00038,LO,40.0,450
179,1.66,0.0399,0.0004498,N3LO,40.0,400
179,1.66,0.04168,0.0004356,N2LO,40.0,400
179,1.66,0.04246,0.00042,NLO,40.0,450
179,1.69,0.0545,0.0005331,N4LO,30.0,450
179,1.69,0.06283,0.0003589,LO,30.0,400
179,1.69,0.05527,0.0005312,N3LO,30.0,400
179,1.69,0.05343,0.0005413,N4LO,30.0,500
179,1.69,0.05436,0.0005343,N4LO+,30.0,450
179,1.69,0.05322,0.0005431,N4LO+,30.0,500
179,1.69,0.0581,0.0004708,NLO,30.0,400
179,1.69,0.05706,0.0004837,NLO,30.0,450
179,1.69,0.05399,0.0005374,N3LO,30.0,450
179,1.69,0.0526,0.0005476,N4LO,30.0,550
179,1.69,0.05442,0.0005355,N2LO,30.0,450
179,1.69,0.05573,0.0005247,N4LO,30.0,400
179,1.69,0.05646,0.0005068,N2LO,30.0,400
179,1.69,0.06071,0.0003864,LO,30.0,450
179,1.69,0.05565,0.0005247,N4LO+,30.0,400
179,1.69,0.05228,0.00055,N4LO+,30.0,550
178,2.21,0.01833,6.604e-05,LO,120.0,400
178,2.21,0.007676,6.479e-05,NLO,120.0,450
178,2.21,0.00685,6.421e-05,N3LO,120.0,400
178,2.21,0.006399,6.493e-05,N4LO,120.0,450
178,2.21,0.005548,6.47e-05,N4LO,120.0,550
178,2.21,0.006319,6.416e-05,N4LO+,120.0,450
178,2.21,0.005406,6.309e-05,N4LO+,120.0,550
178,2.21,0.007018,6.411e-05,N4LO,120.0,400
178,2.21,0.007703,6.342e-05,N2LO,120.0,400
178,2.21,0.008551,6.243e-05,NLO,120.0,400
178,2.21,0.00624,6.502e-05,N3LO,120.0,450
178,2.21,0.005899,6.491e-05,N4LO,120.0,500
178,2.21,0.01927,9.36e-05,LO,120.0,450
178,2.21,0.00635,6.488e-05,N2LO,120.0,450
178,2.21,0.006962,6.349e-05,N4LO+,120.0,400
178,2.21,0.00579,6.377e-05,N4LO+,120.0,500
178,2.26,0.009458,0.000103,N4LO,100.0,400
178,2.26,0.008324,0.0001041,N3LO,100.0,450
178,2.26,0.007376,0.0001043,N4LO,100.0,550
178,2.26,0.008598,0.0001043,N4LO,100.0,450
178,2.26,0.02273,0.0001022,LO,100.0,400
178,2.26,0.008576,0.0001048,N2LO,100.0,450
178,2.26,0.008481,0.0001034,N4LO+,100.0,450
178,2.26,0.009387,0.0001022,N4LO+,100.0,400
178,2.26,0.009171,0.0001032,N3LO,100.0,400
178,2.26,0.007721,0.0001031,N4LO+,100.0,500
178,2.26,0.01172,0.0001001,NLO,100.0,400
178,2.26,0.007886,0.0001044,N4LO,100.0,500
178,2.26,0.02323,0.0001378,LO,100.0,450
178,2.26,0.01042,0.0001022,N2LO,100.0,400
178,2.26,0.01065,0.0001031,NLO,100.0,450
178,2.26,0.007155,0.0001024,N4LO+,100.0,550
178,2.49,0.03894,0.0004527,N4LO+,40.0,450
178,2.49,0.0438,0.0004105,NLO,40.0,400
178,2.49,0.03665,0.0004613,N4LO+,40.0,550
178,2.49,0.05161,0.0003805,LO,40.0,450
178,2.49,0.03987,0.0004542,N4LO,40.0,550
178,2.49,0.04025,0.0004508,N4LO,40.0,450
178,2.49,0.04004,0.0004532,N4LO,40.0,500
178,2.49,0.04248,0.0004206,NLO,40.0,450
178,2.49,0.03992,0.0004503,N3LO,40.0,400
178,2.49,0.03854,0.000454,N3LO,40.0,450
178,2.49,0.05295,0.0003393,LO,40.0,400
178,2.49,0.04038,0.0004458,N4LO+,40.0,400
178,2.49,0.04047,0.0004466,N4LO,40.0,400
178,2.49,0.03767,0.0004579,N4LO+,40.0,500
178,2.49,0.04038,0.0004458,N4LO+,40.0,400
178,2.49,0.0417,0.0004362,N2LO,40.0,400
178,2.49,0.03915,0.0004562,N2LO,40.0,450
178,2.54,0.05655,0.0005081,N2LO,30.0,400
178,2.54,0.05352,0.0005425,N4LO,30.0,500
178,2.54,0.05819,0.0004721,NLO,30.0,400
178,2.54,0.05269,0.0005488,N4LO,30.0,550
178,2.54,0.05574,0.0005259,N4LO+,30.0,400
178,2.54,0.05582,0.000526,N4LO,30.0,400
178,2.54,0.05715,0.000485,NLO,30.0,450
178,2.54,0.05408,0.0005386,N3LO,30.0,450
178,2.54,0.0533,0.0005443,N4LO+,30.0,500
178,2.54,0.05459,0.0005343,N4LO,30.0,450
178,2.54,0.05445,0.0005356,N4LO+,30.0,450
178,2.54,0.06296,0.0003602,LO,30.0,400
178,2.54,0.05536,0.0005324,N3LO,30.0,400
178,2.54,0.06084,0.0003876,LO,30.0,450
178,2.54,0.05237,0.0005512,N4LO+,30.0,550
178,2.54,0.05451,0.0005367,N2LO,30.0,450
177,2.94,0.005576,6.477e-05,N4LO,120.0,550
177,2.94,0.005434,6.315e-05,N4LO+,120.0,550
177,2.94,0.008565,6.249e-05,NLO,120.0,400
177,2.94,0.01926,9.361e-05,LO,120.0,450
177,2.94,0.007694,6.485e-05,NLO,120.0,450
177,2.94,0.005925,6.497e-05,N4LO,120.0,500
177,2.94,0.007722,6.348e-05,N2LO,120.0,400
177,2.94,0.01831,6.606e-05,LO,120.0,400
177,2.94,0.006983,6.355e-05,N4LO+,120.0,400
177,2.94,0.006872,6.428e-05,N3LO,120.0,400
177,2.94,0.006343,6.422e-05,N4LO+,120.0,450
177,2.94,0.006374,6.495e-05,N2LO,120.0,450
177,2.94,0.006423,6.5e-05,N4LO,120.0,450
177,2.94,0.007038,6.418e-05,N4LO,120.0,400
177,2.94,0.005816,6.383e-05,N4LO+,120.0,500
177,2.94,0.006265,6.509e-05,N3LO,120.0,450
177,3.02,0.009404,0.0001023,N4LO+,100.0,400
177,3.02,0.00791,0.0001045,N4LO,100.0,500
177,3.02,0.02271,0.0001022,LO,100.0,400
177,3.02,0.02321,0.0001378,LO,100.0,450
177,3.02,0.008598,0.0001048,N2LO,100.0,450
177,3.02,0.008502,0.0001035,N4LO+,100.0,450
177,3.02,0.009475,0.0001031,N4LO,100.0,400
177,3.02,0.01173,0.0001002,NLO,100.0,400
177,3.02,0.007181,0.0001025,N4LO+,100.0,550
177,3.02,0.008618,0.0001044,N4LO,100.0,450
177,3.02,0.01066,0.0001032,NLO,100.0,450
177,3.02,0.007402,0.0001044,N4LO,100.0,550
177,3.02,0.01044,0.0001023,N2LO,100.0,400
177,3.02,0.008346,0.0001042,N3LO,100.0,450
177,3.02,0.00919,0.0001033,N3LO,100.0,400
177,3.02,0.007745,0.0001032,N4LO+,100.0,500
177,3.31,0.05301,0.0003402,LO,40.0,400
177,3.31,0.05168,0.0003813,LO,40.0,450
177,3.32,0.0405,0.0004474,N4LO,40.0,400
177,3.32,0.04028,0.0004515,N4LO,40.0,450
177,3.32,0.0399,0.0004549,N4LO,40.0,550
177,3.32,0.04173,0.0004369,N2LO,40.0,400
177,3.32,0.03668,0.000462,N4LO+,40.0,550
177,3.32,0.04041,0.0004466,N4LO+,40.0,400
177,3.32,0.0377,0.0004586,N4LO+,40.0,500
177,3.32,0.03857,0.0004547,N3LO,40.0,450
177,3.32,0.04251,0.0004214,NLO,40.0,450
177,3.32,0.03897,0.0004535,N4LO+,40.0,450
177,3.32,0.03918,0.000457,N2LO,40.0,450
177,3.32,0.04041,0.0004466,N4LO+,40.0,400
177,3.32,0.04007,0.0004539,N4LO,40.0,500
177,3.32,0.03995,0.000451,N3LO,40.0,400
177,3.32,0.04383,0.0004114,NLO,40.0,400
177,3.38,0.05343,0.000546,N4LO+,30.0,500
177,3.38,0.06101,0.0003894,LO,30.0,450
177,3.38,0.05457,0.0005373,N4LO+,30.0,450
177,3.38,0.05249,0.0005528,N4LO+,30.0,550
177,3.38,0.05587,0.0005276,N4LO+,30.0,400
177,3.38,0.05668,0.0005099,N2LO,30.0,400
177,3.38,0.05471,0.0005361,N4LO,30.0,450
177,3.38,0.05833,0.0004741,NLO,30.0,400
177,3.38,0.06313,0.0003622,LO,30.0,400
177,3.38,0.05595,0.0005277,N4LO,30.0,400
177,3.38,0.05548,0.0005341,N3LO,30.0,400
177,3.38,0.05464,0.0005384,N2LO,30.0,450
177,3.38,0.05364,0.0005442,N4LO,30.0,500
177,3.38,0.0542,0.0005403,N3LO,30.0,450
177,3.38,0.05282,0.0005505,N4LO,30.0,550
177,3.38,0.05729,0.000487,NLO,30.0,450
176,3.68,0.006405,6.503e-05,N2LO,120.0,450
176,3.68,0.01924,9.362e-05,LO,120.0,450
176,3.68,0.007746,6.356e-05,N2LO,120.0,400
176,3.68,0.005611,6.485e-05,N4LO,120.0,550
176,3.68,0.006373,6.43e-05,N4LO+,120.0,450
176,3.68,0.0069,6.437e-05,N3LO,120.0,400
176,3.68,0.008582,6.256e-05,NLO,120.0,400
176,3.68,0.006453,6.508e-05,N4LO,120.0,450
176,3.68,0.00585,6.391e-05,N4LO+,120.0,500
176,3.68,0.007716,6.493e-05,NLO,120.0,450
176,3.68,0.007009,6.364e-05,N4LO+,120.0,400
176,3.68,0.007064,6.426e-05,N4LO,120.0,400
176,3.68,0.01829,6.608e-05,LO,120.0,400
176,3.68,0.006296,6.518e-05,N3LO,120.0,450
176,3.68,0.00547,6.323e-05,N4LO+,120.0,550
176,3.68,0.005958,6.506e-05,N4LO,120.0,500
176,3.77,0.009214,0.0001034,N3LO,100.0,400
176,3.77,0.009427,0.0001024,N4LO+,100.0,400
176,3.77,0.02268,0.0001023,LO,100.0,400
176,3.77,0.01174,0.0001003,NLO,100.0,400
176,3.77,0.02318,0.0001378,LO,100.0,450
176,3.77,0.007776,0.0001033,N4LO+,100.0,500
176,3.77,0.01046,0.0001024,N2LO,100.0,400
176,3.77,0.007433,0.0001045,N4LO,100.0,550
176,3.77,0.007939,0.0001047,N4LO,100.0,500
176,3.77,0.008374,0.0001044,N3LO,100.0,450
176,3.77,0.008626,0.000105,N2LO,100.0,450
176,3.77,0.009497,0.0001033,N4LO,100.0,400
176,3.77,0.008644,0.0001045,N4LO,100.0,450
176,3.77,0.01068,0.0001033,NLO,100.0,450
176,3.77,0.007214,0.0001026,N4LO+,100.0,550
176,3.77,0.008529,0.0001036,N4LO+,100.0,450
176,4.14,0.04255,0.0004225,NLO,40.0,450
176,4.14,0.04032,0.0004525,N4LO,40.0,450
176,4.14,0.03922,0.0004579,N2LO,40.0,450
176,4.14,0.04045,0.0004475,N4LO+,40.0,400
176,4.14,0.03999,0.000452,N3LO,40.0,400
176,4.14,0.05309,0.0003413,LO,40.0,400
176,4.14,0.0401,0.0004549,N4LO,40.0,500
176,4.14,0.04045,0.0004475,N4LO+,40.0,400
176,4.14,0.04387,0.0004125,NLO,40.0,400
176,4.14,0.04054,0.0004483,N4LO,40.0,400
176,4.14,0.03671,0.0004629,N4LO+,40.0,550
176,4.14,0.0386,0.0004556,N3LO,40.0,450
176,4.14,0.03773,0.0004595,N4LO+,40.0,500
176,4.14,0.04177,0.0004379,N2LO,40.0,400
176,4.14,0.03993,0.0004559,N4LO,40.0,550
176,4.14,0.05176,0.0003823,LO,40.0,450
176,4.14,0.039,0.0004544,N4LO+,40.0,450
176,4.23,0.05565,0.0005363,N3LO,30.0,400
176,4.23,0.0548,0.0005407,N2LO,30.0,450
176,4.23,0.06124,0.0003916,LO,30.0,450
176,4.23,0.05604,0.0005299,N4LO+,30.0,400
176,4.23,0.0585,0.0004766,NLO,30.0,400
176,4.23,0.05474,0.0005395,N4LO+,30.0,450
176,4.23,0.05359,0.0005482,N4LO+,30.0,500
176,4.23,0.05265,0.0005549,N4LO+,30.0,550
176,4.23,0.05381,0.0005464,N4LO,30.0,500
176,4.23,0.05436,0.0005425,N3LO,30.0,450
176,4.23,0.05298,0.0005526,N4LO,30.0,550
176,4.23,0.05685,0.0005122,N2LO,30.0,400
176,4.23,0.05488,0.0005383,N4LO,30.0,450
176,4.23,0.05611,0.0005299,N4LO,30.0,400
176,4.23,0.06335,0.0003646,LO,30.0,400
176,4.23,0.05746,0.0004894,NLO,30.0,450
175,4.42,0.005653,6.496e-05,N4LO,120.0,550
175,4.42,0.00641,6.44e-05,N4LO+,120.0,450
175,4.42,0.005998,6.516e-05,N4LO,120.0,500
175,4.42,0.01921,9.363e-05,LO,120.0,450
175,4.42,0.01827,6.61e-05,LO,120.0,400
175,4.42,0.006334,6.528e-05,N3LO,120.0,450
175,4.42,0.007041,6.374e-05,N4LO+,120.0,400
175,4.42,0.007743,6.503e-05,NLO,120.0,450
175,4.42,0.005514,6.333e-05,N4LO+,120.0,550
175,4.42,0.006489,6.518e-05,N4LO,120.0,450
175,4.42,0.008603,6.265e-05,NLO,120.0,400
175,4.42,0.007096,6.437e-05,N4LO,120.0,400
175,4.42,0.007774,6.365e-05,N2LO,120.0,400
175,4.42,0.006443,6.513e-05,N2LO,120.0,450
175,4.42,0.006933,6.447e-05,N3LO,120.0,400
175,4.42,0.005891,6.401e-05,N4LO+,120.0,500
175,4.53,0.01176,0.0001004,NLO,100.0,400
175,4.53,0.009454,0.0001026,N4LO+,100.0,400
175,4.53,0.007812,0.0001035,N4LO+,100.0,500
175,4.53,0.007254,0.0001027,N4LO+,100.0,550
175,4.53,0.02315,0.0001378,LO,100.0,450
175,4.53,0.008659,0.0001051,N2LO,100.0,450
175,4.53,0.007472,0.0001046,N4LO,100.0,550
175,4.53,0.02264,0.0001023,LO,100.0,400
175,4.53,0.009524,0.0001034,N4LO,100.0,400
175,4.53,0.0107,0.0001035,NLO,100.0,450
175,4.53,0.008562,0.0001038,N4LO+,100.0,450
175,4.53,0.008676,0.0001047,N4LO,100.0,450
175,4.53,0.009243,0.0001036,N3LO,100.0,400
175,4.53,0.007975,0.0001048,N4LO,100.0,500
175,4.53,0.008408,0.0001045,N3LO,100.0,450
175,4.53,0.01048,0.0001026,N2LO,100.0,400
175,4.97,0.04391,0.0004138,NLO,40.0,400
175,4.97,0.03998,0.000457,N4LO,40.0,550
175,4.97,0.03905,0.0004555,N4LO+,40.0,450
175,4.97,0.03865,0.0004567,N3LO,40.0,450
175,4.97,0.05187,0.0003834,LO,40.0,450
175,4.97,0.03676,0.0004639,N4LO+,40.0,550
175,4.97,0.0426,0.0004238,NLO,40.0,450
175,4.97,0.04182,0.0004391,N2LO,40.0,400
175,4.97,0.04059,0.0004494,N4LO,40.0,400
175,4.97,0.04036,0.0004536,N4LO,40.0,450
175,4.97,0.04049,0.0004487,N4LO+,40.0,400
175,4.97,0.03927,0.000459,N2LO,40.0,450
175,4.97,0.04049,0.0004487,N4LO+,40.0,400
175,4.97,0.03778,0.0004606,N4LO+,40.0,500
175,4.97,0.05318,0.0003426,LO,40.0,400
175,4.97,0.04015,0.000456,N4LO,40.0,500
175,4.97,0.04004,0.0004531,N3LO,40.0,400
175,5.07,0.06152,0.0003943,LO,30.0,450
175,5.07,0.06363,0.0003677,LO,30.0,400
175,5.08,0.054,0.000549,N4LO,30.0,500
175,5.08,0.05872,0.0004797,NLO,30.0,400
175,5.08,0.05632,0.0005326,N4LO,30.0,400
175,5.08,0.05494,0.0005422,N4LO+,30.0,450
175,5.08,0.055,0.0005434,N2LO,30.0,450
175,5.08,0.05585,0.000539,N3LO,30.0,400
175,5.08,0.05456,0.0005451,N3LO,30.0,450
175,5.08,0.05379,0.0005508,N4LO+,30.0,500
175,5.08,0.05508,0.000541,N4LO,30.0,450
175,5.08,0.05624,0.0005326,N4LO+,30.0,400
175,5.08,0.05706,0.0005151,N2LO,30.0,400
175,5.08,0.05317,0.0005552,N4LO,30.0,550
175,5.08,0.05284,0.0005575,N4LO+,30.0,550
175,5.08,0.05767,0.0004924,NLO,30.0,450
174,5.15,0.007133,6.449e-05,N4LO,120.0,400
174,5.15,0.008628,6.276e-05,NLO,120.0,400
174,5.15,0.006453,6.452e-05,N4LO+,120.0,450
174,5.15,0.006378,6.54e-05,N3LO,120.0,450
174,5.15,0.006044,6.528e-05,N4LO,120.0,500
174,5.15,0.007808,6.377e-05,N2LO,120.0,400
174,5.15,0.006487,6.524e-05,N2LO,120.0,450
174,5.15,0.006972,6.46e-05,N3LO,120.0,400
174,5.15,0.005703,6.508e-05,N4LO,120.0,550
174,5.15,0.01824,6.613e-05,LO,120.0,400
174,5.15,0.005938,6.413e-05,N4LO+,120.0,500
174,5.15,0.01918,9.364e-05,LO,120.0,450
174,5.15,0.007775,6.514e-05,NLO,120.0,450
174,5.15,0.006531,6.53e-05,N4LO,120.0,450
174,5.15,0.005564,6.344e-05,N4LO+,120.0,550
174,5.15,0.007079,6.386e-05,N4LO+,120.0,400
174,5.28,0.0226,0.0001023,LO,100.0,400
174,5.28,0.01051,0.0001027,N2LO,100.0,400
174,5.28,0.01177,0.0001006,NLO,100.0,400
174,5.28,0.008697,0.0001053,N2LO,100.0,450
174,5.28,0.01072,0.0001036,NLO,100.0,450
174,5.28,0.007855,0.0001036,N4LO+,100.0,500
174,5.28,0.009276,0.0001037,N3LO,100.0,400
174,5.28,0.009486,0.0001028,N4LO+,100.0,400
174,5.28,0.008599,0.0001039,N4LO+,100.0,450
174,5.28,0.007301,0.0001029,N4LO+,100.0,550
174,5.28,0.009555,0.0001036,N4LO,100.0,400
174,5.28,0.008016,0.000105,N4LO,100.0,500
174,5.28,0.02311,0.0001378,LO,100.0,450
174,5.28,0.007517,0.0001048,N4LO,100.0,550
174,5.28,0.008713,0.0001049,N4LO,100.0,450
174,5.28,0.008447,0.0001047,N3LO,100.0,450
174,5.8,0.04021,0.0004574,N4LO,40.0,500
174,5.8,0.04064,0.0004508,N4LO,40.0,400
174,5.8,0.04265,0.0004254,NLO,40.0,450
174,5.8,0.04042,0.000455,N4LO,40.0,450
174,5.8,0.03871,0.000458,N3LO,40.0,450
174,5.8,0.04055,0.00045,N4LO+,40.0,400
174,5.8,0.03932,0.0004603,N2LO,40.0,450
174,5.8,0.04009,0.0004544,N3LO,40.0,400
174,5.8,0.04397,0.0004154,NLO,40.0,400
174,5.8,0.03784,0.0004619,N4LO+,40.0,500
