I,E1,CROSS,AX,AY,AZ,FORCE,CUTOFF,Energy,angle
1,0.12,0.00020863,6.0525e-15,1.0841e-16,-1.9125e-16,N4LO,400,30.0,180
1,0.12,0.00011091,-0.027423,6.0368e-17,-5.6889e-18,NLO,400,40.0,120
1,0.12,2.7709e-05,-0.017356,5.3315e-17,-1.2902e-18,NLO,450,100.0,120
1,0.12,3.1456e-05,1.7871e-15,7.3097e-17,-2.9738e-17,N3LO,450,100.0,180
1,0.12,0.00011418,5.1651e-15,1.0676e-16,-1.2007e-16,NLO,450,40.0,0
1,0.12,2.9516e-05,1.9799e-15,7.514e-17,-2.6335e-17,N4LO,400,100.0,180
1,0.12,0.00011107,5.0582e-15,1.099e-16,-1.6086e-16,N4LO+,400,40.0,180
1,0.12,3.3664e-05,-0.022084,4.7249e-17,1.4628e-19,N4LO,550,100.0,120
1,0.12,2.3488e-05,1.4817e-15,7.0524e-17,-1.5482e-17,N4LO,450,120.0,180
1,0.12,3.0446e-05,1.81e-15,7.1311e-17,-2.7053e-17,N4LO,450,100.0,180
1,0.12,0.00021279,6.0142e-15,1.3331e-16,-1.8648e-16,N4LO,500,30.0,180
1,0.12,0.00011496,5.0902e-15,1.1702e-16,-1.6149e-16,N4LO+,500,40.0,180
1,0.12,2.4173e-05,1.332e-15,6.9236e-17,-1.6023e-17,N4LO+,500,120.0,180
1,0.12,2.6274e-05,-0.018193,4.8057e-17,3.8082e-18,N4LO+,500,120.0,60
1,0.12,3.3995e-05,-0.01617,2.6677e-17,-2.8938e-18,N4LO,500,100.0,60
1,0.12,0.00011947,-0.031501,5.6373e-17,-9.3572e-18,N3LO,450,40.0,120
1,0.12,0.00020873,6.0736e-15,1.065e-16,-1.833e-16,NLO,450,30.0,180
1,0.12,0.0001167,-0.018352,4.4774e-17,-3.5647e-18,N4LO,550,40.0,60
1,0.12,2.4326e-05,1.5038e-15,7.1618e-17,-1.1366e-17,N3LO,450,120.0,180
1,0.12,3.2945e-05,1.8949e-15,6.4881e-17,-1.9255e-17,N4LO+,450,100.0,0
1,0.12,2.0123e-05,1.7615e-15,9.668e-17,-1.8985e-17,NLO,400,120.0,0
1,0.12,0.0001168,4.9144e-15,1.4088e-16,-1.2766e-16,N4LO,400,40.0,0
1,0.12,0.00021874,-0.03554,8.3005e-17,-1.1564e-17,N3LO,400,30.0,120
1,0.12,3.3921e-05,1.835e-15,5.6864e-17,-1.9744e-17,N4LO,500,100.0,0
1,0.12,0.00022023,5.918e-15,8.8615e-17,-1.3148e-16,N4LO,500,30.0,0
1,0.12,3.4721e-05,1.6981e-15,5.2438e-17,-2.0363e-17,N4LO+,550,100.0,0
1,0.12,0.00011537,-0.029568,4.748e-17,-3.6074e-18,N4LO,400,40.0,120
1,0.12,0.00017171,6.5856e-15,4.4269e-17,-9.4367e-17,LO,400,30.0,0
1,0.12,0.00020631,6.1391e-15,1.2402e-16,-1.8271e-16,N2LO,400,30.0,180
1,0.12,0.00012454,-0.019614,4.18e-17,-7.3925e-18,N4LO+,550,40.0,60
1,0.12,3.1572e-05,-0.020096,3.9399e-17,4.5597e-18,N2LO,450,100.0,120
1,0.12,2.0891e-05,-0.01568,4.5674e-17,-6.826500000000001e-19,NLO,450,120.0,120
1,0.12,2.4868e-05,1.3753e-15,6.5487e-17,-1.1638e-17,N4LO,550,120.0,180
1,0.12,0.00022359,-0.02923,9.0424e-17,9.375100000000001e-19,N3LO,450,30.0,60
1,0.12,0.00021621,6.0228e-15,1.0786e-16,-1.1465e-16,N3LO,400,30.0,0
1,0.12,3.0194e-05,1.804e-15,7.1168e-17,-2.8299e-17,N2LO,450,100.0,180
1,0.12,2.9579e-05,1.9396e-15,7.2964e-17,-2.8905e-17,N4LO+,400,100.0,180
1,0.12,0.00010672,5.3962e-15,1.0505e-16,-1.6992e-16,NLO,400,40.0,180
1,0.12,0.0001597,6.4019e-15,5.3761e-17,-9.0753e-17,LO,450,30.0,0
1,0.12,2.5429e-05,-0.019043,4.7046e-17,-1.0786e-18,N4LO,500,120.0,120
1,0.12,3.1893e-05,-0.014053,3.2386e-17,-3.487e-18,N4LO,400,100.0,60
1,0.12,3.1977e-05,1.9901e-15,5.8783e-17,-2.6555e-17,N4LO+,400,100.0,0
1,0.12,0.00011488,-0.018159,4.3465e-17,-9.3479e-18,N2LO,400,40.0,60
1,0.12,0.00011018,5.0411e-15,1.0165e-16,-1.6276e-16,N4LO,500,40.0,180
1,0.12,3.1908e-05,1.9089e-15,6.1529e-17,-1.8284e-17,N4LO,400,100.0,0
1,0.12,1.4368e-05,3.4336e-15,6.8828e-17,-7.5177e-17,LO,450,100.0,0
1,0.12,3.2561e-05,1.9113e-15,6.8344e-17,-2.1513e-17,N2LO,450,100.0,0
1,0.12,0.00021422,6.0318e-15,1.3036e-16,-1.8387e-16,N4LO,550,30.0,180
1,0.12,2.5333e-05,2.116e-15,7.2018e-17,-3.5943e-17,NLO,400,100.0,180
1,0.12,0.0001166,4.8612e-15,1.2134e-16,-1.6241e-16,N4LO+,550,40.0,180
1,0.12,2.6107e-05,-0.020112,4.7803e-17,-4.3554e-18,N4LO,550,120.0,120
1,0.12,0.00011196,5.1278e-15,1.0012e-16,-1.5867e-16,N3LO,400,40.0,180
1,0.12,0.0002221,-0.029011,8.316e-17,-3.5841e-18,N2LO,450,30.0,60
1,0.12,1.0826e-05,3.0912e-15,1.1832e-16,-4.2e-17,LO,450,120.0,0
1,0.12,0.00011323,-0.028946,6.296e-17,-1.4908e-19,N2LO,400,40.0,120
1,0.12,0.00022352,-0.037216,8.0086e-17,-1.4436e-17,N4LO+,500,30.0,120
1,0.12,1.8843e-05,1.635e-15,7.4139e-17,-1.4289e-17,NLO,400,120.0,180
1,0.12,2.6373e-05,-0.018192,5.2827e-17,2.2708e-18,N4LO,500,120.0,60
1,0.12,0.00022782,-0.030101,8.2594e-17,-2.9251e-18,N4LO+,550,30.0,60
1,0.12,1.368e-05,3.3683e-15,7.551e-17,-8.1889e-17,LO,450,100.0,180
1,0.12,3.2959e-05,-0.014502,2.2373e-17,-3.6412e-18,N3LO,400,100.0,60
1,0.12,3.1856e-05,-0.019783,5.0033e-17,-4.5956e-18,N4LO,450,100.0,120
1,0.12,2.3471e-05,1.6435e-15,6.7717e-17,-8.0128e-18,N3LO,400,120.0,180
1,0.12,2.5465e-05,-0.016272,5.4421e-17,-5.7797e-18,N3LO,400,120.0,60
1,0.12,2.5231e-05,1.5929e-15,8.6103e-17,-4.9927e-18,N4LO+,450,120.0,0
1,0.12,1.4352e-05,-0.010475,6.5545e-17,1.2653e-18,LO,400,100.0,120
1,0.12,0.0002146,-0.033352,8.2301e-17,-1.4573e-17,NLO,400,30.0,120
1,0.12,3.2925e-05,1.8964e-15,6.1741e-17,-1.8844e-17,N4LO,450,100.0,0
1,0.12,0.0002152,6.0268e-15,1.2165e-16,-1.8569e-16,N4LO+,550,30.0,180
1,0.12,2.3726e-05,-0.01659,4.6587e-17,5.6821e-18,N4LO,400,120.0,120
1,0.12,2.4812e-05,1.5839e-15,8.6673e-17,-6.3231e-18,N2LO,450,120.0,0
1,0.12,0.00011007,5.0991e-15,1.1475e-16,-1.6233e-16,N4LO,550,40.0,180
1,0.12,0.00011885,-0.018344,4.4687e-17,-1.382e-17,N3LO,400,40.0,60
1,0.12,0.00016892,6.7801e-15,9.1023e-17,-1.4392e-16,LO,400,30.0,180
1,0.12,1.4733e-05,3.9894e-15,8.3891e-17,-6.895e-17,LO,400,100.0,0
1,0.12,7.9028e-05,6.1771e-15,5.84e-17,-1.2678e-16,LO,450,40.0,0
1,0.12,3.0469e-05,1.8894e-15,7.2297e-17,-2.4406e-17,N3LO,400,100.0,180
1,0.12,0.00011516,-0.029761,5.3689e-17,1.8991e-18,N4LO,450,40.0,120
1,0.12,0.00016311,-0.025117,4.7309e-17,-3.6497e-18,LO,450,30.0,60
1,0.12,0.00020622,6.0499e-15,9.6201e-17,-1.7884e-16,NLO,400,30.0,180
1,0.12,2.5261e-05,1.8048e-15,9.7612e-17,-8.6245e-18,N3LO,400,120.0,0
1,0.12,0.00022106,5.8015e-15,9.9808e-17,-1.2553e-16,N4LO+,500,30.0,0
1,0.12,2.6977e-05,-0.019323,4.7815e-17,4.0025e-18,N4LO+,550,120.0,60
1,0.12,3.2867e-05,-0.021,4.6303e-17,-9.094e-18,N4LO,500,100.0,120
1,0.12,3.2079e-05,1.703e-15,6.7287e-17,-2.0061e-17,N4LO,550,100.0,180
1,0.12,0.00012018,-0.01874,4.4544e-17,-9.5982e-18,N4LO+,450,40.0,60
1,0.12,0.00011595,-0.029659,7.1187e-17,5.0367e-18,N4LO+,400,40.0,120
1,0.12,0.00012148,-0.018865,5.6693e-17,-1.1498e-17,N3LO,450,40.0,60
1,0.12,3.0828e-05,-0.018485,5.0759e-17,-4.4452e-18,N4LO,400,100.0,120
1,0.12,0.00021232,6.1184e-15,9.084e-17,-1.136e-16,N2LO,400,30.0,0
1,0.12,2.4212e-05,-0.018298,4.5587e-17,-2.2688e-18,N2LO,450,120.0,120
1,0.12,3.2955e-05,-0.015141,2.9029e-17,-1.0222e-18,N4LO,450,100.0,60
1,0.12,3.2851e-05,-0.02101,5.3251e-17,-1.3037e-18,N4LO+,500,100.0,120
1,0.12,0.00012253,-0.019196,3.3924e-17,-5.3013e-18,N4LO+,500,40.0,60
1,0.12,0.00011031,4.9932e-15,1.1227e-16,-1.6274e-16,N4LO,450,40.0,180
1,0.12,8.0027e-05,-0.017194,2.3648e-17,-1.2604e-17,LO,450,40.0,60
1,0.12,2.1993e-05,-0.016801,5.1934e-17,-5.6593e-18,N2LO,400,120.0,120
1,0.12,3.4812e-05,-0.017088,3.4899e-17,-1.4472e-18,N4LO,550,100.0,60
1,0.12,0.00016213,-0.027751,6.0988e-17,-1.6995e-17,LO,450,30.0,120
1,0.12,0.0001174,4.9417e-15,1.3842e-16,-1.2163e-16,N4LO+,400,40.0,0
1,0.12,8.5151e-05,-0.021305,4.8964e-17,-2.3091e-18,LO,400,40.0,120
1,0.12,0.00021169,6.1276e-15,8.0508e-17,-1.1659e-16,NLO,400,30.0,0
1,0.12,0.00021082,5.9247e-15,1.2851e-16,-1.9112e-16,N4LO,450,30.0,180
1,0.12,2.5063e-05,-0.017447,5.3702e-17,-7.2564e-18,N2LO,450,120.0,60
1,0.12,1.0591e-05,-0.008577,6.7338e-17,-5.1515e-18,LO,450,120.0,120
1,0.12,0.00012117,4.815e-15,1.1699e-16,-1.1902e-16,N3LO,450,40.0,0
1,0.12,2.0056e-05,1.364e-15,7.5704e-17,-2.2188e-17,NLO,450,120.0,180
1,0.12,0.00011985,4.8797e-15,1.1734e-16,-1.2606e-16,N4LO+,450,40.0,0
1,0.12,0.00010865,5.1687e-15,1.0546e-16,-1.6851e-16,N2LO,400,40.0,180
1,0.12,0.00021914,-0.027914,8.1173e-17,3.2613e-18,NLO,450,30.0,60
1,0.12,0.00011894,4.9485e-15,1.2685e-16,-1.2129e-16,N2LO,450,40.0,0
1,0.12,2.4608e-05,-0.015704,5.7153e-17,1.0599e-18,N4LO,400,120.0,60
1,0.12,0.00022103,-0.036251,6.5221e-17,-1.1378e-17,N4LO+,450,30.0,120
1,0.12,0.00011824,-0.030961,5.1593e-17,-7.1493e-18,N4LO+,450,40.0,120
1,0.12,2.1455e-05,1.4951e-15,9.5649e-17,-1.2337e-17,NLO,450,120.0,0
1,0.12,0.00011777,-0.018254,5.0259e-17,-8.4323e-18,N4LO+,400,40.0,60
1,0.12,0.0002135,5.9702e-15,1.2889e-16,-1.8708e-16,N4LO+,500,30.0,180
1,0.12,2.9143e-05,-0.018417,5.5281e-17,1.2032e-18,N2LO,400,100.0,120
1,0.12,2.7221e-05,2.1925e-15,6.536e-17,-3.3142e-17,NLO,400,100.0,0
1,0.12,0.00011309,-0.028389,4.1388e-17,-8.3542e-18,NLO,450,40.0,120
1,0.12,0.00021068,6.1296e-15,1.0634e-16,-1.8163e-16,N2LO,450,30.0,180
1,0.12,0.00011852,4.9197e-15,1.3059e-16,-1.245e-16,N3LO,400,40.0,0
1,0.12,1.0433e-05,-0.0092445,6.9797e-17,-8.2054e-20,LO,400,120.0,120
1,0.12,2.455e-05,-0.017875,4.6915e-17,-3.0000000000000004e-19,N4LO+,450,120.0,120
1,0.12,0.00021749,-0.034169,7.857e-17,-2.1241e-17,NLO,450,30.0,120
1,0.12,2.5335e-05,-0.019031,4.7682e-17,4.655100000000001e-19,N4LO+,500,120.0,120
1,0.12,2.7075e-05,-0.01928,5.5627e-17,-6.0505e-18,N4LO,550,120.0,60
1,0.12,0.00017446,-0.028257,7.104e-17,-1.8182e-17,LO,400,30.0,120
1,0.12,0.00021508,-0.03453,7.0661e-17,-1.2994e-17,N2LO,400,30.0,120
1,0.12,0.00021851,5.963e-15,1.038e-16,-1.2228e-16,N4LO+,450,30.0,0
1,0.12,0.00012049,-0.032183,7.231e-17,-9.271e-19,N4LO+,500,40.0,120
1,0.12,2.3756e-05,-0.016677,5.2399e-17,-6.543899999999999e-21,N4LO+,400,120.0,120
1,0.12,2.7948e-05,2.0667e-15,7.5215e-17,-2.6425e-17,N2LO,400,100.0,180
1,0.12,0.00015703,6.6678e-15,6.417e-17,-1.3264e-16,LO,450,30.0,180
1,0.12,0.00022064,-0.028585,7.2884e-17,5.6138e-18,N3LO,400,30.0,60
1,0.12,0.00020945,6.0491e-15,1.1408e-16,-1.93e-16,N3LO,400,30.0,180
1,0.12,0.00021957,-0.028408,6.7408e-17,-4.736e-18,N4LO,400,30.0,60
1,0.12,3.1363e-05,1.7842e-15,6.6914e-17,-2.3319e-17,N4LO,500,100.0,180
1,0.12,0.00011643,4.9071e-15,1.2016e-16,-1.2242e-16,N4LO,500,40.0,0
1,0.12,2.6459e-05,-0.017549,5.0647e-17,3.7002e-18,N3LO,450,120.0,60
1,0.12,0.00021673,-0.028091,8.6414e-17,2.951e-18,N2LO,400,30.0,60
1,0.12,3.4059e-05,2.0064e-15,6.0223e-17,-1.9014e-17,N3LO,450,100.0,0
1,0.12,3.2971e-05,-0.015163,3.0057e-17,-1.5951e-18,N4LO+,450,100.0,60
1,0.12,0.00021142,5.9543e-15,1.1753e-16,-1.8457e-16,N4LO+,450,30.0,180
1,0.12,0.00022021,-0.028433,8.3919e-17,-9.132800000000001e-19,N4LO+,400,30.0,60
1,0.12,3.3684e-05,-0.022161,5.1178e-17,-1.6575e-18,N4LO+,550,100.0,120
1,0.12,2.5493e-05,-0.018421,4.9529e-17,-1.9696e-18,N3LO,450,120.0,120
1,0.12,0.00021838,-0.035219,6.7004e-17,-1.423e-17,N4LO+,400,30.0,120
1,0.12,0.00010862,5.3725e-15,1.1338e-16,-1.6695e-16,NLO,450,40.0,180
1,0.12,3.21e-05,1.621e-15,6.3815e-17,-1.5602e-17,N4LO+,550,100.0,180
1,0.12,0.0001123,5.058e-15,1.1419e-16,-1.5481e-16,N2LO,450,40.0,180
1,0.12,3.1874e-05,-0.019809,4.6724e-17,-4.9791e-18,N4LO+,450,100.0,120
1,0.12,0.00012223,4.8327e-15,1.2357e-16,-1.1936e-16,N4LO+,500,40.0,0
1,0.12,0.00011107,5.039e-15,1.052e-16,-1.6317e-16,N4LO+,400,40.0,180
1,0.12,7.9585e-05,-0.020799,4.0372e-17,-4.0397e-18,LO,450,40.0,120
1,0.12,2.55e-05,-0.016983,5.4812e-17,1.8767e-18,N4LO,450,120.0,60
1,0.12,2.4586e-05,-0.017854,4.9599e-17,1.9254e-19,N4LO,450,120.0,120
1,0.12,0.00022155,-0.036681,7.7391e-17,-1.428e-17,N3LO,450,30.0,120
1,0.12,3.1962e-05,-0.014129,2.8791e-17,-6.722300000000001e-20,N4LO+,400,100.0,60
1,0.12,2.2571e-05,1.8056e-15,9.5894e-17,-1.8748e-17,N2LO,400,120.0,0
1,0.12,0.0001174,4.9497e-15,1.3232e-16,-1.2171e-16,N4LO+,400,40.0,0
1,0.12,0.00011777,-0.018254,5.9893e-17,-4.2472e-18,N4LO+,400,40.0,60
1,0.12,2.6354e-05,-0.016831,5.6293e-17,-6.438600000000001e-19,NLO,400,100.0,120
1,0.12,0.00021758,5.941e-15,1.0226e-16,-1.1895e-16,N2LO,450,30.0,0
1,0.12,0.00011695,-0.018345,4.0884e-17,-1.2164e-17,N4LO,450,40.0,60
1,0.12,7.7626e-05,6.0412e-15,6.1985e-17,-1.6069e-16,LO,450,40.0,180
1,0.12,2.464e-05,-0.015795,5.2481e-17,-5.7866e-18,N4LO+,400,120.0,60
1,0.12,2.6013e-05,-0.020141,4.6466e-17,4.6123e-19,N4LO+,550,120.0,120
1,0.12,0.00022564,-0.029593,6.6052e-17,-1.7309e-18,N4LO+,500,30.0,60
1,0.12,0.00012241,-0.033283,5.5793e-17,-1.3267e-18,N4LO+,550,40.0,120
1,0.12,0.00021908,5.8249e-15,1.0859e-16,-1.2354e-16,N3LO,450,30.0,0
1,0.12,0.00022232,-0.028984,7.387e-17,-4.2857e-18,N4LO,450,30.0,60
1,0.12,0.00021577,5.8018e-15,1.0366e-16,-1.1372e-16,N4LO+,400,30.0,0
1,0.12,0.00011631,4.9949e-15,1.2849e-16,-1.2143e-16,N4LO,550,40.0,0
1,0.12,3.0092e-05,-0.013971,3.2826e-17,-2.9388e-18,N2LO,400,100.0,60
1,0.12,2.1095e-05,1.6792e-15,7.4905e-17,-1.8178e-17,N2LO,400,120.0,180
1,0.12,8.4597e-05,6.115e-15,4.6439e-17,-1.35e-16,LO,400,40.0,0
1,0.12,3.0466e-05,1.7775e-15,6.878e-17,-2.2383e-17,N4LO+,450,100.0,180
1,0.12,0.00022559,-0.038079,7.5836e-17,-1.6577e-17,N4LO+,550,30.0,120
1,0.12,0.00017543,-0.025351,6.9969e-17,-5.2749e-18,LO,400,30.0,60
1,0.12,2.8605e-05,-0.013127,4.0452e-17,-6.727700000000001e-19,NLO,450,100.0,60
1,0.12,0.00011303,5.0463e-15,1.0033e-16,-1.534e-16,N4LO+,450,40.0,180
1,0.12,2.8622e-05,1.9488e-15,5.9013e-17,-2.3336e-17,NLO,450,100.0,0
1,0.12,1.3985e-05,3.8868e-15,8.3009e-17,-8.2117e-17,LO,400,100.0,180
1,0.12,0.00011053,5.0289e-15,9.5938e-17,-1.6968e-16,N4LO,400,40.0,180
1,0.12,0.00011467,-0.018008,4.717e-17,-1.1589e-17,NLO,450,40.0,60
1,0.12,0.00022445,-0.037756,6.0999e-17,-2.076e-17,N4LO,550,30.0,120
1,0.12,2.0249e-05,-0.014406,5.4391e-17,-5.2586e-18,NLO,400,120.0,60
1,0.12,3.0097e-05,2.0489e-15,6.3511e-17,-2.3972e-17,N2LO,400,100.0,0
1,0.12,2.1605e-05,-0.014839,4.8478e-17,-1.961e-18,NLO,450,120.0,60
1,0.12,2.5267e-05,1.646e-15,9.31e-17,-7.4449e-18,N4LO,450,120.0,0
1,0.12,2.6201e-05,1.6265e-15,9.1316e-17,-7.0303e-18,N3LO,450,120.0,0
1,0.12,0.00011595,-0.029659,7.1752e-17,-1.4541e-18,N4LO+,400,40.0,120
1,0.12,1.4331e-05,-0.0073166,3.1699e-17,3.3445e-18,LO,450,100.0,60
1,0.12,2.719e-05,-0.01267,3.0981e-17,9.6624e-19,NLO,400,100.0,60
1,0.12,0.00022662,-0.029922,8.4794e-17,2.1248000000000001e-19,N4LO,550,30.0,60
1,0.12,0.00011744,-0.030922,5.9266e-17,7.5784e-19,N2LO,450,40.0,120
1,0.12,0.00022479,-0.0295,7.0806e-17,-3.7992e-18,N4LO,500,30.0,60
1,0.12,8.299e-05,6.2031e-15,7.7327e-17,-1.6883e-16,LO,400,40.0,180
1,0.12,1.0327e-05,2.8826e-15,9.9117e-17,-5.477e-17,LO,450,120.0,180
1,0.12,2.6648e-05,1.4072e-15,8.8731e-17,-6.3778e-18,N4LO+,550,120.0,0
1,0.12,2.4256e-05,1.4072e-15,6.8312e-17,-1.4305e-17,N4LO,500,120.0,180
1,0.12,0.00011717,-0.018246,3.0374e-17,-6.0087e-18,N4LO,400,40.0,60
1,0.12,0.000222,5.8368e-15,1.0397e-16,-1.2417e-16,N4LO,550,30.0,0
1,0.12,2.5461e-05,-0.017013,5.7063e-17,2.7515e-18,N4LO+,450,120.0,60
1,0.12,1.0686e-05,-0.0083025,7.585e-17,-1.13e-17,LO,400,120.0,60
1,0.12,0.00021782,6.0195e-15,9.6235e-17,-1.2198e-16,N4LO,450,30.0,0
1,0.12,0.00011657,4.9725e-15,1.1878e-16,-1.217e-16,N4LO,450,40.0,0
1,0.12,1.4683e-05,-0.0077194,3.3729e-17,4.3099000000000003e-19,LO,400,100.0,60
1,0.12,1.0682e-05,3.5808e-15,1.2751e-16,-4.942e-17,LO,400,120.0,0
1,0.12,2.6603e-05,1.9328e-15,7.1871e-17,-3.0163e-17,NLO,450,100.0,180
1,0.12,0.00022019,-0.036147,7.9705e-17,-1.2125e-17,N2LO,450,30.0,120
1,0.12,2.6087e-05,1.5539e-15,9.0315e-17,-1.1205e-17,N4LO,500,120.0,0
1,0.12,2.3458e-05,1.4497e-15,7.0499e-17,-1.4434e-17,N4LO+,450,120.0,180
1,0.12,0.00021466,6.1874e-15,1.0112e-16,-1.1643e-16,NLO,450,30.0,0
1,0.12,0.00011237,-0.017695,3.506e-17,-1.5864e-17,NLO,400,40.0,60
1,0.12,0.00022302,-0.029031,7.6213e-17,4.9669e-18,N4LO+,450,30.0,60
1,0.12,3.2949e-05,-0.020408,5.8159e-17,-2.9474000000000003e-19,N3LO,450,100.0,120
1,0.12,3.2613e-05,-0.015403,3.1383e-17,-3.8803e-18,N2LO,450,100.0,60
1,0.12,0.0001141,5.0607e-15,1.1812e-16,-1.6647e-16,N3LO,450,40.0,180
1,0.12,2.5994e-05,1.5124e-15,8.99e-17,-1.2895e-17,N4LO+,500,120.0,0
1,0.12,0.00012425,4.805e-15,1.224e-16,-1.258e-16,N4LO+,550,40.0,0
1,0.12,0.00011491,-0.029829,5.9987e-17,-1.0357e-18,N4LO,550,40.0,120
1,0.12,0.00011442,5.0247e-15,1.2333e-16,-1.2864e-16,N2LO,400,40.0,0
1,0.12,0.00011697,-0.030049,5.7842e-17,-4.3448e-18,N3LO,400,40.0,120
1,0.12,3.2961e-05,1.9989e-15,5.484e-17,-2.2826e-17,N3LO,400,100.0,0
1,0.12,3.1351e-05,1.7209e-15,6.6989e-17,-2.1081e-17,N4LO+,500,100.0,180
1,0.12,8.5637e-05,-0.017224,4.203e-17,-3.7082e-18,LO,400,40.0,60
1,0.12,2.674e-05,1.4194e-15,8.365e-17,-8.6715e-18,N4LO,550,120.0,0
1,0.12,0.00011504,-0.029831,5.8109e-17,2.05e-18,N4LO,500,40.0,120
1,0.12,0.00011931,-0.018798,4.6943e-17,-8.6363e-18,N2LO,450,40.0,60
1,0.12,3.3977e-05,-0.016178,3.1244e-17,-5.6071e-18,N4LO+,500,100.0,60
1,0.12,3.1851e-05,-0.019032,5.3241e-17,8.314000000000001e-19,N3LO,400,100.0,120
1,0.12,0.00021513,5.9424e-15,1.0159e-16,-1.1549e-16,N4LO,400,30.0,0
1,0.12,3.4102e-05,-0.015652,3.3549e-17,2.4292e-18,N3LO,450,100.0,60
1,0.12,2.2746e-05,-0.015894,5.2914e-17,-2.9112e-18,N2LO,400,120.0,60
1,0.12,0.00021611,-0.027446,7.6057e-17,-2.4221e-18,NLO,400,30.0,60
1,0.12,0.00022318,5.8662e-15,1.0603e-16,-1.1942e-16,N4LO+,550,30.0,0
1,0.12,0.00020921,6.1331e-15,1.1286e-16,-1.871e-16,N4LO+,400,30.0,180
1,0.12,1.0167e-05,3.4292e-15,1.0673e-16,-5.576e-17,LO,400,120.0,180
1,0.12,2.2706e-05,1.6405e-15,7.2481e-17,-1.3353e-17,N4LO,400,120.0,180
1,0.12,2.4459e-05,1.7319e-15,9.0573e-17,-9.7814e-18,N4LO+,400,120.0,0
1,0.12,2.3156e-05,1.4145e-15,7.3177e-17,-1.4328e-17,N2LO,450,120.0,180
1,0.12,0.00021775,-0.035139,6.7975e-17,-1.3804e-17,N4LO,400,30.0,120
1,0.12,0.00022036,-0.036144,7.1663e-17,-2.2411e-17,N4LO,450,30.0,120
1,0.12,1.0838e-05,-0.0076969,6.9116e-17,-8.1886e-18,LO,450,120.0,60
1,0.12,0.00021177,5.9402e-15,1.263e-16,-1.8949e-16,N3LO,450,30.0,180
1,0.12,0.00011682,-0.018369,3.9242e-17,-1.3741e-17,N4LO,500,40.0,60
1,0.12,0.00022271,-0.037038,7.1986e-17,-1.9756e-17,N4LO,500,30.0,120
1,0.12,1.9598e-05,-0.015292,4.5558e-17,-1.9674e-18,NLO,400,120.0,120
1,0.12,3.0895e-05,-0.018581,5.4219e-17,-4.0471000000000003e-19,N4LO+,400,100.0,120
1,0.12,0.00011183,5.2559e-15,1.1965e-16,-1.2719e-16,NLO,400,40.0,0
1,0.12,2.2734e-05,1.6335e-15,7.874e-17,-1.7204e-17,N4LO+,400,120.0,180
1,0.12,2.4426e-05,1.7933e-15,9.5226e-17,-7.913e-18,N4LO,400,120.0,0
1,0.12,3.3907e-05,1.7854e-15,5.885e-17,-1.7738e-17,N4LO+,500,100.0,0
1,0.12,1.4025e-05,-0.0098032,6.7367e-17,1.8013e-18,LO,450,100.0,120
1,0.12,3.4834e-05,-0.017151,3.3416e-17,-6.528e-18,N4LO+,550,100.0,60
1,0.12,2.4784e-05,1.3378e-15,7.1471e-17,-1.497e-17,N4LO+,550,120.0,180
1,0.12,2.4546e-05,-0.017157,4.7315e-17,-4.9927e-18,N3LO,400,120.0,120
1,0.12,3.4695e-05,1.7834e-15,5.9391e-17,-9.8726e-18,N4LO,550,100.0,0
1,0.19,0.00025806,5.9645e-15,1.0088e-16,-1.5585e-16,N4LO+,450,30.0,180
1,0.19,0.00026196,6.0622e-15,9.4751e-17,-1.5424e-16,N4LO+,550,30.0,180
1,0.19,0.00025944,5.9844e-15,9.1415e-17,-1.5945e-16,N4LO,500,30.0,180
1,0.19,0.00025512,6.0741e-15,8.7806e-17,-1.6344e-16,N4LO,400,30.0,180
1,0.19,0.00025587,6.1211e-15,9.709e-17,-1.5851e-16,N3LO,400,30.0,180
1,0.19,0.0002574,5.9835e-15,9.9863e-17,-1.5286e-16,N4LO,450,30.0,180
1,0.19,0.00025312,6.114e-15,1.0026e-16,-1.5273e-16,NLO,400,30.0,180
1,0.19,0.00025261,6.1361e-15,9.6316e-17,-1.5516e-16,N2LO,400,30.0,180
1,0.19,0.00026092,5.9877e-15,9.8355e-17,-1.5918e-16,N4LO,550,30.0,180
1,0.19,0.00025584,6.1751e-15,9.6502e-17,-1.5643e-16,NLO,450,30.0,180
1,0.19,0.00019531,6.5882e-15,6.2128e-17,-1.1259e-16,LO,450,30.0,180
1,0.19,0.00025576,6.0116e-15,9.4288e-17,-1.5763e-16,N4LO+,400,30.0,180
1,0.19,0.00025725,6.0551e-15,9.3428e-17,-1.5444e-16,N2LO,450,30.0,180
1,0.19,0.00025825,5.9297e-15,9.0055e-17,-1.5546e-16,N3LO,450,30.0,180
1,0.19,0.00026021,6.069e-15,9.9378e-17,-1.5271e-16,N4LO+,500,30.0,180
1,0.19,0.00020993,6.5372e-15,6.5958e-17,-1.1701e-16,LO,400,30.0,180
1,0.195,0.00022295,-0.044126,5.7658e-17,4.6092e-18,LO,400,30.0,120
1,0.195,0.00027416,-0.050511,6.7423e-17,1.4896e-17,NLO,450,30.0,120
1,0.195,0.00027386,-0.051555,6.0023e-17,9.6631e-18,N4LO,400,30.0,120
1,0.195,0.00027458,-0.051629,5.3194e-17,1.6995e-17,N4LO+,400,30.0,120
1,0.195,0.00027938,-0.053739,7.0895e-17,6.5729e-18,N4LO,500,30.0,120
