I,SLANGE,CROSS,E1,E2,E3,Energy,FORCE,CUTOFF,CONFIG
1,0.5,1.813e-07,12.436,0.031,9.072,30.0,N4LO,450,15_0_15_180
1,0.5,1.924e-07,12.436,0.031,9.072,30.0,N4LO+,550,15_0_15_180
1,0.5,1.803e-07,12.436,0.031,9.072,30.0,N2LO,450,15_0_15_180
1,0.5,1.637e-07,12.436,0.031,9.072,30.0,NLO,450,15_0_15_180
1,0.5,6.045e-07,10.629,0.029,10.882,30.0,LO,450,75_75_75_105
1,0.5,8.491e-07,10.629,0.029,10.882,30.0,N2LO,450,75_75_75_105
1,0.5,8.65e-07,10.629,0.029,10.882,30.0,N4LO+,550,75_75_75_105
1,0.5,8.965e-08,12.436,0.031,9.072,30.0,LO,450,15_0_15_180
1,0.5,1.878e-07,12.436,0.031,9.072,30.0,N4LO+,500,15_0_15_180
1,0.5,8.517e-07,10.629,0.029,10.882,30.0,N4LO+,450,75_75_75_105
1,0.5,8.346e-07,10.629,0.029,10.882,30.0,NLO,450,75_75_75_105
1,0.5,1.824e-07,12.436,0.031,9.072,30.0,N4LO+,450,15_0_15_180
1,0.5,1.767e-07,12.436,0.031,9.072,30.0,N4LO+,400,15_0_15_180
1,0.5,8.529e-07,10.629,0.029,10.882,30.0,N3LO,450,75_75_75_105
1,0.5,8.433e-07,10.629,0.029,10.882,30.0,N4LO+,400,75_75_75_105
1,0.5,8.591e-07,10.629,0.029,10.882,30.0,N4LO+,500,75_75_75_105
1,0.5,8.5e-07,10.629,0.029,10.882,30.0,N4LO,450,75_75_75_105
1,0.5,1.85e-07,12.436,0.031,9.072,30.0,N3LO,450,15_0_15_180
1,0.501,1.228e-07,12.435,0.023,9.082,30.0,N4LO+,450,15_105_15_75
1,0.501,1.264e-07,12.435,0.023,9.082,30.0,N4LO+,500,15_105_15_75
1,0.501,5.066e-07,11.743,0.026,9.771,30.0,N2LO,450,45_75_45_105
1,0.501,1.221e-07,12.435,0.023,9.082,30.0,N4LO,450,15_105_15_75
1,0.501,5.144e-07,11.743,0.026,9.771,30.0,N4LO+,500,45_75_45_105
1,0.501,1.245e-07,12.435,0.023,9.082,30.0,N3LO,450,15_105_15_75
1,0.501,1.215e-07,12.435,0.023,9.082,30.0,N2LO,450,15_105_15_75
1,0.501,5.023e-07,11.743,0.026,9.771,30.0,N4LO+,400,45_75_45_105
1,0.501,3.465e-07,11.743,0.026,9.771,30.0,LO,450,45_75_45_105
1,0.501,5.087e-07,11.743,0.026,9.771,30.0,N4LO+,450,45_75_45_105
1,0.501,1.191e-07,12.435,0.023,9.082,30.0,N4LO+,400,15_105_15_75
1,0.501,4.932e-07,11.743,0.026,9.771,30.0,NLO,450,45_75_45_105
1,0.501,5.074e-07,11.743,0.026,9.771,30.0,N4LO,450,45_75_45_105
1,0.501,6.146e-08,12.435,0.023,9.082,30.0,LO,450,15_105_15_75
1,0.501,5.102e-07,11.743,0.026,9.771,30.0,N3LO,450,45_75_45_105
1,0.501,1.294e-07,12.435,0.023,9.082,30.0,N4LO+,550,15_105_15_75
1,0.501,5.191e-07,11.743,0.026,9.771,30.0,N4LO+,550,45_75_45_105
1,0.501,1.107e-07,12.435,0.023,9.082,30.0,NLO,450,15_105_15_75
1,0.502,8.066e-08,9.073,0.025,12.441,30.0,NLO,450,165_15_15_165
1,0.502,1.476e-08,59.933,0.009,31.598,100.0,N2LO,450,15_0_15_180
1,0.502,9.426e-08,9.073,0.025,12.441,30.0,N4LO+,500,165_15_15_165
1,0.502,9.129e-09,54.732,0.007,36.801,100.0,N4LO,450,45_75_45_105
1,0.502,1.522e-08,59.933,0.009,31.598,100.0,N3LO,450,15_0_15_180
1,0.502,1.543e-08,59.933,0.009,31.598,100.0,N4LO+,500,15_0_15_180
1,0.502,4.672e-09,31.25,0.006,60.284,100.0,N3LO,450,165_15_15_165
1,0.502,9.124e-08,9.073,0.025,12.441,30.0,N4LO+,450,165_15_15_165
1,0.502,4.888e-09,31.25,0.006,60.284,100.0,N4LO+,550,165_15_15_165
1,0.502,4.374e-09,31.25,0.006,60.284,100.0,N4LO+,400,165_15_15_165
1,0.502,4.173e-08,9.073,0.025,12.441,30.0,LO,450,165_15_15_165
1,0.502,5.191e-09,59.933,0.009,31.598,100.0,LO,450,15_0_15_180
1,0.502,8.84e-09,54.732,0.007,36.801,100.0,N4LO+,400,45_75_45_105
1,0.502,1.589e-08,59.933,0.009,31.598,100.0,N4LO+,550,15_0_15_180
1,0.502,4.531e-09,31.25,0.006,60.284,100.0,N2LO,450,165_15_15_165
1,0.502,4.121e-09,54.732,0.007,36.801,100.0,LO,450,45_75_45_105
1,0.502,1.547e-09,31.25,0.006,60.284,100.0,LO,450,165_15_15_165
1,0.502,1.299e-08,59.933,0.009,31.598,100.0,NLO,450,15_0_15_180
1,0.502,8.806e-08,9.073,0.025,12.441,30.0,N4LO+,400,165_15_15_165
1,0.502,3.993e-09,31.25,0.006,60.284,100.0,NLO,450,165_15_15_165
1,0.502,9.273e-08,9.073,0.025,12.441,30.0,N3LO,450,165_15_15_165
1,0.502,9.385e-09,54.732,0.007,36.801,100.0,N4LO+,500,45_75_45_105
1,0.502,9.061e-08,9.073,0.025,12.441,30.0,N4LO,450,165_15_15_165
1,0.502,9.005e-08,9.073,0.025,12.441,30.0,N2LO,450,165_15_15_165
1,0.502,1.482e-08,59.933,0.009,31.598,100.0,N4LO,450,15_0_15_180
1,0.502,7.872e-09,54.732,0.007,36.801,100.0,NLO,450,45_75_45_105
1,0.502,4.567e-09,31.25,0.006,60.284,100.0,N4LO+,450,165_15_15_165
1,0.502,4.55e-09,31.25,0.006,60.284,100.0,N4LO,450,165_15_15_165
1,0.502,9.602e-09,54.732,0.007,36.801,100.0,N4LO+,550,45_75_45_105
1,0.502,1.487e-08,59.933,0.009,31.598,100.0,N4LO+,450,15_0_15_180
1,0.502,4.744e-09,31.25,0.006,60.284,100.0,N4LO+,500,165_15_15_165
1,0.502,1.425e-08,59.933,0.009,31.598,100.0,N4LO+,400,15_0_15_180
1,0.502,9.122e-09,54.732,0.007,36.801,100.0,N4LO+,450,45_75_45_105
1,0.502,9.092e-09,54.732,0.007,36.801,100.0,N2LO,450,45_75_45_105
1,0.502,9.682e-08,9.073,0.025,12.441,30.0,N4LO+,550,165_15_15_165
1,0.502,9.428e-09,54.732,0.007,36.801,100.0,N3LO,450,45_75_45_105
1,0.505,8.519e-09,59.93,0.006,31.604,100.0,N2LO,450,15_105_15_75
1,0.505,8.23e-09,59.93,0.006,31.604,100.0,N4LO+,400,15_105_15_75
1,0.505,8.788e-09,59.93,0.006,31.604,100.0,N3LO,450,15_105_15_75
1,0.505,2.999e-09,59.93,0.006,31.604,100.0,LO,450,15_105_15_75
1,0.505,8.585e-09,59.93,0.006,31.604,100.0,N4LO+,450,15_105_15_75
1,0.505,8.91e-09,59.93,0.006,31.604,100.0,N4LO+,500,15_105_15_75
1,0.505,8.556e-09,59.93,0.006,31.604,100.0,N4LO,450,15_105_15_75
1,0.505,7.502e-09,59.93,0.006,31.604,100.0,NLO,450,15_105_15_75
1,0.505,9.175e-09,59.93,0.006,31.604,100.0,N4LO+,550,15_105_15_75
1,0.506,7.427e-09,46.706,0.008,44.827,100.0,NLO,450,75_75_75_105
1,0.506,8.737e-09,46.706,0.008,44.827,100.0,N2LO,450,75_75_75_105
1,0.506,8.733e-09,46.706,0.008,44.827,100.0,N4LO+,450,75_75_75_105
1,0.506,4.447e-09,46.706,0.008,44.827,100.0,LO,450,75_75_75_105
1,0.506,9.101e-09,46.706,0.008,44.827,100.0,N3LO,450,75_75_75_105
1,0.506,9.107e-09,46.706,0.008,44.827,100.0,N4LO+,550,75_75_75_105
1,0.506,8.769e-09,46.706,0.008,44.827,100.0,N4LO,450,75_75_75_105
1,0.506,8.525e-09,46.706,0.008,44.827,100.0,N4LO+,400,75_75_75_105
1,0.506,8.936e-09,46.706,0.008,44.827,100.0,N4LO+,500,75_75_75_105
2,1.0,3.537e-08,54.234,0.027,37.279,100.0,N4LO+,500,45_75_45_105
2,1.0,2.966e-08,54.234,0.027,37.279,100.0,NLO,450,45_75_45_105
2,1.0,3.62e-08,54.234,0.027,37.279,100.0,N4LO+,550,45_75_45_105
2,1.0,3.426e-08,54.234,0.027,37.279,100.0,N2LO,450,45_75_45_105
2,1.0,3.44e-08,54.234,0.027,37.279,100.0,N4LO,450,45_75_45_105
2,1.0,3.438e-08,54.234,0.027,37.279,100.0,N4LO+,450,45_75_45_105
2,1.0,3.552e-08,54.234,0.027,37.279,100.0,N3LO,450,45_75_45_105
2,1.0,1.541e-08,54.234,0.027,37.279,100.0,LO,450,45_75_45_105
2,1.0,3.331e-08,54.234,0.027,37.279,100.0,N4LO+,400,45_75_45_105
2,1.001,1.66e-06,11.248,0.098,10.194,30.0,N4LO+,450,45_75_45_105
2,1.001,4.022e-07,9.566,0.105,11.869,30.0,N3LO,450,165_15_15_165
2,1.001,5.614e-08,59.435,0.034,32.071,100.0,N3LO,450,15_0_15_180
2,1.001,5.693e-08,59.435,0.034,32.071,100.0,N4LO+,500,15_0_15_180
2,1.001,1.989e-08,31.749,0.025,59.767,100.0,N4LO+,550,165_15_15_165
2,1.001,5.377e-07,11.942,0.114,9.484,30.0,N2LO,450,15_0_15_180
2,1.001,5.409e-07,11.942,0.114,9.484,30.0,N4LO,450,15_0_15_180
2,1.001,3.958e-07,9.566,0.105,11.869,30.0,N4LO+,450,165_15_15_165
2,1.001,1.149e-06,11.248,0.098,10.194,30.0,LO,450,45_75_45_105
2,1.001,1.93e-08,31.749,0.025,59.767,100.0,N4LO+,500,165_15_15_165
2,1.001,3.636e-07,11.94,0.087,9.513,30.0,NLO,450,15_105_15_75
2,1.001,1.653e-06,11.248,0.098,10.194,30.0,N2LO,450,45_75_45_105
2,1.001,1.822e-07,9.566,0.105,11.869,30.0,LO,450,165_15_15_165
2,1.001,3.931e-07,9.566,0.105,11.869,30.0,N4LO,450,165_15_15_165
2,1.001,1.858e-08,31.749,0.025,59.767,100.0,N4LO+,450,165_15_15_165
2,1.001,1.614e-06,11.248,0.098,10.194,30.0,NLO,450,45_75_45_105
2,1.001,1.691e-06,11.248,0.098,10.194,30.0,N4LO+,550,45_75_45_105
2,1.001,3.919e-07,11.94,0.087,9.513,30.0,N4LO+,400,15_105_15_75
2,1.001,5.444e-08,59.435,0.034,32.071,100.0,N2LO,450,15_0_15_180
2,1.001,5.268e-07,11.942,0.114,9.484,30.0,N4LO+,400,15_0_15_180
2,1.001,1.844e-08,31.749,0.025,59.767,100.0,N2LO,450,165_15_15_165
2,1.001,3.821e-07,9.566,0.105,11.869,30.0,N4LO+,400,165_15_15_165
2,1.001,4.159e-07,11.94,0.087,9.513,30.0,N4LO+,500,15_105_15_75
2,1.001,5.258e-08,59.435,0.034,32.071,100.0,N4LO+,400,15_0_15_180
2,1.001,2.635e-07,11.942,0.114,9.484,30.0,LO,450,15_0_15_180
2,1.001,6.281e-09,31.749,0.025,59.767,100.0,LO,450,165_15_15_165
2,1.001,1.901e-08,31.749,0.025,59.767,100.0,N3LO,450,165_15_15_165
2,1.001,5.443e-07,11.942,0.114,9.484,30.0,N4LO+,450,15_0_15_180
2,1.001,1.656e-06,11.248,0.098,10.194,30.0,N4LO,450,45_75_45_105
2,1.001,4.257e-07,11.94,0.087,9.513,30.0,N4LO+,550,15_105_15_75
2,1.001,1.851e-08,31.749,0.025,59.767,100.0,N4LO,450,165_15_15_165
2,1.001,3.995e-07,11.94,0.087,9.513,30.0,N2LO,450,15_105_15_75
2,1.001,4.793e-08,59.435,0.034,32.071,100.0,NLO,450,15_0_15_180
2,1.001,1.641e-06,11.248,0.098,10.194,30.0,N4LO+,400,45_75_45_105
2,1.001,3.906e-07,9.566,0.105,11.869,30.0,N2LO,450,165_15_15_165
2,1.001,5.61e-07,11.942,0.114,9.484,30.0,N4LO+,500,15_0_15_180
2,1.001,4.042e-07,11.94,0.087,9.513,30.0,N4LO+,450,15_105_15_75
2,1.001,4.861e-07,11.942,0.114,9.484,30.0,NLO,450,15_0_15_180
2,1.001,4.097e-07,11.94,0.087,9.513,30.0,N3LO,450,15_105_15_75
2,1.001,5.75e-07,11.942,0.114,9.484,30.0,N4LO+,550,15_0_15_180
2,1.001,1.677e-06,11.248,0.098,10.194,30.0,N4LO+,500,45_75_45_105
2,1.001,4.089e-07,9.566,0.105,11.869,30.0,N4LO+,500,165_15_15_165
2,1.001,4.018e-07,11.94,0.087,9.513,30.0,N4LO,450,15_105_15_75
2,1.001,5.466e-08,59.435,0.034,32.071,100.0,N4LO,450,15_0_15_180
2,1.001,1.664e-06,11.248,0.098,10.194,30.0,N3LO,450,45_75_45_105
2,1.001,5.485e-08,59.435,0.034,32.071,100.0,N4LO+,450,15_0_15_180
2,1.001,5.863e-08,59.435,0.034,32.071,100.0,N4LO+,550,15_0_15_180
2,1.001,1.909e-08,59.435,0.034,32.071,100.0,LO,450,15_0_15_180
2,1.001,1.625e-08,31.749,0.025,59.767,100.0,NLO,450,165_15_15_165
2,1.001,5.523e-07,11.942,0.114,9.484,30.0,N3LO,450,15_0_15_180
2,1.001,3.496e-07,9.566,0.105,11.869,30.0,NLO,450,165_15_15_165
2,1.001,4.199e-07,9.566,0.105,11.869,30.0,N4LO+,550,165_15_15_165
2,1.001,2.028e-07,11.94,0.087,9.513,30.0,LO,450,15_105_15_75
2,1.001,1.779e-08,31.749,0.025,59.767,100.0,N4LO+,400,165_15_15_165
2,1.002,2.758e-08,46.21,0.03,45.3,100.0,NLO,450,75_75_75_105
2,1.002,3.38e-08,46.21,0.03,45.3,100.0,N4LO+,550,75_75_75_105
2,1.002,2.866e-06,10.134,0.108,11.297,30.0,N3LO,450,75_75_75_105
2,1.002,2.904e-06,10.134,0.108,11.297,30.0,N4LO+,550,75_75_75_105
2,1.002,1.652e-08,46.21,0.03,45.3,100.0,LO,450,75_75_75_105
2,1.002,2.064e-06,10.134,0.108,11.297,30.0,LO,450,75_75_75_105
2,1.002,3.165e-08,46.21,0.03,45.3,100.0,N4LO+,400,75_75_75_105
2,1.002,2.856e-06,10.134,0.108,11.297,30.0,N2LO,450,75_75_75_105
2,1.002,3.242e-08,46.21,0.03,45.3,100.0,N4LO+,450,75_75_75_105
2,1.002,3.255e-08,46.21,0.03,45.3,100.0,N4LO,450,75_75_75_105
2,1.002,2.816e-06,10.134,0.108,11.297,30.0,NLO,450,75_75_75_105
2,1.002,2.859e-06,10.134,0.108,11.297,30.0,N4LO,450,75_75_75_105
2,1.002,3.378e-08,46.21,0.03,45.3,100.0,N3LO,450,75_75_75_105
2,1.002,2.864e-06,10.134,0.108,11.297,30.0,N4LO+,450,75_75_75_105
2,1.002,3.317e-08,46.21,0.03,45.3,100.0,N4LO+,500,75_75_75_105
2,1.002,2.886e-06,10.134,0.108,11.297,30.0,N4LO+,500,75_75_75_105
2,1.002,2.839e-06,10.134,0.108,11.297,30.0,N4LO+,400,75_75_75_105
2,1.002,3.243e-08,46.21,0.03,45.3,100.0,N2LO,450,75_75_75_105
2,1.003,3.095e-08,59.432,0.024,32.084,100.0,N4LO+,400,15_105_15_75
2,1.003,3.204e-08,59.432,0.024,32.084,100.0,N2LO,450,15_105_15_75
2,1.003,3.304e-08,59.432,0.024,32.084,100.0,N3LO,450,15_105_15_75
2,1.003,3.351e-08,59.432,0.024,32.084,100.0,N4LO+,500,15_105_15_75
2,1.003,3.229e-08,59.432,0.024,32.084,100.0,N4LO+,450,15_105_15_75
2,1.003,3.451e-08,59.432,0.024,32.084,100.0,N4LO+,550,15_105_15_75
2,1.003,2.821e-08,59.432,0.024,32.084,100.0,NLO,450,15_105_15_75
2,1.003,3.217e-08,59.432,0.024,32.084,100.0,N4LO,450,15_105_15_75
2,1.003,1.124e-08,59.432,0.024,32.084,100.0,LO,450,15_105_15_75
3,1.5,5.534e-06,9.65,0.227,11.663,30.0,N4LO+,400,75_75_75_105
3,1.5,5.506e-06,9.65,0.227,11.663,30.0,NLO,450,75_75_75_105
3,1.5,5.566e-06,9.65,0.227,11.663,30.0,N4LO,450,75_75_75_105
3,1.5,5.635e-06,9.65,0.227,11.663,30.0,N4LO+,550,75_75_75_105
3,1.5,5.56e-06,9.65,0.227,11.663,30.0,N2LO,450,75_75_75_105
3,1.5,5.574e-06,9.65,0.227,11.663,30.0,N4LO+,450,75_75_75_105
3,1.5,5.609e-06,9.65,0.227,11.663,30.0,N4LO+,500,75_75_75_105
3,1.5,4.098e-06,9.65,0.227,11.663,30.0,LO,450,75_75_75_105
3,1.5,5.572e-06,9.65,0.227,11.663,30.0,N3LO,450,75_75_75_105
3,1.501,9.994e-08,58.937,0.075,32.528,100.0,NLO,450,15_0_15_180
3,1.501,3.881e-07,11.449,0.186,9.905,30.0,LO,450,15_105_15_75
3,1.501,9.148e-07,10.047,0.243,11.25,30.0,N4LO+,400,165_15_15_165
3,1.501,7.716e-08,53.734,0.06,37.746,100.0,N4LO+,550,45_75_45_105
3,1.501,4.45e-07,11.457,0.236,9.846,30.0,LO,450,15_0_15_180
3,1.501,9.679e-07,11.457,0.236,9.846,30.0,N4LO+,550,15_0_15_180
3,1.501,9.055e-07,11.457,0.236,9.846,30.0,N2LO,450,15_0_15_180
3,1.501,7.54e-08,53.734,0.06,37.746,100.0,N4LO+,500,45_75_45_105
3,1.501,9.444e-07,11.457,0.236,9.846,30.0,N4LO+,500,15_0_15_180
3,1.501,1.144e-07,58.937,0.075,32.528,100.0,N4LO+,450,15_0_15_180
3,1.501,7.95e-07,11.449,0.186,9.905,30.0,N4LO+,550,15_105_15_75
3,1.501,7.342e-07,11.449,0.186,9.905,30.0,N4LO+,400,15_105_15_75
3,1.501,6.322e-08,53.734,0.06,37.746,100.0,NLO,450,45_75_45_105
3,1.501,9.596e-07,10.047,0.243,11.25,30.0,N3LO,450,165_15_15_165
3,1.501,1.135e-07,58.937,0.075,32.528,100.0,N2LO,450,15_0_15_180
3,1.501,7.303e-08,53.734,0.06,37.746,100.0,N2LO,450,45_75_45_105
3,1.501,9.337e-07,10.047,0.243,11.25,30.0,N2LO,450,165_15_15_165
3,1.501,9.109e-07,11.457,0.236,9.846,30.0,N4LO,450,15_0_15_180
3,1.501,8.173e-07,11.457,0.236,9.846,30.0,NLO,450,15_0_15_180
3,1.501,7.331e-08,53.734,0.06,37.746,100.0,N4LO,450,45_75_45_105
3,1.501,7.661e-07,11.449,0.186,9.905,30.0,N3LO,450,15_105_15_75
3,1.501,9.749e-07,10.047,0.243,11.25,30.0,N4LO+,500,165_15_15_165
3,1.501,9.455e-07,10.047,0.243,11.25,30.0,N4LO+,450,165_15_15_165
3,1.501,1.096e-07,58.937,0.075,32.528,100.0,N4LO+,400,15_0_15_180
3,1.501,1.17e-07,58.937,0.075,32.528,100.0,N3LO,450,15_0_15_180
3,1.501,7.479e-07,11.449,0.186,9.905,30.0,N2LO,450,15_105_15_75
3,1.501,9.395e-07,10.047,0.243,11.25,30.0,N4LO,450,165_15_15_165
3,1.501,9.166e-07,11.457,0.236,9.846,30.0,N4LO+,450,15_0_15_180
3,1.501,7.773e-07,11.449,0.186,9.905,30.0,N4LO+,500,15_105_15_75
3,1.501,7.563e-07,11.449,0.186,9.905,30.0,N4LO+,450,15_105_15_75
3,1.501,8.397e-07,10.047,0.243,11.25,30.0,NLO,450,165_15_15_165
3,1.501,3.973e-08,58.937,0.075,32.528,100.0,LO,450,15_0_15_180
3,1.501,1.222e-07,58.937,0.075,32.528,100.0,N4LO+,550,15_0_15_180
3,1.501,1.187e-07,58.937,0.075,32.528,100.0,N4LO+,500,15_0_15_180
3,1.501,6.824e-07,11.449,0.186,9.905,30.0,NLO,450,15_105_15_75
3,1.501,1.14e-07,58.937,0.075,32.528,100.0,N4LO,450,15_0_15_180
3,1.501,9.299e-07,11.457,0.236,9.846,30.0,N3LO,450,15_0_15_180
3,1.501,4.526e-07,10.047,0.243,11.25,30.0,LO,450,165_15_15_165
3,1.501,9.997e-07,10.047,0.243,11.25,30.0,N4LO+,550,165_15_15_165
3,1.501,7.098e-08,53.734,0.06,37.746,100.0,N4LO+,400,45_75_45_105
3,1.501,7.519e-07,11.449,0.186,9.905,30.0,N4LO,450,15_105_15_75
3,1.501,7.327e-08,53.734,0.06,37.746,100.0,N4LO+,450,45_75_45_105
3,1.501,7.57e-08,53.734,0.06,37.746,100.0,N3LO,450,45_75_45_105
3,1.501,8.874e-07,11.457,0.236,9.846,30.0,N4LO+,400,15_0_15_180
3,1.501,3.266e-08,53.734,0.06,37.746,100.0,LO,450,45_75_45_105
3,1.502,7.143e-08,45.711,0.066,45.763,100.0,N3LO,450,75_75_75_105
3,1.502,6.883e-08,45.711,0.066,45.763,100.0,N4LO,450,75_75_75_105
3,1.502,6.855e-08,45.711,0.066,45.763,100.0,N4LO+,450,75_75_75_105
3,1.502,3.075e-06,10.759,0.207,10.574,30.0,NLO,450,45_75_45_105
3,1.502,3.116e-06,10.759,0.207,10.574,30.0,N4LO+,400,45_75_45_105
3,1.502,7.014e-08,45.711,0.066,45.763,100.0,N4LO+,500,75_75_75_105
3,1.502,3.505e-08,45.711,0.066,45.763,100.0,LO,450,75_75_75_105
3,1.502,2.233e-06,10.759,0.207,10.574,30.0,LO,450,45_75_45_105
3,1.502,3.141e-06,10.759,0.207,10.574,30.0,N4LO,450,45_75_45_105
3,1.502,7.147e-08,45.711,0.066,45.763,100.0,N4LO+,550,75_75_75_105
3,1.502,6.858e-08,45.711,0.066,45.763,100.0,N2LO,450,75_75_75_105
3,1.502,3.176e-06,10.759,0.207,10.574,30.0,N4LO+,500,45_75_45_105
3,1.502,3.136e-06,10.759,0.207,10.574,30.0,N2LO,450,45_75_45_105
3,1.502,6.693e-08,45.711,0.066,45.763,100.0,N4LO+,400,75_75_75_105
3,1.502,3.152e-06,10.759,0.207,10.574,30.0,N3LO,450,45_75_45_105
3,1.502,3.198e-06,10.759,0.207,10.574,30.0,N4LO+,550,45_75_45_105
3,1.502,5.835e-08,45.711,0.066,45.763,100.0,NLO,450,75_75_75_105
3,1.502,3.147e-06,10.759,0.207,10.574,30.0,N4LO+,450,45_75_45_105
3,1.503,6.853e-08,58.933,0.052,32.554,100.0,N4LO,450,15_105_15_75
3,1.503,6.591e-08,58.933,0.052,32.554,100.0,N4LO+,400,15_105_15_75
3,1.503,7.351e-08,58.933,0.052,32.554,100.0,N4LO+,550,15_105_15_75
3,1.503,6.01e-08,58.933,0.052,32.554,100.0,NLO,450,15_105_15_75
3,1.503,7.138e-08,58.933,0.052,32.554,100.0,N4LO+,500,15_105_15_75
3,1.503,7.038e-08,58.933,0.052,32.554,100.0,N3LO,450,15_105_15_75
3,1.503,6.826e-08,58.933,0.052,32.554,100.0,N2LO,450,15_105_15_75
3,1.503,6.877e-08,58.933,0.052,32.554,100.0,N4LO+,450,15_105_15_75
3,1.503,2.39e-08,58.933,0.052,32.554,100.0,LO,450,15_105_15_75
3,1.504,4.262e-08,32.251,0.056,59.233,100.0,N4LO,450,165_15_15_165
3,1.504,3.742e-08,32.251,0.056,59.233,100.0,NLO,450,165_15_15_165
3,1.504,4.279e-08,32.251,0.056,59.233,100.0,N4LO+,450,165_15_15_165
3,1.504,4.375e-08,32.251,0.056,59.233,100.0,N3LO,450,165_15_15_165
3,1.504,4.444e-08,32.251,0.056,59.233,100.0,N4LO+,500,165_15_15_165
3,1.504,1.445e-08,32.251,0.056,59.233,100.0,LO,450,165_15_15_165
3,1.504,4.246e-08,32.251,0.056,59.233,100.0,N2LO,450,165_15_15_165
3,1.504,4.58e-08,32.251,0.056,59.233,100.0,N4LO+,550,165_15_15_165
3,1.504,4.097e-08,32.251,0.056,59.233,100.0,N4LO+,400,165_15_15_165
4,2.0,8.831e-06,9.173,0.379,11.988,30.0,N2LO,450,75_75_75_105
4,2.0,1.121e-06,10.967,0.314,10.259,30.0,N4LO,450,15_105_15_75
4,2.0,8.837e-06,9.173,0.379,11.988,30.0,N3LO,450,75_75_75_105
4,2.0,4.834e-06,10.281,0.346,10.913,30.0,N2LO,450,45_75_45_105
4,2.0,1.023e-06,10.967,0.314,10.259,30.0,NLO,450,15_105_15_75
4,2.0,4.91e-06,10.281,0.346,10.913,30.0,N4LO+,550,45_75_45_105
4,2.0,4.883e-06,10.281,0.346,10.913,30.0,N4LO+,500,45_75_45_105
4,2.0,4.767e-06,10.281,0.346,10.913,30.0,NLO,450,45_75_45_105
4,2.0,6.645e-06,9.173,0.379,11.988,30.0,LO,450,75_75_75_105
4,2.0,8.921e-06,9.173,0.379,11.988,30.0,N4LO+,550,75_75_75_105
4,2.0,1.18e-06,10.967,0.314,10.259,30.0,N4LO+,550,15_105_15_75
4,2.0,1.096e-06,10.967,0.314,10.259,30.0,N4LO+,400,15_105_15_75
4,2.0,8.801e-06,9.173,0.379,11.988,30.0,N4LO+,400,75_75_75_105
4,2.0,8.839e-06,9.173,0.379,11.988,30.0,N4LO,450,75_75_75_105
4,2.0,4.849e-06,10.281,0.346,10.913,30.0,N4LO+,450,45_75_45_105
4,2.0,4.81e-06,10.281,0.346,10.913,30.0,N4LO+,400,45_75_45_105
4,2.0,1.127e-06,10.967,0.314,10.259,30.0,N4LO+,450,15_105_15_75
4,2.0,8.85e-06,9.173,0.379,11.988,30.0,N4LO+,450,75_75_75_105
4,2.0,1.155e-06,10.967,0.314,10.259,30.0,N4LO+,500,15_105_15_75
4,2.0,8.786e-06,9.173,0.379,11.988,30.0,NLO,450,75_75_75_105
4,2.0,4.85e-06,10.281,0.346,10.913,30.0,N3LO,450,45_75_45_105
4,2.0,4.841e-06,10.281,0.346,10.913,30.0,N4LO,450,45_75_45_105
4,2.0,1.115e-06,10.967,0.314,10.259,30.0,N2LO,450,15_105_15_75
4,2.0,1.14e-06,10.967,0.314,10.259,30.0,N3LO,450,15_105_15_75
4,2.0,3.542e-06,10.281,0.346,10.913,30.0,LO,450,45_75_45_105
4,2.0,6.019e-07,10.967,0.314,10.259,30.0,LO,450,15_105_15_75
4,2.0,8.891e-06,9.173,0.379,11.988,30.0,N4LO+,500,75_75_75_105
4,2.001,1.75e-06,10.504,0.444,10.592,30.0,N4LO+,450,165_15_15_165
4,2.001,8.993e-07,10.504,0.444,10.592,30.0,LO,450,165_15_15_165
4,2.001,1.884e-07,58.439,0.129,32.972,100.0,N4LO+,450,15_0_15_180
4,2.001,1.573e-06,10.504,0.444,10.592,30.0,NLO,450,165_15_15_165
4,2.001,1.647e-07,58.439,0.129,32.972,100.0,NLO,450,15_0_15_180
4,2.001,1.7e-06,10.504,0.444,10.592,30.0,N4LO+,400,165_15_15_165
4,2.001,1.928e-07,58.439,0.129,32.972,100.0,N3LO,450,15_0_15_180
4,2.001,1.797e-06,10.504,0.444,10.592,30.0,N4LO+,500,165_15_15_165
4,2.001,1.731e-06,10.504,0.444,10.592,30.0,N2LO,450,165_15_15_165
4,2.001,1.878e-07,58.439,0.129,32.972,100.0,N4LO,450,15_0_15_180
4,2.001,1.806e-07,58.439,0.129,32.972,100.0,N4LO+,400,15_0_15_180
4,2.001,1.87e-07,58.439,0.129,32.972,100.0,N2LO,450,15_0_15_180
4,2.001,1.838e-06,10.504,0.444,10.592,30.0,N4LO+,550,165_15_15_165
4,2.001,2.014e-07,58.439,0.129,32.972,100.0,N4LO+,550,15_0_15_180
4,2.001,1.772e-06,10.504,0.444,10.592,30.0,N3LO,450,165_15_15_165
4,2.001,6.544e-08,58.439,0.129,32.972,100.0,LO,450,15_0_15_180
4,2.001,1.74e-06,10.504,0.444,10.592,30.0,N4LO,450,165_15_15_165
4,2.001,1.956e-07,58.439,0.129,32.972,100.0,N4LO+,500,15_0_15_180
4,2.002,1.096e-06,10.981,0.39,10.169,30.0,NLO,450,15_0_15_180
