 #     E1  dGamma/dq   dGamma/dE1 
  0.2784088E-05  0.1585610E-08  0.1465836E-05
  0.2505679E-04  0.1423529E-07  0.4386657E-05
  0.6960220E-04  0.3934724E-07  0.7275001E-05
  0.1364203E-03  0.7654851E-07  0.1010945E-04
  0.2255111E-03  0.1252844E-06  0.1286896E-04
  0.3368746E-03  0.1848247E-06  0.1553303E-04
  0.4705109E-03  0.2542724E-06  0.1808192E-04
  0.6264198E-03  0.3325760E-06  0.2049691E-04
  0.8046014E-03  0.4185453E-06  0.2276053E-04
  0.1005056E-02  0.5108724E-06  0.2485693E-04
  0.1227783E-02  0.6081567E-06  0.2677226E-04
  0.1472783E-02  0.7089373E-06  0.2849501E-04
  0.1740055E-02  0.8117303E-06  0.3001653E-04
  0.2029600E-02  0.9150723E-06  0.3133145E-04
  0.2341418E-02  0.1017572E-05  0.3243813E-04
  0.2675509E-02  0.1117965E-05  0.3333920E-04
  0.3031872E-02  0.1215177E-05  0.3404194E-04
  0.3410508E-02  0.1308385E-05  0.3455862E-04
  0.3811416E-02  0.1396920E-05  0.3490267E-04
  0.4234598E-02  0.1480158E-05  0.3508586E-04
  0.4680052E-02  0.1557619E-05  0.3512095E-04
  0.5147779E-02  0.1628979E-05  0.3502158E-04
  0.5637778E-02  0.1694050E-05  0.3480187E-04
  0.6150050E-02  0.1752778E-05  0.3447607E-04
  0.6684595E-02  0.1805215E-05  0.3405820E-04
  0.7241413E-02  0.1851506E-05  0.3356168E-04
  0.7820503E-02  0.1891857E-05  0.3299903E-04
  0.8421866E-02  0.1926508E-05  0.3238150E-04
  0.9045502E-02  0.1955706E-05  0.3171885E-04
  0.9691410E-02  0.1979664E-05  0.3101903E-04
  0.1035959E-01  0.1998532E-05  0.3028796E-04
  0.1105005E-01  0.2012356E-05  0.2952929E-04
  0.1176277E-01  0.2021041E-05  0.2874422E-04
  0.1249777E-01  0.2024314E-05  0.2793135E-04
  0.1325504E-01  0.2021697E-05  0.2708667E-04
  0.1403459E-01  0.2012977E-05  0.2621013E-04
  0.1483640E-01  0.1998515E-05  0.2530891E-04
  0.1566049E-01  0.1978749E-05  0.2439036E-04
  0.1650686E-01  0.1954141E-05  0.2346140E-04
  0.1737549E-01  0.1925175E-05  0.2252848E-04
  0.1826640E-01  0.1892342E-05  0.2159749E-04
  0.1917958E-01  0.1856132E-05  0.2067377E-04
  0.2011504E-01  0.1817027E-05  0.1976202E-04
  0.2107276E-01  0.1775490E-05  0.1886635E-04
  0.2205276E-01  0.1731958E-05  0.1799020E-04
  0.2305503E-01  0.1686833E-05  0.1713640E-04
  0.2407958E-01  0.1640479E-05  0.1630710E-04
  0.2512639E-01  0.1593214E-05  0.1550384E-04
  0.2619548E-01  0.1545301E-05  0.1472754E-04
  0.2728685E-01  0.1496952E-05  0.1397853E-04
  0.2840048E-01  0.1448318E-05  0.1325658E-04
  0.2953639E-01  0.1399493E-05  0.1256095E-04
  0.3069457E-01  0.1350644E-05  0.1189160E-04
  0.3187502E-01  0.1302092E-05  0.1124985E-04
  0.3307775E-01  0.1254141E-05  0.1063675E-04
  0.3430275E-01  0.1207066E-05  0.1005303E-04
  0.3555002E-01  0.1161106E-05  0.9499093E-05
  0.3681956E-01  0.1116462E-05  0.8975012E-05
  0.3811138E-01  0.1073303E-05  0.8480573E-05
  0.3942547E-01  0.1031757E-05  0.8015291E-05
  0.4076183E-01  0.9919194E-06  0.7578440E-05
  0.4212047E-01  0.9538482E-06  0.7169072E-05
  0.4350137E-01  0.9175679E-06  0.6786049E-05
  0.4490456E-01  0.8830700E-06  0.6428064E-05
  0.4633001E-01  0.8503154E-06  0.6093672E-05
  0.4777773E-01  0.8192371E-06  0.5781321E-05
  0.4924773E-01  0.7897438E-06  0.5489381E-05
  0.5074000E-01  0.7617232E-06  0.5216175E-05
  0.5225455E-01  0.7350478E-06  0.4960024E-05
  0.5379136E-01  0.7096700E-06  0.4719874E-05
  0.5535045E-01  0.6856840E-06  0.4495662E-05
  0.5693182E-01  0.6631845E-06  0.4287332E-05
  0.5853545E-01  0.6422517E-06  0.4094737E-05
  0.6016136E-01  0.6229517E-06  0.3917651E-05
  0.6180954E-01  0.6053370E-06  0.3755776E-05
  0.6347999E-01  0.5894474E-06  0.3608751E-05
  0.6517272E-01  0.5753101E-06  0.3476157E-05
  0.6688771E-01  0.5629410E-06  0.3357531E-05
  0.6862498E-01  0.5523463E-06  0.3252375E-05
  0.7038453E-01  0.5435236E-06  0.3160167E-05
  0.7216634E-01  0.5364636E-06  0.3080372E-05
  0.7397043E-01  0.5311520E-06  0.3012451E-05
  0.7579680E-01  0.5275705E-06  0.2955870E-05
  0.7764543E-01  0.5256990E-06  0.2910110E-05
  0.7951634E-01  0.5255174E-06  0.2874678E-05
  0.8140952E-01  0.5270072E-06  0.2849110E-05
  0.8332497E-01  0.5301585E-06  0.2833012E-05
  0.8526269E-01  0.5349703E-06  0.2826054E-05
  0.8722269E-01  0.5414370E-06  0.2827896E-05
  0.8920496E-01  0.5495482E-06  0.2838191E-05
  0.9120951E-01  0.5592890E-06  0.2856581E-05
  0.9323632E-01  0.5706383E-06  0.2882695E-05
  0.9528541E-01  0.5835649E-06  0.2916126E-05
  0.9735677E-01  0.5980176E-06  0.2956386E-05
  0.9945041E-01  0.6138984E-06  0.3002780E-05
  0.1015663E+00  0.6310112E-06  0.3054165E-05
  0.1037045E+00  0.6489753E-06  0.3108563E-05
  0.1058649E+00  0.6671081E-06  0.3162644E-05
  0.1080477E+00  0.6843375E-06  0.3211389E-05
  0.1102527E+00  0.6993088E-06  0.3248663E-05
  0.1124799E+00  0.7108394E-06  0.3269371E-05
  0.1147295E+00  0.7187082E-06  0.3272995E-05
  0.1170013E+00  0.7237255E-06  0.3263689E-05
  0.1192954E+00  0.7269985E-06  0.3246773E-05
  0.1216117E+00  0.7294387E-06  0.3226497E-05
  0.1239504E+00  0.7316225E-06  0.3205482E-05
  0.1263113E+00  0.7338493E-06  0.3185049E-05
