theta,Sigma,error,fname
44.737632074055696,0.4105167075643921,0.03896616600404196,Vnukov
59.98335002984429,0.3808438079214764,0.04882664832959255,Vnukov
89.91612184846085,0.5205625386143176,0.06056505181735983,Vnukov
