 #   q  dGamma/dq   dGamma/dE1 
  0.16344752527111958        1.4246689126091504E-008   5.4356943063282096E-008
  0.16614909150703572        1.4811585079423034E-008   5.6050927548167202E-008
  0.16887280172849214        1.5447921245723770E-008   5.7985638555521289E-008
  0.17161865593548889        1.6159272318121961E-008   6.0168585713298572E-008
  0.17438665412802593        1.6949419127741565E-008   6.2607800731732271E-008
  0.17717679630610325        1.7822311827021598E-008   6.5311681849185050E-008
  0.17998908246972087        1.8782054513587353E-008   6.8288923553043093E-008
  0.18282351261887883        1.9832866958469690E-008   7.1548366984560159E-008
  0.18568008675357708        2.0979078296373087E-008   7.5098971689549105E-008
  0.18855880487381557        2.2225431962573562E-008   7.8950894302186034E-008
  0.19145966697959438        2.3577688151561337E-008   8.3117566853892502E-008
  0.19438267307091348        2.5042734598110203E-008   8.7615960758500927E-008
  0.19732782314777286        2.6628670563165936E-008   9.2466745887973072E-008
  0.20029511721017257        2.8344712801802166E-008   9.7693828989282429E-008
  0.20328455525811262        3.0201666825008589E-008   1.0332584652186337E-007
  0.20629613729159293        3.2211566512450153E-008   1.0939476748503045E-007
  0.20932986331061351        3.4388021751467732E-008   1.1593694427664187E-007
  0.21238573331517438        3.6744252214093363E-008   1.2298637331947565E-007
  0.21546374730527554        3.9293487323980209E-008   1.3057610863408067E-007
  0.21856390528091704        4.2050001176362384E-008   1.3874171003879024E-007
  0.22168620724209886        4.5028525244616646E-008   1.4751923055691564E-007
  0.22483065318882095        4.8243250294751330E-008   1.5694195220137574E-007
  0.22799724312108330        5.1708133366617831E-008   1.6704147421858592E-007
  0.23118597703888596        5.5438228090171345E-008   1.7785203911909636E-007
  0.23439685494222889        5.9448963821652978E-008   1.8940814512622146E-007
  0.23762987683111214        6.3754874859530240E-008   2.0174051628739216E-007
  0.24088504270553571        6.8369290595640399E-008   2.1487525660007332E-007
  0.24416235256549962        7.3302913207701194E-008   2.2882956555440165E-007
  0.24746180641100377        7.8564899640215765E-008   2.4361539096777978E-007
  0.25078340424204820        8.4161580255780281E-008   2.5923565663119381E-007
  0.25412714605863290        9.0094524099501775E-008   2.7567864006869488E-007
  0.25749303186075795        9.6361463050167826E-008   2.9292126199377339E-007
  0.26088106164842323        1.0295469906213614E-007   3.1092464608603970E-007
  0.26429123542162886        1.0986174742841083E-007   3.2963656031180113E-007
  0.26772355318037488        1.1707374915976735E-007   3.4901692511316498E-007
  0.27117801492466109        1.2458729685574057E-007   3.6904283360353854E-007
  0.27465462065448759        1.3239934601437188E-007   3.8969302878327653E-007
  0.27815337036985438        1.4050360888022283E-007   4.1093730441581023E-007
  0.28167426407076152        1.4888471300086399E-007   4.3271980794642423E-007
  0.28521730175720889        1.5751817908276397E-007   4.5495977549413882E-007
  0.28878248342919660        1.6636689209267356E-007   4.7754217369347548E-007
  0.29236980908672466        1.7537518415402315E-007   5.0030187411211817E-007
  0.29597927872979296        1.8446995246228551E-007   5.2302835483980601E-007
  0.29961089235840155        1.9356038885149533E-007   5.4546631812939425E-007
  0.30326464997255043        2.0253171787679775E-007   5.6729950325805108E-007
  0.30694055157223959        2.1124380963042595E-007   5.8814865502558805E-007
  0.31063859715746905        2.1953655123922392E-007   6.0758827031652237E-007
  0.31435878672823886        2.2723981833364404E-007   6.2517540364957061E-007
  0.31810112028454895        2.3418026934158583E-007   6.4046876368126058E-007
  0.32186559782639929        2.4018837893678967E-007   6.5304778792874458E-007
  0.32565221935378996        2.4510100743501038E-007   6.6251898362259690E-007
  0.32946098486672093        2.4875545987469768E-007   6.6849917760001243E-007
  0.33329189436519219        2.5100438024185191E-007   6.7065501457622981E-007
  0.33714494784920374        2.5172479285651956E-007   6.6872554881077864E-007
  0.34102014531875563        2.5082342177417778E-007   6.6253423202039845E-007
  0.34491748677384776        2.4824216386723613E-007   6.5200089740724247E-007
  0.34883697221448023        2.4396501689270915E-007   6.3715713854300314E-007
  0.35277860164065294        2.3802846237582788E-007   6.1817014362118482E-007
  0.35674237505236595        2.3052763921258730E-007   5.9535486223824983E-007
  0.36072829244961935        2.2161134511506039E-007   5.6915707465758876E-007
  0.36473635383241287        2.1146613037647948E-007   5.4010916127971348E-007
  0.36876655920074691        2.0029189330870054E-007   5.0876573948237396E-007
  0.37281890855462113        1.8828776591916431E-007   4.7566740099257906E-007
  0.37689340189403564        1.7563507461635811E-007   4.4129827928780397E-007
  0.38099003921899044        1.6248990704600096E-007   4.0606899559800668E-007
  0.38510882052948553        1.4898226421728611E-007   3.7031652223303044E-007
  0.38924974582552091        1.3522910698640625E-007   3.3433840248270458E-007
  0.39341281510709664        1.2138795014061698E-007   2.9852559873836172E-007
  0.39759802837421271        1.0771434206581789E-007   2.6350063960987334E-007
  0.40180538562686896        9.4462749331513813E-008   2.2987034969444830E-007
  0.40603488686506556        8.1848209449681794E-008   1.9813343081061764E-007
  0.41028653208880245        7.0044445739181712E-008   1.6867873066056727E-007
  0.41456032129807963        5.9200045692734062E-008   1.4182684030432832E-007
  0.41885625449289710        4.9456135348977518E-008   1.1787397400658855E-007
  0.42317433167325491        4.0930762300938135E-008   9.7055561468591770E-008
  0.42751455283915302        3.3741430195636740E-008   7.9600956681482275E-008
  0.43187691799059130        2.8218099554459893E-008   6.6233547449811573E-008
  0.43626142712757005        2.5527861185305511E-008   5.9617158613940096E-008
  0.44066808025008902        3.0842406869281845E-008   7.1667576220218164E-008
