 #   q  dGamma/dq   dGamma/dE1 
   2.7679981925370382E-006   4.1193485489745844E-011   3.8192306851292101E-008
   2.4911983732833341E-005   3.6993798050545746E-010   1.1432863472978658E-007
   6.9199954813425955E-005   1.0231493155083344E-009   1.8972141904481937E-007
   1.3563191143431489E-004   1.9923072076143345E-009   2.6387947827398447E-007
   2.2420785359550006E-004   3.2647227622780990E-009   3.3631880283692242E-007
   3.3492778129698159E-004   4.8236587433159889E-009   4.0656617220899967E-007
   4.6779169453875936E-004   6.6485051891143660E-009   4.7416338038407627E-007
   6.2279959332083360E-004   8.7150155274644037E-009   5.3867182036433108E-007
   7.9995147764320388E-004   1.0995623788604777E-008   5.9967825546575658E-007
   9.9924734750587085E-004   1.3459865565794640E-008   6.5680200816414777E-007
   1.2206872029088339E-003   1.6074916680189218E-008   7.0970323764232546E-007
   1.4642710438520930E-003   1.8806264526501940E-008   7.5809224706228861E-007
   1.7299988703356488E-003   2.1618525587319875E-008   8.0173974412430775E-007
   2.0178706823595007E-003   2.4476417198598608E-008   8.4048783815930103E-007
   2.3278864799236489E-003   2.7345891770525445E-008   8.7426168047867245E-007
   2.6600462630280929E-003   3.0195430690710540E-008   9.0308137454248253E-007
   3.0143500316728348E-003   3.2997496122347497E-008   9.2707399126122186E-007
   3.3907977858578715E-003   3.5730021076111217E-008   9.4648247863065767E-007
   3.7893895255832052E-003   3.8374195423574154E-008   9.6157886562428755E-007
   4.2101252508488342E-003   4.0912019730966079E-008   9.7259865298929467E-007
   4.6530049616547598E-003   4.3328701595337449E-008   9.7980391158239955E-007
   5.1180286580009837E-003   4.5612820346103984E-008   9.8348065448635415E-007
   5.6051963398875025E-003   4.7756207599549763E-008   9.8393105555490728E-007
   6.1145080073143170E-003   4.9753717378296491E-008   9.8146547621828310E-007
   6.6459636602814297E-003   5.1602889724859750E-008   9.7639442967600481E-007
   7.1995632987888348E-003   5.3303512571823494E-008   9.6902058624434305E-007
   7.7753069228365399E-003   5.4857087937777040E-008   9.5963091515664785E-007
   8.3731945324245390E-003   5.6266211015677270E-008   9.4848907249279674E-007
   8.9932261275528381E-003   5.7533866180649305E-008   9.3582804028713863E-007
   9.6354017082214312E-003   5.8662646458901851E-008   9.2184306001119231E-007
   1.0299721274430318E-002   5.9653902607682071E-008   9.0668488634292516E-007
   1.0986184826179505E-002   6.0506828230121949E-008   8.9045338458492779E-007
   1.1694792363468985E-002   6.1217488966895622E-008   8.7319151242280261E-007
   1.2425543886298764E-002   6.1777807414078012E-008   8.5487976691784124E-007
   1.3178439394668836E-002   6.2174817776617547E-008   8.3543522164369501E-007
   1.3953478888579209E-002   6.2401709309455766E-008   8.1486466892281166E-007
   1.4750662368029877E-002   6.2465319699536708E-008   7.9334750008969002E-007
   1.5569989833020839E-002   6.2374534501240526E-008   7.7106928698580562E-007
   1.6411461283552097E-002   6.2139161573772416E-008   7.4820742658204931E-007
   1.7275076719623653E-002   6.1769699447905183E-008   7.2492945732357194E-007
   1.8160836141235506E-002   6.1277103132680832E-008   7.0139159560221117E-007
   1.9068739548387656E-002   6.0672539649392697E-008   6.7773736907274236E-007
   1.9998786941080097E-002   5.9967149667057830E-008   6.5409650946521183E-007
   2.0950978319312842E-002   5.9171805152363786E-008   6.3058395563973611E-007
   2.1925313683085874E-002   5.8296870706021457E-008   6.0729902946346908E-007
   2.2921793032399211E-002   5.7351978444308270E-008   5.8432485836694137E-007
   2.3940416367252845E-002   5.6345810939693884E-008   5.6172795275262236E-007
   2.4981183687646766E-002   5.5285866845702801E-008   5.3955766779175119E-007
   2.6044094993580992E-002   5.4178267103771912E-008   5.1784611969338228E-007
   2.7129150285055512E-002   5.3027585305592990E-008   4.9660833834103294E-007
   2.8236349562070325E-002   5.1836644896055623E-008   4.7584209740270428E-007
   2.9365692824625436E-002   5.0606436090667820E-008   4.5552884183196818E-007
   3.0517180072720848E-002   4.9340561307172859E-008   4.3567449590510768E-007
   3.1690811306356551E-002   4.8048241828963030E-008   4.1633322787284091E-007
   3.2886586525532543E-002   4.6738651213798094E-008   3.9755482438445654E-007
   3.4104505730248841E-002   4.5420302629428730E-008   3.7937996785453770E-007
   3.5344568920505443E-002   4.4100961882937320E-008   3.6184032856909157E-007
   3.6606776096302328E-002   4.2787571166013241E-008   3.4495873357380658E-007
   3.7891127257639504E-002   4.1486182960642118E-008   3.2874939875471129E-007
   3.9197622404517005E-002   4.0201880717226432E-008   3.1321803445805039E-007
   4.0526261536934775E-002   3.8938702021599545E-008   2.9836195970623420E-007
   4.1877044654892844E-002   3.7699574012229412E-008   2.8417029760974445E-007
   4.3249971758391223E-002   3.6486274428620371E-008   2.7062434213005831E-007
   4.4645042847429886E-002   3.5299404497454317E-008   2.5769797660743893E-007
   4.6062257922008847E-002   3.4138377626810875E-008   2.4535816697118594E-007
   4.7501616982128098E-002   3.3001399489885684E-008   2.3356534883003125E-007
   4.8963120027787667E-002   3.1885455155472103E-008   2.2227382876014379E-007
   5.0446767058987520E-002   3.0786322940701482E-008   2.1143233344450248E-007
   5.1952558075727663E-002   2.9698648372663792E-008   2.0098491749793079E-007
   5.3480493078008118E-002   2.8620004222405959E-008   1.9089838043268552E-007
   5.5030572065828856E-002   2.7554133441815280E-008   1.8118197744992491E-007
   5.6602795039189878E-002   2.6505089771131086E-008   1.7184646098193829E-007
