 #   q  dGamma/dq   dGamma/dE1 
   5.8197161998091239E-002   2.5476589540115428E-008   1.6289983278741475E-007
   5.9813672942532863E-002   2.4472012545395872E-008   1.5434753660558870E-007
   6.1452327872514777E-002   2.3494377310108142E-008   1.4619247588987936E-007
   6.3113126788036988E-002   2.2546301014603446E-008   1.3843493601213130E-007
   6.4796069689099525E-002   2.1630009500993107E-008   1.3107281600426568E-007
   6.6501156575702339E-002   2.0747343889190353E-008   1.2410182209005413E-007
   6.8228387447845443E-002   1.9899757429957267E-008   1.1751558877048029E-007
   6.9977762305528865E-002   1.9088301518215140E-008   1.1130572756303396E-007
   7.1749281148752564E-002   1.8313629526516433E-008   1.0546197472852342E-007
   7.3542943977516553E-002   1.7576050993851571E-008   9.9972614543542969E-008
   7.5358750791820847E-002   1.6875562843491050E-008   9.4824742714337925E-008
   7.7196701591665459E-002   1.6211863039371871E-008   9.0004413365695959E-008
   7.9056796377050348E-002   1.5584372942426584E-008   8.5496823321174797E-008
   8.0939035147975513E-002   1.4992276466369887E-008   8.1286574536307773E-008
   8.2843417904441011E-002   1.4435459241431411E-008   7.7362741665181528E-008
   8.4769944646446785E-002   1.3915420702208002E-008   7.3723448689595173E-008
   8.6718615373992863E-002   1.3433793480257983E-008   7.0367602082615210E-008
   8.8689430087079246E-002   1.2992153141887476E-008   6.7293861616134802E-008
   9.0682388785705906E-002   1.2591950218810423E-008   6.4500305828404082E-008
   9.2697491469872870E-002   1.2234425119279321E-008   6.1984032694374533E-008
   9.4734738139580110E-002   1.1920444726414595E-008   5.9740393726775683E-008
   9.6794128794827683E-002   1.1650187783096806E-008   5.7761527510907843E-008
   9.8875663435615532E-002   1.1422591546887194E-008   5.6033815252349460E-008
  0.10097934206194367        1.1234386592697369E-008   5.4533496989297301E-008
  0.10310516467381214        1.1078562442732727E-008   5.3219826147814171E-008
  0.10525313127122086        1.0942465551721785E-008   5.2026897356675949E-008
  0.10742324185416992        1.0806793643390379E-008   5.0860190572897141E-008
  0.10961549642265922        1.0648348078921635E-008   4.9610832335763727E-008
  0.11182989497668885        1.0448653284459874E-008   4.8196068341897158E-008
  0.11406643751625881        1.0203964851091014E-008   4.6603685916494493E-008
  0.11632512404136904        9.9265852192504602E-009   4.4894523345348742E-008
  0.11860595455201955        9.6365520520282014E-009   4.3161713414756284E-008
  0.12090892904821036        9.3528662773593137E-009   4.1490224961637082E-008
  0.12323404752994145        9.0891127891492109E-009   3.9938006936737566E-008
  0.12558130999721287        8.8537051161617573E-009   3.8538321936255716E-008
  0.12795071645002457        8.6515040380771429E-009   3.7307874361188042E-008
  0.13034226688837661        8.4852663696434295E-009   3.6253763477125469E-008
  0.13275596131226891        8.3566559626508063E-009   3.5378202117954796E-008
  0.13519179972170148        8.2667934741553481E-009   3.4681044191800386E-008
  0.13764978211667434        8.2165622687869380E-009   3.4161162281250821E-008
  0.14012990849718754        8.2068103150118336E-009   3.3817323199946155E-008
  0.14263217886324100        8.2384646586375117E-009   3.3648660200293365E-008
  0.14515659321483476        8.3125270067216146E-009   3.3654639092499128E-008
  0.14770315155196892        8.4300569545054750E-009   3.3834976527549838E-008
  0.15027185387464329        8.5921485516136775E-009   3.4189535984665707E-008
  0.15286270018285794        8.7999352884264614E-009   3.4718341196001167E-008
  0.15547569047661289        9.0544945572011077E-009   3.5421195636688166E-008
  0.15811082475590812        9.3568000288587432E-009   3.6297506997546314E-008
  0.16076810302074368        9.7079980921481562E-009   3.7347367089019733E-008
  0.16344752527111958        1.0110022032780995E-008   3.8573867032583299E-008
  0.16614909150703572        1.0565210816816807E-008   3.9981532216103585E-008
  0.16887280172849214        1.1076194246792506E-008   4.1575833146032018E-008
  0.17161865593548889        1.1645805111605294E-008   4.3362820383450960E-008
  0.17438665412802593        1.2277039397243110E-008   4.5348954460638245E-008
  0.17717679630610325        1.2973031538807337E-008   4.7540998985181858E-008
  0.17998908246972087        1.3737034784573952E-008   4.9945937361146049E-008
  0.18282351261887883        1.4572394808248809E-008   5.2570869041161284E-008
  0.18568008675357708        1.5482545982266374E-008   5.5422991705282837E-008
  0.18855880487381557        1.6471259748278930E-008   5.8510479778303526E-008
  0.19145966697959438        1.7543124477592073E-008   6.1844138925718118E-008
  0.19438267307091348        1.8703636215741244E-008   6.5437624245849148E-008
  0.19732782314777286        1.9959271524299727E-008   6.9307586489103963E-008
  0.20029511721017257        2.1317408130911214E-008   7.3473287205209145E-008
  0.20328455525811262        2.2786696879363513E-008   7.7957774918161907E-008
  0.20629613729159293        2.4376767931284451E-008   8.2786748631076403E-008
  0.20932986331061351        2.6098439307931037E-008   8.7989164529994399E-008
  0.21238573331517438        2.7962026640680869E-008   9.3591460976334216E-008
  0.21546374730527554        2.9977774881650621E-008   9.9619083368188093E-008
  0.21856390528091704        3.2156705272270161E-008   1.0609931400420695E-007
  0.22168620724209886        3.4510147501585171E-008   1.1305967446597975E-007
  0.22483065318882095        3.7048948710536096E-008   1.2052534400387976E-007
  0.22799724312108330        3.9783716365368876E-008   1.2852002574619291E-007
  0.23118597703888596        4.2725857829364487E-008   1.3706933283844057E-007
  0.23439685494222889        4.5887008521796914E-008   1.4619890088545209E-007
  0.23762987683111214        4.9278028630117691E-008   1.5593121246600288E-007
  0.24088504270553571        5.2908760299655855E-008   1.6628494089574860E-007
  0.24416235256549962        5.6786931313984511E-008   1.7727165610631584E-007
  0.24746180641100377        6.0919002754639862E-008   1.8889869065449856E-007
  0.25078340424204820        6.5309178823907429E-008   2.0116623054136277E-007
  0.25412714605863290        6.9957914641677488E-008   2.1406298510617407E-007
  0.25749303186075795        7.4862650546768795E-008   2.2756879545240749E-007
  0.26088106164842323        8.0016582715052601E-008   2.4165121056472400E-007
  0.26429123542162886        8.5409256484215049E-008   2.5626766536360653E-007
  0.26772355318037488        9.1033329370765096E-008   2.7138596763002600E-007
  0.27117801492466109        9.6885886850336490E-008   2.8698786410656859E-007
  0.27465462065448759        1.0296442013593163E-007   3.0305675932364114E-007
  0.27815337036985438        1.0926400953107909E-007   3.1956942532801534E-007
  0.28167426407076152        1.1577276292375358E-007   3.3648295199724658E-007
  0.28521730175720889        1.2247181514690725E-007   3.5373535834438548E-007
  0.28878248342919660        1.2933258965195771E-007   3.7123832281123700E-007
  0.29236980908672466        1.3631219250921071E-007   3.8886485397384255E-007
  0.29597927872979296        1.4335429980149336E-007   4.0645298913771107E-007
  0.29961089235840155        1.5038894620674041E-007   4.2380626150574349E-007
  0.30326464997255043        1.5732764952705499E-007   4.4068108620768202E-007
  0.30694055157223959        1.6406235529115447E-007   4.5678523680120447E-007
  0.31063859715746905        1.7046962447436736E-007   4.7179088717224273E-007
  0.31435878672823886        1.7641837021350080E-007   4.8535695292401740E-007
  0.31810112028454895        1.8177512255988530E-007   4.9714388125552137E-007
  0.32186559782639929        1.8640943685898962E-007   5.0682831088111443E-007
  0.32565221935378996        1.9019573268911652E-007   5.1410757070821210E-007
  0.32946098486672093        1.9300850289010171E-007   5.1868620498555168E-007
  0.33329189436519219        1.9473426502122589E-007   5.2030769829779158E-007
  0.33714494784920374        1.9527858260258059E-007   5.1877201224408316E-007
  0.34102014531875563        1.9457000212892753E-007   5.1394437577985180E-007
  0.34491748677384776        1.9256402416836549E-007   5.0576386625952633E-007
  0.34883697221448023        1.8924828093987007E-007   4.9425485134558859E-007
  0.35277860164065294        1.8465072080721757E-007   4.7954585540667939E-007
  0.35674237505236595        1.7884443493452533E-007   4.6187912341535902E-007
  0.36072829244961935        1.7194373486220416E-007   4.4159739696116107E-007
  0.36473635383241287        1.6409169531690577E-007   4.1910932863241121E-007
  0.36876655920074691        1.5544112891761867E-007   3.9483934967782327E-007
  0.37281890855462113        1.4614360005205284E-007   3.6919948605850164E-007
  0.37689340189403564        1.3633615363508578E-007   3.4255634949511083E-007
  0.38099003921899044        1.2613555080502657E-007   3.1521795633803982E-007
  0.38510882052948553        1.1563781519694065E-007   2.8743417068693145E-007
  0.38924974582552091        1.0492876568961716E-007   2.5942429612195231E-007
  0.39341281510709664        9.4126289170650254E-008   2.3148184641999690E-007
  0.39759802837421271        8.3425222032534594E-008   2.0408238070781968E-007
  0.40180538562686896        7.3020375428499329E-008   1.7769141120021694E-007
  0.40603488686506556        6.3076980185318047E-008   1.5269312026885153E-007
  0.41028653208880245        5.3729439616158628E-008   1.2938946947063260E-007
  0.41456032129807963        4.5094108297334586E-008   1.0803293851067280E-007
  0.41885625449289710        3.7283057717769299E-008   8.8860606379777258E-008
  0.42317433167325491        3.0391912098273137E-008   7.2065701369416683E-008
  0.42751455283915302        2.4512898531820942E-008   5.7829504050524043E-008
  0.43187691799059130        1.9889332899989156E-008   4.6684259222847754E-008
  0.43626142712757005        1.7365781390394760E-008   4.0555631985421396E-008
  0.44066808025008902        2.0518634123282359E-008   4.7678534985857548E-008
