 #   q  dGamma/dq   dGamma/dE1 
   5.9813672942532863E-002   2.3000928324032565E-008   1.4506925492419525E-007
   6.1452327872514777E-002   2.2077117093732389E-008   1.3737365182498042E-007
   6.3113126788036988E-002   2.1181086911174643E-008   1.3005248219282796E-007
   6.4796069689099525E-002   2.0314887363277536E-008   1.2310348238136482E-007
   6.6501156575702339E-002   1.9480201544206216E-008   1.1652231337318522E-007
   6.8228387447845443E-002   1.8678342439085270E-008   1.1030267161354378E-007
   6.9977762305528865E-002   1.7910237807096739E-008   1.0443632441804936E-007
   7.1749281148752564E-002   1.7176433049838324E-008   9.8913246312283286E-008
   7.3542943977516553E-002   1.6477146001508999E-008   9.3722040665606997E-008
   7.5358750791820847E-002   1.5812297415240563E-008   8.8850194095961574E-008
   7.7196701591665459E-002   1.5181522363717251E-008   8.4284206634742597E-008
   7.9056796377050348E-002   1.4584189986159541E-008   8.0009758437863632E-008
   8.0939035147975513E-002   1.4019439531199781E-008   7.6011953152439614E-008
   8.2843417904441011E-002   1.3487073602881200E-008   7.2280138339092058E-008
   8.4769944646446785E-002   1.2988427800277636E-008   6.8812270285176665E-008
   8.6718615373992863E-002   1.2524962832388696E-008   6.5607052987995419E-008
   8.8689430087079246E-002   1.2098086677054395E-008   6.2662975241640949E-008
   9.0682388785705906E-002   1.1709090981690766E-008   5.9977996749339987E-008
   9.2697491469872870E-002   1.1359078286545870E-008   5.7549208322155602E-008
   9.4734738139580110E-002   1.1048825160880926E-008   5.5372192940645761E-008
   9.6794128794827683E-002   1.0778515924993518E-008   5.3439786183667738E-008
   9.8875663435615532E-002   1.0547281609287083E-008   5.1739959945460183E-008
  0.10097934206194367        1.0352397793318813E-008   5.0252183262140241E-008
  0.10310516467381214        1.0188005132525527E-008   4.8941716468071172E-008
  0.10525313127122086        1.0043522445529166E-008   4.7752794733797167E-008
  0.10742324185416992        9.9028078966594057E-009   4.6605747592759344E-008
  0.10961549642265922        9.7464479346401739E-009   4.5408864433332053E-008
  0.11182989497668885        9.5589317775682907E-009   4.4092086959418049E-008
  0.11406643751625881        9.3370011068353622E-009   4.2644077408635073E-008
  0.11632512404136904        9.0907579489438987E-009   4.1114364703614901E-008
  0.11860595455201955        8.8367932199614169E-009   3.9579627070572467E-008
  0.12090892904821036        8.5909536930434995E-009   3.8110306593629502E-008
  0.12323404752994145        8.3646129445654737E-009   3.6754519121161779E-008
  0.12558130999721287        8.1648645357744469E-009   3.5539943325106317E-008
  0.12795071645002457        7.9958683878808630E-009   3.4480577239602794E-008
  0.13034226688837661        7.8600529862480554E-009   3.3582505188117655E-008
  0.13275596131226891        7.7589591151619017E-009   3.2847831121442058E-008
  0.13519179972170148        7.6936888031903456E-009   3.2276742151063213E-008
  0.13764978211667434        7.6651538401555959E-009   3.1868627739733159E-008
  0.14012990849718754        7.6742449431957671E-009   3.1622812225218276E-008
  0.14263217886324100        7.7219270733774777E-009   3.1538946994341544E-008
  0.14515659321483476        7.8092237343952096E-009   3.1616932632054274E-008
  0.14770315155196892        7.9371942275177273E-009   3.1856816843821713E-008
  0.15027185387464329        8.1069058934121723E-009   3.2258677687207688E-008
  0.15286270018285794        8.3194372159336016E-009   3.2822634525661439E-008
  0.15547569047661289        8.5757815637981692E-009   3.3548469722941341E-008
  0.15811082475590812        8.8767985518285772E-009   3.4435454060901467E-008
  0.16076810302074368        9.2235040032706187E-009   3.5483483472849220E-008
  0.16344752527111958        9.6177132421099668E-009   3.6695507740314537E-008
  0.16614909150703572        1.0061640771872492E-008   3.8075890925637420E-008
  0.16887280172849214        1.0557781681640155E-008   3.9629908956789659E-008
  0.17161865593548889        1.1108824239359949E-008   4.1363387549964873E-008
  0.17438665412802593        1.1717613215734134E-008   4.3282544831372398E-008
  0.17717679630610325        1.2387126051858448E-008   4.5393888490836263E-008
  0.17998908246972087        1.3120452325451546E-008   4.7704129768441160E-008
  0.18282351261887883        1.3920769607883778E-008   5.0220088436938337E-008
  0.18568008675357708        1.4791343055720400E-008   5.2948687149139218E-008
  0.18855880487381557        1.5735760249302571E-008   5.5897781707877837E-008
  0.19145966697959438        1.6758387688342735E-008   5.9077734852347519E-008
  0.19438267307091348        1.7864460328956394E-008   6.2501634916170670E-008
  0.19732782314777286        1.9060155452394103E-008   6.6185450250740981E-008
  0.20029511721017257        2.0352523208456390E-008   7.0147682769991673E-008
  0.20328455525811262        2.1749847324346631E-008   7.4410508516983534E-008
  0.20629613729159293        2.3261375381955127E-008   7.8998727066175012E-008
  0.20932986331061351        2.4897488552884502E-008   8.3940238372708882E-008
  0.21238573331517438        2.6668010209157866E-008   8.9260269610633135E-008
  0.21546374730527554        2.8582687623103904E-008   9.4983071707425034E-008
  0.21856390528091704        3.0652012101556444E-008   1.0113466007440247E-007
  0.22168620724209886        3.2886770829629988E-008   1.0774128404013506E-007
  0.22483065318882095        3.5297289789146230E-008   1.1482695575196318E-007
  0.22799724312108330        3.7893657951901722E-008   1.2241425237575794E-007
  0.23118597703888596        4.0686705764153898E-008   1.3052750483698038E-007
  0.23439685494222889        4.3687453426479403E-008   1.3919097973888910E-007
  0.23762987683111214        4.6906149591461965E-008   1.4842583969436892E-007
  0.24088504270553571        5.0352030407428819E-008   1.5824949125361944E-007
  0.24416235256549962        5.4032267888536416E-008   1.6867242849979741E-007
  0.24746180641100377        5.7952762741117042E-008   1.7970092264476588E-007
  0.25078340424204820        6.2117191653108676E-008   1.9133422777162474E-007
  0.25412714605863290        6.6525579853955977E-008   2.0356044462441829E-007
  0.25749303186075795        7.1174985262984075E-008   2.1635896597758441E-007
  0.26088106164842323        7.6058319644236396E-008   2.2969720015412395E-007
  0.26429123542162886        8.1165032774227087E-008   2.4353301169476800E-007
  0.26772355318037488        8.6487905483914687E-008   2.5783527945517731E-007
  0.27117801492466109        9.2024037341401029E-008   2.7258647034802952E-007
  0.27465462065448759        9.7770955793328284E-008   2.8777075595223960E-007
  0.27815337036985438        1.0372395343163676E-007   3.0336617092080663E-007
  0.28167426407076152        1.0987177996105191E-007   3.1933228445825908E-007
  0.28521730175720889        1.1619665082996471E-007   3.3561080049684366E-007
  0.28878248342919660        1.2267166785670729E-007   3.5211870692555795E-007
  0.29236980908672466        1.2925646614248799E-007   3.6873661780678339E-007
  0.29597927872979296        1.3589805235884471E-007   3.8531226252531411E-007
  0.29961089235840155        1.4253062232176344E-007   4.0166097123410973E-007
  0.30326464997255043        1.4907095628562975E-007   4.1755375571585268E-007
  0.30694055157223959        1.5541741688004822E-007   4.3271585030336295E-007
  0.31063859715746905        1.6145392212710499E-007   4.4683907407350872E-007
  0.31435878672823886        1.6705730607466210E-007   4.5960307275238579E-007
  0.31810112028454895        1.7210228649954051E-007   4.7068926417664170E-007
  0.32186559782639929        1.7646659266124153E-007   4.7979472816657219E-007
  0.32565221935378996        1.8003245858211169E-007   4.8663578631158502E-007
  0.32946098486672093        1.8268124565101320E-007   4.9093299315787166E-007
  0.33329189436519219        1.8430529137273090E-007   4.9244267272530038E-007
  0.33714494784920374        1.8481471513320724E-007   4.9097397361334563E-007
  0.34102014531875563        1.8414108572739560E-007   4.8639705157057326E-007
  0.34491748677384776        1.8224114643854448E-007   4.7865112506029902E-007
  0.34883697221448023        1.7910175326868072E-007   4.6775542688111483E-007
  0.35277860164065294        1.7474782182012441E-007   4.5382760126171149E-007
  0.35674237505236595        1.6924702272136942E-007   4.3709308888377759E-007
  0.36072829244961935        1.6270612464845595E-007   4.1787274873363359E-007
  0.36473635383241287        1.5525921235495202E-007   3.9655013697318369E-007
  0.36876655920074691        1.4704977030936457E-007   3.7352427947171062E-007
  0.37281890855462113        1.3822030262184271E-007   3.4918302732831905E-007
  0.37689340189403564        1.2889990651722950E-007   3.2387213699008063E-007
  0.38099003921899044        1.1919889146270343E-007   2.9788295785628636E-007
  0.38510882052948553        1.0920851502064546E-007   2.7145323433731731E-007
  0.38924974582552091        9.9011164680502443E-008   2.4479370872839409E-007
  0.39341281510709664        8.8720585613674795E-008   2.1818776830862903E-007
  0.39759802837421271        7.8524081123775083E-008   1.9209276317399940E-007
  0.40180538562686896        6.8608462745668696E-008   1.6695524357434719E-007
  0.40603488686506556        5.9131585730913922E-008   1.4314233663646368E-007
  0.41028653208880245        5.0220759509501630E-008   1.2093998142858761E-007
  0.41456032129807963        4.1984240071307592E-008   1.0058255939188829E-007
  0.41885625449289710        3.4523118510459974E-008   8.2282554939110650E-008
  0.42317433167325491        2.7917541247233239E-008   6.6198440689942604E-008
  0.42751455283915302        2.2237289515009090E-008   5.2461010370174513E-008
  0.43187691799059130        1.7685394692679231E-008   4.1511173574447196E-008
  0.43626142712757005        1.4992982174968553E-008   3.5014253247960832E-008
  0.44066808025008902        1.7194952888539048E-008   3.9955396541045852E-008
