 #   q  dGamma/dq   dGamma/dE1 
  0.11860595455201955        2.1059287923686483E-008   9.4323669417599057E-008
  0.12090892904821036        2.0437955761167480E-008   9.0664760634880219E-008
  0.12323404752994145        1.9845141415279077E-008   8.7200523735402241E-008
  0.12558130999721287        1.9302277508735567E-008   8.4018766716852617E-008
  0.12795071645002457        1.8821337241395078E-008   8.1163238440513103E-008
  0.13034226688837661        1.8408613446665582E-008   7.8651805230869897E-008
  0.13275596131226891        1.8067320542940087E-008   7.6488648181138549E-008
  0.13519179972170148        1.7799083638569734E-008   7.4671129522303596E-008
  0.13764978211667434        1.7604768994095430E-008   7.3193551129749433E-008
  0.14012990849718754        1.7484992619674476E-008   7.2049386286729635E-008
  0.14263217886324100        1.7440398552524883E-008   7.1232452764888285E-008
  0.14515659321483476        1.7471705531618628E-008   7.0737086751306565E-008
  0.14770315155196892        1.7579725477093476E-008   7.0558194575462436E-008
  0.15027185387464329        1.7765385054546683E-008   7.0691314047380292E-008
  0.15286270018285794        1.8029752036377779E-008   7.1132691589393566E-008
  0.15547569047661289        1.8373906985336589E-008   7.1878750362747959E-008
  0.15811082475590812        1.8798884560486120E-008   7.2925855182943067E-008
  0.16076810302074368        1.9306189287326994E-008   7.4272299145492829E-008
  0.16344752527111958        1.9898840775962460E-008   7.5922212207423186E-008
  0.16614909150703572        2.0580573562023765E-008   7.7882294935962040E-008
  0.16887280172849214        2.1355605040145986E-008   8.0160843345518740E-008
  0.17161865593548889        2.2228539507675333E-008   8.2767327533004109E-008
  0.17438665412802593        2.3204272634165562E-008   8.5711992030856144E-008
  0.17717679630610325        2.4287942007249567E-008   8.9005643967235828E-008
  0.17998908246972087        2.5484927350680100E-008   9.2659631796215439E-008
  0.18282351261887883        2.6800789538471463E-008   9.6685604224033758E-008
  0.18568008675357708        2.8241231468388966E-008   1.0109535855487086E-007
  0.18855880487381557        2.9812477189880877E-008   1.0590218176493302E-007
  0.19145966697959438        3.1522006819772990E-008   1.1112338463251055E-007
  0.19438267307091348        3.3378661272530699E-008   1.1678051631174640E-007
  0.19732782314777286        3.5392708036263920E-008   1.2289943399590230E-007
  0.20029511721017257        3.7575697812096125E-008   1.2950964865569124E-007
  0.20328455525811262        3.9941005508524288E-008   1.3664604106172563E-007
  0.20629613729159293        4.2503362563672550E-008   1.4434707679267207E-007
  0.20932986331061351        4.5279304060547922E-008   1.5265618329815119E-007
  0.21238573331517438        4.8284896470986316E-008   1.6161396532095625E-007
  0.21546374730527554        5.1536164235615044E-008   1.7125972363635562E-007
  0.21856390528091704        5.5050331503779419E-008   1.8163559851051980E-007
  0.22168620724209886        5.8845110185066552E-008   1.9278413693052856E-007
  0.22483065318882095        6.2937495004052945E-008   2.0474435848023777E-007
  0.22799724312108330        6.7344146729339781E-008   2.1755311625548011E-007
  0.23118597703888596        7.2082992582545250E-008   2.3125030612017792E-007
  0.23439685494222889        7.7172354866777773E-008   2.4587598589926912E-007
  0.23762987683111214        8.2629433422042028E-008   2.6146556786168057E-007
  0.24088504270553571        8.8469960974925590E-008   2.7804889300837344E-007
  0.24416235256549962        9.4706529426612155E-008   2.9564519383357869E-007
  0.24746180641100377        1.0134995376827461E-007   3.1426767837664380E-007
  0.25078340424204820        1.0840778641127213E-007   3.3391915418948182E-007
  0.25412714605863290        1.1588204136597012E-007   3.5458540784202393E-007
  0.25749303186075795        1.2377036631974531E-007   3.7623932589043722E-007
  0.26088106164842323        1.3206419077341515E-007   3.9883572241885942E-007
  0.26429123542162886        1.4074919622063798E-007   4.2231333466687232E-007
  0.26772355318037488        1.4981430504474030E-007   4.4662213741293400E-007
  0.27117801492466109        1.5925448265519124E-007   4.7173128421904076E-007
  0.27465462065448759        1.6906478918729046E-007   4.9761099085678077E-007
  0.27815337036985438        1.7923599738675614E-007   5.2421968522660740E-007
  0.28167426407076152        1.8974755310158821E-007   5.5148391719670184E-007
  0.28521730175720889        2.0056753868363314E-007   5.7929924598082510E-007
  0.28878248342919660        2.1164843569164778E-007   6.0751903679677014E-007
  0.29236980908672466        2.2292005505542174E-007   6.3593559065606032E-007
  0.29597927872979296        2.3429088893396874E-007   6.6428584469951871E-007
  0.29961089235840155        2.4564775326987569E-007   6.9225204768357648E-007
  0.30326464997255043        2.5684828586362833E-007   7.1944239900120322E-007
  0.30694055157223959        2.6771933770722158E-007   7.4538879350983082E-007
  0.31063859715746905        2.7806333490439816E-007   7.6956670649758182E-007
  0.31435878672823886        2.8767003875199518E-007   7.9142922183915212E-007
  0.31810112028454895        2.9632471058729816E-007   8.1043002286935953E-007
  0.32186559782639929        3.0381647227786984E-007   8.2604610612569352E-007
  0.32565221935378996        3.0994239093846695E-007   8.3778814283559506E-007
  0.32946098486672093        3.1450370448749362E-007   8.4518935949366098E-007
  0.33329189436519219        3.1732155955085975E-007   8.4784693773423565E-007
  0.33714494784920374        3.1824717110983316E-007   8.4544717166261047E-007
  0.34102014531875563        3.1716838036324423E-007   8.3778025121714927E-007
  0.34491748677384776        3.1401641160728742E-007   8.2475506569484757E-007
  0.34883697221448023        3.0877406090881023E-007   8.0641724625412863E-007
  0.35277860164065294        3.0148737039463728E-007   7.8297565424155945E-007
  0.35674237505236595        2.9227268669583350E-007   7.5481606334994308E-007
  0.36072829244961935        2.8131069566720224E-007   7.2248093856705368E-007
  0.36473635383241287        2.6882762427989274E-007   6.8661710705224301E-007
  0.36876655920074691        2.5506629348262092E-007   6.4789936965000854E-007
  0.37281890855462113        2.4026941886265448E-007   6.0698755147725565E-007
  0.37689340189403564        2.2465891031529768E-007   5.6447489640306851E-007
  0.38099003921899044        2.0842671781463028E-007   5.2086698489411839E-007
  0.38510882052948553        1.9173322075560685E-007   4.7658008072155473E-007
  0.38924974582552091        1.7472196051257133E-007   4.3197993729479792E-007
  0.39341281510709664        1.5758341783546978E-007   3.8753998321972107E-007
  0.39759802837421271        1.4062716916139920E-007   3.4401499660938566E-007
  0.40180538562686896        1.2416630910587444E-007   3.0215246852776431E-007
  0.40603488686506556        1.0847256503634815E-007   2.6258413719718904E-007
  0.41028653208880245        9.3775438357584228E-008   2.2582692663734356E-007
  0.41456032129807963        8.0283801703592006E-008   1.9233765430416246E-007
  0.41885625449289710        6.8211635812547472E-008   1.6257591762841486E-007
  0.42317433167325491        5.7770705814651556E-008   1.3698665683412727E-007
  0.42751455283915302        4.9209002435679359E-008   1.1609121630321422E-007
  0.43187691799059130        4.3100344458242653E-008   1.0116516543818956E-007
  0.43626142712757005        4.1323638080201365E-008   9.6506239518041933E-008
  0.44066808025008902        5.2567546113704769E-008   1.2214963098635406E-007
