 #   q  dGamma/dq   dGamma/dE1 
  0.10525313127122086        9.6603451151565091E-009   4.5930945028858732E-008
  0.10742324185416992        9.5041216368569324E-009   4.4729403894390370E-008
  0.10961549642265922        9.3377633491524083E-009   4.3504796093475723E-008
  0.11182989497668885        9.1474937327987992E-009   4.2194263806107056E-008
  0.11406643751625881        8.9303176942813513E-009   4.0786667440774508E-008
  0.11632512404136904        8.6950037108514754E-009   3.9324504697516793E-008
  0.11860595455201955        8.4560950204012702E-009   3.7874495764456567E-008
  0.12090892904821036        8.2276219964600239E-009   3.6498531830695774E-008
  0.12323404752994145        8.0197025626867192E-009   3.5238966003538306E-008
  0.12558130999721287        7.8386958565429173E-009   3.4120199455073597E-008
  0.12795071645002457        7.6883874412450023E-009   3.3154627384518466E-008
  0.13034226688837661        7.5710447020783705E-009   3.2347701527185809E-008
  0.13275596131226891        7.4881610836271731E-009   3.1701397962580634E-008
  0.13519179972170148        7.4408500358126088E-009   3.1216027075472963E-008
  0.13764978211667434        7.4300634377240770E-009   3.0891216369197367E-008
  0.14012990849718754        7.4567425809709309E-009   3.0726562964204564E-008
  0.14263217886324100        7.5219041631130804E-009   3.0721986162604046E-008
  0.14515659321483476        7.6266221752170449E-009   3.0877640047873850E-008
  0.14770315155196892        7.7720080513632930E-009   3.1193823648992357E-008
  0.15027185387464329        7.9591955504156556E-009   3.1670914561739114E-008
  0.15286270018285794        8.1893512449026798E-009   3.2309406987158453E-008
  0.15547569047661289        8.4635834422379118E-009   3.3109550511189855E-008
  0.15811082475590812        8.7828970828826655E-009   3.4071185377630287E-008
  0.16076810302074368        9.1484582948294800E-009   3.5194777233416231E-008
  0.16344752527111958        9.5621814427282277E-009   3.6483631224270775E-008
  0.16614909150703572        1.0026371784290311E-008   3.7942423814786988E-008
  0.16887280172849214        1.0543610350854227E-008   3.9576715154741309E-008
  0.17161865593548889        1.1116680395498935E-008   4.1392639721394370E-008
  0.17438665412802593        1.1748522191451642E-008   4.3396716472179632E-008
  0.17717679630610325        1.2442206568852681E-008   4.5595736670630854E-008
  0.17998908246972087        1.3200927234937939E-008   4.7996725284968847E-008
  0.18282351261887883        1.4027974048380095E-008   5.0606835479968812E-008
  0.18568008675357708        1.4926728945069558E-008   5.3433329082772432E-008
  0.18855880487381557        1.5900900131285245E-008   5.6484404338630069E-008
  0.19145966697959438        1.6954989453698086E-008   5.9770807908131169E-008
  0.19438267307091348        1.8094385846265526E-008   6.3306065639301646E-008
  0.19732782314777286        1.9325433969425345E-008   6.7106616824403751E-008
  0.20029511721017257        2.0655365439942801E-008   7.1191468867964940E-008
  0.20328455525811262        2.2092662149322197E-008   7.5583345506282210E-008
  0.20629613729159293        2.3646780728702924E-008   8.0307614924164373E-008
  0.20932986331061351        2.5328354624729650E-008   8.5392874878618801E-008
  0.21238573331517438        2.7147540135442320E-008   9.0865300138625759E-008
  0.21546374730527554        2.9114433677857364E-008   9.6750115951646582E-008
  0.21856390528091704        3.1239890594753460E-008   1.0307433344323535E-007
  0.22168620724209886        3.3535069563129931E-008   1.0986519393541568E-007
  0.22483065318882095        3.6010662027108888E-008   1.1714765410848135E-007
  0.22799724312108330        3.8677124625087931E-008   1.2494521645373496E-007
  0.23118597703888596        4.1545700905801778E-008   1.3328325737089944E-007
  0.23439685494222889        4.4627867413552337E-008   1.4218719796527578E-007
  0.23762987683111214        4.7934354978697851E-008   1.5167940557662457E-007
  0.24088504270553571        5.1474909755049136E-008   1.6177854627011577E-007
  0.24416235256549962        5.5257194947347005E-008   1.7249628098311196E-007
  0.24746180641100377        5.9287622668794947E-008   1.8384007924851233E-007
  0.25078340424204820        6.3570364321460812E-008   1.9581031020417741E-007
  0.25412714605863290        6.8105848352445399E-008   2.0839588024008156E-007
  0.25749303186075795        7.2891473742803686E-008   2.2157677770222341E-007
  0.26088106164842323        7.7920375804058872E-008   2.3532063607068873E-007
  0.26429123542162886        8.3182048328246997E-008   2.4958500053424811E-007
  0.26772355318037488        8.8669203479917201E-008   2.6433810288728051E-007
  0.27117801492466109        9.4378944943221846E-008   2.7956199511005042E-007
  0.27465462065448759        1.0030879035529103E-007   2.9524040339970354E-007
  0.27815337036985438        1.0645391698655916E-007   3.1135061967165378E-007
  0.28167426407076152        1.1280270218955716E-007   3.2785074198329281E-007
  0.28521730175720889        1.1933674779595251E-007   3.4468034293946548E-007
  0.28878248342919660        1.2602820220647306E-007   3.6175335652020858E-007
  0.29236980908672466        1.3283524698256706E-007   3.7894599132770080E-007
  0.29597927872979296        1.3970298628836839E-007   3.9610040610571537E-007
  0.29961089235840155        1.4656328328127977E-007   4.1302528362727801E-007
  0.30326464997255043        1.5332997831088625E-007   4.2948344803576318E-007
  0.30694055157223959        1.5989783255933754E-007   4.4519030084626782E-007
  0.31063859715746905        1.6614665072176121E-007   4.5982664645631943E-007
  0.31435878672823886        1.7194895661094520E-007   4.7306083566101179E-007
  0.31810112028454895        1.7717514402300763E-007   4.8456322031957799E-007
  0.32186559782639929        1.8169880836386668E-007   4.9402059082358527E-007
  0.32565221935378996        1.8539819075143049E-007   5.0113960031223025E-007
  0.32946098486672093        1.8815017453033921E-007   5.0563005532496530E-007
  0.33329189436519219        1.8984269947636896E-007   5.0723799426065222E-007
  0.33714494784920374        1.9038187187271729E-007   5.0576353765945249E-007
  0.34102014531875563        1.8969580696058059E-007   5.0106949699167510E-007
  0.34491748677384776        1.8773864173890449E-007   4.9309013821377693E-007
  0.34883697221448023        1.8449578956976094E-007   4.8184289228319259E-007
  0.35277860164065294        1.7999225144964484E-007   4.6744761033513508E-007
  0.35674237505236595        1.7429754603317715E-007   4.5013644290762851E-007
  0.36072829244961935        1.6752195241207252E-007   4.3024107960844374E-007
  0.36473635383241287        1.5980432856927755E-007   4.0815889390304155E-007
  0.36876655920074691        1.5129352651164854E-007   3.8430393573623167E-007
  0.37281890855462113        1.4213765837876595E-007   3.5907936032989585E-007
  0.37689340189403564        1.3247119445592799E-007   3.3284530607735670E-007
  0.38099003921899044        1.2240938005527406E-007   3.0590610158172980E-007
  0.38510882052948553        1.1204786909295251E-007   2.7851085110109141E-007
  0.38924974582552091        1.0147312560756725E-007   2.5088062375484936E-007
  0.39341281510709664        9.0803903514260598E-008   2.2331120702651067E-007
  0.39759802837421271        8.0234800188030573E-008   1.9627768004745236E-007
  0.40180538562686896        6.9959475605459059E-008   1.7024286542231836E-007
  0.40603488686506556        6.0141063867314039E-008   1.4558602316104460E-007
  0.41028653208880245        5.0910365376117990E-008   1.2260066759733916E-007
  0.41456032129807963        4.2377435559486682E-008   1.0152454639642201E-007
  0.41885625449289710        3.4643167445717371E-008   8.2568680107893012E-008
  0.42317433167325491        2.7782489041352731E-008   6.5878203124540509E-008
  0.42751455283915302        2.1852067742041825E-008   5.1552216004169950E-008
  0.43187691799059130        1.7028080424404668E-008   3.9968324960805514E-008
  0.43626142712757005        1.3968923687675189E-008   3.2622691462829269E-008
  0.44066808025008902        1.5368765193864667E-008   3.5711938942058923E-008
