 #   q  dGamma/dq   dGamma/dE1 
   7.7196701591665459E-002   1.4529548061121442E-008   8.0664600147065413E-008
   7.9056796377050348E-002   1.3939037976071849E-008   7.6470415043968970E-008
   8.0939035147975513E-002   1.3379793454403585E-008   7.2543858189344228E-008
   8.2843417904441011E-002   1.2851534181755723E-008   6.8874145413459726E-008
   8.4769944646446785E-002   1.2355459622571835E-008   6.5458825357432887E-008
   8.6718615373992863E-002   1.1892882375661670E-008   6.2296150067794286E-008
   8.8689430087079246E-002   1.1465058300484682E-008   5.9384155826048689E-008
   9.0682388785705906E-002   1.1073127672626602E-008   5.6720373647478838E-008
   9.2697491469872870E-002   1.0718052872009064E-008   5.4301541197203274E-008
   9.4734738139580110E-002   1.0400503551934534E-008   5.2123070188185871E-008
   9.6794128794827683E-002   1.0120628577769080E-008   5.0177986561783753E-008
   9.8875663435615532E-002   9.8776691080078904E-009   4.8455158678311062E-008
  0.10097934206194367        9.6692886354538310E-009   4.6936262904903616E-008
  0.10310516467381214        9.4905015083972732E-009   4.5591009026969325E-008
  0.10525313127122086        9.3323441965625825E-009   4.4371436338251385E-008
  0.10742324185416992        9.1811743684252163E-009   4.3209511856155744E-008
  0.10961549642265922        9.0205865908694902E-009   4.2027064255696764E-008
  0.11182989497668885        8.8374167037429365E-009   4.0763984393366324E-008
  0.11406643751625881        8.6287424084164350E-009   3.9409308727007192E-008
  0.11632512404136904        8.4028222757228269E-009   3.8003068778644878E-008
  0.11860595455201955        8.1734249843523150E-009   3.6608428500873839E-008
  0.12090892904821036        7.9538801973788775E-009   3.5284186571342113E-008
  0.12323404752994145        7.7538220769935039E-009   3.4070674121998920E-008
  0.12558130999721287        7.5793301371823018E-009   3.2991234862193503E-008
  0.12795071645002457        7.4340532115472860E-009   3.2057862076943014E-008
  0.13034226688837661        7.3202097348377928E-009   3.1275995445374897E-008
  0.13275596131226891        7.2392969001398356E-009   3.0647822534480563E-008
  0.13519179972170148        7.1924586747061873E-009   3.0173969862077605E-008
  0.13764978211667434        7.1806883205466939E-009   2.9854414898202099E-008
  0.14012990849718754        7.2049715768201996E-009   2.9689104914983405E-008
  0.14263217886324100        7.2663667949295820E-009   2.9678285615625450E-008
  0.14515659321483476        7.3659793162652606E-009   2.9822384366542964E-008
  0.14770315155196892        7.5049347057624271E-009   3.0121894903041243E-008
  0.15027185387464329        7.6843516981886854E-009   3.0577266829809090E-008
  0.15286270018285794        7.9053480962765495E-009   3.1188930768690294E-008
  0.15547569047661289        8.1689447233258886E-009   3.1956923422091246E-008
  0.15811082475590812        8.4760175702653732E-009   3.2880718420735365E-008
  0.16076810302074368        8.8275833913424060E-009   3.3960348394799330E-008
  0.16344752527111958        9.2254361259907361E-009   3.5198810179414550E-008
  0.16614909150703572        9.6717636912672637E-009   3.6600493668658236E-008
  0.16887280172849214        1.0169029612272509E-008   3.8170681101889559E-008
  0.17161865593548889        1.0719887982824179E-008   3.9915194585103585E-008
  0.17438665412802593        1.1327144978346433E-008   4.1840232418528241E-008
  0.17717679630610325        1.1993733433409994E-008   4.3952261064086376E-008
  0.17998908246972087        1.2722694647848944E-008   4.6257938478835954E-008
  0.18282351261887883        1.3517153843778875E-008   4.8764018123382444E-008
  0.18568008675357708        1.4380320881607500E-008   5.1477347837591964E-008
  0.18855880487381557        1.5315715921736771E-008   5.4405667837437666E-008
  0.19145966697959438        1.6327617000935101E-008   5.7559154609062292E-008
  0.19438267307091348        1.7421150389021976E-008   6.0950645101181444E-008
  0.19732782314777286        1.8602363683921513E-008   6.4595790901260947E-008
  0.20029511721017257        1.9878162539950747E-008   6.8512735527722018E-008
  0.20328455525811262        2.1256668949373751E-008   7.2723248228483374E-008
  0.20629613729159293        2.2746963318441219E-008   7.7251715226255703E-008
  0.20932986331061351        2.4359267083539308E-008   8.2125660234107388E-008
  0.21238573331517438        2.6103300458571751E-008   8.7370134418928418E-008
  0.21546374730527554        2.7988733099019860E-008   9.3009302623987870E-008
  0.21856390528091704        3.0025983684997918E-008   9.9069113091848982E-008
  0.22168620724209886        3.2225777673761398E-008   1.0557578558715654E-007
  0.22483065318882095        3.4598400119327479E-008   1.1255337118863904E-007
  0.22799724312108330        3.7153911248201093E-008   1.2002452426357922E-007
  0.23118597703888596        3.9903110430984537E-008   1.2801364332571958E-007
  0.23439685494222889        4.2856992507791344E-008   1.3654507891746501E-007
  0.23762987683111214        4.6025798906525332E-008   1.4564013268632626E-007
  0.24088504270553571        4.9418776929160060E-008   1.5531640420724461E-007
  0.24416235256549962        5.3043131132371562E-008   1.6558464215840390E-007
  0.24746180641100377        5.6904802993948425E-008   1.7645139105121573E-007
  0.25078340424204820        6.1007521064226613E-008   1.8791620516702415E-007
  0.25412714605863290        6.5351375246471709E-008   1.9996751672353771E-007
  0.25749303186075795        6.9933488915987191E-008   2.1258504365208320E-007
  0.26088106164842323        7.4746843231480936E-008   2.2573652285429445E-007
  0.26429123542162886        7.9780956819895591E-008   2.3938013730968312E-007
  0.26772355318037488        8.5028656755817461E-008   2.5348500872658928E-007
  0.27117801492466109        9.0487037726682321E-008   2.6803368922685214E-007
  0.27465462065448759        9.6153616324905108E-008   2.8301041585243168E-007
  0.27815337036985438        1.0202370544606602E-007   2.9839337819614089E-007
  0.28167426407076152        1.0808616414580190E-007   3.1414255532443864E-007
  0.28521730175720889        1.1432341033560031E-007   3.3020031975280987E-007
  0.28878248342919660        1.2070887455196028E-007   3.4648467379871583E-007
  0.29236980908672466        1.2720270231075805E-007   3.6287773931747688E-007
  0.29597927872979296        1.3375258114492518E-007   3.7922919986717247E-007
  0.29961089235840155        1.4029356791945801E-007   3.9535680003709433E-007
  0.30326464997255043        1.4674353365811012E-007   4.1103455114727927E-007
  0.30694055157223959        1.5300215908926203E-007   4.2599124794139924E-007
  0.31063859715746905        1.5895486095506642E-007   4.3992268476902553E-007
  0.31435878672823886        1.6448009146391271E-007   4.5251271686149537E-007
  0.31810112028454895        1.6945424567192833E-007   4.6344703390759874E-007
  0.32186559782639929        1.7375674879034434E-007   4.7242693812878936E-007
  0.32565221935378996        1.7727145667747787E-007   4.7917267469576237E-007
  0.32946098486672093        1.7988100649848767E-007   4.8340770076232137E-007
  0.33329189436519219        1.8147866913478594E-007   4.8489026118425904E-007
  0.33714494784920374        1.8197513866067936E-007   4.8343042848442487E-007
  0.34102014531875563        1.8130217679928773E-007   4.7889825288121802E-007
  0.34491748677384776        1.7941635108503356E-007   4.7123188137989858E-007
  0.34883697221448023        1.7630397976056181E-007   4.6044855401291002E-007
  0.35277860164065294        1.7198904709949234E-007   4.4666294478218955E-007
  0.35674237505236595        1.6653789059196539E-007   4.3009655262810035E-007
  0.36072829244961935        1.6005560970481590E-007   4.1106551902761315E-007
  0.36473635383241287        1.5267444650712907E-007   3.8994834352433843E-007
  0.36876655920074691        1.4453611022450396E-007   3.6713927750904813E-007
  0.37281890855462113        1.3578155020499793E-007   3.4302205867418482E-007
  0.37689340189403564        1.2653874567118220E-007   3.1793951663643879E-007
  0.38099003921899044        1.1691744910314613E-007   2.9218153907710084E-007
  0.38510882052948553        1.0700896518446586E-007   2.6598594163578945E-007
  0.38924974582552091        9.6896232708116544E-008   2.3956478285019407E-007
  0.39341281510709664        8.6693468615377243E-008   2.1320254271639785E-007
  0.39759802837421271        7.6587383394269414E-008   1.8735503669609077E-007
  0.40180538562686896        6.6763683711797735E-008   1.6246606657467424E-007
  0.40603488686506556        5.7378721752602499E-008   1.3889910448633703E-007
  0.41028653208880245        4.8557555436840359E-008   1.1693470807899700E-007
  0.41456032129807963        4.0404678497422289E-008   9.6798369287491459E-008
  0.41885625449289710        3.3014603522879755E-008   7.8687153576269304E-008
  0.42317433167325491        2.6455813895724029E-008   6.2732373584432761E-008
  0.42751455283915302        2.0779114572305709E-008   4.9020962933680124E-008
  0.43187691799059130        1.6153709242414967E-008   3.7916000173330251E-008
  0.43626142712757005        1.3218210827478970E-008   3.0869494540652139E-008
  0.44066808025008902        1.4564541838153767E-008   3.3843189240138120E-008
