 #     E1  dGamma/dq   dGamma/dE1 
  0.3942547E-01  0.6496280E-06  0.5046689E-05
  0.4076183E-01  0.6271677E-06  0.4791672E-05
  0.4212047E-01  0.6056549E-06  0.4552069E-05
  0.4350137E-01  0.5851090E-06  0.4327286E-05
  0.4490456E-01  0.5655313E-06  0.4116629E-05
  0.4633001E-01  0.5469052E-06  0.3919323E-05
  0.4777773E-01  0.5291983E-06  0.3734530E-05
  0.4924773E-01  0.5123644E-06  0.3561362E-05
  0.5074000E-01  0.4963452E-06  0.3398903E-05
  0.5225455E-01  0.4810736E-06  0.3246233E-05
  0.5379136E-01  0.4665277E-06  0.3102783E-05
  0.5535045E-01  0.4527653E-06  0.2968539E-05
  0.5693182E-01  0.4398441E-06  0.2843489E-05
  0.5853545E-01  0.4278134E-06  0.2727566E-05
  0.6016136E-01  0.4167142E-06  0.2620654E-05
  0.6180954E-01  0.4065793E-06  0.2522596E-05
  0.6347999E-01  0.3974340E-06  0.2433194E-05
  0.6517272E-01  0.3892959E-06  0.2352216E-05
  0.6688771E-01  0.3821759E-06  0.2279399E-05
  0.6862498E-01  0.3760790E-06  0.2214462E-05
  0.7038453E-01  0.3710048E-06  0.2157104E-05
  0.7216634E-01  0.3669486E-06  0.2107018E-05
  0.7397043E-01  0.3639026E-06  0.2063889E-05
  0.7579680E-01  0.3618562E-06  0.2027407E-05
  0.7764543E-01  0.3607980E-06  0.1997268E-05
  0.7951634E-01  0.3607158E-06  0.1973182E-05
  0.8140952E-01  0.3615981E-06  0.1954874E-05
  0.8332497E-01  0.3634374E-06  0.1942103E-05
  0.8526269E-01  0.3662292E-06  0.1934656E-05
  0.8722269E-01  0.3699661E-06  0.1932313E-05
  0.8920496E-01  0.3746371E-06  0.1934846E-05
  0.9120951E-01  0.3802279E-06  0.1942022E-05
  0.9323632E-01  0.3867193E-06  0.1953591E-05
  0.9528541E-01  0.3940851E-06  0.1969278E-05
  0.9735677E-01  0.4022876E-06  0.1988767E-05
  0.9945041E-01  0.4112639E-06  0.2011628E-05
  0.1015663E+00  0.4208991E-06  0.2037199E-05
  0.1037045E+00  0.4309808E-06  0.2064379E-05
  0.1058649E+00  0.4411362E-06  0.2091351E-05
  0.1080477E+00  0.4507877E-06  0.2115410E-05
  0.1102527E+00  0.4592092E-06  0.2133272E-05
  0.1124799E+00  0.4657669E-06  0.2142206E-05
  0.1147295E+00  0.4703268E-06  0.2141867E-05
  0.1170013E+00  0.4732932E-06  0.2134348E-05
  0.1192954E+00  0.4752317E-06  0.2122383E-05
  0.1216117E+00  0.4766125E-06  0.2108181E-05
  0.1239504E+00  0.4777369E-06  0.2093125E-05
  0.1263113E+00  0.4787655E-06  0.2077935E-05
  0.1286945E+00  0.4797678E-06  0.2062915E-05
  0.1310999E+00  0.4807590E-06  0.2048125E-05
  0.1335276E+00  0.4817249E-06  0.2033498E-05
  0.1359776E+00  0.4826390E-06  0.2018919E-05
  0.1384499E+00  0.4834752E-06  0.2004279E-05
  0.1409445E+00  0.4842129E-06  0.1989494E-05
  0.1434613E+00  0.4848375E-06  0.1974509E-05
  0.1460004E+00  0.4853377E-06  0.1959284E-05
  0.1485617E+00  0.4857064E-06  0.1943796E-05
  0.1511454E+00  0.4859394E-06  0.1928035E-05
  0.1537513E+00  0.4860347E-06  0.1912001E-05
  0.1563794E+00  0.4859930E-06  0.1895704E-05
  0.1590299E+00  0.4858207E-06  0.1879174E-05
  0.1617026E+00  0.4855227E-06  0.1862435E-05
  0.1643976E+00  0.4850900E-06  0.1845461E-05
  0.1671149E+00  0.4845145E-06  0.1828224E-05
  0.1698544E+00  0.4837905E-06  0.1810711E-05
  0.1726162E+00  0.4829154E-06  0.1792918E-05
  0.1754003E+00  0.4818874E-06  0.1774846E-05
  0.1782067E+00  0.4807061E-06  0.1756499E-05
  0.1810353E+00  0.4793737E-06  0.1737892E-05
  0.1838862E+00  0.4778935E-06  0.1719043E-05
  0.1867594E+00  0.4762670E-06  0.1699963E-05
  0.1896549E+00  0.4744942E-06  0.1680657E-05
  0.1925726E+00  0.4725729E-06  0.1661123E-05
  0.1955126E+00  0.4704963E-06  0.1641342E-05
  0.1984748E+00  0.4682534E-06  0.1621281E-05
  0.2014594E+00  0.4658287E-06  0.1600895E-05
  0.2044662E+00  0.4632018E-06  0.1580119E-05
  0.2074953E+00  0.4603487E-06  0.1558881E-05
  0.2105467E+00  0.4572453E-06  0.1537111E-05
  0.2136203E+00  0.4538737E-06  0.1514761E-05
  0.2167162E+00  0.4502193E-06  0.1491793E-05
  0.2198344E+00  0.4462684E-06  0.1468178E-05
  0.2229748E+00  0.4420092E-06  0.1443888E-05
  0.2261375E+00  0.4374347E-06  0.1418918E-05
  0.2293225E+00  0.4325457E-06  0.1393282E-05
  0.2325298E+00  0.4273502E-06  0.1367020E-05
  0.2357594E+00  0.4218638E-06  0.1340195E-05
  0.2390112E+00  0.4161094E-06  0.1312891E-05
  0.2422853E+00  0.4101170E-06  0.1285211E-05
  0.2455816E+00  0.4039201E-06  0.1257268E-05
  0.2489003E+00  0.3975569E-06  0.1229184E-05
  0.2522412E+00  0.3910686E-06  0.1201089E-05
  0.2556043E+00  0.3844986E-06  0.1173116E-05
  0.2589898E+00  0.3778965E-06  0.1145412E-05
  0.2623975E+00  0.3713152E-06  0.1118132E-05
  0.2658275E+00  0.3647997E-06  0.1091402E-05
  0.2692798E+00  0.3583614E-06  0.1065245E-05
  0.2727543E+00  0.3519974E-06  0.1039642E-05
  0.2762511E+00  0.3457000E-06  0.1014560E-05
  0.2797702E+00  0.3394604E-06  0.9899622E-06
  0.2833116E+00  0.3332738E-06  0.9658269E-06
  0.2868752E+00  0.3271409E-06  0.9421468E-06
  0.2904611E+00  0.3210701E-06  0.9189379E-06
  0.2940693E+00  0.3150797E-06  0.8962430E-06
  0.2976997E+00  0.3091921E-06  0.8741168E-06
  0.3013525E+00  0.3034305E-06  0.8526134E-06
  0.3050275E+00  0.2978142E-06  0.8317755E-06
  0.3087247E+00  0.2923531E-06  0.8116190E-06
  0.3124443E+00  0.2870440E-06  0.7921226E-06
  0.3161861E+00  0.2818692E-06  0.7732261E-06
  0.3199502E+00  0.2768010E-06  0.7548432E-06
  0.3237365E+00  0.2718060E-06  0.7368743E-06
  0.3275452E+00  0.2668572E-06  0.7192396E-06
  0.3313761E+00  0.2619626E-06  0.7019546E-06
  0.3352293E+00  0.2571489E-06  0.6850842E-06
  0.3391047E+00  0.2524579E-06  0.6687322E-06
  0.3430024E+00  0.2479515E-06  0.6530528E-06
  0.3469224E+00  0.2437123E-06  0.6382511E-06
  0.3508647E+00  0.2398393E-06  0.6245695E-06
  0.3548292E+00  0.2364382E-06  0.6122634E-06
  0.3588160E+00  0.2336087E-06  0.6015662E-06
  0.3628251E+00  0.2314274E-06  0.5926473E-06
  0.3668565E+00  0.2299353E-06  0.5855820E-06
  0.3709101E+00  0.2291391E-06  0.5803568E-06
  0.3749860E+00  0.2290281E-06  0.5769145E-06
  0.3790842E+00  0.2296050E-06  0.5752328E-06
  0.3832047E+00  0.2309182E-06  0.5754041E-06
  0.3873474E+00  0.2330777E-06  0.5776712E-06
  0.3915124E+00  0.2362319E-06  0.5823661E-06
  0.3956996E+00  0.2404848E-06  0.5897053E-06
  0.3999092E+00  0.2458587E-06  0.5997015E-06
  0.4041410E+00  0.2523480E-06  0.6122991E-06
  0.4083951E+00  0.2599537E-06  0.6274598E-06
  0.4126714E+00  0.2687591E-06  0.6453439E-06
  0.4169701E+00  0.2791249E-06  0.6667705E-06
  0.4212910E+00  0.2920727E-06  0.6941130E-06
  0.4256342E+00  0.3097202E-06  0.7322875E-06
  0.4299996E+00  0.3363020E-06  0.7910896E-06
  0.4343873E+00  0.3809429E-06  0.8915621E-06
  0.4387973E+00  0.4689508E-06  0.1092007E-05
  0.4432296E+00  0.7316101E-06  0.1695101E-05
