 #     E1  dGamma/dq   dGamma/dE1 
  0.2784088E-05  0.2489641E-10  0.2301577E-07
  0.2505679E-04  0.2237094E-09  0.6893691E-07
  0.6960220E-04  0.6194295E-09  0.1145277E-06
  0.1364203E-03  0.1208275E-08  0.1595719E-06
  0.2255111E-03  0.1984657E-08  0.2038598E-06
  0.3368746E-03  0.2941289E-08  0.2471917E-06
  0.4705109E-03  0.4069349E-08  0.2893813E-06
  0.6264198E-03  0.5358683E-08  0.3302597E-06
  0.8046014E-03  0.6798068E-08  0.3696795E-06
  0.1005056E-02  0.8375528E-08  0.4075185E-06
  0.1227783E-02  0.1007869E-07  0.4436837E-06
  0.1472783E-02  0.1189516E-07  0.4781139E-06
  0.1740055E-02  0.1381298E-07  0.5107825E-06
  0.2029600E-02  0.1582094E-07  0.5416980E-06
  0.2341418E-02  0.1790900E-07  0.5709026E-06
  0.2675509E-02  0.2006850E-07  0.5984694E-06
  0.3031872E-02  0.2229229E-07  0.6244958E-06
  0.3410508E-02  0.2457463E-07  0.6490942E-06
  0.3811416E-02  0.2691014E-07  0.6723618E-06
  0.4234598E-02  0.2929312E-07  0.6943682E-06
  0.4680052E-02  0.3171795E-07  0.7151711E-06
  0.5147779E-02  0.3417891E-07  0.7348159E-06
  0.5637778E-02  0.3667008E-07  0.7533350E-06
  0.6150050E-02  0.3918523E-07  0.7707496E-06
  0.6684595E-02  0.4171785E-07  0.7870724E-06
  0.7241413E-02  0.4426131E-07  0.8023112E-06
  0.7820503E-02  0.4680906E-07  0.8164748E-06
  0.8421866E-02  0.4935501E-07  0.8295782E-06
  0.9045502E-02  0.5189397E-07  0.8416486E-06
  0.9691410E-02  0.5442211E-07  0.8527312E-06
  0.1035959E-01  0.5693749E-07  0.8628936E-06
  0.1105005E-01  0.5944056E-07  0.8722303E-06
  0.1176277E-01  0.6193473E-07  0.8808657E-06
  0.1249777E-01  0.6442688E-07  0.8889576E-06
  0.1325504E-01  0.6692797E-07  0.8967003E-06
  0.1403459E-01  0.6944902E-07  0.9042668E-06
  0.1483640E-01  0.7199733E-07  0.9117637E-06
  0.1566049E-01  0.7458032E-07  0.9192883E-06
  0.1650686E-01  0.7720579E-07  0.9269321E-06
  0.1737549E-01  0.7988172E-07  0.9347793E-06
  0.1826640E-01  0.8261611E-07  0.9429062E-06
  0.1917958E-01  0.8541671E-07  0.9513790E-06
  0.2011504E-01  0.8829083E-07  0.9602526E-06
  0.2107276E-01  0.9124495E-07  0.9695681E-06
  0.2205276E-01  0.9428437E-07  0.9793512E-06
  0.2305503E-01  0.9741286E-07  0.9896091E-06
  0.2407958E-01  0.1006321E-06  0.1000328E-05
  0.2512639E-01  0.1039411E-06  0.1011469E-05
  0.2619548E-01  0.1073359E-06  0.1022968E-05
  0.2728685E-01  0.1108084E-06  0.1034728E-05
  0.2840048E-01  0.1143464E-06  0.1046622E-05
  0.2953639E-01  0.1179323E-06  0.1058484E-05
  0.3069457E-01  0.1215515E-06  0.1070188E-05
  0.3187502E-01  0.1251986E-06  0.1081694E-05
  0.3307775E-01  0.1288687E-06  0.1092974E-05
  0.3430275E-01  0.1325572E-06  0.1104000E-05
  0.3555002E-01  0.1362595E-06  0.1114749E-05
  0.3681956E-01  0.1399717E-06  0.1125204E-05
  0.3811138E-01  0.1436902E-06  0.1135351E-05
  0.3942547E-01  0.1474121E-06  0.1145183E-05
  0.4076183E-01  0.1511358E-06  0.1154704E-05
  0.4212047E-01  0.1548608E-06  0.1163926E-05
  0.4350137E-01  0.1585883E-06  0.1172870E-05
  0.4490456E-01  0.1623207E-06  0.1181569E-05
  0.4633001E-01  0.1660625E-06  0.1190065E-05
  0.4777773E-01  0.1698199E-06  0.1198411E-05
  0.4924773E-01  0.1736014E-06  0.1206675E-05
  0.5074000E-01  0.1774180E-06  0.1214934E-05
  0.5225455E-01  0.1812834E-06  0.1223281E-05
  0.5379136E-01  0.1852088E-06  0.1231787E-05
  0.5535045E-01  0.1891978E-06  0.1240468E-05
  0.5693182E-01  0.1932532E-06  0.1249337E-05
  0.5853545E-01  0.1973780E-06  0.1258403E-05
  0.6016136E-01  0.2015752E-06  0.1267677E-05
  0.6180954E-01  0.2058478E-06  0.1277170E-05
  0.6347999E-01  0.2101995E-06  0.1286896E-05
  0.6517272E-01  0.2146338E-06  0.1296867E-05
  0.6688771E-01  0.2191547E-06  0.1307097E-05
  0.6862498E-01  0.2237668E-06  0.1317604E-05
  0.7038453E-01  0.2284752E-06  0.1328405E-05
  0.7216634E-01  0.2332856E-06  0.1339525E-05
  0.7397043E-01  0.2382045E-06  0.1350987E-05
  0.7579680E-01  0.2432385E-06  0.1362816E-05
  0.7764543E-01  0.2483947E-06  0.1375038E-05
  0.7951634E-01  0.2536805E-06  0.1387680E-05
  0.8140952E-01  0.2591036E-06  0.1400768E-05
  0.8332497E-01  0.2646746E-06  0.1414343E-05
  0.8526269E-01  0.2704094E-06  0.1428475E-05
  0.8722269E-01  0.2763267E-06  0.1443240E-05
  0.8920496E-01  0.2824478E-06  0.1458727E-05
  0.9120951E-01  0.2887970E-06  0.1475037E-05
  0.9323632E-01  0.2953999E-06  0.1492272E-05
  0.9528541E-01  0.3022779E-06  0.1510509E-05
  0.9735677E-01  0.3094382E-06  0.1529752E-05
  0.9945041E-01  0.3168550E-06  0.1549843E-05
  0.1015663E+00  0.3244378E-06  0.1570315E-05
  0.1037045E+00  0.3319775E-06  0.1590158E-05
  0.1058649E+00  0.3390725E-06  0.1607484E-05
  0.1080477E+00  0.3450714E-06  0.1619316E-05
  0.1102527E+00  0.3491427E-06  0.1621955E-05
  0.1124799E+00  0.3505742E-06  0.1612400E-05
  0.1147295E+00  0.3492770E-06  0.1590606E-05
  0.1170013E+00  0.3458375E-06  0.1559578E-05
  0.1192954E+00  0.3410585E-06  0.1523166E-05
  0.1216117E+00  0.3356275E-06  0.1484568E-05
  0.1239504E+00  0.3300031E-06  0.1445854E-05
  0.1263113E+00  0.3244485E-06  0.1408169E-05
  0.1286945E+00  0.3191014E-06  0.1372079E-05
  0.1310999E+00  0.3140300E-06  0.1337828E-05
  0.1335276E+00  0.3092679E-06  0.1305508E-05
  0.1359776E+00  0.3048321E-06  0.1275138E-05
  0.1384499E+00  0.3007329E-06  0.1246708E-05
  0.1409445E+00  0.2969783E-06  0.1220200E-05
  0.1434613E+00  0.2935767E-06  0.1195596E-05
  0.1460004E+00  0.2905363E-06  0.1172880E-05
  0.1485617E+00  0.2878668E-06  0.1152042E-05
  0.1511454E+00  0.2855780E-06  0.1133072E-05
  0.1537513E+00  0.2836809E-06  0.1115966E-05
  0.1563794E+00  0.2821874E-06  0.1100723E-05
  0.1590299E+00  0.2811120E-06  0.1087352E-05
  0.1617026E+00  0.2804704E-06  0.1075867E-05
  0.1643976E+00  0.2802783E-06  0.1066282E-05
  0.1671149E+00  0.2805554E-06  0.1058623E-05
  0.1698544E+00  0.2813250E-06  0.1052932E-05
  0.1726162E+00  0.2826146E-06  0.1049262E-05
  0.1754003E+00  0.2844545E-06  0.1047678E-05
  0.1782067E+00  0.2868785E-06  0.1048253E-05
  0.1810353E+00  0.2899238E-06  0.1051072E-05
  0.1838862E+00  0.2936308E-06  0.1056227E-05
  0.1867594E+00  0.2980414E-06  0.1063814E-05
  0.1896549E+00  0.3032002E-06  0.1073934E-05
  0.1925726E+00  0.3091569E-06  0.1086706E-05
  0.1955126E+00  0.3159663E-06  0.1102259E-05
  0.1984748E+00  0.3236899E-06  0.1120744E-05
  0.2014594E+00  0.3323940E-06  0.1142325E-05
  0.2044662E+00  0.3421524E-06  0.1167183E-05
  0.2074953E+00  0.3530442E-06  0.1195516E-05
  0.2105467E+00  0.3651582E-06  0.1227544E-05
  0.2136203E+00  0.3785934E-06  0.1263520E-05
  0.2167162E+00  0.3934543E-06  0.1303704E-05
  0.2198344E+00  0.4098540E-06  0.1348378E-05
  0.2229748E+00  0.4279123E-06  0.1397839E-05
  0.2261375E+00  0.4477515E-06  0.1452382E-05
  0.2293225E+00  0.4694988E-06  0.1512312E-05
  0.2325298E+00  0.4932967E-06  0.1577971E-05
  0.2357594E+00  0.5193016E-06  0.1649740E-05
  0.2390112E+00  0.5476769E-06  0.1728007E-05
  0.2422853E+00  0.5785914E-06  0.1813171E-05
  0.2455816E+00  0.6122096E-06  0.1905603E-05
  0.2489003E+00  0.6486984E-06  0.2005674E-05
  0.2522412E+00  0.6882172E-06  0.2113722E-05
  0.2556043E+00  0.7309034E-06  0.2230007E-05
  0.2589898E+00  0.7768776E-06  0.2354732E-05
  0.2623975E+00  0.8262295E-06  0.2488004E-05
  0.2658275E+00  0.8790030E-06  0.2629787E-05
  0.2692798E+00  0.9352119E-06  0.2779959E-05
  0.2727543E+00  0.9948940E-06  0.2938470E-05
  0.2762511E+00  0.1058084E-05  0.3105264E-05
  0.2797702E+00  0.1124789E-05  0.3280203E-05
  0.2833116E+00  0.1194935E-05  0.3462919E-05
  0.2868752E+00  0.1268364E-05  0.3652815E-05
  0.2904611E+00  0.1344802E-05  0.3848972E-05
  0.2940693E+00  0.1423799E-05  0.4049990E-05
  0.2976997E+00  0.1504736E-05  0.4254036E-05
  0.3013525E+00  0.1586821E-05  0.4458830E-05
  0.3050275E+00  0.1669023E-05  0.4661472E-05
  0.3087247E+00  0.1750046E-05  0.4858409E-05
  0.3124443E+00  0.1828383E-05  0.5045580E-05
  0.3161861E+00  0.1902395E-05  0.5218666E-05
  0.3199502E+00  0.1970381E-05  0.5373278E-05
  0.3237365E+00  0.2030644E-05  0.5505138E-05
  0.3275452E+00  0.2081555E-05  0.5610253E-05
  0.3313761E+00  0.2121649E-05  0.5685166E-05
  0.3352293E+00  0.2149671E-05  0.5727054E-05
  0.3391047E+00  0.2164634E-05  0.5733869E-05
  0.3430024E+00  0.2165879E-05  0.5704477E-05
  0.3469224E+00  0.2153140E-05  0.5638795E-05
  0.3508647E+00  0.2126600E-05  0.5537914E-05
  0.3548292E+00  0.2086952E-05  0.5404219E-05
  0.3588160E+00  0.2035422E-05  0.5241419E-05
  0.3628251E+00  0.1973695E-05  0.5054307E-05
  0.3668565E+00  0.1903733E-05  0.4848284E-05
  0.3709101E+00  0.1827511E-05  0.4628667E-05
  0.3749860E+00  0.1746876E-05  0.4400324E-05
  0.3790842E+00  0.1663373E-05  0.4167275E-05
  0.3832047E+00  0.1578190E-05  0.3932550E-05
  0.3873474E+00  0.1492143E-05  0.3698200E-05
  0.3915124E+00  0.1405785E-05  0.3465585E-05
  0.3956996E+00  0.1319858E-05  0.3236493E-05
  0.3999092E+00  0.1235827E-05  0.3014444E-05
  0.4041410E+00  0.1155200E-05  0.2802987E-05
  0.4083951E+00  0.1079310E-05  0.2605171E-05
  0.4126714E+00  0.1009435E-05  0.2423854E-05
  0.4169701E+00  0.9471392E-06  0.2262516E-05
  0.4212910E+00  0.8947960E-06  0.2126489E-05
  0.4256342E+00  0.8559066E-06  0.2023664E-05
  0.4299996E+00  0.8316313E-06  0.1956262E-05
  0.4343873E+00  0.8165725E-06  0.1911113E-05
  0.4387973E+00  0.8068435E-06  0.1878830E-05
  0.4432296E+00  0.8319099E-06  0.1927490E-05
