    1      180.00      0.1607E-01     0.1659E-03
    2      178.64      0.1610E-01     0.1661E-03
    3      177.27      0.1619E-01     0.1667E-03
    4      175.91      0.1635E-01     0.1676E-03
    5      174.54      0.1656E-01     0.1689E-03
    6      173.18      0.1684E-01     0.1706E-03
    7      171.82      0.1717E-01     0.1727E-03
    8      170.46      0.1756E-01     0.1751E-03
    9      169.10      0.1800E-01     0.1778E-03
   10      167.74      0.1849E-01     0.1808E-03
   11      166.39      0.1904E-01     0.1842E-03
   12      165.03      0.1962E-01     0.1878E-03
   13      163.68      0.2026E-01     0.1917E-03
   14      162.33      0.2093E-01     0.1958E-03
   15      160.99      0.2163E-01     0.2002E-03
   16      159.64      0.2237E-01     0.2048E-03
   17      158.31      0.2314E-01     0.2095E-03
   18      156.97      0.2393E-01     0.2144E-03
   19      155.64      0.2474E-01     0.2194E-03
   20      154.31      0.2556E-01     0.2246E-03
   21      152.98      0.2640E-01     0.2298E-03
   22      151.66      0.2725E-01     0.2351E-03
   23      150.34      0.2810E-01     0.2404E-03
   24      149.03      0.2895E-01     0.2457E-03
   25      147.72      0.2979E-01     0.2510E-03
   26      146.41      0.3062E-01     0.2563E-03
   27      145.11      0.3144E-01     0.2615E-03
   28      143.82      0.3224E-01     0.2666E-03
   29      142.53      0.3302E-01     0.2716E-03
   30      141.24      0.3378E-01     0.2765E-03
   31      139.96      0.3451E-01     0.2812E-03
   32      138.69      0.3521E-01     0.2858E-03
   33      137.42      0.3587E-01     0.2902E-03
   34      136.15      0.3650E-01     0.2945E-03
   35      134.89      0.3708E-01     0.2985E-03
   36      133.64      0.3763E-01     0.3023E-03
   37      132.39      0.3812E-01     0.3059E-03
   38      131.15      0.3858E-01     0.3092E-03
   39      129.91      0.3898E-01     0.3123E-03
   40      128.68      0.3933E-01     0.3151E-03
   41      127.45      0.3964E-01     0.3177E-03
   42      126.24      0.3989E-01     0.3200E-03
   43      125.02      0.4009E-01     0.3221E-03
   44      123.81      0.4023E-01     0.3239E-03
   45      122.61      0.4032E-01     0.3254E-03
   46      121.42      0.4036E-01     0.3266E-03
   47      120.23      0.4035E-01     0.3276E-03
   48      119.04      0.4028E-01     0.3283E-03
   49      117.87      0.4016E-01     0.3288E-03
   50      116.69      0.3999E-01     0.3290E-03
   51      115.53      0.3977E-01     0.3289E-03
   52      114.37      0.3950E-01     0.3286E-03
   53      113.21      0.3918E-01     0.3281E-03
   54      112.07      0.3881E-01     0.3273E-03
   55      110.92      0.3840E-01     0.3263E-03
   56      109.79      0.3795E-01     0.3251E-03
   57      108.66      0.3746E-01     0.3237E-03
   58      107.54      0.3693E-01     0.3220E-03
   59      106.42      0.3636E-01     0.3202E-03
   60      105.31      0.3575E-01     0.3183E-03
   61      104.20      0.3512E-01     0.3161E-03
   62      103.10      0.3445E-01     0.3138E-03
   63      102.01      0.3376E-01     0.3114E-03
   64      100.92      0.3304E-01     0.3088E-03
   65       99.83      0.3231E-01     0.3061E-03
   66       98.76      0.3155E-01     0.3032E-03
   67       97.69      0.3077E-01     0.3003E-03
   68       96.62      0.2998E-01     0.2973E-03
   69       95.56      0.2917E-01     0.2941E-03
   70       94.51      0.2836E-01     0.2909E-03
   71       93.46      0.2754E-01     0.2877E-03
   72       92.41      0.2671E-01     0.2843E-03
   73       91.38      0.2589E-01     0.2809E-03
   74       90.34      0.2506E-01     0.2775E-03
   75       89.32      0.2423E-01     0.2741E-03
   76       88.29      0.2341E-01     0.2706E-03
   77       87.28      0.2259E-01     0.2671E-03
   78       86.26      0.2178E-01     0.2635E-03
   79       85.26      0.2098E-01     0.2600E-03
   80       84.26      0.2020E-01     0.2565E-03
