 p, p', V11, V12, V21, V22
   2.2482928370756174E-003   9.8432883090006946       -1.6797668671288856E-004   1.2375995421547452E-004   3.9470964639378723E-011  -2.1341181106785705E-010
   2.2482928370756174E-003   9.9358082230085376       -1.4685994336504949E-004   1.0855814396102183E-004   3.7119325822952467E-011  -1.9348769154278937E-010
   2.2482928370756174E-003   9.9877715137617074       -1.3604710500315280E-004   1.0075147113728532E-004   3.5759406214959691E-011  -1.8283460822964139E-010
   2.2482928370756174E-003   10.137428016298102       -1.0870975273665033E-004   8.0936073146526094E-005   3.1782065109230339E-011  -1.5437058246139974E-010
   2.2482928370756174E-003   10.720561454441725       -4.2901451296164306E-005   3.2598149193849639E-005   1.7750494068530228E-011  -7.3741726621056972E-011
   2.2482928370756174E-003   11.755311434973482       -6.7023808878170973E-006   5.2654478333879493E-006   4.3887084055122182E-012  -1.5188778817913792E-011
   2.2482928370756174E-003   13.217660563555622       -3.1875863949663730E-007   2.6062783704803827E-007   3.3527018953219490E-013  -9.8622783331196971E-013
   2.2482928370756174E-003   15.073361870796983       -3.4049462878139930E-009   2.8973933772397523E-009   5.6144978141582456E-015  -1.4487013487362819E-014
   2.2482928370756174E-003   17.278926385469699       -6.0146101923749280E-012   5.3026381376184519E-012   1.4975305580343733E-017  -3.4941754796038126E-017
   2.2482928370756174E-003   19.782659960983459       -1.3433244094917252E-015   1.2192997336935662E-015   4.8503171717273958E-021  -1.0498137195479073E-020
   2.2482928370756174E-003   22.525878225691610       -3.1380963138133106E-020   2.9141400618636874E-020   1.5800974160551330E-025  -3.2361160515149741E-025
   2.2482928370756174E-003   25.444282977167099       -7.1294967155903738E-026   6.7371556279519715E-026   4.8271954078222797E-031  -9.4944829110065665E-031
   2.2482928370756174E-003   28.469469577330052       -1.6972683161861658E-032   1.6251114222819585E-032   1.4944661954947545E-037  -2.8536044999916954E-037
   2.2482928370756174E-003   31.530530422669948       -5.3876296474949833E-040   5.2098705792682624E-040   5.9828130440464770E-045  -1.1177260530072609E-044
   2.2482928370756174E-003   34.555717022832901       -3.4442661024121563E-048   3.3555155258516176E-048   4.6889666111450242E-053  -8.6194271577452606E-053
   2.2482928370756174E-003   37.474121774308394       -7.8690520049918295E-057   7.7094754493733064E-057   1.2791970405074240E-061  -2.3232226637955527E-061
   2.2482928370756174E-003   40.217340039016541       -1.3059095225521221E-065   1.2848735897471100E-065   2.4730644596205956E-070  -4.4509357545238759E-070
   2.2482928370756174E-003   42.721073614530297       -3.5253369529412293E-074   3.4796988638331428E-074   7.5977345712245613E-079  -1.3581334900677481E-078
   2.2482928370756174E-003   44.926638129203013       -3.6353980631898359E-082   3.5969852296012667E-082   8.7200767548119614E-087  -1.5508475294257976E-086
   2.2482928370756174E-003   46.782339436444374       -3.3345426057347598E-089   3.3051705016973663E-089   8.7133876413057575E-094  -1.5438741877443231E-093
   2.2482928370756174E-003   48.244688565026522       -5.9268538642402412E-095   5.8820588424013165E-095   1.6525118079912671E-099  -2.9202405101888091E-099
   2.2482928370756174E-003   49.279438545558278       -3.9372900189323248E-099   3.9107643892555580E-099   1.1478597613686371E-103  -2.0249266239042069E-103
   2.2482928370756174E-003   49.862571983701898       -1.5892049581583418E-101   1.5791994997522816E-101   4.7488943492678946E-106  -8.3696761973569704E-106
   1.1852434864195561E-002   2.2482928370756174E-003 -0.98009369049449746        1.2687761794846445E-005   3.5274655308868675E-004   1.7883173723115760E-009
   1.1852434864195561E-002   1.1852434864195561E-002 -0.97993435846424048        3.5250654004563450E-004   3.5250654004563450E-004   4.9665562021698048E-008
   1.1852434864195561E-002   2.9156776530830330E-002 -0.97910063062982189        2.1299276278577907E-003   3.5125277689950304E-004   2.9949185972250652E-007
   1.1852434864195561E-002   5.4209255506995041E-002 -0.97665834580466482        7.3295502437794062E-003   3.4760068368092220E-004   1.0245944169588527E-006
   1.1852434864195561E-002   8.7073971531413774E-002 -0.97128897729467800        1.8723534999073522E-002   3.3967896289164163E-004   2.5837398593125731E-006
   1.1852434864195561E-002  0.12783410097898734      -0.96137929283851720        3.9614922168462539E-002   3.2544121639615012E-004   5.3369855741193997E-006
   1.1852434864195561E-002  0.17659204054679603      -0.94520884069100652        7.3311075833225825E-002   3.0324823652041165E-004   9.4933950927876712E-006
   1.1852434864195561E-002  0.23346925969581567      -0.92124631539500235       0.12230249068192582        2.7264035502787075E-004   1.4921720272383503E-005
   1.1852434864195561E-002  0.29860603402024699      -0.88850358568223553       0.18729975819386846        2.3496191995914622E-004   2.1028049692531298E-005
   1.1852434864195561E-002  0.37216106493238577      -0.84682151924012827       0.26649332179558560        1.9335570832240524E-004   2.6833867081223836E-005
   1.1852434864195561E-002  0.45431096283106803      -0.79693963761637499       0.35546237362194760        1.5190648787222289E-004   3.1289275971979486E-005
   1.1852434864195561E-002  0.54524956016774628      -0.74028727678916573       0.44791391469982811        1.1431961358060812E-004   3.3666605656929671E-005
   1.1852434864195561E-002  0.64518701272937085      -0.67859015303365211       0.53698519733686179        8.2900011004282672E-005   3.3790890740136083E-005
   1.1852434864195561E-002  0.75434863931936003      -0.61348880281871532       0.61654408852568887        5.8317459694624425E-005   3.1992684894744625E-005
   1.1852434864195561E-002  0.87297344116993048      -0.54633063758481215       0.68201015057653702        4.0031074064427351E-005   2.8876304338968458E-005
   1.1852434864195561E-002   1.0013122326554424      -0.47817154979803750       0.73056599121223886        2.6919591580736469E-005   2.5076845599250918E-005
   1.1852434864195561E-002   1.1396253041473725      -0.40991477678303734       0.76092926953444129        1.7769991200915286E-005   2.1111702716141676E-005
   1.1852434864195561E-002   1.2881795262052731      -0.34248144619953214       0.77295089896190972        1.1528248258171309E-005   1.7334268610535911E-005
   1.1852434864195561E-002   1.4472447918866254      -0.27693263232143467       0.76724145965480439        7.3707935389350497E-006   1.3949539678291058E-005
   1.1852434864195561E-002   1.6170896810666129      -0.21450610977569121       0.74491969215850729        4.6856037051649832E-006   1.1051545171716525E-005
   1.1852434864195561E-002   1.7979762177473531      -0.15656641131667201       0.70749434089941510        3.0249792276162554E-006   8.6599543318749229E-006
   1.1852434864195561E-002   1.9901535790969955      -0.10448801266199254       0.65684718739812242        2.0600164261179111E-006   6.7481092633268396E-006
   1.1852434864195561E-002   2.1938506043821571       -5.9501489562102348E-002  0.59526845080075175        1.5465501534844222E-006   5.2624346062572373E-006
   1.1852434864195561E-002   2.4092669444072921       -2.2535333823960450E-002  0.52549198306843514        1.3029471053671993E-006   4.1356402117936437E-006
   1.1852434864195561E-002   2.6365626893755616        5.9159380357082297E-003  0.45068034487154723        1.1968230634255898E-006   3.2960650917167760E-006
   1.1852434864195561E-002   2.8758463176059297        2.5872771921888436E-002  0.37431928120622199        1.1371302415934264E-006   2.6746258810012718E-006
   1.1852434864195561E-002   3.1271608222685270        3.7885368466100959E-002  0.30000071311768062        1.0684776158919859E-006   2.2099495877462477E-006
   1.1852434864195561E-002   3.3904679018907924        4.2978446888954587E-002  0.23110479649511972        9.6541515699053984E-007   1.8517151794548460E-006
   1.1852434864195561E-002   3.6656301471596073        4.2533978195195075E-002  0.17043050458693609        8.2552437953502349E-007   1.5620856006116030E-006
   1.1852434864195561E-002   3.9523912263882477        3.8130134491746341E-002  0.11985828617858035        6.6132453521026564E-007   1.3153105479637682E-006
   1.1852434864195561E-002   4.2503541701595280        3.1361757261534721E-002   8.0140486774726391E-002   4.9195043307487262E-007   1.0959299201008959E-006
   1.1852434864195561E-002   4.5589579872428647        2.3670523946024369E-002   5.0892044971703326E-002   3.3599882044006882E-007   8.9626637208368165E-007
   1.1852434864195561E-002   4.8774530132949403        1.6211216041590738E-002   3.0796592680037253E-002   2.0674213966222361E-007   7.1389070554825257E-007
   1.1852434864195561E-002   5.2048756037155552        9.7739210937680659E-003   1.7971976845789640E-002   1.1020358492899097E-007   5.4948124038369758E-007
   1.1852434864195561E-002   5.5400230318615318        4.7710609620519127E-003   1.0386751100761940E-002   4.5733891314874571E-008   4.0515942000168144E-007
   1.1852434864195561E-002   5.8814297383477552        1.2845204170341977E-003   6.2113381249096428E-003   8.1223912930218751E-009   2.8318863633002485E-007
   1.1852434864195561E-002   6.2273463843824359       -8.4477308647535037E-004   4.0267974175918981E-003  -9.8715621586489650E-009   1.8495419582631465E-007
   1.1852434864195561E-002   6.5757234713064090       -1.9104653069215798E-003   2.8772698257776863E-003  -1.5415047165226093E-008   1.1028708771382255E-007
   1.1852434864195561E-002   6.9242015687780931       -2.2433127643866819E-003   2.2060768230260318E-003  -1.4323196969074384E-008   5.7262970343030038E-008
   1.1852434864195561E-002   7.2701104035127910       -2.1407624556609270E-003   1.7382457696658365E-003  -1.0601141090061960E-008   2.2511221754286969E-008
   1.1852434864195561E-002   7.6104791474668696       -1.8300359451005252E-003   1.3636227230269982E-003  -6.5710695043489480E-009   1.8839578855528381E-009
   1.1852434864195561E-002   7.9420601509323410       -1.4604829077149554E-003   1.0500344289531040E-003  -3.2926182266642994E-009  -8.7887810011522144E-009
   1.1852434864195561E-002   8.2613680347895482       -1.1148790262374257E-003   7.9223041659073532E-004  -1.0396558120957705E-009  -1.3111134223342391E-008
   1.1852434864195561E-002   8.5647354405035649       -8.2860439031438621E-004   5.8863733771626395E-004   3.0637757146202075E-010  -1.3824962019805735E-008
   1.1852434864195561E-002   8.8483858134712552       -6.0854422079939681E-004   4.3442877573437267E-004   9.9601639008613751E-010  -1.2786658710961004E-008
   1.1852434864195561E-002   9.1085223801316051       -4.4757876694317164E-004   3.2173606697134854E-004   1.2736364161082942E-009  -1.1116482489394552E-008
   1.1852434864195561E-002   9.3414310374521659       -3.3379436551179444E-004   2.4170224349099139E-004   1.3248277711983461E-009  -9.4097590042951226E-009
   1.1852434864195561E-002   9.5435933289861286       -2.5535222850663341E-004   1.8616716436219665E-004   1.2709049913547644E-009  -7.9333435510342902E-009
   1.1852434864195561E-002   9.7118042216115583       -2.0249356596459224E-004   1.4849839365650328E-004   1.1825610502490178E-009  -6.7733743061163098E-009
   1.1852434864195561E-002   9.8432883090006946       -1.6798177031231910E-004   1.2376325040250997E-004   1.0969425144014913E-009  -5.9310054835483425E-009
   1.1852434864195561E-002   9.9358082230085376       -1.4686463428393220E-004   1.0856121614775828E-004   1.0315892847751497E-009  -5.3772918696572139E-009
   1.1852434864195561E-002   9.9877715137617074       -1.3605157897618407E-004   1.0075441697653776E-004   9.9379628921082962E-010  -5.0812304253329687E-009
   1.1852434864195561E-002   10.137428016298102       -1.0871362419281000E-004   8.0938659469873014E-005   8.8326308717747314E-010  -4.2901812916829030E-009
   1.1852434864195561E-002   10.720561454441725       -4.2903442105285045E-005   3.2599542850337392E-005   4.9331173030598143E-010  -2.0493999739538742E-009
   1.1852434864195561E-002   11.755311434973482       -6.7028263085069151E-006   5.2657792055140401E-006   1.2196981905577490E-010  -4.2212426928362626E-010
   1.1852434864195561E-002   13.217660563555622       -3.1878965079585126E-007   2.6065235110684082E-007   9.3178768816069917E-012  -2.7409471533827849E-011
   1.1852434864195561E-002   15.073361870796983       -3.4054268896874406E-009   2.8977941759641521E-009   1.5604200938295637E-013  -4.0263409685768132E-013
   1.1852434864195561E-002   17.278926385469699       -6.0158164173538769E-012   5.3036890196421442E-012   4.1621493406403795E-016  -9.7115267635245264E-016
   1.1852434864195561E-002   19.782659960983459       -1.3436975316751230E-015   1.2196360322982415E-015   1.3481141915487763E-019  -2.9178935229471345E-019
   1.1852434864195561E-002   22.525878225691610       -3.1392711718764059E-020   2.9152264480818279E-020   4.3919615854187567E-024  -8.9949607993780880E-024
   1.1852434864195561E-002   25.444282977167099       -7.1329974328648382E-026   6.7404549704668580E-026   1.3418110312305242E-029  -2.6391751253906391E-029
   1.1852434864195561E-002   28.469469577330052       -1.6983324716859918E-032   1.6261286045834668E-032   4.1543965346443014E-036  -7.9326075424395826E-036
   1.1852434864195561E-002   31.530530422669948       -5.3918328533451528E-040   5.2139304779654559E-040   1.6632435027936744E-043  -3.1073205337383745E-043
   1.1852434864195561E-002   34.555717022832901       -3.4475276738024678E-048   3.3586905328084122E-048   1.3036428049864185E-051  -2.3964044012894221E-051
   1.1852434864195561E-002   37.474121774308394       -7.8778841414244637E-057   7.7181234930852010E-057   3.5567355628046740E-060  -6.4595931686958092E-060
   1.1852434864195561E-002   40.217340039016541       -1.3076075862101686E-065   1.2865435725391351E-065   6.8767411175908960E-069  -1.2376525435385533E-068
   1.1852434864195561E-002   42.721073614530297       -3.5305321097369747E-074   3.4848250062568600E-074   2.1128254100463070E-077  -3.7767836517585037E-077
   1.1852434864195561E-002   44.926638129203013       -3.6413422419505000E-082   3.6028649473992268E-082   2.4251009792430215E-085  -4.3129930907293770E-085
   1.1852434864195561E-002   46.782339436444374       -3.3404687876755491E-089   3.3110430773641348E-089   2.4233881870509319E-092  -4.2938610585193770E-092
   1.1852434864195561E-002   48.244688565026522       -5.9380750222331369E-095   5.8931928322396897E-095   4.5962337209280967E-098  -8.1222485811066839E-098
   1.1852434864195561E-002   49.279438545558278       -3.9450762649139080E-099   3.9184966732667503E-099   3.1927288557398414E-102  -5.6322589467032997E-102
   1.1852434864195561E-002   49.862571983701898       -1.5924244605566504E-101   1.5823981380359078E-101   1.3209144524099383E-104  -2.3280427734803900E-104
   2.9156776530830330E-002   2.2482928370756174E-003 -0.97925933618653016        1.2642616133645008E-005   2.1313746395476242E-003   1.0783722205500753E-008
   2.9156776530830330E-002   1.1852434864195561E-002 -0.97910063062982189        3.5125277689950304E-004   2.1299276278577907E-003   2.9949185972250678E-007
   2.9156776530830330E-002   2.9156776530830330E-002 -0.97827017392634763        2.1223687575606348E-003   2.1223687575606348E-003   1.8060070852413709E-006
   2.9156776530830330E-002   5.4209255506995041E-002 -0.97583740415463305        7.3037059600754711E-003   2.1003497857583369E-003   6.1787395247382981E-006
   2.9156776530830330E-002   8.7073971531413774E-002 -0.97048860491226363        1.8658448694497967E-002   2.0525850634681066E-003   1.5582099113916318E-005
   2.9156776530830330E-002  0.12783410097898734      -0.96061564277663236        3.9480807355639996E-002   1.9667249699703553E-003   3.2190381233538013E-005
   2.9156776530830330E-002  0.17659204054679603      -0.94450176593788548        7.3073468645558332E-002   1.8328595438609069E-003   5.7271022712101955E-005
   2.9156776530830330E-002  0.23346925969581567      -0.92061582812058251       0.12193125509090198        1.6481730306397752E-003   9.0042779268774796E-005
   2.9156776530830330E-002  0.29860603402024699      -0.88796481103583824       0.18678091833590321        1.4207220963936011E-003   1.2693330861913765E-004
   2.9156776530830330E-002  0.37216106493238577      -0.84638019975714196       0.26583820086394033        1.1694314050219431E-003   1.6204149099231761E-004
   2.9156776530830330E-002  0.45431096283106803      -0.79659065056755929       0.35470798560606065        9.1895551688946423E-004   1.8902085335245489E-004
   2.9156776530830330E-002  0.54524956016774628      -0.74001707688478846       0.44711321037293139        6.9170756347274498E-004   2.0345792847795981E-004
   2.9156776530830330E-002  0.64518701272937085      -0.67838160171354922       0.53619233113436071        5.0166904664296808E-004   2.0427485432179894E-004
   2.9156776530830330E-002  0.75434863931936003      -0.61332571460025542       0.61580227440277180        3.5293905762478074E-004   1.9345498406813538E-004
   2.9156776530830330E-002  0.87297344116993048      -0.54620030410304976       0.68134637258555730        2.4228051757353570E-004   1.7464621187572422E-004
   2.9156776530830330E-002   1.0013122326554424      -0.47806516520037623       0.72999195446447041        1.6292851458296156E-004   1.5168991619824823E-004
   2.9156776530830330E-002   1.1396253041473725      -0.40982664481043524       0.76044551836931595        1.0755115169812777E-004   1.2771910926607797E-004
   2.9156776530830330E-002   1.2881795262052731      -0.34240787187517291       0.77255133357500105        6.9772569783978539E-005   1.0487546189667279E-004
   2.9156776530830330E-002   1.4472447918866254      -0.27687100946166143       0.76691685171348800        4.4609104130666972E-005   8.4402317742249838E-005
   2.9156776530830330E-002   1.6170896810666129      -0.21445435571234750       0.74465991615709404        2.8356620013251136E-005   6.6870785464744626E-005
   2.9156776530830330E-002   1.7979762177473531      -0.15652270767343276       0.70728956760512618        1.8305381261280934E-005   5.2401315440662694E-005
   2.9156776530830330E-002   1.9901535790969955      -0.10445074815208866       0.65668840349222657        1.2464684231209111E-005   4.0833515910599262E-005
   2.9156776530830330E-002   2.1938506043821571       -5.9469301723047471E-002  0.59514760791108057        9.3567466096438718E-006   3.1843775045285566E-005
   2.9156776530830330E-002   2.4092669444072921       -2.2507169915706119E-002  0.52540197892157314        7.8822778761544494E-006   2.5025275721289040E-005
   2.9156776530830330E-002   2.6365626893755616        5.9407923584147851E-003  0.45061495343537783        7.2400595186688471E-006   1.9944616688801757E-005
   2.9156776530830330E-002   2.8758463176059297        2.5894719424951966E-002  0.37427308834354450        6.8790367077786138E-006   1.6183906916195355E-005
   2.9156776530830330E-002   3.1271608222685270        3.7904580363877942E-002  0.29996907567465247        6.4639360096372268E-006   1.3371852807159886E-005
   2.9156776530830330E-002   3.3904679018907924        4.2994973994163188E-002  0.23108382019802251        5.8406746420398622E-006   1.1203995259804288E-005
   2.9156776530830330E-002   3.6656301471596073        4.2547860958669713E-002  0.17041702549105386        4.9945524161732341E-006   9.4513858592205059E-006
   2.9156776530830330E-002   3.9523912263882477        3.8141481873954275E-002  0.11984983891780721        4.0012788032767108E-006   7.9581919551263384E-006
   2.9156776530830330E-002   4.2503541701595280        3.1370777739526644E-002   8.0135247945888208E-002   2.9766165436236517E-006   6.6308339949206083E-006
   2.9156776530830330E-002   4.5589579872428647        2.3677510739074991E-002   5.0888748665213625E-002   2.0330928228007782E-006   5.4228212181108297E-006
   2.9156776530830330E-002   4.8774530132949403        1.6216504399434804E-002   3.0794424159863765E-002   1.2510320700918163E-006   4.3194222119254427E-006
   2.9156776530830330E-002   5.2048756037155552        9.7778413631042348E-003   1.7970456830012284E-002   6.6690072911008889E-007   3.3247174349636851E-006
   2.9156776530830330E-002   5.5400230318615318        4.7739057386548683E-003   1.0385625318942887E-002   2.7679052799587510E-007   2.4515304612039948E-006
   2.9156776530830330E-002   5.8814297383477552        1.2865321393996235E-003   6.2104846886170623E-003   4.9187900498801243E-008   1.7135540102181836E-006
   2.9156776530830330E-002   6.2273463843824359       -8.4339875171179197E-004   4.0261592744863248E-003  -5.9710084010702920E-008   1.1191749522310039E-006
   2.9156776530830330E-002   6.5757234713064090       -1.9095697053773202E-003   2.8768132335773408E-003  -9.3266582067737731E-008   6.6737880686662508E-007
   2.9156776530830330E-002   6.9242015687780931       -2.2427657450910616E-003   2.2057714882775738E-003  -8.6667827645373898E-008   3.4653019064106230E-007
   2.9156776530830330E-002   7.2701104035127910       -2.1404578986244341E-003   1.7380594653575857E-003  -6.4149630689794208E-008   1.3624079278186570E-007
   2.9156776530830330E-002   7.6104791474668696       -1.8298901719517476E-003   1.3635231065958673E-003  -3.9764932070245214E-008   1.1416757478085063E-008
   2.9156776530830330E-002   7.9420601509323410       -1.4604335639952870E-003   1.0499926452362458E-003  -1.9926840024863900E-008  -5.3171596286856163E-008
   2.9156776530830330E-002   8.2613680347895482       -1.1148828594052260E-003   7.9222360641925107E-004  -6.2934059023695275E-009  -7.9331845565605157E-008
   2.9156776530830330E-002   8.5647354405035649       -8.2863374950412560E-004   5.8864928781218685E-004   1.8522810946045596E-009  -8.3654921303733648E-008
   2.9156776530830330E-002   8.8483858134712552       -6.0858298429782812E-004   4.3444913911111580E-004   6.0259859485579241E-009  -7.7374257265342422E-008
   2.9156776530830330E-002   9.1085223801316051       -4.4761853323349902E-004   3.2175892667363605E-004   7.7063698698770170E-009  -6.7269034849585715E-008
   2.9156776530830330E-002   9.3414310374521659       -3.3383142871836683E-004   2.4172464125283143E-004   8.0164586836163176E-009  -5.6942003062811813E-008
   2.9156776530830330E-002   9.5435933289861286       -2.5538547209753371E-004   1.8618791788427752E-004   7.6903712137151597E-009  -4.8008216748234460E-008
   2.9156776530830330E-002   9.7118042216115583       -2.0252315241491484E-004   1.4851728293942425E-004   7.1559143557012097E-009  -4.0989098307080693E-008
   2.9156776530830330E-002   9.8432883090006946       -1.6800840834440097E-004   1.2378052219599869E-004   6.6378957459226161E-009  -3.5891747815402246E-008
   2.9156776530830330E-002   9.9358082230085376       -1.4688921479892372E-004   1.0857731428345050E-004   6.2424721058327074E-009  -3.2541079107516845E-008
   2.9156776530830330E-002   9.9877715137617074       -1.3607502275597019E-004   1.0076985310231814E-004   6.0137987283410123E-009  -3.0749522233764451E-008
   2.9156776530830330E-002   10.137428016298102       -1.0873391091978831E-004   8.0952211851966993E-005   5.3449827475056273E-009  -2.5962610975288436E-008
   2.9156776530830330E-002   10.720561454441725       -4.2913874382673912E-005   3.2606845844140632E-005   2.9853384577700093E-009  -1.2402568244019846E-008
   2.9156776530830330E-002   11.755311434973482       -6.7051605135549235E-006   5.2675157297046719E-006   7.3815734021614075E-010  -2.5547381833595543E-009
   2.9156776530830330E-002   13.217660563555622       -3.1895217403195959E-007   2.6078082282344536E-007   5.6395824936602992E-011  -1.6589675428498711E-010
   2.9156776530830330E-002   15.073361870796983       -3.4079458288799559E-009   2.8998948366452189E-009   9.4453169969350372E-013  -2.4371999458633579E-012
