 p, p', V11, V12, V21, V22
   1.1852434864195561E-002   2.1938506043821571        9.2314408602836032E-002  0.67422875249613867        3.1267345085327174E-007   3.8280002872495286E-006
   1.1852434864195561E-002   2.4092669444072921       0.12163426345382555       0.61531735017106559        1.5917389693523996E-008   2.7251814605041725E-006
   1.1852434864195561E-002   2.6365626893755616       0.14211248104942587       0.54984791563749935       -4.4812262668117250E-008   1.9690137503378254E-006
   1.1852434864195561E-002   2.8758463176059297       0.15390278265191557       0.48018388809514190        3.0822920370400995E-008   1.4885539356000469E-006
   1.1852434864195561E-002   3.1271608222685270       0.15765792697071432       0.40885847118422064        1.6725313759598815E-007   1.2141201544835419E-006
   1.1852434864195561E-002   3.3904679018907924       0.15444429488731232       0.33848137086467434        3.0994038664802431E-007   1.0813616675902218E-006
   1.1852434864195561E-002   3.6656301471596073       0.14560555531917538       0.27159261830813414        4.2332224411035674E-007   1.0346308732781373E-006
   1.1852434864195561E-002   3.9523912263882477       0.13260583650382363       0.21047455678523461        4.8872500243173210E-007   1.0293213870114659E-006
   1.1852434864195561E-002   4.2503541701595280       0.11688523610657416       0.15694840809109795        5.0164380755853086E-007   1.0328723971844311E-006
   1.1852434864195561E-002   4.5589579872428647        9.9752752249363710E-002  0.11219507545266706        4.6823692560897368E-007   1.0243666596553472E-006
   1.1852434864195561E-002   4.8774530132949403        8.2326437117665935E-002   7.6644723000061254E-002   4.0128808537054298E-007   9.9295649106287747E-007
   1.1852434864195561E-002   5.2048756037155552        6.5514020359211778E-002   4.9970780945686445E-002   3.1616677613865496E-007   9.3559767935399512E-007
   1.1852434864195561E-002   5.5400230318615318        5.0016624124782548E-002   3.1200522260061019E-002   2.2739183563432483E-007   8.5464194407992322E-007
   1.1852434864195561E-002   5.8814297383477552        3.6337809178969789E-002   1.8922434467236019E-002   1.4626995911254149E-007   7.5571042183994384E-007
   1.1852434864195561E-002   6.2273463843824359        2.4788818497189495E-002   1.1542226354507254E-002   7.9803063977700095E-008   6.4602720132467041E-007
   1.1852434864195561E-002   6.5757234713064090        1.5492345873150813E-002   7.5267118877013249E-003   3.0749552295282167E-008   5.3317408151624925E-007
   1.1852434864195561E-002   6.9242015687780931        8.3942021817533484E-003   5.5836543773464002E-003  -1.5059498329850012E-009   4.2414141061873847E-007
   1.1852434864195561E-002   7.2701104035127910        3.2911442774478934E-003   4.7513647683922761E-003  -1.9710677487469459E-008   3.2459908669799819E-007
   1.1852434864195561E-002   7.6104791474668696       -1.2433464838135664E-004   4.4021973135230114E-003  -2.7519939745549703E-008   2.3840978099753691E-007
   1.1852434864195561E-002   7.9420601509323410       -2.2098338080772688E-003   4.1863176521360571E-003  -2.8548573883541503E-008   1.6745296268148341E-007
   1.1852434864195561E-002   8.2613680347895482       -3.3213087100582785E-003   3.9496408332810318E-003  -2.5798815013835078E-008   1.1178553141339052E-007
   1.1852434864195561E-002   8.5647354405035649       -3.7740367266987460E-003   3.6541825273879273E-003  -2.1438625587402139E-008   7.0071837527666055E-008
   1.1852434864195561E-002   8.8483858134712552       -3.8211388951396759E-003   3.3168599925536336E-003  -1.6831795823161129E-008   4.0142161756620404E-008
   1.1852434864195561E-002   9.1085223801316051       -3.6486311317766931E-003   2.9709008836422048E-003  -1.2702985052338184E-008   1.9527536578492142E-008
   1.1852434864195561E-002   9.3414310374521659       -3.3821853356521604E-003   2.6463810673266154E-003  -9.3408918558627371E-009   5.8651521086061141E-009
   1.1852434864195561E-002   9.5435933289861286       -3.0997886314981312E-003   2.3635362919726781E-003  -6.7791530522088608E-009  -2.8627615695507325E-009
   1.1852434864195561E-002   9.7118042216115583       -2.8455485683037698E-003   2.1328874876905615E-003  -4.9295630449285274E-009  -8.2374374293868437E-009
   1.1852434864195561E-002   9.8432883090006946       -2.6417651636570900E-003   1.9580096940247406E-003  -3.6663823509380392E-009  -1.1412298305012639E-008
   1.1852434864195561E-002   9.9358082230085376       -2.4981083894177951E-003   1.8386342911381388E-003  -2.8724000273714992E-009  -1.3172166355932187E-008
   1.1852434864195561E-002   9.9877715137617074       -2.4178459488219946E-003   1.7730994295762053E-003  -2.4600931237000291E-009  -1.4004804432300644E-008
   1.1852434864195561E-002   10.137428016298102       -2.1902436868699283E-003   1.5910639422725920E-003  -1.4031894408045487E-009  -1.5841781526312018E-008
   1.1852434864195561E-002   10.720561454441725       -1.4011922092568272E-003   9.9116418488747458E-004   1.1096814676342266E-009  -1.7211782927669474E-008
   1.1852434864195561E-002   11.755311434973482       -5.1800123130875896E-004   3.5690656709792899E-004   1.7232721029403459E-009  -1.0427909859589426E-008
   1.1852434864195561E-002   13.217660563555622       -8.8207587373426039E-005   5.9585912971092396E-005   6.2710761866045231E-010  -2.6934930846175001E-009
   1.1852434864195561E-002   15.073361870796983       -5.5000141203488177E-006   3.6622126557776725E-006   6.8292663046582906E-011  -2.4198809692173190E-010
   1.1852434864195561E-002   17.278926385469699       -1.0117951495479846E-007   6.6654466131306987E-008   1.9781313921931750E-012  -6.1967178201821114E-012
   1.1852434864195561E-002   19.782659960983459       -4.5691839700044764E-010   2.9859081153147733E-010   1.3147489425320667E-014  -3.7909079618923304E-014
   1.1852434864195561E-002   22.525878225691610       -4.4568250828027787E-013   2.8947541825536707E-013   1.7948044357602602E-017  -4.8877946223387234E-017
   1.1852434864195561E-002   25.444282977167099       -8.9472102573671972E-017   5.7844900290907890E-017   4.8411520858458529E-021  -1.2667003338964840E-020
   1.1852434864195561E-002   28.469469577330052       -3.8900285863241391E-021   2.5061719649290138E-021   2.7310046564127384E-025  -6.9454913261958054E-025
   1.1852434864195561E-002   31.530530422669948       -4.3091332641614380E-026   2.7688454932605475E-026   3.8056054831634131E-030  -9.4821749511208563E-030
   1.1852434864195561E-002   34.555717022832901       -1.6046479687458973E-031   1.0290057852773099E-031   1.7332576418827349E-035  -4.2545426771240608E-035
   1.1852434864195561E-002   37.474121774308394       -2.9518625566960267E-037   1.8900488215101635E-037   3.7996090625749497E-041  -9.2243434721278679E-041
   1.1852434864195561E-002   40.217340039016541       -4.3164135053332023E-043   2.7605610189765451E-043   6.4617985689015030E-047  -1.5559095959674139E-046
   1.1852434864195561E-002   42.721073614530297       -8.6131719838850389E-049   5.5037172513490988E-049   1.4654718759537569E-052  -3.5070934819205253E-052
   1.1852434864195561E-002   44.926638129203013       -4.1560148389260728E-054   2.6538906069587319E-054   7.8618337435742100E-058  -1.8729023760514906E-057
   1.1852434864195561E-002   46.782339436444374       -8.5427939675397684E-059   5.4524746834881772E-059   1.7590752548972994E-062  -4.1766365368509606E-062
   1.1852434864195561E-002   48.244688565026522       -1.2603045649014463E-062   8.0411510313598259E-063   2.7674433417968181E-066  -6.5553631412212494E-066
   1.1852434864195561E-002   49.279438545558278       -2.0720517351327120E-065   1.3217341986387405E-065   4.7556244169711507E-069  -1.1247500832965532E-068
   1.1852434864195561E-002   49.862571983701898       -5.2568468220425999E-067   3.3528610088084971E-067   1.2364103094454816E-070  -2.9218120482663256E-070
   2.9156776530830330E-002   2.2482928370756174E-003 -0.77912244591654167        1.2724598400075677E-005   2.1451726104572749E-003   1.0760141641552105E-008
   2.9156776530830330E-002   1.1852434864195561E-002 -0.77896533538465684        3.5353120305767243E-004   2.1437241384265095E-003   2.9883615385571775E-007
   2.9156776530830330E-002   2.9156776530830330E-002 -0.77814323657303719        2.1361576171032744E-003   2.1361576171032744E-003   1.8020395425373320E-006
   2.9156776530830330E-002   5.4209255506995041E-002 -0.77573506348543686        7.3513801182057744E-003   2.1141161398357255E-003   6.1650301941451868E-006
   2.9156776530830330E-002   8.7073971531413774E-002 -0.77044094072025038        1.8781505431996044E-002   2.0663014482590982E-003   1.5546759753917500E-005
   2.9156776530830330E-002  0.12783410097898734      -0.76067110146075567        3.9746257903296556E-002   1.9803473294776573E-003   3.2114340883489375E-005
   2.9156776530830330E-002  0.17659204054679603      -0.74473188448693750        7.3580739355451175E-002   1.8463233049099983E-003   5.7126327737519064E-005
   2.9156776530830330E-002  0.23346925969581567      -0.72112018265022992       0.12281983850026081        1.6613894222796313E-003   8.9790998467863733E-005
   2.9156776530830330E-002  0.29860603402024699      -0.68887619793313393       0.18823907923396954        1.4335750177639646E-003   1.2652417534401501E-004
   2.9156776530830330E-002  0.37216106493238577      -0.64787002907853253       0.26811309231730657        1.1817752862122821E-003   1.6141197660305090E-004
   2.9156776530830330E-002  0.45431096283106803      -0.59887448670172327       0.35811752840124700        9.3061477130762407E-004   1.8809493652748114E-004
   2.9156776530830330E-002  0.54524956016774628      -0.54336019211682085       0.45205997608701792        7.0247837788263315E-004   2.0214739577656125E-004
   2.9156776530830330E-002  0.64518701272937085      -0.48310430322404901       0.54317935417994812        5.1132436205725620E-004   2.0248152582193570E-004
   2.9156776530830330E-002  0.75434863931936003      -0.41980805258277387       0.62545008332652030        3.6123760905508261E-004   1.9107478320303756E-004
   2.9156776530830330E-002  0.87297344116993048      -0.35488555897527668       0.69440944274232175        2.4898065465828217E-004   1.7157546161665336E-004
   2.9156776530830330E-002   1.0013122326554424      -0.28946124693695324       0.74737113446561032        1.6780713973329280E-004   1.4783410817297577E-004
   2.9156776530830330E-002   1.1396253041473725      -0.22450424234047184       0.78319076193464232        1.1042741665049238E-004   1.2300412007851366E-004
   2.9156776530830330E-002   1.2881795262052731      -0.16099393099901088       0.80184648308382922        7.0534933558700924E-005   9.9260753070503697E-005
   2.9156776530830330E-002   1.4472447918866254      -0.10003601757553150       0.80403584119592064        4.3243027833136240E-005   7.7895051875064830E-005
   2.9156776530830330E-002   1.6170896810666129       -4.2892159760877402E-002  0.79088266162886534        2.4968743655108940E-005   5.9539074487717339E-005
   2.9156776530830330E-002   1.7979762177473531        9.0775783320983620E-003  0.76376758870347894        1.3138851384125811E-005   4.4384120052667494E-005
   2.9156776530830330E-002   1.9901535790969955        5.4538075213061192E-002  0.72425675474647333        5.8998915499549964E-006   3.2344263580392661E-005
   2.9156776530830330E-002   2.1938506043821571        9.2336010391747173E-002  0.67409248492002516        1.8926598988845549E-006   2.3164854120351547E-005
   2.9156776530830330E-002   2.4092669444072921       0.12165456656358863       0.61521233416398335        9.6242269033781546E-008   1.6491484941358546E-005
   2.9156776530830330E-002   2.6365626893755616       0.14213271219551060       0.54976851919599190       -2.7165891834643307E-007   1.1915542064884497E-005
   2.9156776530830330E-002   2.8758463176059297       0.15392360697527627       0.48012522955134207        1.8580808048918243E-007   9.0078719005637893E-006
   2.9156776530830330E-002   3.1271608222685270       0.15767945350545975       0.40881631092136195        1.0113014247807688E-006   7.3469001723365636E-006
   2.9156776530830330E-002   3.3904679018907924       0.15446616560001705       0.33845203654555689        1.8747589373930212E-006   6.5432773074296647E-006
   2.9156776530830330E-002   3.6656301471596073       0.14562710129353829       0.27157296062793573        2.5609502441975544E-006   6.2602943874795325E-006
   2.9156776530830330E-002   3.9523912263882477       0.13262626878005335       0.21046192608760073        2.9568467604811778E-006   6.2280383836415439E-006
   2.9156776530830330E-002   4.2503541701595280       0.11690383030050182       0.15694063939515060        3.0351632632495245E-006   6.2494745116723566E-006
   2.9156776530830330E-002   4.5589579872428647        9.9768988543648934E-002  0.11219046986271815        2.8331449091291062E-006   6.1980173194725398E-006
   2.9156776530830330E-002   4.8774530132949403        8.2340070681564986E-002   7.6642016525091478E-002   2.4281354457100980E-006   6.0080093014733471E-006
   2.9156776530830330E-002   5.2048756037155552        6.5525077791503544E-002   4.9969096556429435E-002   1.9131323550251659E-006   5.6610113408896842E-006
   2.9156776530830330E-002   5.5400230318615318        5.0025342041601126E-002   3.1199306331691778E-002   1.3759916426063291E-006   5.1712368867820883E-006
   2.9156776530830330E-002   5.8814297383477552        3.6344544198372408E-002   1.8921383264683948E-002   8.8513634590477055E-007   4.5726861009684622E-006
   2.9156776530830330E-002   6.2273463843824359        2.4793959413141699E-002   1.1541210842188126E-002   4.8294274307719128E-007   3.9090630425255593E-006
   2.9156776530830330E-002   6.5757234713064090        1.5496249815348634E-002   7.5257093840372727E-003   1.8610916952744977E-007   3.2262408364194787E-006
   2.9156776530830330E-002   6.9242015687780931        8.3971625080704101E-003   5.5826936304740503E-003  -9.0823666682048805E-009   2.5665176643383266E-006
   2.9156776530830330E-002   7.2701104035127910        3.2933855288418208E-003   4.7504877150701319E-003  -1.1925177060234453E-007   1.9642044455183944E-006
   2.9156776530830330E-002   7.6104791474668696       -1.2264581524921308E-004   4.4014372206656292E-003  -1.6651554321208942E-007   1.4426780441813700E-006
   2.9156776530830330E-002   7.9420601509323410       -2.2085727598078610E-003   4.1856905650562168E-003  -1.7274663338404270E-007   1.0133152889808532E-006
   2.9156776530830330E-002   8.2613680347895482       -3.3203791560511655E-003   3.9491458723228930E-003  -1.5611191853006478E-007   6.7646415460725633E-007
   2.9156776530830330E-002   8.5647354405035649       -3.7733617473054214E-003   3.6538066166577131E-003  -1.2973041784538898E-007   4.2404540604834658E-007
   2.9156776530830330E-002   8.8483858134712552       -3.8206561091874698E-003   3.3165836356549927E-003  -1.0185513124255623E-007   2.4293188502906363E-007
   2.9156776530830330E-002   9.1085223801316051       -3.6482902905745295E-003   2.9707029989222544E-003  -7.6871554506512493E-008   1.1818485238007836E-007
   2.9156776530830330E-002   9.3414310374521659       -3.3819468267481320E-003   2.6462421352905761E-003  -5.6527017365743290E-008   3.5507328517004169E-008
   2.9156776530830330E-002   9.5435933289861286       -3.0996220569595861E-003   2.3634398817098919E-003  -4.1025317762514766E-008  -1.7310198374766784E-008
   2.9156776530830330E-002   9.7118042216115583       -2.8454311567032921E-003   2.1328205986095839E-003  -2.9832870022522240E-008  -4.9835938933326438E-008
   2.9156776530830330E-002   9.8432883090006946       -2.6416800875975889E-003   1.9579624005975353E-003  -2.2188895647438210E-008  -6.9049482626658824E-008
   2.9156776530830330E-002   9.9358082230085376       -2.4980431345390146E-003   1.8385990696680949E-003  -1.7384179342491730E-008  -7.9700000472577144E-008
   2.9156776530830330E-002   9.9877715137617074       -2.4177908329596782E-003   1.7730703981358995E-003  -1.4889127130695201E-008  -8.4739105163187514E-008
   2.9156776530830330E-002   10.137428016298102       -2.1902140685864020E-003   1.5910505107339214E-003  -8.4932889809582856E-009  -9.5856747500135770E-008
   2.9156776530830330E-002   10.720561454441725       -1.4012198187497438E-003   9.9118563951521455E-004   6.7137534912075364E-009  -1.0415172367941400E-007
   2.9156776530830330E-002   11.755311434973482       -5.1803965744444446E-004   3.5693302293807172E-004   1.0427919169352118E-008  -6.3103798684383883E-008
   2.9156776530830330E-002   13.217660563555622       -8.8220964174251079E-005   5.9594907218677615E-005   3.7949923409854910E-009  -1.6300149211027573E-008
   2.9156776530830330E-002   15.073361870796983       -5.5014331877627970E-006   3.6631549150794224E-006   4.1330102679900040E-010  -1.4645046923790060E-009
   2.9156776530830330E-002   17.278926385469699       -1.0121997045433743E-007   6.6681081616586758E-008   1.1972249679249258E-011  -3.7504672072190678E-011
