 p, p', V11, V12, V21, V22
   2.2482928370756174E-003   2.2482928370756174E-003 -0.87545673602521257        1.2749827148845193E-005   1.2749827148845193E-005   6.4342555602949076E-011
   2.2482928370756174E-003   1.1852434864195561E-002 -0.87529833984158611        3.5423126646358968E-004   1.2741179118575383E-005   1.7861290872420266E-009
   2.2482928370756174E-003   2.9156776530830330E-002 -0.87446951787404847        2.1403600078902787E-003   1.2696004147300235E-005   1.0770446676471939E-008
   2.2482928370756174E-003   5.4209255506995041E-002 -0.87204169045312063        7.3655638815527764E-003   1.2564413700556209E-005   3.6846131685817467E-008
   2.2482928370756174E-003   8.7073971531413774E-002 -0.86670456249997097        1.8816181928207658E-002   1.2278981795088413E-005   9.2911807325952062E-008
   2.2482928370756174E-003  0.12783410097898734      -0.85685605023659350        3.9813567836735266E-002   1.1765971657412932E-005   1.9190442482168916E-007
   2.2482928370756174E-003  0.17659204054679603      -0.84079018611020495        7.3687097290696127E-002   1.0966311154993316E-005   3.4131433845819717E-007
   2.2482928370756174E-003  0.23346925969581567      -0.81699397539478813       0.12295253226439089        9.8634067993321505E-006   5.3636925606199469E-007
   2.2482928370756174E-003  0.29860603402024699      -0.78450174979502496       0.18834913064868067        8.5056170278485140E-006   7.5563495458737740E-007
   2.2482928370756174E-003  0.37216106493238577      -0.74318084450175959       0.26810082646269412        7.0060216389322278E-006   9.6383710584487070E-007
   2.2482928370756174E-003  0.45431096283106803      -0.69380050854466735       0.35782791887395282        5.5115606843984401E-006   1.1231481638929889E-006
   2.2482928370756174E-003  0.54524956016774628      -0.63782196274610625       0.45128930311380550        4.1554680346221060E-006   1.2073580657147498E-006
   2.2482928370756174E-003  0.64518701272937085      -0.57700390047384054       0.54168697119079234        3.0205586284640874E-006   1.2101636929431423E-006
   2.2482928370756174E-003  0.75434863931936003      -0.51302002910348887       0.62296640816411974        2.1308333671032889E-006   1.1434649735726506E-006
   2.2482928370756174E-003  0.87297344116993048      -0.44725012433739264       0.69063554356285661        1.4667970980347852E-006   1.0290270433355423E-006
   2.2482928370756174E-003   1.0013122326554424      -0.38078013893436918       0.74197159448279792        9.8816404284300734E-007   8.8974643585014687E-007
   2.2482928370756174E-003   1.1396253041473725      -0.31453885534994014       0.77578514948306132        6.5145243595319155E-007   7.4432011329738524E-007
   2.2482928370756174E-003   1.2881795262052731      -0.24946555743723800       0.79200529717760859        4.1901211621308436E-007   6.0558853213522053E-007
   2.2482928370756174E-003   1.4472447918866254      -0.18662883788768622       0.79128614947821097        2.6159105962585664E-007   4.8110005282577805E-007
   2.2482928370756174E-003   1.6170896810666129      -0.12726024452432216       0.77472809136942433        1.5763525881386282E-007   3.7445239995243052E-007
   2.2482928370756174E-003   1.7979762177473531       -7.2702152328650252E-002  0.74372680089375132        9.1549827968194119E-008   2.8659457963557685E-007
   2.2482928370756174E-003   1.9901535790969955       -2.4290727032022334E-002  0.69992317102984070        5.1999738686249522E-008   2.1680958890320352E-007
