 #   q  dGamma/dq   dGamma/dE1 
  0.17717679630610325        1.4046891756502658E-008   5.1476269424243308E-008
  0.17998908246972087        1.4847433827894673E-008   5.3983192994061247E-008
  0.18282351261887883        1.5721809204025854E-008   5.6717456782540359E-008
  0.18568008675357708        1.6673589551553625E-008   5.9686579744152331E-008
  0.18855880487381557        1.7706695538290930E-008   6.2899090116164449E-008
  0.19145966697959438        1.8825895113801056E-008   6.6366243613333548E-008
  0.19438267307091348        2.0036899988006725E-008   7.0102258049873046E-008
  0.19732782314777286        2.1346443401155542E-008   7.4124472451769894E-008
  0.20029511721017257        2.2762205314219102E-008   7.8452973185350862E-008
  0.20328455525811262        2.4293206637472328E-008   8.3111841312972443E-008
  0.20629613729159293        2.5949515850837801E-008   8.8128009910797296E-008
  0.20932986331061351        2.7742465745490363E-008   9.3531891089207030E-008
  0.21238573331517438        2.9682868778503945E-008   9.9351277024652589E-008
  0.21546374730527554        3.1781487570069854E-008   1.0561299737245526E-007
  0.21856390528091704        3.4049919459124999E-008   1.1234587206379605E-007
  0.22168620724209886        3.6500107761481640E-008   1.1957903979682329E-007
  0.22483065318882095        3.9143514260871232E-008   1.2733925485099176E-007
  0.22799724312108330        4.1991365206555789E-008   1.3565176485528415E-007
  0.23118597703888596        4.5055729065540239E-008   1.4454382047114057E-007
  0.23439685494222889        4.8348914491332457E-008   1.5404268845025834E-007
  0.23762987683111214        5.1882418305238469E-008   1.6417232216671276E-007
  0.24088504270553571        5.5666662244269574E-008   1.7495264656980018E-007
  0.24416235256549962        5.9709831806115385E-008   1.8639606904578391E-007
  0.24746180641100377        6.4018749110785056E-008   1.9851043742578469E-007
  0.25078340424204820        6.8597822093229442E-008   2.1129595475468511E-007
  0.25412714605863290        7.3447467250945709E-008   2.2474060538761078E-007
  0.25749303186075795        7.8564858650147024E-008   2.3882283244477374E-007
  0.26088106164842323        8.3942626031593289E-008   2.5350791686209410E-007
  0.26429123542162886        8.9569544395015431E-008   2.6875047242724473E-007
  0.26772355318037488        9.5437855433694038E-008   2.8451661522692157E-007
  0.27117801492466109        1.0154445527578359E-007   3.0078711439653709E-007
  0.27465462065448759        1.0788664813160776E-007   3.1754442858893083E-007
  0.27815337036985438        1.1445921469841930E-007   3.3476407850716493E-007
  0.28167426407076152        1.2124966857818918E-007   3.5240107760705522E-007
  0.28521730175720889        1.2823825767816993E-007   3.7039057499747202E-007
  0.28878248342919660        1.3539511669192126E-007   3.8864029687183892E-007
  0.29236980908672466        1.4267547059529654E-007   4.0701770705463733E-007
  0.29597927872979296        1.5002055239236105E-007   4.2535384035498970E-007
  0.29961089235840155        1.5735739974944881E-007   4.4344383673252791E-007
  0.30326464997255043        1.6459378075483727E-007   4.6103381258230450E-007
  0.30694055157223959        1.7161708168465090E-007   4.7781923621257118E-007
  0.31063859715746905        1.7829868316332501E-007   4.9345855116796114E-007
  0.31435878672823886        1.8450207619727464E-007   5.0759660347667772E-007
  0.31810112028454895        1.9008834955839982E-007   5.1988005041661288E-007
  0.32186559782639929        1.9492186646431561E-007   5.2997274171604790E-007
  0.32565221935378996        1.9887201954296892E-007   5.3755996206387208E-007
  0.32946098486672093        2.0180751856922179E-007   5.4233245881308300E-007
  0.33329189436519219        2.0360919711734835E-007   5.4402050246699800E-007
  0.33714494784920374        2.0417749070723103E-007   5.4241262045978253E-007
  0.34102014531875563        2.0343657653754174E-007   5.3736487225865282E-007
  0.34491748677384776        2.0133861021508272E-007   5.2881006392277421E-007
  0.34883697221448023        1.9786925919720735E-007   5.1677003777619941E-007
  0.35277860164065294        1.9305638979632441E-007   5.0137573891877818E-007
  0.35674237505236595        1.8697521614463387E-007   4.8287747373798358E-007
  0.36072829244961935        1.7974428062092815E-007   4.6163128016539369E-007
  0.36473635383241287        1.7151250743414083E-007   4.3806294830435825E-007
  0.36876655920074691        1.6243945641901473E-007   4.1261595165392000E-007
  0.37281890855462113        1.5268388363688327E-007   3.8572206616010169E-007
  0.37689340189403564        1.4239002639837919E-007   3.5776722715894997E-007
  0.38099003921899044        1.3168164855340921E-007   3.2907788390595047E-007
  0.38510882052948553        1.2066162947391274E-007   2.9992157273553778E-007
  0.38924974582552091        1.0942298542472355E-007   2.7053573714324633E-007
  0.39341281510709664        9.8092924011554568E-008   2.4123686773377381E-007
  0.39759802837421271        8.6879314829460753E-008   2.1253209728043503E-007
  0.40180538562686896        7.5989213874293417E-008   1.8491593024661885E-007
  0.40603488686506556        6.5597452366752243E-008   1.5879453414128683E-007
  0.41028653208880245        5.5844845600201579E-008   1.3448372059153956E-007
  0.41456032129807963        4.6850854029548348E-008   1.1224161256662157E-007
  0.41885625449289710        3.8726829488033287E-008   9.2301698469134417E-008
  0.42317433167325491        3.1561189983686630E-008   7.4838308457631444E-008
  0.42751455283915302        2.5433334289188001E-008   6.0000946293056405E-008
  0.43187691799059130        2.0577391574533824E-008   4.8299271133226594E-008
  0.43626142712757005        1.7838362456228946E-008   4.1659286543681029E-008
  0.44066808025008902        2.0815955260878291E-008   4.8369411199923734E-008
