 #    q  dGamma/dq   dGamma/dE1 
   8.0939035147975513E-002   1.4691937139304570E-008   7.9658165725248099E-008
   8.2843417904441011E-002   1.4127814636053927E-008   7.5714007826344205E-008
   8.4769944646446785E-002   1.3599726904438087E-008   7.2050913162313499E-008
   8.6718615373992863E-002   1.3109011750802148E-008   6.8666361734113675E-008
   8.8689430087079246E-002   1.2656861524367713E-008   6.5557192761941557E-008
   9.0682388785705906E-002   1.2244297836469445E-008   6.2719510590707785E-008
   9.2697491469872870E-002   1.1872115683723407E-008   6.0148441754871437E-008
   9.4734738139580110E-002   1.1540762086511610E-008   5.7837579618778201E-008
   9.6794128794827683E-002   1.1250106659634558E-008   5.5777928855700862E-008
   9.8875663435615532E-002   1.0999005263146994E-008   5.3955901893625207E-008
  0.10097934206194367        1.0784516757028421E-008   5.2349757349700485E-008
  0.10310516467381214        1.0600684049638770E-008   5.0924166838971232E-008
  0.10525313127122086        1.0437000965664889E-008   4.9623622334980415E-008
  0.10742324185416992        1.0277596257630829E-008   4.8369620217010748E-008
  0.10961549642265922        1.0103503599665120E-008   4.7072392766628337E-008
  0.11182989497668885        9.8997246355514642E-009   4.5664047998475208E-008
  0.11406643751625881        9.6634590992499980E-009   4.4135080755416921E-008
  0.11632512404136904        9.4051481084369244E-009   4.2536243027646791E-008
  0.11860595455201955        9.1416410264266816E-009   4.0945027639856119E-008
  0.12090892904821036        8.8890306483008933E-009   3.9432604973907524E-008
  0.12323404752994145        8.6588703696095746E-009   3.8047500664599961E-008
  0.12558130999721287        8.4583567982607700E-009   3.6817453604599492E-008
  0.12795071645002457        8.2916552980060249E-009   3.5756098909830922E-008
  0.13034226688837661        8.1610933521221983E-009   3.4868716574540769E-008
  0.13275596131226891        8.0679742698980984E-009   3.4156057839237961E-008
  0.13519179972170148        8.0130664814087733E-009   3.3616602812490899E-008
  0.13764978211667434        7.9969002398342175E-009   3.3247895884355301E-008
  0.14012990849718754        8.0199323794100452E-009   3.3047266222313263E-008
  0.14263217886324100        8.0826614739480706E-009   3.3012307598568961E-008
  0.14515659321483476        8.1856848507036190E-009   3.3141097665319611E-008
  0.14770315155196892        8.3297458348860487E-009   3.3432366628697191E-008
  0.15027185387464329        8.5158184190590073E-009   3.3885806155273726E-008
  0.15286270018285794        8.7451359471411341E-009   3.4502141625697251E-008
  0.15547569047661289        9.0192077298565676E-009   3.5283153517730246E-008
  0.15811082475590812        9.3398566491926066E-009   3.6231779137583842E-008
  0.16076810302074368        9.7091318089150037E-009   3.7351728578985482E-008
  0.16344752527111958        1.0129083875888017E-008   3.8646595756519028E-008
  0.16614909150703572        1.0601923828612460E-008   4.0120463893786886E-008
  0.16887280172849214        1.1130082323360428E-008   4.1778108551286616E-008
  0.17161865593548889        1.1716212489079863E-008   4.3624980228463059E-008
  0.17438665412802593        1.2363166649879740E-008   4.5667091491176367E-008
  0.17717679630610325        1.3073990031078182E-008   4.7910971690808611E-008
  0.17998908246972087        1.3851938317587485E-008   5.0363710537997351E-008
  0.18282351261887883        1.4700430561701510E-008   5.3032766410531095E-008
  0.18568008675357708        1.5623087726463338E-008   5.5926090093092960E-008
  0.18855880487381557        1.6623895148841126E-008   5.9052683025324797E-008
  0.19145966697959438        1.7707565199717987E-008   6.2423835825046977E-008
  0.19438267307091348        1.8879703416893707E-008   6.6053623146711903E-008
  0.19732782314777286        2.0146772123611940E-008   6.9958673077498171E-008
  0.20029511721017257        2.1516037150022949E-008   7.4157888582584072E-008
  0.20328455525811262        2.2995621506670275E-008   7.8672547188871834E-008
  0.20629613729159293        2.4594456882611433E-008   8.3526049285866693E-008
  0.20932986331061351        2.6322180603263033E-008   8.8743493530853022E-008
  0.21238573331517438        2.8188849235126099E-008   9.4350656948406094E-008
  0.21546374730527554        3.0205101931425951E-008   1.0037451342971926E-007
  0.21856390528091704        3.2381942833247486E-008   1.0684247318377261E-007
  0.22168620724209886        3.4730876614159875E-008   1.1378281138133817E-007
  0.22483065318882095        3.7263239548321221E-008   1.2122246167765566E-007
  0.22799724312108330        3.9990848790952790E-008   1.2918916043497951E-007
  0.23118597703888596        4.2926696930400630E-008   1.3771364714798211E-007
  0.23439685494222889        4.6084462113916263E-008   1.4682800047319315E-007
  0.23762987683111214        4.9478606763214639E-008   1.5656590489095226E-007
  0.24088504270553571        5.3124079416994911E-008   1.6696165920284305E-007
  0.24416235256549962        5.7035498436689961E-008   1.7804760762325800E-007
  0.24746180641100377        6.1226668531333560E-008   1.8985270598220701E-007
  0.25078340424204820        6.5710642259605868E-008   2.0240282373567311E-007
  0.25412714605863290        7.0498908289140214E-008   2.1571836199515806E-007
  0.25749303186075795        7.5600508231591929E-008   2.2981174815744967E-007
  0.26088106164842323        8.1021056727384024E-008   2.4468473627682659E-007
  0.26429123542162886        8.6762629771685659E-008   2.6032841740644466E-007
  0.26772355318037488        9.2823890631054696E-008   2.7672393783921604E-007
  0.27117801492466109        9.9204048590842057E-008   2.9385454312648559E-007
  0.27465462065448759        1.0590162442950533E-007   3.1170187783649040E-007
  0.27815337036985438        1.1291072321190946E-007   3.3023513492736232E-007
  0.28167426407076152        1.2021763996705875E-007   3.4940158079235549E-007
  0.28521730175720889        1.2779923383689649E-007   3.6912254238418621E-007
  0.28878248342919660        1.3561894194648019E-007   3.8928276844322602E-007
  0.29236980908672466        1.4362467759562024E-007   4.0972555904334981E-007
  0.29597927872979296        1.5174417377415596E-007   4.3024083058648128E-007
  0.29961089235840155        1.5988684264454646E-007   4.5057197855479935E-007
  0.30326464997255043        1.6793998267870505E-007   4.7040665901402283E-007
  0.30694055157223959        1.7576630956170725E-007   4.8937158796931526E-007
  0.31063859715746905        1.8321040146630893E-007   5.0705219838135870E-007
  0.31435878672823886        1.9010549426036971E-007   5.2301255995429341E-007
  0.31810112028454895        1.9627912795151339E-007   5.3681145200228013E-007
  0.32186559782639929        2.0155969227947469E-007   5.4802031539315213E-007
  0.32565221935378996        2.0578322485617008E-007   5.5624125908352308E-007
  0.32946098486672093        2.0879927956909899E-007   5.6112194178864505E-007
  0.33329189436519219        2.1047741083137683E-007   5.6237158448419702E-007
  0.33714494784920374        2.1071327955299909E-007   5.5977542740938969E-007
  0.34102014531875563        2.0943466728106145E-007   5.5320845024765063E-007
  0.34491748677384776        2.0660758332310526E-007   5.4264887011640142E-007
  0.34883697221448023        2.0224299528043154E-007   5.2819281143048517E-007
  0.35277860164065294        1.9640417294583850E-007   5.1007007559470117E-007
  0.35674237505236595        1.8920936172386006E-007   4.8864732171839786E-007
  0.36072829244961935        1.8082785378144095E-007   4.6441418520978455E-007
  0.36473635383241287        1.7146384592404341E-007   4.3793866113194664E-007
  0.36876655920074691        1.6132833292907003E-007   4.0979356301562064E-007
  0.37281890855462113        1.5062616600440191E-007   3.8052369762329924E-007
  0.37689340189403564        1.3954304982708367E-007   3.5061395287800294E-007
  0.38099003921899044        1.2823349953190780E-007   3.2046081694291172E-007
  0.38510882052948553        1.1681661650121341E-007   2.9036424831526833E-007
  0.38924974582552091        1.0538755642665461E-007   2.6055860341357984E-007
  0.39341281510709664        9.4059893274196614E-008   2.3131856106325735E-007
  0.39759802837421271        8.3000031831177161E-008   2.0304224168951632E-007
  0.40180538562686896        7.2364857002508737E-008   1.7609624007847889E-007
  0.40603488686506556        6.2279465209639216E-008   1.5076254195423078E-007
  0.41028653208880245        5.2840625889809235E-008   1.2724905748546875E-007
  0.41456032129807963        4.4134224577998775E-008   1.0573332415429953E-007
  0.41885625449289710        3.6257944868641302E-008   8.6417347834011576E-008
  0.42317433167325491        2.9299986315324727E-008   6.9476512603106792E-008
  0.42751455283915302        2.3343201907489478E-008   5.5070019055844557E-008
  0.43187691799059130        1.8572372782044555E-008   4.3593089305715364E-008
  0.43626142712757005        1.5613298175020500E-008   3.6462924450668144E-008
  0.44066808025008902        1.7286171740580045E-008   4.0167359052891189E-008
