32.5 4.73 0.12
55.0 5.58 0.15
80.0 4.92 0.09
105  3.47 0.08
130  2.91 0.06
#Differential cross-setion. Deuteron photodisintegration, E = 140 MeV
# E. De Sanctis, et al., Phys. Rev. Lett. 54, 1639 (1985).
