 #     E1  dGamma/dq   dGamma/dE1 
  0.2784088E-05  0.4008630E-11  0.3705824E-08
  0.2505679E-04  0.3603185E-10  0.1110335E-07
  0.6960220E-04  0.9983094E-10  0.1845797E-07
  0.1364203E-03  0.1949097E-09  0.2574093E-07
  0.2255111E-03  0.3205371E-09  0.3292490E-07
  0.3368746E-03  0.4757787E-09  0.3998537E-07
  0.4705109E-03  0.6595466E-09  0.4690195E-07
  0.6264198E-03  0.8706660E-09  0.5365981E-07
  0.8046014E-03  0.1107957E-08  0.6025078E-07
  0.1005056E-02  0.1370322E-08  0.6667421E-07
  0.1227783E-02  0.1656838E-08  0.7293728E-07
  0.1472783E-02  0.1966830E-08  0.7905472E-07
  0.1740055E-02  0.2299924E-08  0.8504765E-07
  0.2029600E-02  0.2656047E-08  0.9094121E-07
  0.2341418E-02  0.3035352E-08  0.9676089E-07
  0.2675509E-02  0.3438044E-08  0.1025271E-06
  0.3031872E-02  0.3864071E-08  0.1082480E-06
  0.3410508E-02  0.4312671E-08  0.1139114E-06
  0.3811416E-02  0.4782326E-08  0.1194885E-06
  0.4234598E-02  0.5270998E-08  0.1249445E-06
  0.4680052E-02  0.5775791E-08  0.1302316E-06
  0.5147779E-02  0.6292857E-08  0.1352908E-06
  0.5637778E-02  0.6817401E-08  0.1400539E-06
  0.6150050E-02  0.7343773E-08  0.1444475E-06
  0.6684595E-02  0.7865660E-08  0.1483979E-06
  0.7241413E-02  0.8376379E-08  0.1518360E-06
  0.7820503E-02  0.8869260E-08  0.1547035E-06
  0.8421866E-02  0.9338110E-08  0.1569586E-06
  0.9045502E-02  0.9777724E-08  0.1585812E-06
  0.9691410E-02  0.1018441E-07  0.1595778E-06
  0.1035959E-01  0.1055648E-07  0.1599846E-06
  0.1105005E-01  0.1089475E-07  0.1598694E-06
  0.1176277E-01  0.1120289E-07  0.1593329E-06
  0.1249777E-01  0.1148778E-07  0.1585076E-06
  0.1325504E-01  0.1175977E-07  0.1575573E-06
  0.1403459E-01  0.1202731E-07  0.1566026E-06
  0.1483640E-01  0.1229320E-07  0.1556792E-06
  0.1566049E-01  0.1255994E-07  0.1548157E-06
  0.1650686E-01  0.1283021E-07  0.1540394E-06
  0.1737549E-01  0.1310676E-07  0.1533759E-06
  0.1826640E-01  0.1339241E-07  0.1528489E-06
  0.1917958E-01  0.1368993E-07  0.1524796E-06
  0.2011504E-01  0.1400196E-07  0.1522856E-06
  0.2107276E-01  0.1433088E-07  0.1522798E-06
  0.2205276E-01  0.1467861E-07  0.1524697E-06
  0.2305503E-01  0.1504640E-07  0.1528552E-06
  0.2407958E-01  0.1543462E-07  0.1534270E-06
  0.2512639E-01  0.1584240E-07  0.1541651E-06
  0.2619548E-01  0.1626735E-07  0.1550364E-06
  0.2728685E-01  0.1670516E-07  0.1559927E-06
  0.2840048E-01  0.1714929E-07  0.1569689E-06
  0.2953639E-01  0.1759066E-07  0.1578824E-06
  0.3069457E-01  0.1802152E-07  0.1586685E-06
  0.3187502E-01  0.1843901E-07  0.1593098E-06
  0.3307775E-01  0.1884090E-07  0.1597953E-06
  0.3430275E-01  0.1922526E-07  0.1601172E-06
  0.3555002E-01  0.1959055E-07  0.1602717E-06
  0.3681956E-01  0.1993569E-07  0.1602589E-06
  0.3811138E-01  0.2026019E-07  0.1600834E-06
  0.3942547E-01  0.2056419E-07  0.1597546E-06
  0.4076183E-01  0.2084862E-07  0.1592872E-06
  0.4212047E-01  0.2111523E-07  0.1587010E-06
  0.4350137E-01  0.2136669E-07  0.1580214E-06
  0.4490456E-01  0.2160659E-07  0.1572792E-06
  0.4633001E-01  0.2183949E-07  0.1565098E-06
  0.4777773E-01  0.2207091E-07  0.1557535E-06
  0.4924773E-01  0.2230737E-07  0.1550549E-06
  0.5074000E-01  0.2255635E-07  0.1544627E-06
  0.5225455E-01  0.2282628E-07  0.1540293E-06
  0.5379136E-01  0.2312387E-07  0.1537923E-06
  0.5535045E-01  0.2345164E-07  0.1537598E-06
  0.5693182E-01  0.2381177E-07  0.1539375E-06
  0.5853545E-01  0.2420654E-07  0.1543311E-06
  0.6016136E-01  0.2463828E-07  0.1549465E-06
  0.6180954E-01  0.2510938E-07  0.1557896E-06
  0.6347999E-01  0.2562236E-07  0.1568668E-06
  0.6517272E-01  0.2617983E-07  0.1581846E-06
  0.6688771E-01  0.2678450E-07  0.1597499E-06
  0.6862498E-01  0.2743916E-07  0.1615697E-06
  0.7038453E-01  0.2814678E-07  0.1636516E-06
  0.7216634E-01  0.2891047E-07  0.1660038E-06
  0.7397043E-01  0.2973347E-07  0.1686346E-06
  0.7579680E-01  0.3061907E-07  0.1715524E-06
  0.7764543E-01  0.3157073E-07  0.1747660E-06
  0.7951634E-01  0.3259212E-07  0.1782850E-06
  0.8140952E-01  0.3368733E-07  0.1821207E-06
  0.8332497E-01  0.3486171E-07  0.1862908E-06
  0.8526269E-01  0.3612272E-07  0.1908232E-06
  0.8722269E-01  0.3747883E-07  0.1957499E-06
  0.8920496E-01  0.3893920E-07  0.2011049E-06
  0.9120951E-01  0.4051370E-07  0.2069246E-06
  0.9323632E-01  0.4221238E-07  0.2132444E-06
  0.9528541E-01  0.4404425E-07  0.2200930E-06
  0.9735677E-01  0.4601463E-07  0.2274799E-06
  0.9945041E-01  0.4811953E-07  0.2353685E-06
  0.1015663E+00  0.5033502E-07  0.2436271E-06
  0.1037045E+00  0.5259934E-07  0.2519485E-06
  0.1058649E+00  0.5478809E-07  0.2597409E-06
  0.1080477E+00  0.5669496E-07  0.2660523E-06
  0.1102527E+00  0.5805253E-07  0.2696850E-06
  0.1124799E+00  0.5862684E-07  0.2696430E-06
  0.1147295E+00  0.5838411E-07  0.2658810E-06
  0.1170013E+00  0.5750697E-07  0.2593316E-06
  0.1192954E+00  0.5624192E-07  0.2511762E-06
  0.1216117E+00  0.5479689E-07  0.2423809E-06
  0.1239504E+00  0.5330668E-07  0.2335543E-06
  0.1263113E+00  0.5184471E-07  0.2250161E-06
  0.1286945E+00  0.5044541E-07  0.2169062E-06
  0.1310999E+00  0.4912175E-07  0.2092680E-06
  0.1335276E+00  0.4787632E-07  0.2020996E-06
  0.1359776E+00  0.4670748E-07  0.1953813E-06
  0.1384499E+00  0.4561207E-07  0.1890879E-06
  0.1409445E+00  0.4458692E-07  0.1831951E-06
  0.1434613E+00  0.4362940E-07  0.1776815E-06
  0.1460004E+00  0.4273742E-07  0.1725288E-06
  0.1485617E+00  0.4190963E-07  0.1677222E-06
  0.1511454E+00  0.4114549E-07  0.1632507E-06
  0.1537513E+00  0.4044524E-07  0.1591066E-06
  0.1563794E+00  0.3980992E-07  0.1552858E-06
  0.1590299E+00  0.3924134E-07  0.1517870E-06
  0.1617026E+00  0.3874097E-07  0.1486080E-06
  0.1643976E+00  0.3830805E-07  0.1457379E-06
  0.1671149E+00  0.3794197E-07  0.1431669E-06
  0.1698544E+00  0.3764254E-07  0.1408870E-06
  0.1726162E+00  0.3741011E-07  0.1388924E-06
  0.1754003E+00  0.3724535E-07  0.1371789E-06
  0.1782067E+00  0.3714912E-07  0.1357428E-06
  0.1810353E+00  0.3712254E-07  0.1345818E-06
  0.1838862E+00  0.3716681E-07  0.1336937E-06
  0.1867594E+00  0.3728288E-07  0.1330756E-06
  0.1896549E+00  0.3747109E-07  0.1327225E-06
  0.1925726E+00  0.3773074E-07  0.1326259E-06
  0.1955126E+00  0.3805976E-07  0.1327728E-06
  0.1984748E+00  0.3845438E-07  0.1331445E-06
  0.2014594E+00  0.3890899E-07  0.1337170E-06
  0.2044662E+00  0.3941571E-07  0.1344587E-06
  0.2074953E+00  0.3996468E-07  0.1353326E-06
  0.2105467E+00  0.4054561E-07  0.1363013E-06
  0.2136203E+00  0.4115177E-07  0.1373402E-06
  0.2167162E+00  0.4177674E-07  0.1384265E-06
  0.2198344E+00  0.4241288E-07  0.1395341E-06
  0.2229748E+00  0.4305165E-07  0.1406346E-06
  0.2261375E+00  0.4368419E-07  0.1416995E-06
  0.2293225E+00  0.4430214E-07  0.1427025E-06
  0.2325298E+00  0.4489810E-07  0.1436213E-06
  0.2357594E+00  0.4546592E-07  0.1444381E-06
  0.2390112E+00  0.4600069E-07  0.1451394E-06
  0.2422853E+00  0.4649886E-07  0.1457166E-06
  0.2455816E+00  0.4695716E-07  0.1461619E-06
  0.2489003E+00  0.4737300E-07  0.1464699E-06
  0.2522412E+00  0.4774374E-07  0.1466354E-06
  0.2556043E+00  0.4806635E-07  0.1466518E-06
  0.2589898E+00  0.4833876E-07  0.1465158E-06
  0.2623975E+00  0.4855883E-07  0.1462240E-06
  0.2658275E+00  0.4872479E-07  0.1457741E-06
  0.2692798E+00  0.4883578E-07  0.1451665E-06
  0.2727543E+00  0.4888614E-07  0.1443877E-06
  0.2762511E+00  0.4886566E-07  0.1434108E-06
  0.2797702E+00  0.4876077E-07  0.1422002E-06
  0.2833116E+00  0.4855877E-07  0.1407232E-06
  0.2868752E+00  0.4824834E-07  0.1389524E-06
  0.2904611E+00  0.4782241E-07  0.1368730E-06
  0.2940693E+00  0.4728208E-07  0.1344937E-06
  0.2976997E+00  0.4663405E-07  0.1318391E-06
  0.3013525E+00  0.4588984E-07  0.1289465E-06
  0.3050275E+00  0.4506735E-07  0.1258702E-06
  0.3087247E+00  0.4418944E-07  0.1226770E-06
  0.3124443E+00  0.4327999E-07  0.1194349E-06
  0.3161861E+00  0.4235963E-07  0.1162013E-06
  0.3199502E+00  0.4144350E-07  0.1130174E-06
  0.3237365E+00  0.4053894E-07  0.1099023E-06
  0.3275452E+00  0.3964585E-07  0.1068544E-06
  0.3313761E+00  0.3876773E-07  0.1038819E-06
  0.3352293E+00  0.3791281E-07  0.1010056E-06
  0.3391047E+00  0.3709170E-07  0.9825171E-07
  0.3430024E+00  0.3632255E-07  0.9566608E-07
  0.3469224E+00  0.3563191E-07  0.9331537E-07
  0.3508647E+00  0.3505035E-07  0.9127519E-07
  0.3548292E+00  0.3461015E-07  0.8962393E-07
  0.3588160E+00  0.3434130E-07  0.8843232E-07
  0.3628251E+00  0.3426370E-07  0.8774368E-07
  0.3668565E+00  0.3437678E-07  0.8754822E-07
  0.3709101E+00  0.3465068E-07  0.8776224E-07
  0.3749860E+00  0.3502538E-07  0.8822782E-07
  0.3790842E+00  0.3541495E-07  0.8872561E-07
  0.3832047E+00  0.3571590E-07  0.8899722E-07
  0.3873474E+00  0.3581843E-07  0.8877414E-07
  0.3915124E+00  0.3562051E-07  0.8781276E-07
  0.3956996E+00  0.3505072E-07  0.8594971E-07
  0.3999092E+00  0.3407823E-07  0.8312403E-07
  0.4041410E+00  0.3270742E-07  0.7936154E-07
  0.4083951E+00  0.3097640E-07  0.7476889E-07
  0.4126714E+00  0.2895535E-07  0.6952753E-07
  0.4169701E+00  0.2674890E-07  0.6389748E-07
  0.4212910E+00  0.2452284E-07  0.5827870E-07
  0.4256342E+00  0.2253909E-07  0.5329032E-07
  0.4299996E+00  0.2096373E-07  0.4931337E-07
  0.4343873E+00  0.1957297E-07  0.4580874E-07
  0.4387973E+00  0.1782608E-07  0.4151014E-07
  0.4432296E+00  0.1413186E-07  0.3274276E-07
