 #     E1  dGamma/dq   dGamma/dE1 
  0.2784088E-05  0.4625594E-11  0.4276183E-08
  0.2505679E-04  0.4157722E-10  0.1281218E-07
  0.6960220E-04  0.1151939E-09  0.2129846E-07
  0.1364203E-03  0.2248998E-09  0.2970160E-07
  0.2255111E-03  0.3698426E-09  0.3798947E-07
  0.3368746E-03  0.5489236E-09  0.4613260E-07
  0.4705109E-03  0.7608447E-09  0.5410551E-07
  0.6264198E-03  0.1004175E-08  0.6188809E-07
  0.8046014E-03  0.1277431E-08  0.6946683E-07
  0.1005056E-02  0.1579164E-08  0.7683559E-07
  0.1227783E-02  0.1908048E-08  0.8399604E-07
  0.1472783E-02  0.2262961E-08  0.9095741E-07
  0.1740055E-02  0.2643037E-08  0.9773544E-07
  0.2029600E-02  0.3047674E-08  0.1043502E-06
  0.2341418E-02  0.3476469E-08  0.1108228E-06
  0.2675509E-02  0.3929062E-08  0.1171699E-06
  0.3031872E-02  0.4404852E-08  0.1233975E-06
  0.3410508E-02  0.4902575E-08  0.1294926E-06
  0.3811416E-02  0.5420260E-08  0.1354276E-06
  0.4234598E-02  0.5955454E-08  0.1411689E-06
  0.4680052E-02  0.6504912E-08  0.1466717E-06
  0.5147779E-02  0.7064513E-08  0.1518807E-06
  0.5637778E-02  0.7629266E-08  0.1567325E-06
  0.6150050E-02  0.8193406E-08  0.1611593E-06
  0.6684595E-02  0.8750577E-08  0.1650933E-06
  0.7241413E-02  0.9294114E-08  0.1684716E-06
  0.7820503E-02  0.9817407E-08  0.1712418E-06
  0.8421866E-02  0.1031434E-07  0.1733674E-06
  0.9045502E-02  0.1077977E-07  0.1748330E-06
  0.9691410E-02  0.1121002E-07  0.1756480E-06
  0.1035959E-01  0.1160337E-07  0.1758502E-06
  0.1105005E-01  0.1196043E-07  0.1755072E-06
  0.1176277E-01  0.1228455E-07  0.1747168E-06
  0.1249777E-01  0.1258212E-07  0.1736072E-06
  0.1325504E-01  0.1286272E-07  0.1723347E-06
  0.1403459E-01  0.1313422E-07  0.1710153E-06
  0.1483640E-01  0.1339922E-07  0.1696858E-06
  0.1566049E-01  0.1366010E-07  0.1683764E-06
  0.1650686E-01  0.1391941E-07  0.1671163E-06
  0.1737549E-01  0.1417984E-07  0.1659330E-06
  0.1826640E-01  0.1444414E-07  0.1648525E-06
  0.1917958E-01  0.1471509E-07  0.1638980E-06
  0.2011504E-01  0.1499536E-07  0.1630898E-06
  0.2107276E-01  0.1528740E-07  0.1624438E-06
  0.2205276E-01  0.1559325E-07  0.1619703E-06
  0.2305503E-01  0.1591441E-07  0.1616732E-06
  0.2407958E-01  0.1625149E-07  0.1615471E-06
  0.2512639E-01  0.1660402E-07  0.1615766E-06
  0.2619548E-01  0.1697009E-07  0.1617339E-06
  0.2728685E-01  0.1734598E-07  0.1619767E-06
  0.2840048E-01  0.1772590E-07  0.1622467E-06
  0.2953639E-01  0.1810164E-07  0.1624686E-06
  0.3069457E-01  0.1846623E-07  0.1625840E-06
  0.3187502E-01  0.1881726E-07  0.1625779E-06
  0.3307775E-01  0.1915290E-07  0.1624414E-06
  0.3430275E-01  0.1947157E-07  0.1621686E-06
  0.3555002E-01  0.1977205E-07  0.1617566E-06
  0.3681956E-01  0.2005358E-07  0.1612066E-06
