 #     E1  dGamma/dq   dGamma/dE1 
  0.3811138E-01  0.2031587E-07  0.1605234E-06
  0.3942547E-01  0.2055929E-07  0.1597165E-06
  0.4076183E-01  0.2078485E-07  0.1587999E-06
  0.4212047E-01  0.2099439E-07  0.1577927E-06
  0.4350137E-01  0.2119056E-07  0.1567188E-06
  0.4490456E-01  0.2137689E-07  0.1556072E-06
  0.4633001E-01  0.2155781E-07  0.1544912E-06
  0.4777773E-01  0.2173863E-07  0.1534086E-06
  0.4924773E-01  0.2192562E-07  0.1524014E-06
  0.5074000E-01  0.2212594E-07  0.1515154E-06
  0.5225455E-01  0.2234764E-07  0.1507995E-06
  0.5379136E-01  0.2259715E-07  0.1502891E-06
  0.5535045E-01  0.2287688E-07  0.1499915E-06
  0.5693182E-01  0.2318895E-07  0.1499111E-06
  0.5853545E-01  0.2353552E-07  0.1500530E-06
  0.6016136E-01  0.2391879E-07  0.1504217E-06
  0.6180954E-01  0.2434101E-07  0.1510223E-06
  0.6347999E-01  0.2480456E-07  0.1518600E-06
  0.6517272E-01  0.2531187E-07  0.1529402E-06
  0.6688771E-01  0.2586547E-07  0.1542685E-06
  0.6862498E-01  0.2646796E-07  0.1558510E-06
  0.7038453E-01  0.2712211E-07  0.1576940E-06
  0.7216634E-01  0.2783086E-07  0.1598047E-06
  0.7397043E-01  0.2859722E-07  0.1621903E-06
  0.7579680E-01  0.2942431E-07  0.1648584E-06
  0.7764543E-01  0.3031541E-07  0.1678169E-06
  0.7951634E-01  0.3127403E-07  0.1710748E-06
  0.8140952E-01  0.3230412E-07  0.1746428E-06
  0.8332497E-01  0.3341092E-07  0.1785382E-06
  0.8526269E-01  0.3460188E-07  0.1827892E-06
  0.8722269E-01  0.3588546E-07  0.1874278E-06
  0.8920496E-01  0.3727089E-07  0.1924888E-06
  0.9120951E-01  0.3876822E-07  0.1980095E-06
  0.9323632E-01  0.4038783E-07  0.2040273E-06
  0.9528541E-01  0.4213925E-07  0.2105736E-06
  0.9735677E-01  0.4402852E-07  0.2176613E-06
  0.9945041E-01  0.4605251E-07  0.2252580E-06
  0.1015663E+00  0.4818832E-07  0.2332368E-06
  0.1037045E+00  0.5037546E-07  0.2412962E-06
  0.1058649E+00  0.5249115E-07  0.2488515E-06
  0.1080477E+00  0.5433103E-07  0.2549591E-06
  0.1102527E+00  0.5562982E-07  0.2584302E-06
  0.1124799E+00  0.5615529E-07  0.2582756E-06
  0.1147295E+00  0.5587493E-07  0.2544543E-06
  0.1170013E+00  0.5497206E-07  0.2479002E-06
  0.1192954E+00  0.5369299E-07  0.2397927E-06
  0.1216117E+00  0.5224477E-07  0.2310922E-06
  0.1239504E+00  0.5076137E-07  0.2224025E-06
  0.1263113E+00  0.4931553E-07  0.2140390E-06
  0.1286945E+00  0.4794097E-07  0.2061376E-06
  0.1310999E+00  0.4664992E-07  0.1987375E-06
  0.1335276E+00  0.4544420E-07  0.1918329E-06
  0.1359776E+00  0.4432149E-07  0.1854005E-06
  0.1384499E+00  0.4327801E-07  0.1794119E-06
  0.1409445E+00  0.4231003E-07  0.1738399E-06
  0.1434613E+00  0.4141429E-07  0.1686604E-06
  0.1460004E+00  0.4058809E-07  0.1638521E-06
  0.1485617E+00  0.3982938E-07  0.1593971E-06
  0.1511454E+00  0.3913690E-07  0.1552814E-06
  0.1537513E+00  0.3851023E-07  0.1514946E-06
  0.1563794E+00  0.3794974E-07  0.1480298E-06
  0.1590299E+00  0.3745659E-07  0.1448836E-06
  0.1617026E+00  0.3703174E-07  0.1420515E-06
  0.1643976E+00  0.3667438E-07  0.1395228E-06
  0.1671149E+00  0.3638390E-07  0.1372878E-06
  0.1698544E+00  0.3616014E-07  0.1353387E-06
  0.1726162E+00  0.3600348E-07  0.1336700E-06
  0.1754003E+00  0.3591465E-07  0.1322777E-06
  0.1782067E+00  0.3589456E-07  0.1311586E-06
  0.1810353E+00  0.3594438E-07  0.1303106E-06
  0.1838862E+00  0.3606537E-07  0.1297317E-06
  0.1867594E+00  0.3625859E-07  0.1294196E-06
  0.1896549E+00  0.3652450E-07  0.1293697E-06
  0.1925726E+00  0.3686265E-07  0.1295745E-06
  0.1955126E+00  0.3727129E-07  0.1300221E-06
  0.1984748E+00  0.3774711E-07  0.1306957E-06
  0.2014594E+00  0.3828511E-07  0.1315729E-06
  0.2044662E+00  0.3887818E-07  0.1326250E-06
  0.2074953E+00  0.3951739E-07  0.1338180E-06
  0.2105467E+00  0.4019341E-07  0.1351173E-06
  0.2136203E+00  0.4090019E-07  0.1365005E-06
  0.2167162E+00  0.4163192E-07  0.1379466E-06
  0.2198344E+00  0.4238174E-07  0.1394316E-06
  0.2229748E+00  0.4314191E-07  0.1409294E-06
  0.2261375E+00  0.4390446E-07  0.1424139E-06
  0.2293225E+00  0.4466185E-07  0.1438612E-06
  0.2325298E+00  0.4540756E-07  0.1452510E-06
  0.2357594E+00  0.4613621E-07  0.1465675E-06
  0.2390112E+00  0.4684373E-07  0.1477994E-06
  0.2422853E+00  0.4752740E-07  0.1489398E-06
  0.2455816E+00  0.4818481E-07  0.1499832E-06
  0.2489003E+00  0.4881434E-07  0.1509263E-06
  0.2522412E+00  0.4941441E-07  0.1517665E-06
  0.2556043E+00  0.4998312E-07  0.1524999E-06
  0.2589898E+00  0.5051960E-07  0.1531260E-06
  0.2623975E+00  0.5102293E-07  0.1536441E-06
  0.2658275E+00  0.5149230E-07  0.1540539E-06
  0.2692798E+00  0.5192684E-07  0.1543548E-06
  0.2727543E+00  0.5232069E-07  0.1545318E-06
  0.2762511E+00  0.5266314E-07  0.1545557E-06
  0.2797702E+00  0.5293961E-07  0.1543868E-06
  0.2833116E+00  0.5313556E-07  0.1539868E-06
  0.2868752E+00  0.5323698E-07  0.1533194E-06
  0.2904611E+00  0.5323317E-07  0.1523592E-06
  0.2940693E+00  0.5312064E-07  0.1511015E-06
  0.2976997E+00  0.5290071E-07  0.1495555E-06
  0.3013525E+00  0.5257873E-07  0.1477417E-06
  0.3050275E+00  0.5216591E-07  0.1456960E-06
  0.3087247E+00  0.5167800E-07  0.1434664E-06
  0.3124443E+00  0.5113167E-07  0.1411022E-06
  0.3161861E+00  0.5054040E-07  0.1386429E-06
  0.3199502E+00  0.4991234E-07  0.1361122E-06
  0.3237365E+00  0.4924800E-07  0.1335128E-06
  0.3275452E+00  0.4854081E-07  0.1308283E-06
  0.3313761E+00  0.4778852E-07  0.1280540E-06
  0.3352293E+00  0.4699295E-07  0.1251965E-06
  0.3391047E+00  0.4615749E-07  0.1222659E-06
  0.3430024E+00  0.4529290E-07  0.1192921E-06
  0.3469224E+00  0.4441918E-07  0.1163281E-06
  0.3508647E+00  0.4356198E-07  0.1134405E-06
  0.3548292E+00  0.4275137E-07  0.1107058E-06
  0.3588160E+00  0.4201854E-07  0.1082020E-06
  0.3628251E+00  0.4138844E-07  0.1059890E-06
  0.3668565E+00  0.4086907E-07  0.1040823E-06
  0.3709101E+00  0.4044143E-07  0.1024289E-06
  0.3749860E+00  0.4005748E-07  0.1009035E-06
  0.3790842E+00  0.3964255E-07  0.9931708E-07
  0.3832047E+00  0.3910201E-07  0.9743476E-07
  0.3873474E+00  0.3833175E-07  0.9500327E-07
  0.3915124E+00  0.3723333E-07  0.9178875E-07
  0.3956996E+00  0.3574197E-07  0.8764476E-07
  0.3999092E+00  0.3384083E-07  0.8254496E-07
  0.4041410E+00  0.3154967E-07  0.7655235E-07
  0.4083951E+00  0.2891997E-07  0.6980520E-07
  0.4126714E+00  0.2602942E-07  0.6250180E-07
  0.4169701E+00  0.2297680E-07  0.5488673E-07
  0.4212910E+00  0.1989808E-07  0.4728793E-07
  0.4256342E+00  0.1699897E-07  0.4019155E-07
  0.4299996E+00  0.1443699E-07  0.3396040E-07
  0.4343873E+00  0.1216304E-07  0.2846648E-07
  0.4387973E+00  0.1001870E-07  0.2332972E-07
  0.4432296E+00  0.7529741E-08  0.1744600E-07
