 #     E1  dGamma/dq   dGamma/dE1 
  0.2784088E-05  0.3320804E-10  0.3069955E-07
  0.2505679E-04  0.2982627E-09  0.9191080E-07
  0.6960220E-04  0.8251560E-09  0.1525650E-06
  0.1364203E-03  0.1607611E-08  0.2123106E-06
  0.2255111E-03  0.2636586E-08  0.2708246E-06
  0.3368746E-03  0.3900711E-08  0.3278233E-06
  0.4705109E-03  0.5386867E-08  0.3830731E-06
  0.6264198E-03  0.7080901E-08  0.4364013E-06
  0.8046014E-03  0.8968456E-08  0.4877054E-06
  0.1005056E-02  0.1103589E-07  0.5369606E-06
  0.1227783E-02  0.1327120E-07  0.5842242E-06
  0.1472783E-02  0.1566488E-07  0.6296337E-06
  0.1740055E-02  0.1821057E-07  0.6733988E-06
  0.2029600E-02  0.2090528E-07  0.7157823E-06
  0.2341418E-02  0.2374902E-07  0.7570708E-06
  0.2675509E-02  0.2674359E-07  0.7975296E-06
  0.3031872E-02  0.2989023E-07  0.8373443E-06
  0.3410508E-02  0.3318605E-07  0.8765491E-06
  0.3811416E-02  0.3662221E-07  0.9150221E-06
  0.4234598E-02  0.4018466E-07  0.9525427E-06
  0.4680052E-02  0.4385223E-07  0.9887731E-06
  0.5147779E-02  0.4759587E-07  0.1023269E-05
  0.5637778E-02  0.5137857E-07  0.1055500E-05
  0.6150050E-02  0.5515612E-07  0.1084887E-05
  0.6684595E-02  0.5887875E-07  0.1110839E-05
  0.7241413E-02  0.6249368E-07  0.1132804E-05
  0.7820503E-02  0.6594838E-07  0.1150316E-05
  0.8421866E-02  0.6919460E-07  0.1163050E-05
  0.9045502E-02  0.7219273E-07  0.1170867E-05
  0.9691410E-02  0.7491628E-07  0.1173851E-05
  0.1035959E-01  0.7735613E-07  0.1172340E-05
  0.1105005E-01  0.7952424E-07  0.1166938E-05
  0.1176277E-01  0.8145679E-07  0.1158518E-05
  0.1249777E-01  0.8321673E-07  0.1148219E-05
  0.1325504E-01  0.8489533E-07  0.1137427E-05
  0.1403459E-01  0.8656795E-07  0.1127165E-05
  0.1483640E-01  0.8826297E-07  0.1117749E-05
  0.1566049E-01  0.9000605E-07  0.1109428E-05
  0.1650686E-01  0.9182343E-07  0.1102431E-05
  0.1737549E-01  0.9374151E-07  0.1096967E-05
  0.1826640E-01  0.9578633E-07  0.1093219E-05
  0.1917958E-01  0.9798285E-07  0.1091342E-05
  0.2011504E-01  0.1003541E-06  0.1091453E-05
  0.2107276E-01  0.1029199E-06  0.1093626E-05
  0.2205276E-01  0.1056954E-06  0.1097880E-05
  0.2305503E-01  0.1086893E-06  0.1104166E-05
  0.2407958E-01  0.1119015E-06  0.1112351E-05
  0.2512639E-01  0.1153205E-06  0.1122204E-05
  0.2619548E-01  0.1189204E-06  0.1133375E-05
  0.2728685E-01  0.1226576E-06  0.1145376E-05
  0.2840048E-01  0.1264672E-06  0.1157565E-05
  0.2953639E-01  0.1302606E-06  0.1169135E-05
  0.3069457E-01  0.1339640E-06  0.1179472E-05
  0.3187502E-01  0.1375538E-06  0.1188441E-05
  0.3307775E-01  0.1410119E-06  0.1195964E-05
  0.3430275E-01  0.1443229E-06  0.1201991E-05
  0.3555002E-01  0.1474739E-06  0.1206495E-05
  0.3681956E-01  0.1504556E-06  0.1209481E-05
  0.3811138E-01  0.1532626E-06  0.1210986E-05
  0.3942547E-01  0.1558944E-06  0.1211079E-05
  0.4076183E-01  0.1583558E-06  0.1209867E-05
  0.4212047E-01  0.1606572E-06  0.1207491E-05
  0.4350137E-01  0.1628153E-06  0.1204132E-05
  0.4490456E-01  0.1648534E-06  0.1200005E-05
  0.4633001E-01  0.1668019E-06  0.1195364E-05
  0.4777773E-01  0.1686986E-06  0.1190499E-05
  0.4924773E-01  0.1705891E-06  0.1185737E-05
  0.5074000E-01  0.1725271E-06  0.1181442E-05
  0.5225455E-01  0.1745749E-06  0.1178013E-05
  0.5379136E-01  0.1767816E-06  0.1175740E-05
  0.5535045E-01  0.1791619E-06  0.1174668E-05
  0.5693182E-01  0.1817261E-06  0.1174817E-05
  0.5853545E-01  0.1844840E-06  0.1176195E-05
  0.6016136E-01  0.1874439E-06  0.1178807E-05
  0.6180954E-01  0.1906131E-06  0.1182647E-05
  0.6347999E-01  0.1939973E-06  0.1187702E-05
  0.6517272E-01  0.1976008E-06  0.1193950E-05
  0.6688771E-01  0.2014257E-06  0.1201356E-05
  0.6862498E-01  0.2054720E-06  0.1209879E-05
  0.7038453E-01  0.2097375E-06  0.1219460E-05
  0.7216634E-01  0.2142168E-06  0.1230032E-05
  0.7397043E-01  0.2189020E-06  0.1241512E-05
  0.7579680E-01  0.2237813E-06  0.1253801E-05
  0.7764543E-01  0.2288395E-06  0.1266786E-05
  0.7951634E-01  0.2340572E-06  0.1280336E-05
  0.8140952E-01  0.2394108E-06  0.1294304E-05
  0.8332497E-01  0.2448849E-06  0.1308593E-05
  0.8526269E-01  0.2504872E-06  0.1323233E-05
  0.8722269E-01  0.2562291E-06  0.1338271E-05
  0.8920496E-01  0.2621233E-06  0.1353759E-05
  0.9120951E-01  0.2681834E-06  0.1369752E-05
  0.9323632E-01  0.2744242E-06  0.1386309E-05
