 #     E1  dGamma/dq   dGamma/dE1 
  0.2784088E-05  0.5485097E-11  0.5070760E-08
  0.2505679E-04  0.4930296E-10  0.1519290E-07
  0.6960220E-04  0.1365996E-09  0.2525620E-07
  0.1364203E-03  0.2666930E-09  0.3522105E-07
  0.2255111E-03  0.4385695E-09  0.4504895E-07
  0.3368746E-03  0.6509122E-09  0.5470393E-07
  0.4705109E-03  0.9021469E-09  0.6415384E-07
  0.6264198E-03  0.1190507E-08  0.7337182E-07
  0.8046014E-03  0.1514111E-08  0.8233749E-07
  0.1005056E-02  0.1871055E-08  0.9103781E-07
  0.1227783E-02  0.2259498E-08  0.9946756E-07
  0.1472783E-02  0.2677743E-08  0.1076291E-06
  0.1740055E-02  0.3124298E-08  0.1155317E-06
  0.2029600E-02  0.3597890E-08  0.1231893E-06
  0.2341418E-02  0.4097415E-08  0.1306173E-06
  0.2675509E-02  0.4621802E-08  0.1378283E-06
  0.3031872E-02  0.5169754E-08  0.1448254E-06
  0.3410508E-02  0.5739368E-08  0.1515950E-06
  0.3811416E-02  0.6328091E-08  0.1581102E-06
  0.4234598E-02  0.6932932E-08  0.1643392E-06
  0.4680052E-02  0.7550181E-08  0.1702403E-06
  0.5147779E-02  0.8175341E-08  0.1757625E-06
  0.5637778E-02  0.8803141E-08  0.1808481E-06
  0.6150050E-02  0.9427626E-08  0.1854357E-06
  0.6684595E-02  0.1004234E-07  0.1894643E-06
  0.7241413E-02  0.1064058E-07  0.1928785E-06
  0.7820503E-02  0.1121576E-07  0.1956327E-06
  0.8421866E-02  0.1176181E-07  0.1976971E-06
  0.9045502E-02  0.1227365E-07  0.1990616E-06
  0.9691410E-02  0.1274758E-07  0.1997397E-06
  0.1035959E-01  0.1318179E-07  0.1997714E-06
  0.1105005E-01  0.1357671E-07  0.1992245E-06
  0.1176277E-01  0.1393531E-07  0.1981947E-06
  0.1249777E-01  0.1426339E-07  0.1968053E-06
  0.1325504E-01  0.1456973E-07  0.1952052E-06
  0.1403459E-01  0.1486152E-07  0.1935057E-06
  0.1483640E-01  0.1514118E-07  0.1917456E-06
  0.1566049E-01  0.1541095E-07  0.1899578E-06
  0.1650686E-01  0.1567333E-07  0.1881738E-06
  0.1737549E-01  0.1593092E-07  0.1864244E-06
  0.1826640E-01  0.1618650E-07  0.1847382E-06
  0.1917958E-01  0.1644286E-07  0.1831420E-06
  0.2011504E-01  0.1670277E-07  0.1816595E-06
  0.2107276E-01  0.1696882E-07  0.1803105E-06
  0.2205276E-01  0.1724330E-07  0.1791097E-06
  0.2305503E-01  0.1752797E-07  0.1780652E-06
  0.2407958E-01  0.1782386E-07  0.1771771E-06
  0.2512639E-01  0.1813099E-07  0.1764357E-06
  0.2619548E-01  0.1844804E-07  0.1758196E-06
  0.2728685E-01  0.1877208E-07  0.1752936E-06
  0.2840048E-01  0.1909819E-07  0.1748073E-06
  0.2953639E-01  0.1941924E-07  0.1742945E-06
  0.3069457E-01  0.1972920E-07  0.1737036E-06
  0.3187502E-01  0.2002623E-07  0.1730232E-06
  0.3307775E-01  0.2030904E-07  0.1722470E-06
  0.3430275E-01  0.2057654E-07  0.1713713E-06
  0.3555002E-01  0.2082796E-07  0.1703951E-06
  0.3681956E-01  0.2106292E-07  0.1693205E-06
  0.3811138E-01  0.2128149E-07  0.1681531E-06
  0.3942547E-01  0.2148429E-07  0.1669025E-06
  0.4076183E-01  0.2167257E-07  0.1655823E-06
  0.4212047E-01  0.2184828E-07  0.1642105E-06
  0.4350137E-01  0.2201413E-07  0.1628097E-06
  0.4490456E-01  0.2217360E-07  0.1614066E-06
  0.4633001E-01  0.2233100E-07  0.1600322E-06
  0.4777773E-01  0.2249146E-07  0.1587213E-06
  0.4924773E-01  0.2266094E-07  0.1575125E-06
  0.5074000E-01  0.2284624E-07  0.1564479E-06
  0.5225455E-01  0.2305500E-07  0.1555727E-06
  0.5379136E-01  0.2329329E-07  0.1549190E-06
  0.5535045E-01  0.2356345E-07  0.1544929E-06
  0.5693182E-01  0.2386750E-07  0.1542978E-06
  0.5853545E-01  0.2420750E-07  0.1543372E-06
  0.6016136E-01  0.2458553E-07  0.1546148E-06
  0.6180954E-01  0.2500370E-07  0.1551339E-06
  0.6347999E-01  0.2546423E-07  0.1558986E-06
  0.6517272E-01  0.2596939E-07  0.1569130E-06
  0.6688771E-01  0.2652154E-07  0.1581815E-06
  0.6862498E-01  0.2712313E-07  0.1597088E-06
  0.7038453E-01  0.2777675E-07  0.1615002E-06
  0.7216634E-01  0.2848519E-07  0.1635618E-06
  0.7397043E-01  0.2925133E-07  0.1659001E-06
  0.7579680E-01  0.3007818E-07  0.1685219E-06
  0.7764543E-01  0.3096892E-07  0.1714346E-06
  0.7951634E-01  0.3192704E-07  0.1746468E-06
  0.8140952E-01  0.3295642E-07  0.1781692E-06
  0.8332497E-01  0.3406231E-07  0.1820190E-06
  0.8526269E-01  0.3525221E-07  0.1862246E-06
  0.8722269E-01  0.3653464E-07  0.1908185E-06
  0.8920496E-01  0.3791900E-07  0.1958361E-06
  0.9120951E-01  0.3941562E-07  0.2013161E-06
  0.9323632E-01  0.4103530E-07  0.2072981E-06
  0.9528541E-01  0.4278818E-07  0.2138163E-06
  0.9735677E-01  0.4468102E-07  0.2208870E-06
  0.9945041E-01  0.4671127E-07  0.2284803E-06
  0.1015663E+00  0.4885622E-07  0.2364696E-06
  0.1037045E+00  0.5105471E-07  0.2445498E-06
  0.1058649E+00  0.5318173E-07  0.2521254E-06
  0.1080477E+00  0.5502861E-07  0.2582326E-06
  0.1102527E+00  0.5632392E-07  0.2616547E-06
  0.1124799E+00  0.5682982E-07  0.2613780E-06
  0.1147295E+00  0.5651392E-07  0.2573642E-06
  0.1170013E+00  0.5556582E-07  0.2505778E-06
  0.1192954E+00  0.5423911E-07  0.2422317E-06
  0.1216117E+00  0.5274624E-07  0.2333103E-06
  0.1239504E+00  0.5122443E-07  0.2244313E-06
  0.1263113E+00  0.4974793E-07  0.2159157E-06
  0.1286945E+00  0.4835084E-07  0.2078999E-06
  0.1310999E+00  0.4704511E-07  0.2004212E-06
  0.1335276E+00  0.4583196E-07  0.1934697E-06
  0.1359776E+00  0.4470840E-07  0.1870190E-06
  0.1384499E+00  0.4367008E-07  0.1810372E-06
  0.1409445E+00  0.4271270E-07  0.1754944E-06
  0.1434613E+00  0.4183246E-07  0.1703634E-06
  0.1460004E+00  0.4102609E-07  0.1656202E-06
  0.1485617E+00  0.4029092E-07  0.1612442E-06
  0.1511454E+00  0.3962508E-07  0.1572183E-06
  0.1537513E+00  0.3902752E-07  0.1535295E-06
  0.1563794E+00  0.3849803E-07  0.1501685E-06
  0.1590299E+00  0.3803719E-07  0.1471294E-06
  0.1617026E+00  0.3764555E-07  0.1444060E-06
  0.1643976E+00  0.3732222E-07  0.1419874E-06
  0.1671149E+00  0.3706661E-07  0.1398639E-06
  0.1698544E+00  0.3687863E-07  0.1380278E-06
  0.1726162E+00  0.3675876E-07  0.1364741E-06
  0.1754003E+00  0.3670782E-07  0.1351991E-06
  0.1782067E+00  0.3672686E-07  0.1341999E-06
  0.1810353E+00  0.3681722E-07  0.1334749E-06
  0.1838862E+00  0.3698035E-07  0.1330230E-06
  0.1867594E+00  0.3721754E-07  0.1328424E-06
  0.1896549E+00  0.3752960E-07  0.1329297E-06
  0.1925726E+00  0.3791646E-07  0.1332787E-06
  0.1955126E+00  0.3837695E-07  0.1338793E-06
  0.1984748E+00  0.3890844E-07  0.1347167E-06
  0.2014594E+00  0.3950678E-07  0.1357713E-06
  0.2044662E+00  0.4016593E-07  0.1370179E-06
  0.2074953E+00  0.4087820E-07  0.1384261E-06
  0.2105467E+00  0.4163556E-07  0.1399653E-06
  0.2136203E+00  0.4243298E-07  0.1416161E-06
  0.2167162E+00  0.4326572E-07  0.1433602E-06
  0.2198344E+00  0.4412807E-07  0.1451768E-06
  0.2229748E+00  0.4501363E-07  0.1470437E-06
  0.2261375E+00  0.4591586E-07  0.1489384E-06
  0.2293225E+00  0.4682868E-07  0.1508408E-06
