 #     E1  dGamma/dq   dGamma/dE1 
  0.2784088E-05  0.9464234E-11  0.8749319E-08
  0.2505679E-04  0.8506230E-10  0.2621227E-07
  0.6960220E-04  0.2356413E-09  0.4356826E-07
  0.1364203E-03  0.4599726E-09  0.6074670E-07
  0.2255111E-03  0.7562313E-09  0.7767852E-07
  0.3368746E-03  0.1122023E-08  0.9429699E-07
  0.4705109E-03  0.1554420E-08  0.1105386E-06
  0.6264198E-03  0.2049998E-08  0.1263429E-06
  0.8046014E-03  0.2604873E-08  0.1416532E-06
  0.1005056E-02  0.3214753E-08  0.1564166E-06
  0.1227783E-02  0.3874992E-08  0.1705848E-06
  0.1472783E-02  0.4580668E-08  0.1841153E-06
  0.1740055E-02  0.5326666E-08  0.1969719E-06
  0.2029600E-02  0.6107782E-08  0.2091262E-06
  0.2341418E-02  0.6918835E-08  0.2205585E-06
  0.2675509E-02  0.7754800E-08  0.2312585E-06
  0.3031872E-02  0.8610943E-08  0.2412268E-06
  0.3410508E-02  0.9482960E-08  0.2504752E-06
  0.3811416E-02  0.1036671E-07  0.2590168E-06
  0.4234598E-02  0.1125792E-07  0.2668593E-06
  0.4680052E-02  0.1215249E-07  0.2740123E-06
  0.5147779E-02  0.1304647E-07  0.2804875E-06
  0.5637778E-02  0.1393614E-07  0.2862983E-06
  0.6150050E-02  0.1481793E-07  0.2914596E-06
  0.6684595E-02  0.1568849E-07  0.2959878E-06
  0.7241413E-02  0.1654466E-07  0.2999000E-06
  0.7820503E-02  0.1738348E-07  0.3032143E-06
  0.8421866E-02  0.1820217E-07  0.3059492E-06
  0.9045502E-02  0.1899810E-07  0.3081229E-06
  0.9691410E-02  0.1976872E-07  0.3097528E-06
  0.1035959E-01  0.2051151E-07  0.3108540E-06
  0.1105005E-01  0.2122384E-07  0.3114384E-06
  0.1176277E-01  0.2190284E-07  0.3115128E-06
  0.1249777E-01  0.2254521E-07  0.3110772E-06
  0.1325504E-01  0.2314703E-07  0.3101237E-06
  0.1403459E-01  0.2370455E-07  0.3086470E-06
  0.1483640E-01  0.2421497E-07  0.3066548E-06
  0.1566049E-01  0.2467579E-07  0.3041575E-06
  0.1650686E-01  0.2508475E-07  0.3011673E-06
  0.1737549E-01  0.2543990E-07  0.2976987E-06
  0.1826640E-01  0.2573961E-07  0.2937688E-06
  0.1917958E-01  0.2598262E-07  0.2893967E-06
  0.2011504E-01  0.2616803E-07  0.2846039E-06
  0.2107276E-01  0.2629537E-07  0.2794144E-06
  0.2205276E-01  0.2636456E-07  0.2738541E-06
  0.2305503E-01  0.2637590E-07  0.2679505E-06
  0.2407958E-01  0.2633012E-07  0.2617332E-06
  0.2512639E-01  0.2622832E-07  0.2552323E-06
  0.2619548E-01  0.2607188E-07  0.2484788E-06
  0.2728685E-01  0.2586254E-07  0.2415042E-06
  0.2840048E-01  0.2560226E-07  0.2343396E-06
  0.2953639E-01  0.2529317E-07  0.2270151E-06
  0.3069457E-01  0.2493810E-07  0.2195648E-06
  0.3187502E-01  0.2454092E-07  0.2120293E-06
  0.3307775E-01  0.2410579E-07  0.2044483E-06
  0.3430275E-01  0.2363700E-07  0.1968603E-06
  0.3555002E-01  0.2313897E-07  0.1893016E-06
  0.3681956E-01  0.2261620E-07  0.1818070E-06
  0.3811138E-01  0.2207328E-07  0.1744094E-06
  0.3942547E-01  0.2151477E-07  0.1671393E-06
  0.4076183E-01  0.2094527E-07  0.1600255E-06
  0.4212047E-01  0.2036932E-07  0.1530947E-06
  0.4350137E-01  0.1979139E-07  0.1463710E-06
  0.4490456E-01  0.1921579E-07  0.1398760E-06
  0.4633001E-01  0.1864670E-07  0.1336291E-06
  0.4777773E-01  0.1808814E-07  0.1276472E-06
  0.4924773E-01  0.1754399E-07  0.1219454E-06
  0.5074000E-01  0.1701798E-07  0.1165368E-06
  0.5225455E-01  0.1651372E-07  0.1114328E-06
  0.5379136E-01  0.1603489E-07  0.1066448E-06
  0.5535045E-01  0.1558505E-07  0.1021828E-06
  0.5693182E-01  0.1516738E-07  0.9805357E-07
  0.5853545E-01  0.1478464E-07  0.9426088E-07
  0.6016136E-01  0.1443909E-07  0.9080531E-07
  0.6180954E-01  0.1413253E-07  0.8768440E-07
  0.6347999E-01  0.1386630E-07  0.8489309E-07
  0.6517272E-01  0.1364126E-07  0.8242363E-07
  0.6688771E-01  0.1345780E-07  0.8026593E-07
  0.6862498E-01  0.1331589E-07  0.7840781E-07
  0.7038453E-01  0.1321507E-07  0.7683535E-07
  0.7216634E-01  0.1315452E-07  0.7553319E-07
  0.7397043E-01  0.1313307E-07  0.7448477E-07
  0.7579680E-01  0.1314927E-07  0.7367266E-07
  0.7764543E-01  0.1320141E-07  0.7307901E-07
  0.7951634E-01  0.1328767E-07  0.7268602E-07
  0.8140952E-01  0.1340615E-07  0.7247642E-07
  0.8332497E-01  0.1355485E-07  0.7243317E-07
  0.8526269E-01  0.1373159E-07  0.7253900E-07
  0.8722269E-01  0.1393416E-07  0.7277736E-07
