 #     E1  dGamma/dq   dGamma/dE1 
  0.2784088E-05  0.9333984E-12  0.8628908E-09
  0.2505679E-04  0.8436702E-11  0.2599802E-08
  0.6960220E-04  0.2363687E-10  0.4370274E-08
  0.1364203E-03  0.4692546E-10  0.6197254E-08
  0.2255111E-03  0.7890085E-10  0.8104532E-08
  0.3368746E-03  0.1203811E-09  0.1011706E-07
  0.4705109E-03  0.1724190E-09  0.1226113E-07
  0.6264198E-03  0.2363071E-09  0.1456378E-07
  0.8046014E-03  0.3135700E-09  0.1705196E-07
  0.1005056E-02  0.4059535E-09  0.1975202E-07
  0.1227783E-02  0.5154057E-09  0.2268917E-07
  0.1472783E-02  0.6440521E-09  0.2588701E-07
  0.1740055E-02  0.7941629E-09  0.2936692E-07
  0.2029600E-02  0.9681103E-09  0.3314743E-07
  0.2341418E-02  0.1168316E-08  0.3724356E-07
  0.2675509E-02  0.1397185E-08  0.4166593E-07
  0.3031872E-02  0.1657022E-08  0.4641977E-07
  0.3410508E-02  0.1949931E-08  0.5150389E-07
  0.3811416E-02  0.2277753E-08  0.5691067E-07
  0.4234598E-02  0.2642025E-08  0.6262692E-07
  0.4680052E-02  0.3043910E-08  0.6863358E-07
  0.5147779E-02  0.3484141E-08  0.7490591E-07
  0.5637778E-02  0.3962986E-08  0.8141395E-07
  0.6150050E-02  0.4480216E-08  0.8812312E-07
  0.6684595E-02  0.5035097E-08  0.9499496E-07
  0.7241413E-02  0.5626392E-08  0.1019879E-06
  0.7820503E-02  0.6252375E-08  0.1090581E-06
  0.8421866E-02  0.6910855E-08  0.1161603E-06
  0.9045502E-02  0.7599207E-08  0.1232487E-06
  0.9691410E-02  0.8314396E-08  0.1302769E-06
  0.1035959E-01  0.9053004E-08  0.1371992E-06
  0.1105005E-01  0.9811233E-08  0.1439699E-06
  0.1176277E-01  0.1058491E-07  0.1505436E-06
  0.1249777E-01  0.1136945E-07  0.1568749E-06
  0.1325504E-01  0.1215987E-07  0.1629178E-06
  0.1403459E-01  0.1295054E-07  0.1686235E-06
  0.1483640E-01  0.1373529E-07  0.1739417E-06
  0.1566049E-01  0.1450783E-07  0.1788257E-06
  0.1650686E-01  0.1526188E-07  0.1832340E-06
  0.1737549E-01  0.1599125E-07  0.1871303E-06
  0.1826640E-01  0.1668996E-07  0.1904843E-06
  0.1917958E-01  0.1735236E-07  0.1932721E-06
  0.2011504E-01  0.1797315E-07  0.1954762E-06
  0.2107276E-01  0.1854756E-07  0.1970862E-06
  0.2205276E-01  0.1907138E-07  0.1980984E-06
  0.2305503E-01  0.1954100E-07  0.1985154E-06
  0.2407958E-01  0.1995353E-07  0.1983470E-06
  0.2512639E-01  0.2030678E-07  0.1976088E-06
  0.2619548E-01  0.2059927E-07  0.1963220E-06
  0.2728685E-01  0.2083034E-07  0.1945136E-06
  0.2840048E-01  0.2100003E-07  0.1922150E-06
  0.2953639E-01  0.2110907E-07  0.1894613E-06
  0.3069457E-01  0.2115866E-07  0.1862892E-06
  0.3187502E-01  0.2115037E-07  0.1827355E-06
  0.3307775E-01  0.2108629E-07  0.1788391E-06
  0.3430275E-01  0.2096903E-07  0.1746402E-06
  0.3555002E-01  0.2080171E-07  0.1701803E-06
  0.3681956E-01  0.2058787E-07  0.1655017E-06
