 #     E1  dGamma/dq   dGamma/dE1 
  0.2784088E-05  0.2371772E-10  0.2192611E-07
  0.2505679E-04  0.2131580E-09  0.6568545E-07
  0.6960220E-04  0.5904356E-09  0.1091670E-06
  0.1364203E-03  0.1152372E-08  0.1521890E-06
  0.2255111E-03  0.1894276E-08  0.1945761E-06
  0.3368746E-03  0.2810045E-08  0.2361617E-06
  0.4705109E-03  0.3892307E-08  0.2767914E-06
  0.6264198E-03  0.5132610E-08  0.3163266E-06
  0.8046014E-03  0.6521655E-08  0.3546481E-06
  0.1005056E-02  0.8049572E-08  0.3916589E-06
  0.1227783E-02  0.9706236E-08  0.4272876E-06
  0.1472783E-02  0.1148159E-07  0.4614909E-06
  0.1740055E-02  0.1336602E-07  0.4942546E-06
  0.2029600E-02  0.1535060E-07  0.5255940E-06
  0.2341418E-02  0.1742744E-07  0.5555517E-06
  0.2675509E-02  0.1958979E-07  0.5841936E-06
  0.3031872E-02  0.2183204E-07  0.6116023E-06
  0.3410508E-02  0.2414956E-07  0.6378667E-06
  0.3811416E-02  0.2653785E-07  0.6630599E-06
  0.4234598E-02  0.2899204E-07  0.6872312E-06
  0.4680052E-02  0.3150712E-07  0.7104174E-06
  0.5147779E-02  0.3407778E-07  0.7326417E-06
  0.5637778E-02  0.3669832E-07  0.7539150E-06
  0.6150050E-02  0.3936252E-07  0.7742367E-06
  0.6684595E-02  0.4206377E-07  0.7935986E-06
  0.7241413E-02  0.4479521E-07  0.8119891E-06
  0.7820503E-02  0.4755002E-07  0.8293991E-06
  0.8421866E-02  0.5032177E-07  0.8458279E-06
  0.9045502E-02  0.5310495E-07  0.8612891E-06
  0.9691410E-02  0.5589547E-07  0.8758171E-06
  0.1035959E-01  0.5869124E-07  0.8894718E-06
  0.1105005E-01  0.6149272E-07  0.9023436E-06
  0.1176277E-01  0.6430357E-07  0.9145564E-06
  0.1249777E-01  0.6713122E-07  0.9262720E-06
  0.1325504E-01  0.6998758E-07  0.9376930E-06
  0.1403459E-01  0.7288420E-07  0.9489947E-06
  0.1483640E-01  0.7582799E-07  0.9602746E-06
  0.1566049E-01  0.7882595E-07  0.9716206E-06
  0.1650686E-01  0.8188539E-07  0.9831154E-06
  0.1737549E-01  0.8501385E-07  0.9948357E-06
  0.1826640E-01  0.8821887E-07  0.1006851E-05
  0.1917958E-01  0.9150781E-07  0.1019222E-05
  0.2011504E-01  0.9488761E-07  0.1031999E-05
  0.2107276E-01  0.9836448E-07  0.1045220E-05
  0.2205276E-01  0.1019435E-06  0.1058909E-05
  0.2305503E-01  0.1056285E-06  0.1073071E-05
  0.2407958E-01  0.1094211E-06  0.1087694E-05
  0.2512639E-01  0.1133205E-06  0.1102741E-05
  0.2619548E-01  0.1173231E-06  0.1118151E-05
