 #     E1  dGamma/dq   dGamma/dE1 
  0.2728685E-01  0.1214214E-06  0.1133832E-05
  0.2840048E-01  0.1256038E-06  0.1149662E-05
  0.2953639E-01  0.1298539E-06  0.1165485E-05
  0.3069457E-01  0.1341576E-06  0.1181177E-05
  0.3187502E-01  0.1385095E-06  0.1196698E-05
  0.3307775E-01  0.1429049E-06  0.1212019E-05
  0.3430275E-01  0.1473391E-06  0.1227111E-05
  0.3555002E-01  0.1518076E-06  0.1241949E-05
  0.3681956E-01  0.1563065E-06  0.1256516E-05
  0.3811138E-01  0.1608321E-06  0.1270795E-05
  0.3942547E-01  0.1653817E-06  0.1284781E-05
  0.4076183E-01  0.1699536E-06  0.1298476E-05
  0.4212047E-01  0.1745474E-06  0.1311889E-05
  0.4350137E-01  0.1791642E-06  0.1325043E-05
  0.4490456E-01  0.1838063E-06  0.1337967E-05
  0.4633001E-01  0.1884779E-06  0.1350702E-05
  0.4777773E-01  0.1931850E-06  0.1363298E-05
  0.4924773E-01  0.1979358E-06  0.1375820E-05
  0.5074000E-01  0.2027411E-06  0.1388343E-05
  0.5225455E-01  0.2076141E-06  0.1400957E-05
  0.5379136E-01  0.2125654E-06  0.1413730E-05
  0.5535045E-01  0.2175978E-06  0.1426672E-05
  0.5693182E-01  0.2227127E-06  0.1439785E-05
  0.5853545E-01  0.2279117E-06  0.1453073E-05
  0.6016136E-01  0.2331965E-06  0.1466538E-05
  0.6180954E-01  0.2385688E-06  0.1480185E-05
  0.6347999E-01  0.2440307E-06  0.1494019E-05
  0.6517272E-01  0.2495844E-06  0.1508047E-05
  0.6688771E-01  0.2552325E-06  0.1522275E-05
  0.6862498E-01  0.2609779E-06  0.1536714E-05
  0.7038453E-01  0.2668246E-06  0.1551377E-05
  0.7216634E-01  0.2727770E-06  0.1566284E-05
  0.7397043E-01  0.2788403E-06  0.1581455E-05
  0.7579680E-01  0.2850202E-06  0.1596910E-05
  0.7764543E-01  0.2913227E-06  0.1612674E-05
  0.7951634E-01  0.2977542E-06  0.1628771E-05
  0.8140952E-01  0.3043212E-06  0.1645224E-05
  0.8332497E-01  0.3110329E-06  0.1662069E-05
  0.8526269E-01  0.3179038E-06  0.1679370E-05
  0.8722269E-01  0.3249508E-06  0.1697200E-05
  0.8920496E-01  0.3321937E-06  0.1715644E-05
  0.9120951E-01  0.3396560E-06  0.1734800E-05
  0.9323632E-01  0.3473621E-06  0.1754770E-05
  0.9528541E-01  0.3553324E-06  0.1775627E-05
  0.9735677E-01  0.3635719E-06  0.1797370E-05
  0.9945041E-01  0.3720505E-06  0.1819822E-05
  0.1015663E+00  0.3806682E-06  0.1842477E-05
  0.1037045E+00  0.3891977E-06  0.1864240E-05
  0.1058649E+00  0.3972037E-06  0.1883074E-05
  0.1080477E+00  0.4039817E-06  0.1895764E-05
  0.1102527E+00  0.4086315E-06  0.1898312E-05
  0.1124799E+00  0.4103813E-06  0.1887471E-05
  0.1147295E+00  0.4091355E-06  0.1863202E-05
  0.1170013E+00  0.4055312E-06  0.1828770E-05
  0.1192954E+00  0.4004386E-06  0.1788358E-05
  0.1216117E+00  0.3946031E-06  0.1745432E-05
  0.1239504E+00  0.3885220E-06  0.1702245E-05
  0.1263113E+00  0.3824820E-06  0.1660046E-05
  0.1286945E+00  0.3766344E-06  0.1619460E-05
  0.1310999E+00  0.3710560E-06  0.1580769E-05
  0.1335276E+00  0.3657860E-06  0.1544087E-05
  0.1359776E+00  0.3608471E-06  0.1509453E-05
  0.1384499E+00  0.3562541E-06  0.1476875E-05
  0.1409445E+00  0.3520204E-06  0.1446352E-05
  0.1434613E+00  0.3481593E-06  0.1417885E-05
  0.1460004E+00  0.3446844E-06  0.1391473E-05
  0.1485617E+00  0.3416104E-06  0.1367124E-05
  0.1511454E+00  0.3389524E-06  0.1344843E-05
  0.1537513E+00  0.3367259E-06  0.1324639E-05
  0.1563794E+00  0.3349476E-06  0.1306524E-05
  0.1590299E+00  0.3336372E-06  0.1290522E-05
  0.1617026E+00  0.3328157E-06  0.1276661E-05
  0.1643976E+00  0.3325050E-06  0.1264971E-05
  0.1671149E+00  0.3327308E-06  0.1255497E-05
  0.1698544E+00  0.3335236E-06  0.1248298E-05
  0.1726162E+00  0.3349181E-06  0.1243449E-05
  0.1754003E+00  0.3369528E-06  0.1241035E-05
  0.1782067E+00  0.3396695E-06  0.1241152E-05
  0.1810353E+00  0.3431145E-06  0.1243906E-05
  0.1838862E+00  0.3473375E-06  0.1249417E-05
  0.1867594E+00  0.3523898E-06  0.1257802E-05
  0.1896549E+00  0.3583261E-06  0.1269190E-05
  0.1925726E+00  0.3652076E-06  0.1283727E-05
  0.1955126E+00  0.3731020E-06  0.1301579E-05
  0.1984748E+00  0.3820853E-06  0.1322933E-05
  0.2014594E+00  0.3922401E-06  0.1347996E-05
  0.2044662E+00  0.4036585E-06  0.1376999E-05
  0.2074953E+00  0.4164390E-06  0.1410190E-05
  0.2105467E+00  0.4306927E-06  0.1447850E-05
  0.2136203E+00  0.4465429E-06  0.1490295E-05
  0.2167162E+00  0.4641198E-06  0.1537853E-05
  0.2198344E+00  0.4835649E-06  0.1590879E-05
  0.2229748E+00  0.5050279E-06  0.1649748E-05
  0.2261375E+00  0.5286620E-06  0.1714834E-05
  0.2293225E+00  0.5546263E-06  0.1786518E-05
  0.2325298E+00  0.5830984E-06  0.1865232E-05
  0.2357594E+00  0.6142727E-06  0.1951448E-05
  0.2390112E+00  0.6483517E-06  0.2045652E-05
  0.2422853E+00  0.6855444E-06  0.2148337E-05
  0.2455816E+00  0.7260555E-06  0.2259967E-05
  0.2489003E+00  0.7700923E-06  0.2381005E-05
  0.2522412E+00  0.8178542E-06  0.2511876E-05
  0.2556043E+00  0.8695141E-06  0.2652912E-05
  0.2589898E+00  0.9252255E-06  0.2804378E-05
  0.2623975E+00  0.9851050E-06  0.2966422E-05
  0.2658275E+00  0.1049213E-05  0.3139018E-05
  0.2692798E+00  0.1117569E-05  0.3322023E-05
  0.2727543E+00  0.1190223E-05  0.3515384E-05
  0.2762511E+00  0.1267222E-05  0.3719041E-05
  0.2797702E+00  0.1348578E-05  0.3932833E-05
  0.2833116E+00  0.1434201E-05  0.4156311E-05
  0.2868752E+00  0.1523902E-05  0.4388748E-05
  0.2904611E+00  0.1617343E-05  0.4629014E-05
  0.2940693E+00  0.1713971E-05  0.4875384E-05
  0.2976997E+00  0.1813024E-05  0.5125599E-05
  0.3013525E+00  0.1913528E-05  0.5376847E-05
  0.3050275E+00  0.2014210E-05  0.5625558E-05
  0.3087247E+00  0.2113480E-05  0.5867359E-05
  0.3124443E+00  0.2209482E-05  0.6097256E-05
  0.3161861E+00  0.2300206E-05  0.6309947E-05
  0.3199502E+00  0.2383567E-05  0.6500046E-05
  0.3237365E+00  0.2457483E-05  0.6662311E-05
  0.3275452E+00  0.2519961E-05  0.6791857E-05
  0.3313761E+00  0.2569214E-05  0.6884460E-05
  0.3352293E+00  0.2603706E-05  0.6936674E-05
  0.3391047E+00  0.2622232E-05  0.6945994E-05
  0.3430024E+00  0.2623986E-05  0.6911036E-05
  0.3469224E+00  0.2608647E-05  0.6831708E-05
  0.3508647E+00  0.2576448E-05  0.6709370E-05
  0.3548292E+00  0.2528253E-05  0.6546981E-05
  0.3588160E+00  0.2465585E-05  0.6349132E-05
  0.3628251E+00  0.2390536E-05  0.6121767E-05
  0.3668565E+00  0.2305548E-05  0.5871597E-05
  0.3709101E+00  0.2213088E-05  0.5605245E-05
  0.3749860E+00  0.2115470E-05  0.5328803E-05
  0.3790842E+00  0.2014645E-05  0.5047320E-05
  0.3832047E+00  0.1912115E-05  0.4764626E-05
  0.3873474E+00  0.1808925E-05  0.4483327E-05
  0.3915124E+00  0.1705787E-05  0.4205159E-05
  0.3956996E+00  0.1603636E-05  0.3932359E-05
  0.3999092E+00  0.1504281E-05  0.3669259E-05
  0.4041410E+00  0.1409583E-05  0.3420223E-05
  0.4083951E+00  0.1321199E-05  0.3189027E-05
  0.4126714E+00  0.1240731E-05  0.2979241E-05
  0.4169701E+00  0.1170152E-05  0.2795245E-05
  0.4212910E+00  0.1112444E-05  0.2643731E-05
  0.4256342E+00  0.1072015E-05  0.2534619E-05
  0.4299996E+00  0.1049966E-05  0.2469854E-05
  0.4343873E+00  0.1037985E-05  0.2429309E-05
  0.4387973E+00  0.1027715E-05  0.2393155E-05
  0.4432296E+00  0.1043288E-05  0.2417243E-05
