 #     E1  dGamma/dq   dGamma/dE1 
  0.2784088E-05  0.4689966E-11  0.4335693E-08
  0.2505679E-04  0.4217446E-10  0.1299622E-07
  0.6960220E-04  0.1169561E-09  0.2162428E-07
  0.1364203E-03  0.2286646E-09  0.3019880E-07
  0.2255111E-03  0.3767576E-09  0.3869977E-07
  0.3368746E-03  0.5605387E-09  0.4710876E-07
  0.4705109E-03  0.7791806E-09  0.5540942E-07
  0.6264198E-03  0.1031741E-08  0.6358700E-07
  0.8046014E-03  0.1317173E-08  0.7162799E-07
  0.1005056E-02  0.1634338E-08  0.7952014E-07
  0.1227783E-02  0.1982026E-08  0.8725270E-07
  0.1472783E-02  0.2358978E-08  0.9481672E-07
  0.1740055E-02  0.2763917E-08  0.1022054E-06
  0.2029600E-02  0.3195579E-08  0.1094144E-06
  0.2341418E-02  0.3652758E-08  0.1164426E-06
  0.2675509E-02  0.4134347E-08  0.1232918E-06
  0.3031872E-02  0.4639382E-08  0.1299676E-06
  0.3410508E-02  0.5167082E-08  0.1364791E-06
  0.3811416E-02  0.5716636E-08  0.1428327E-06
  0.4234598E-02  0.6286998E-08  0.1490279E-06
  0.4680052E-02  0.6877021E-08  0.1550620E-06
  0.5147779E-02  0.7485448E-08  0.1609304E-06
  0.5637778E-02  0.8110892E-08  0.1666268E-06
  0.6150050E-02  0.8751819E-08  0.1721429E-06
  0.6684595E-02  0.9406539E-08  0.1774690E-06
  0.7241413E-02  0.1007321E-07  0.1825940E-06
  0.7820503E-02  0.1074982E-07  0.1875055E-06
  0.8421866E-02  0.1143420E-07  0.1921905E-06
  0.9045502E-02  0.1212401E-07  0.1966347E-06
  0.9691410E-02  0.1281672E-07  0.2008231E-06
  0.1035959E-01  0.1350957E-07  0.2047389E-06
  0.1105005E-01  0.1419949E-07  0.2083632E-06
  0.1176277E-01  0.1488305E-07  0.2116740E-06
  0.1249777E-01  0.1555633E-07  0.2146451E-06
  0.1325504E-01  0.1621479E-07  0.2172457E-06
  0.1403459E-01  0.1685372E-07  0.2194452E-06
  0.1483640E-01  0.1746865E-07  0.2212205E-06
  0.1566049E-01  0.1805523E-07  0.2225515E-06
  0.1650686E-01  0.1860920E-07  0.2234219E-06
  0.1737549E-01  0.1912646E-07  0.2238186E-06
  0.1826640E-01  0.1960317E-07  0.2237330E-06
  0.1917958E-01  0.2003579E-07  0.2231604E-06
  0.2011504E-01  0.2042111E-07  0.2221003E-06
  0.2107276E-01  0.2075636E-07  0.2205569E-06
  0.2205276E-01  0.2103919E-07  0.2185384E-06
  0.2305503E-01  0.2126770E-07  0.2160568E-06
  0.2407958E-01  0.2144054E-07  0.2131285E-06
  0.2512639E-01  0.2155678E-07  0.2097728E-06
  0.2619548E-01  0.2161601E-07  0.2060120E-06
  0.2728685E-01  0.2161828E-07  0.2018714E-06
  0.2840048E-01  0.2156409E-07  0.1973779E-06
  0.2953639E-01  0.2145430E-07  0.1925599E-06
  0.3069457E-01  0.2129043E-07  0.1874494E-06
  0.3187502E-01  0.2107495E-07  0.1820839E-06
  0.3307775E-01  0.2081072E-07  0.1765019E-06
  0.3430275E-01  0.2050095E-07  0.1707418E-06
  0.3555002E-01  0.2014916E-07  0.1648418E-06
  0.3681956E-01  0.1975913E-07  0.1588396E-06
  0.3811138E-01  0.1933494E-07  0.1527727E-06
  0.3942547E-01  0.1888081E-07  0.1466772E-06
  0.4076183E-01  0.1840118E-07  0.1405883E-06
  0.4212047E-01  0.1790064E-07  0.1345402E-06
  0.4350137E-01  0.1738383E-07  0.1285654E-06
  0.4490456E-01  0.1685538E-07  0.1226941E-06
  0.4633001E-01  0.1631995E-07  0.1169548E-06
  0.4777773E-01  0.1578211E-07  0.1113736E-06
  0.4924773E-01  0.1524636E-07  0.1059750E-06
  0.5074000E-01  0.1471712E-07  0.1007808E-06
  0.5225455E-01  0.1419871E-07  0.9581137E-07
  0.5379136E-01  0.1369538E-07  0.9108528E-07
  0.5535045E-01  0.1321111E-07  0.8661814E-07
  0.5693182E-01  0.1274949E-07  0.8242246E-07
  0.5853545E-01  0.1231382E-07  0.7850795E-07
  0.6016136E-01  0.1190697E-07  0.7488121E-07
  0.6180954E-01  0.1153141E-07  0.7154591E-07
  0.6347999E-01  0.1118919E-07  0.6850312E-07
  0.6517272E-01  0.1088195E-07  0.6575125E-07
  0.6688771E-01  0.1061090E-07  0.6328621E-07
  0.6862498E-01  0.1037681E-07  0.6110165E-07
  0.7038453E-01  0.1018009E-07  0.5918930E-07
  0.7216634E-01  0.1002078E-07  0.5753927E-07
  0.7397043E-01  0.9898550E-08  0.5614005E-07
  0.7579680E-01  0.9812735E-08  0.5497876E-07
  0.7764543E-01  0.9762384E-08  0.5404160E-07
  0.7951634E-01  0.9746350E-08  0.5331434E-07
  0.8140952E-01  0.9763373E-08  0.5278281E-07
  0.8332497E-01  0.9811950E-08  0.5243219E-07
  0.8526269E-01  0.9890122E-08  0.5224592E-07
  0.8722269E-01  0.9995843E-08  0.5220775E-07
  0.8920496E-01  0.1012705E-07  0.5230206E-07
  0.9120951E-01  0.1028167E-07  0.5251387E-07
  0.9323632E-01  0.1045764E-07  0.5282887E-07
  0.9528541E-01  0.1065290E-07  0.5323350E-07
  0.9735677E-01  0.1086552E-07  0.5371526E-07
  0.9945041E-01  0.1109368E-07  0.5426284E-07
  0.1015663E+00  0.1133567E-07  0.5486589E-07
  0.1037045E+00  0.1158968E-07  0.5551405E-07
  0.1058649E+00  0.1185338E-07  0.5619483E-07
  0.1080477E+00  0.1212319E-07  0.5689044E-07
  0.1102527E+00  0.1239386E-07  0.5757610E-07
  0.1124799E+00  0.1265937E-07  0.5822438E-07
  0.1147295E+00  0.1291788E-07  0.5882800E-07
  0.1170013E+00  0.1317225E-07  0.5940117E-07
  0.1192954E+00  0.1342546E-07  0.5995807E-07
  0.1216117E+00  0.1367968E-07  0.6050881E-07
  0.1239504E+00  0.1393623E-07  0.6105928E-07
  0.1263113E+00  0.1419610E-07  0.6161383E-07
  0.1286945E+00  0.1446037E-07  0.6217700E-07
  0.1310999E+00  0.1473032E-07  0.6275396E-07
  0.1335276E+00  0.1500732E-07  0.6335018E-07
  0.1359776E+00  0.1529270E-07  0.6397064E-07
  0.1384499E+00  0.1558755E-07  0.6461924E-07
  0.1409445E+00  0.1589265E-07  0.6529843E-07
  0.1434613E+00  0.1620838E-07  0.6600891E-07
  0.1460004E+00  0.1653465E-07  0.6674956E-07
  0.1485617E+00  0.1687089E-07  0.6751727E-07
  0.1511454E+00  0.1721597E-07  0.6830685E-07
  0.1537513E+00  0.1756811E-07  0.6911080E-07
  0.1563794E+00  0.1792503E-07  0.6991984E-07
  0.1590299E+00  0.1828402E-07  0.7072332E-07
  0.1617026E+00  0.1864175E-07  0.7150863E-07
  0.1643976E+00  0.1899408E-07  0.7226045E-07
  0.1671149E+00  0.1933682E-07  0.7296385E-07
  0.1698544E+00  0.1966593E-07  0.7360482E-07
  0.1726162E+00  0.1997759E-07  0.7417074E-07
  0.1754003E+00  0.2026824E-07  0.7465021E-07
  0.1782067E+00  0.2053453E-07  0.7503312E-07
  0.1810353E+00  0.2077353E-07  0.7531107E-07
  0.1838862E+00  0.2098264E-07  0.7547720E-07
  0.1867594E+00  0.2115954E-07  0.7552577E-07
  0.1896549E+00  0.2130210E-07  0.7545198E-07
  0.1925726E+00  0.2140838E-07  0.7525180E-07
  0.1955126E+00  0.2147659E-07  0.7492180E-07
  0.1984748E+00  0.2150500E-07  0.7445896E-07
  0.2014594E+00  0.2149211E-07  0.7386107E-07
  0.2044662E+00  0.2143664E-07  0.7312674E-07
  0.2074953E+00  0.2133787E-07  0.7225655E-07
  0.2105467E+00  0.2119589E-07  0.7125375E-07
  0.2136203E+00  0.2101214E-07  0.7012603E-07
  0.2167162E+00  0.2078948E-07  0.6888558E-07
  0.2198344E+00  0.2053200E-07  0.6754819E-07
  0.2229748E+00  0.2024514E-07  0.6613374E-07
  0.2261375E+00  0.1993605E-07  0.6466705E-07
  0.2293225E+00  0.1961371E-07  0.6317811E-07
  0.2325298E+00  0.1928851E-07  0.6170064E-07
  0.2357594E+00  0.1897181E-07  0.6027047E-07
  0.2390112E+00  0.1867550E-07  0.5892417E-07
  0.2422853E+00  0.1841156E-07  0.5769755E-07
  0.2455816E+00  0.1819144E-07  0.5662384E-07
  0.2489003E+00  0.1802582E-07  0.5573303E-07
  0.2522412E+00  0.1792439E-07  0.5505118E-07
  0.2556043E+00  0.1789599E-07  0.5460117E-07
  0.2589898E+00  0.1794869E-07  0.5440285E-07
  0.2623975E+00  0.1808963E-07  0.5447285E-07
  0.2658275E+00  0.1832540E-07  0.5482565E-07
  0.2692798E+00  0.1866342E-07  0.5547784E-07
  0.2727543E+00  0.1911361E-07  0.5645302E-07
  0.2762511E+00  0.1968842E-07  0.5778153E-07
  0.2797702E+00  0.2040334E-07  0.5950188E-07
  0.2833116E+00  0.2127630E-07  0.6165868E-07
  0.2868752E+00  0.2232889E-07  0.6430592E-07
  0.2904611E+00  0.2358544E-07  0.6750411E-07
  0.2940693E+00  0.2507042E-07  0.7131274E-07
  0.2976997E+00  0.2680808E-07  0.7578910E-07
  0.3013525E+00  0.2881985E-07  0.8098127E-07
  0.3050275E+00  0.3111911E-07  0.8691365E-07
  0.3087247E+00  0.3370738E-07  0.9357709E-07
  0.3124443E+00  0.3657410E-07  0.1009294E-06
  0.3161861E+00  0.3969968E-07  0.1089045E-06
  0.3199502E+00  0.4305922E-07  0.1174236E-06
  0.3237365E+00  0.4662748E-07  0.1264085E-06
  0.3275452E+00  0.5038306E-07  0.1357936E-06
  0.3313761E+00  0.5431014E-07  0.1455293E-06
  0.3352293E+00  0.5840411E-07  0.1555975E-06
  0.3391047E+00  0.6267250E-07  0.1660123E-06
  0.3430024E+00  0.6711940E-07  0.1767786E-06
  0.3469224E+00  0.7173573E-07  0.1878666E-06
  0.3508647E+00  0.7649553E-07  0.1992033E-06
  0.3548292E+00  0.8134862E-07  0.2106545E-06
  0.3588160E+00  0.8621373E-07  0.2220091E-06
  0.3628251E+00  0.9097759E-07  0.2329786E-06
  0.3668565E+00  0.9550624E-07  0.2432282E-06
  0.3709101E+00  0.9967091E-07  0.2524436E-06
  0.3749860E+00  0.1033756E-06  0.2604000E-06
  0.3790842E+00  0.1065953E-06  0.2670548E-06
  0.3832047E+00  0.1094006E-06  0.2726056E-06
  0.3873474E+00  0.1119586E-06  0.2774837E-06
  0.3915124E+00  0.1144845E-06  0.2822305E-06
  0.3956996E+00  0.1171237E-06  0.2872052E-06
  0.3999092E+00  0.1199030E-06  0.2924689E-06
  0.4041410E+00  0.1228151E-06  0.2979996E-06
  0.4083951E+00  0.1258541E-06  0.3037788E-06
  0.4126714E+00  0.1290707E-06  0.3099243E-06
  0.4169701E+00  0.1327080E-06  0.3170115E-06
  0.4212910E+00  0.1374456E-06  0.3266405E-06
  0.4256342E+00  0.1445632E-06  0.3417981E-06
  0.4299996E+00  0.1563733E-06  0.3678400E-06
  0.4343873E+00  0.1774893E-06  0.4153975E-06
  0.4387973E+00  0.2201965E-06  0.5127534E-06
  0.4432296E+00  0.3483178E-06  0.8070334E-06
