 #     E1  dGamma/dq   dGamma/dE1 
  0.2784088E-05  0.2754269E-08  0.2546215E-05
  0.2505679E-04  0.2473470E-07  0.7622093E-05
  0.6960220E-04  0.6840959E-07  0.1264841E-04
  0.1364203E-03  0.1332094E-06  0.1759242E-04
  0.2255111E-03  0.2182862E-06  0.2242191E-04
  0.3368746E-03  0.3225219E-06  0.2710537E-04
  0.4705109E-03  0.4445404E-06  0.3161234E-04
  0.6264198E-03  0.5827242E-06  0.3591374E-04
  0.8046014E-03  0.7352375E-06  0.3998227E-04
  0.1005056E-02  0.9000545E-06  0.4379293E-04
  0.1227783E-02  0.1074997E-05  0.4732348E-04
  0.1472783E-02  0.1257779E-05  0.5055515E-04
  0.1740055E-02  0.1446065E-05  0.5347324E-04
  0.2029600E-02  0.1637529E-05  0.5606787E-04
  0.2341418E-02  0.1829938E-05  0.5833473E-04
  0.2675509E-02  0.2021233E-05  0.6027585E-04
  0.3031872E-02  0.2209626E-05  0.6190042E-04
  0.3410508E-02  0.2393703E-05  0.6322533E-04
  0.3811416E-02  0.2572273E-05  0.6426938E-04
  0.4234598E-02  0.2744200E-05  0.6504890E-04
  0.4680052E-02  0.2908567E-05  0.6558190E-04
  0.5147779E-02  0.3064682E-05  0.6588792E-04
  0.5637778E-02  0.3212073E-05  0.6598749E-04
  0.6150050E-02  0.3350463E-05  0.6590157E-04
  0.6684595E-02  0.3479755E-05  0.6565100E-04
  0.7241413E-02  0.3599994E-05  0.6525599E-04
  0.7820503E-02  0.3711332E-05  0.6473554E-04
  0.8421866E-02  0.3813985E-05  0.6410694E-04
  0.9045502E-02  0.3908179E-05  0.6338528E-04
  0.9691410E-02  0.3994100E-05  0.6258290E-04
  0.1035959E-01  0.4071829E-05  0.6170900E-04
  0.1105005E-01  0.4141280E-05  0.6076910E-04
  0.1176277E-01  0.4202126E-05  0.5976467E-04
  0.1249777E-01  0.4253729E-05  0.5869266E-04
  0.1325504E-01  0.4295080E-05  0.5754545E-04
  0.1403459E-01  0.4325598E-05  0.5632180E-04
  0.1483640E-01  0.4345671E-05  0.5503294E-04
  0.1566049E-01  0.4355827E-05  0.5369059E-04
  0.1650686E-01  0.4356654E-05  0.5230596E-04
  0.1737549E-01  0.4348785E-05  0.5088967E-04
  0.1826640E-01  0.4332884E-05  0.4945166E-04
  0.1917958E-01  0.4309635E-05  0.4800109E-04
  0.2011504E-01  0.4279720E-05  0.4654630E-04
  0.2107276E-01  0.4243813E-05  0.4509472E-04
  0.2205276E-01  0.4202558E-05  0.4365283E-04
  0.2305503E-01  0.4156559E-05  0.4222614E-04
  0.2407958E-01  0.4106366E-05  0.4081911E-04
  0.2512639E-01  0.4052457E-05  0.3943516E-04
  0.2619548E-01  0.3995228E-05  0.3807664E-04
  0.2728685E-01  0.3934979E-05  0.3674481E-04
  0.2840048E-01  0.3871903E-05  0.3543985E-04
  0.2953639E-01  0.3806073E-05  0.3416085E-04
  0.3069457E-01  0.3737716E-05  0.3290832E-04
  0.3187502E-01  0.3667391E-05  0.3168562E-04
  0.3307775E-01  0.3595657E-05  0.3049584E-04
  0.3430275E-01  0.3523033E-05  0.2934151E-04
  0.3555002E-01  0.3449992E-05  0.2822464E-04
  0.3681956E-01  0.3376957E-05  0.2714666E-04
  0.3811138E-01  0.3304296E-05  0.2610850E-04
  0.3942547E-01  0.3232317E-05  0.2511052E-04
  0.4076183E-01  0.3161262E-05  0.2415260E-04
  0.4212047E-01  0.3091306E-05  0.2323409E-04
  0.4350137E-01  0.3022548E-05  0.2235383E-04
  0.4490456E-01  0.2955012E-05  0.2151019E-04
  0.4633001E-01  0.2888639E-05  0.2070105E-04
  0.4777773E-01  0.2823286E-05  0.1992381E-04
  0.4924773E-01  0.2758719E-05  0.1917541E-04
  0.5074000E-01  0.2694613E-05  0.1845234E-04
  0.5225455E-01  0.2630549E-05  0.1775067E-04
  0.5379136E-01  0.2566302E-05  0.1706796E-04
  0.5535045E-01  0.2502076E-05  0.1640477E-04
  0.5693182E-01  0.2438105E-05  0.1576177E-04
  0.5853545E-01  0.2374602E-05  0.1513950E-04
  0.6016136E-01  0.2311763E-05  0.1453834E-04
  0.6180954E-01  0.2249763E-05  0.1395852E-04
  0.6347999E-01  0.2188754E-05  0.1340012E-04
  0.6517272E-01  0.2128867E-05  0.1286310E-04
  0.6688771E-01  0.2070209E-05  0.1234728E-04
  0.6862498E-01  0.2012866E-05  0.1185234E-04
  0.7038453E-01  0.1956897E-05  0.1137784E-04
  0.7216634E-01  0.1902340E-05  0.1092323E-04
  0.7397043E-01  0.1849205E-05  0.1048784E-04
  0.7579680E-01  0.1797479E-05  0.1007091E-04
  0.7764543E-01  0.1747123E-05  0.9671544E-05
  0.7951634E-01  0.1698074E-05  0.9288781E-05
  0.8140952E-01  0.1650243E-05  0.8921553E-05
  0.8332497E-01  0.1603579E-05  0.8569058E-05
  0.8526269E-01  0.1558143E-05  0.8231105E-05
  0.8722269E-01  0.1513996E-05  0.7907519E-05
  0.8920496E-01  0.1471188E-05  0.7598079E-05
  0.9120951E-01  0.1429758E-05  0.7302517E-05
  0.9323632E-01  0.1389735E-05  0.7020524E-05
  0.9528541E-01  0.1351135E-05  0.6751743E-05
  0.9735677E-01  0.1313961E-05  0.6495753E-05
  0.9945041E-01  0.1278195E-05  0.6252074E-05
  0.1015663E+00  0.1243810E-05  0.6020181E-05
  0.1037045E+00  0.1210769E-05  0.5799528E-05
  0.1058649E+00  0.1179027E-05  0.5589563E-05
  0.1080477E+00  0.1148537E-05  0.5389735E-05
  0.1102527E+00  0.1119245E-05  0.5199491E-05
  0.1124799E+00  0.1091090E-05  0.5018261E-05
  0.1147295E+00  0.1064000E-05  0.4845455E-05
  0.1170013E+00  0.1037889E-05  0.4680432E-05
  0.1192954E+00  0.1012696E-05  0.4522697E-05
  0.1216117E+00  0.9884392E-06  0.4372124E-05
  0.1239504E+00  0.9651393E-06  0.4228597E-05
  0.1263113E+00  0.9428057E-06  0.4091960E-05
  0.1286945E+00  0.9214410E-06  0.3962031E-05
  0.1310999E+00  0.9010448E-06  0.3838623E-05
  0.1335276E+00  0.8816158E-06  0.3721551E-05
  0.1359776E+00  0.8631499E-06  0.3610628E-05
  0.1384499E+00  0.8456386E-06  0.3505651E-05
  0.1409445E+00  0.8290663E-06  0.3406399E-05
  0.1434613E+00  0.8134113E-06  0.3312632E-05
  0.1460004E+00  0.7986465E-06  0.3224095E-05
  0.1485617E+00  0.7847403E-06  0.3140529E-05
  0.1511454E+00  0.7716576E-06  0.3061664E-05
  0.1537513E+00  0.7593599E-06  0.2987229E-05
