 #     E1  dGamma/dq   dGamma/dE1 
  0.1434613E+00  0.5487955E-06  0.2234979E-05
  0.1460004E+00  0.5682426E-06  0.2293967E-05
  0.1485617E+00  0.5887633E-06  0.2356229E-05
  0.1511454E+00  0.6104252E-06  0.2421951E-05
  0.1537513E+00  0.6333020E-06  0.2491333E-05
  0.1563794E+00  0.6574727E-06  0.2564591E-05
  0.1590299E+00  0.6830214E-06  0.2641954E-05
  0.1617026E+00  0.7100401E-06  0.2723671E-05
  0.1643976E+00  0.7386337E-06  0.2810034E-05
  0.1671149E+00  0.7689166E-06  0.2901362E-05
  0.1698544E+00  0.8010094E-06  0.2997985E-05
  0.1726162E+00  0.8350409E-06  0.3100253E-05
  0.1754003E+00  0.8711447E-06  0.3208524E-05
  0.1782067E+00  0.9094585E-06  0.3323159E-05
  0.1810353E+00  0.9501267E-06  0.3444531E-05
  0.1838862E+00  0.9932992E-06  0.3573022E-05
  0.1867594E+00  0.1039130E-05  0.3709018E-05
  0.1896549E+00  0.1087783E-05  0.3852925E-05
  0.1925726E+00  0.1139445E-05  0.4005221E-05
  0.1955126E+00  0.1194328E-05  0.4166454E-05
  0.1984748E+00  0.1252666E-05  0.4337232E-05
  0.2014594E+00  0.1314708E-05  0.4518202E-05
  0.2044662E+00  0.1380728E-05  0.4710072E-05
  0.2074953E+00  0.1451011E-05  0.4913567E-05
  0.2105467E+00  0.1525874E-05  0.5129496E-05
  0.2136203E+00  0.1605647E-05  0.5358696E-05
  0.2167162E+00  0.1690663E-05  0.5601981E-05
  0.2198344E+00  0.1781271E-05  0.5860200E-05
  0.2229748E+00  0.1877828E-05  0.6134203E-05
  0.2261375E+00  0.1980679E-05  0.6424775E-05
  0.2293225E+00  0.2090165E-05  0.6732672E-05
  0.2325298E+00  0.2206667E-05  0.7058750E-05
  0.2357594E+00  0.2330591E-05  0.7403923E-05
  0.2390112E+00  0.2462337E-05  0.7769064E-05
  0.2422853E+00  0.2602298E-05  0.8154997E-05
  0.2455816E+00  0.2750827E-05  0.8562402E-05
  0.2489003E+00  0.2908265E-05  0.8991901E-05
  0.2522412E+00  0.3074909E-05  0.9443970E-05
  0.2556043E+00  0.3250964E-05  0.9918781E-05
  0.2589898E+00  0.3436555E-05  0.1041627E-04
  0.2623975E+00  0.3631684E-05  0.1093600E-04
  0.2658275E+00  0.3836194E-05  0.1147707E-04
  0.2692798E+00  0.4049864E-05  0.1203840E-04
  0.2727543E+00  0.4272542E-05  0.1261917E-04
  0.2762511E+00  0.4504046E-05  0.1321847E-04
  0.2797702E+00  0.4744069E-05  0.1383504E-04
  0.2833116E+00  0.4992023E-05  0.1446687E-04
  0.2868752E+00  0.5247038E-05  0.1511117E-04
  0.2904611E+00  0.5507874E-05  0.1576414E-04
  0.2940693E+00  0.5772751E-05  0.1642057E-04
  0.2976997E+00  0.6039384E-05  0.1707394E-04
  0.3013525E+00  0.6304974E-05  0.1771643E-04
  0.3050275E+00  0.6566021E-05  0.1833847E-04
  0.3087247E+00  0.6818289E-05  0.1892866E-04
  0.3124443E+00  0.7056937E-05  0.1947423E-04
  0.3161861E+00  0.7276777E-05  0.1996172E-04
  0.3199502E+00  0.7472469E-05  0.2037761E-04
  0.3237365E+00  0.7638699E-05  0.2070875E-04
  0.3275452E+00  0.7770371E-05  0.2094288E-04
  0.3313761E+00  0.7862830E-05  0.2106922E-04
  0.3352293E+00  0.7912034E-05  0.2107888E-04
  0.3391047E+00  0.7914750E-05  0.2096528E-04
  0.3430024E+00  0.7868733E-05  0.2072462E-04
  0.3469224E+00  0.7772919E-05  0.2035627E-04
