 #     E1  dGamma/dq   dGamma/dE1 
  0.2784088E-05  0.2530294E-10  0.2339159E-07
  0.2505679E-04  0.2273805E-09  0.7006815E-07
  0.6960220E-04  0.6297220E-09  0.1164307E-06
  0.1364203E-03  0.1228837E-08  0.1622875E-06
  0.2255111E-03  0.2019810E-08  0.2074707E-06
  0.3368746E-03  0.2996668E-08  0.2518458E-06
  0.4705109E-03  0.4152856E-08  0.2953196E-06
  0.6264198E-03  0.5481823E-08  0.3378489E-06
  0.8046014E-03  0.6977684E-08  0.3794470E-06
  0.1005056E-02  0.8635923E-08  0.4201883E-06
  0.1227783E-02  0.1045408E-07  0.4602090E-06
  0.1472783E-02  0.1243229E-07  0.4997031E-06
  0.1740055E-02  0.1457364E-07  0.5389107E-06
  0.2029600E-02  0.1688406E-07  0.5780986E-06
  0.2341418E-02  0.1937162E-07  0.6175281E-06
  0.2675509E-02  0.2204502E-07  0.6574119E-06
  0.3031872E-02  0.2491100E-07  0.6978564E-06
  0.3410508E-02  0.2797066E-07  0.7387940E-06
  0.3811416E-02  0.3121858E-07  0.7800100E-06
  0.4234598E-02  0.3464444E-07  0.8212167E-06
  0.4680052E-02  0.3823046E-07  0.8620142E-06
  0.5147779E-02  0.4195060E-07  0.9019001E-06
  0.5637778E-02  0.4577060E-07  0.9402922E-06
  0.6150050E-02  0.4964873E-07  0.9765603E-06
  0.6684595E-02  0.5353735E-07  0.1010066E-05
  0.7241413E-02  0.5738532E-07  0.1040206E-05
  0.7820503E-02  0.6114120E-07  0.1066466E-05
  0.8421866E-02  0.6475702E-07  0.1088461E-05
  0.9045502E-02  0.6819253E-07  0.1105989E-05
  0.9691410E-02  0.7141958E-07  0.1119062E-05
  0.1035959E-01  0.7442635E-07  0.1127939E-05
  0.1105005E-01  0.7722125E-07  0.1133144E-05
  0.1176277E-01  0.7983633E-07  0.1135471E-05
  0.1249777E-01  0.8233030E-07  0.1135988E-05
  0.1325504E-01  0.8479066E-07  0.1136024E-05
  0.1403459E-01  0.8728894E-07  0.1136553E-05
  0.1483640E-01  0.8984879E-07  0.1137832E-05
  0.1566049E-01  0.9249099E-07  0.1140058E-05
  0.1650686E-01  0.9523690E-07  0.1143413E-05
  0.1737549E-01  0.9810808E-07  0.1148065E-05
  0.1826640E-01  0.1011259E-06  0.1154160E-05
  0.1917958E-01  0.1043109E-06  0.1161824E-05
  0.2011504E-01  0.1076821E-06  0.1171152E-05
  0.2107276E-01  0.1112557E-06  0.1182202E-05
  0.2205276E-01  0.1150439E-06  0.1194985E-05
  0.2305503E-01  0.1190534E-06  0.1209453E-05
  0.2407958E-01  0.1232827E-06  0.1225485E-05
  0.2512639E-01  0.1277205E-06  0.1242870E-05
  0.2619548E-01  0.1323422E-06  0.1261291E-05
  0.2728685E-01  0.1371072E-06  0.1280306E-05
