 #     E1  dGamma/dq   dGamma/dE1 
  0.2840048E-01  0.1419555E-06  0.1299330E-05
  0.2953639E-01  0.1468051E-06  0.1317628E-05
  0.3069457E-01  0.1515871E-06  0.1334632E-05
  0.3187502E-01  0.1562771E-06  0.1350207E-05
  0.3307775E-01  0.1608563E-06  0.1364270E-05
  0.3430275E-01  0.1653080E-06  0.1376764E-05
  0.3555002E-01  0.1696183E-06  0.1387660E-05
  0.3681956E-01  0.1737766E-06  0.1396955E-05
  0.3811138E-01  0.1777765E-06  0.1404680E-05
  0.3942547E-01  0.1816162E-06  0.1410900E-05
  0.4076183E-01  0.1852989E-06  0.1415717E-05
  0.4212047E-01  0.1888341E-06  0.1419267E-05
  0.4350137E-01  0.1922374E-06  0.1421729E-05
  0.4490456E-01  0.1955314E-06  0.1423317E-05
  0.4633001E-01  0.1987460E-06  0.1424287E-05
  0.4777773E-01  0.2019192E-06  0.1424935E-05
  0.4924773E-01  0.2050972E-06  0.1425597E-05
  0.5074000E-01  0.2083356E-06  0.1426653E-05
  0.5225455E-01  0.2116994E-06  0.1428525E-05
  0.5379136E-01  0.2152399E-06  0.1431518E-05
  0.5535045E-01  0.2189724E-06  0.1435685E-05
  0.5693182E-01  0.2229080E-06  0.1441048E-05
  0.5853545E-01  0.2270571E-06  0.1447624E-05
  0.6016136E-01  0.2314290E-06  0.1455423E-05
  0.6180954E-01  0.2360320E-06  0.1464446E-05
  0.6347999E-01  0.2408733E-06  0.1474689E-05
  0.6517272E-01  0.2459585E-06  0.1486138E-05
  0.6688771E-01  0.2512914E-06  0.1498769E-05
  0.6862498E-01  0.2568740E-06  0.1512548E-05
  0.7038453E-01  0.2627058E-06  0.1527430E-05
  0.7216634E-01  0.2687838E-06  0.1543356E-05
  0.7397043E-01  0.2751021E-06  0.1560253E-05
  0.7579680E-01  0.2816516E-06  0.1578037E-05
  0.7764543E-01  0.2884195E-06  0.1596603E-05
  0.7951634E-01  0.2953890E-06  0.1615833E-05
  0.8140952E-01  0.3025391E-06  0.1635589E-05
  0.8332497E-01  0.3098568E-06  0.1655784E-05
  0.8526269E-01  0.3173518E-06  0.1676454E-05
  0.8722269E-01  0.3250381E-06  0.1697656E-05
  0.8920496E-01  0.3329309E-06  0.1719451E-05
  0.9120951E-01  0.3410468E-06  0.1741904E-05
  0.9323632E-01  0.3494040E-06  0.1765085E-05
  0.9528541E-01  0.3580230E-06  0.1789072E-05
  0.9735677E-01  0.3669271E-06  0.1813957E-05
  0.9945041E-01  0.3761433E-06  0.1839841E-05
  0.1015663E+00  0.3857014E-06  0.1866838E-05
  0.1037045E+00  0.3956334E-06  0.1895066E-05
  0.1058649E+00  0.4059727E-06  0.1924647E-05
  0.1080477E+00  0.4167530E-06  0.1955696E-05
  0.1102527E+00  0.4280077E-06  0.1988325E-05
  0.1124799E+00  0.4397705E-06  0.2022641E-05
  0.1147295E+00  0.4520752E-06  0.2058749E-05
  0.1170013E+00  0.4649583E-06  0.2096761E-05
  0.1192954E+00  0.4784566E-06  0.2136786E-05
  0.1216117E+00  0.4926022E-06  0.2178908E-05
  0.1239504E+00  0.5074338E-06  0.2223237E-05
  0.1263113E+00  0.5229979E-06  0.2269913E-05
  0.1286945E+00  0.5393466E-06  0.2319093E-05
  0.1310999E+00  0.5565331E-06  0.2370937E-05
  0.1335276E+00  0.5746111E-06  0.2425597E-05
  0.1359776E+00  0.5936353E-06  0.2483226E-05
  0.1384499E+00  0.6136628E-06  0.2543980E-05
  0.1409445E+00  0.6347558E-06  0.2608032E-05
  0.1434613E+00  0.6569828E-06  0.2675574E-05
  0.1460004E+00  0.6804152E-06  0.2746801E-05
  0.1485617E+00  0.7051277E-06  0.2821919E-05
  0.1511454E+00  0.7312000E-06  0.2901142E-05
  0.1537513E+00  0.7587193E-06  0.2984709E-05
  0.1563794E+00  0.7877785E-06  0.3072873E-05
  0.1590299E+00  0.8184765E-06  0.3165899E-05
  0.1617026E+00  0.8509208E-06  0.3264081E-05
  0.1643976E+00  0.8852338E-06  0.3367755E-05
  0.1671149E+00  0.9215483E-06  0.3477289E-05
  0.1698544E+00  0.9600046E-06  0.3593066E-05
  0.1726162E+00  0.1000752E-05  0.3715489E-05
  0.1754003E+00  0.1043946E-05  0.3844972E-05
  0.1782067E+00  0.1089746E-05  0.3981929E-05
  0.1810353E+00  0.1138319E-05  0.4126792E-05
  0.1838862E+00  0.1189839E-05  0.4280001E-05
  0.1867594E+00  0.1244485E-05  0.4442000E-05
  0.1896549E+00  0.1302445E-05  0.4613258E-05
  0.1925726E+00  0.1363939E-05  0.4794329E-05
  0.1955126E+00  0.1429212E-05  0.4985853E-05
  0.1984748E+00  0.1498538E-05  0.5188540E-05
  0.2014594E+00  0.1572209E-05  0.5403147E-05
  0.2044662E+00  0.1650548E-05  0.5630507E-05
  0.2074953E+00  0.1733888E-05  0.5871474E-05
  0.2105467E+00  0.1822601E-05  0.6126996E-05
  0.2136203E+00  0.1917074E-05  0.6398054E-05
  0.2167162E+00  0.2017694E-05  0.6685592E-05
  0.2198344E+00  0.2124868E-05  0.6990601E-05
  0.2229748E+00  0.2239015E-05  0.7314072E-05
  0.2261375E+00  0.2360533E-05  0.7656919E-05
  0.2293225E+00  0.2489822E-05  0.8020016E-05
  0.2325298E+00  0.2627323E-05  0.8404354E-05
  0.2357594E+00  0.2773503E-05  0.8810986E-05
  0.2390112E+00  0.2928827E-05  0.9240912E-05
  0.2422853E+00  0.3093744E-05  0.9695073E-05
  0.2455816E+00  0.3268658E-05  0.1017423E-04
  0.2489003E+00  0.3453958E-05  0.1067910E-04
  0.2522412E+00  0.3649983E-05  0.1121019E-04
  0.2556043E+00  0.3856962E-05  0.1176770E-04
  0.2589898E+00  0.4075033E-05  0.1235151E-04
  0.2623975E+00  0.4304188E-05  0.1296109E-04
  0.2658275E+00  0.4544238E-05  0.1359538E-04
  0.2692798E+00  0.4794913E-05  0.1425309E-04
  0.2727543E+00  0.5056032E-05  0.1493325E-04
  0.2762511E+00  0.5327379E-05  0.1563478E-04
  0.2797702E+00  0.5608595E-05  0.1635625E-04
  0.2833116E+00  0.5898998E-05  0.1709529E-04
  0.2868752E+00  0.6197584E-05  0.1784868E-04
  0.2904611E+00  0.6502911E-05  0.1861204E-04
  0.2940693E+00  0.6812916E-05  0.1937932E-04
  0.2976997E+00  0.7124951E-05  0.2014294E-04
  0.3013525E+00  0.7435773E-05  0.2089388E-04
  0.3050275E+00  0.7741331E-05  0.2162103E-04
  0.3087247E+00  0.8036719E-05  0.2231122E-04
  0.3124443E+00  0.8316341E-05  0.2294966E-04
  0.3161861E+00  0.8574199E-05  0.2352082E-04
  0.3199502E+00  0.8804119E-05  0.2400905E-04
  0.3237365E+00  0.8999963E-05  0.2439917E-04
  0.3275452E+00  0.9155842E-05  0.2467703E-04
  0.3313761E+00  0.9266377E-05  0.2483017E-04
  0.3352293E+00  0.9326899E-05  0.2484829E-04
  0.3391047E+00  0.9333656E-05  0.2472380E-04
  0.3430024E+00  0.9284032E-05  0.2445222E-04
  0.3469224E+00  0.9176762E-05  0.2403275E-04
  0.3508647E+00  0.9012144E-05  0.2346867E-04
  0.3548292E+00  0.8792200E-05  0.2276765E-04
  0.3588160E+00  0.8520785E-05  0.2194189E-04
  0.3628251E+00  0.8203399E-05  0.2100755E-04
  0.3668565E+00  0.7846685E-05  0.1998335E-04
  0.3709101E+00  0.7457681E-05  0.1888860E-04
  0.3749860E+00  0.7043405E-05  0.1774211E-04
  0.3790842E+00  0.6610327E-05  0.1656095E-04
  0.3832047E+00  0.6164149E-05  0.1535989E-04
  0.3873474E+00  0.5709720E-05  0.1415125E-04
  0.3915124E+00  0.5251277E-05  0.1294561E-04
  0.3956996E+00  0.4793466E-05  0.1175431E-04
  0.3999092E+00  0.4341717E-05  0.1059037E-04
  0.4041410E+00  0.3900602E-05  0.9464452E-05
  0.4083951E+00  0.3473234E-05  0.8383475E-05
  0.4126714E+00  0.3061288E-05  0.7350759E-05
  0.4169701E+00  0.2665575E-05  0.6367497E-05
  0.4212910E+00  0.2286652E-05  0.5434246E-05
  0.4256342E+00  0.1923536E-05  0.4547916E-05
  0.4299996E+00  0.1572470E-05  0.3698952E-05
  0.4343873E+00  0.1226619E-05  0.2870789E-05
  0.4387973E+00  0.8732414E-06  0.2033446E-05
  0.4432296E+00  0.4607809E-06  0.1067604E-05
