 #     E1  dGamma/dq   dGamma/dE1 
  0.2784088E-05  0.2974728E-08  0.2750021E-05
  0.2505679E-04  0.2671471E-07  0.8232240E-05
  0.6960220E-04  0.7388674E-07  0.1366109E-04
  0.1364203E-03  0.1438775E-06  0.1900132E-04
  0.2255111E-03  0.2357740E-06  0.2421822E-04
  0.3368746E-03  0.3483721E-06  0.2927787E-04
  0.4705109E-03  0.4801899E-06  0.3414746E-04
  0.6264198E-03  0.6294853E-06  0.3879566E-04
  0.8046014E-03  0.7942809E-06  0.4319306E-04
  0.1005056E-02  0.9723945E-06  0.4731269E-04
  0.1227783E-02  0.1161479E-05  0.5113061E-04
  0.1472783E-02  0.1359073E-05  0.5462656E-04
  0.1740055E-02  0.1562657E-05  0.5778465E-04
  0.2029600E-02  0.1769727E-05  0.6059422E-04
  0.2341418E-02  0.1977872E-05  0.6305056E-04
  0.2675509E-02  0.2184873E-05  0.6515583E-04
  0.3031872E-02  0.2388802E-05  0.6691986E-04
  0.3410508E-02  0.2588132E-05  0.6836081E-04
  0.3811416E-02  0.2781575E-05  0.6949888E-04
  0.4234598E-02  0.2967905E-05  0.7035163E-04
  0.4680052E-02  0.3146130E-05  0.7093843E-04
  0.5147779E-02  0.3315502E-05  0.7128031E-04
  0.5637778E-02  0.3475506E-05  0.7139936E-04
  0.6150050E-02  0.3625843E-05  0.7131813E-04
  0.6684595E-02  0.3766405E-05  0.7105910E-04
  0.7241413E-02  0.3897236E-05  0.7064401E-04
  0.7820503E-02  0.4018500E-05  0.7009335E-04
  0.8421866E-02  0.4130423E-05  0.6942576E-04
  0.9045502E-02  0.4233251E-05  0.6865749E-04
  0.9691410E-02  0.4327179E-05  0.6780186E-04
  0.1035959E-01  0.4412293E-05  0.6686877E-04
  0.1105005E-01  0.4488497E-05  0.6586416E-04
  0.1176277E-01  0.4555434E-05  0.6478959E-04
  0.1249777E-01  0.4612412E-05  0.6364174E-04
  0.1325504E-01  0.4658336E-05  0.6241234E-04
  0.1403459E-01  0.4692573E-05  0.6110003E-04
  0.1483640E-01  0.4715538E-05  0.5971689E-04
  0.1566049E-01  0.4727797E-05  0.5827554E-04
  0.1650686E-01  0.4729980E-05  0.5678810E-04
  0.1737549E-01  0.4722766E-05  0.5526601E-04
  0.1826640E-01  0.4706870E-05  0.5371999E-04
  0.1917958E-01  0.4683025E-05  0.5215994E-04
  0.2011504E-01  0.4651966E-05  0.5059486E-04
  0.2107276E-01  0.4614418E-05  0.4903277E-04
  0.2205276E-01  0.4571073E-05  0.4748068E-04
  0.2305503E-01  0.4522583E-05  0.4594454E-04
  0.2407958E-01  0.4469537E-05  0.4442919E-04
  0.2512639E-01  0.4412452E-05  0.4293833E-04
  0.2619548E-01  0.4351752E-05  0.4147450E-04
  0.2728685E-01  0.4287761E-05  0.4003909E-04
  0.2840048E-01  0.4220683E-05  0.3863226E-04
  0.2953639E-01  0.4150598E-05  0.3725309E-04
  0.3069457E-01  0.4077747E-05  0.3590209E-04
  0.3187502E-01  0.4002733E-05  0.3458292E-04
  0.3307775E-01  0.3926159E-05  0.3329892E-04
  0.3430275E-01  0.3848583E-05  0.3205285E-04
  0.3555002E-01  0.3770516E-05  0.3084687E-04
  0.3681956E-01  0.3692416E-05  0.2968257E-04
  0.3811138E-01  0.3614678E-05  0.2856094E-04
  0.3942547E-01  0.3537634E-05  0.2748241E-04
  0.4076183E-01  0.3461547E-05  0.2644683E-04
  0.4212047E-01  0.3386602E-05  0.2545352E-04
  0.4350137E-01  0.3312908E-05  0.2450124E-04
  0.4490456E-01  0.3240488E-05  0.2358824E-04
  0.4633001E-01  0.3169278E-05  0.2271221E-04
  0.4777773E-01  0.3099122E-05  0.2187037E-04
  0.4924773E-01  0.3029765E-05  0.2105940E-04
  0.5074000E-01  0.2960853E-05  0.2027551E-04
  0.5225455E-01  0.2891932E-05  0.1951445E-04
  0.5379136E-01  0.2822756E-05  0.1877359E-04
  0.5535045E-01  0.2753546E-05  0.1805353E-04
  0.5693182E-01  0.2684556E-05  0.1735502E-04
  0.5853545E-01  0.2616018E-05  0.1667867E-04
  0.6016136E-01  0.2548145E-05  0.1602491E-04
  0.6180954E-01  0.2481126E-05  0.1539399E-04
  0.6347999E-01  0.2415129E-05  0.1478605E-04
  0.6517272E-01  0.2350296E-05  0.1420103E-04
  0.6688771E-01  0.2286747E-05  0.1363877E-04
  0.6862498E-01  0.2224575E-05  0.1309894E-04
  0.7038453E-01  0.2163846E-05  0.1258108E-04
  0.7216634E-01  0.2104603E-05  0.1208462E-04
  0.7397043E-01  0.2046859E-05  0.1160885E-04
  0.7579680E-01  0.1990603E-05  0.1115294E-04
  0.7764543E-01  0.1935794E-05  0.1071597E-04
  0.7951634E-01  0.1882366E-05  0.1029689E-04
