DEG	Chiral	Cutoff	Chiral(smoothed)	Cutoff(smoothed)	N3LO-N4LO	N3LO-N4LO(smoothed)
0	0.4475642388	0.07964469285	0.4475646779	0.07960304198	0.112	0.1119594422
1	0.4474658262	0.07962879808	0.447464177	0.07964232654	0.112	0.1117626865
2	0.4465116279	0.07958115183	0.4465127155	0.07960581865	0.111	0.1115899427
3	0.4451110217	0.07951771212	0.4451149738	0.07949749018	0.112	0.1114404676
4	0.4432677208	0.07921580335	0.4432590241	0.07932122545	0.111	0.1113076825
5	0.4408163265	0.07908987034	0.4408222943	0.07908082127	0.111	0.1111848922
6	0.4379498364	0.0787307883	0.4379520283	0.0787799869	0.111	0.1110607504
7	0.4346754612	0.07834990355	0.4346659036	0.07842234412	0.111	0.1109203626
8	0.4308470291	0.07814889733	0.4308642715	0.07801142715	0.111	0.1107497786
9	0.4266282836	0.07752853207	0.4265993665	0.07755068269	0.111	0.1105415975
10	0.4218296485	0.07708149456	0.4218676037	0.07704346991	0.11	0.1102991132
11	0.4169371812	0.07641942734	0.416906247	0.07649306047	0.11	0.1100358747
12	0.4113178074	0.07574724954	0.4113247008	0.07590263847	0.11	0.1097668462
13	0.4053824963	0.07525213344	0.405399467	0.07527530046	0.109	0.109505048
14	0.3993817837	0.07454975617	0.3993584666	0.07461405546	0.109	0.1092588554
15	0.3929170159	0.07403134314	0.3929254889	0.07392182494	0.109	0.1090250245
16	0.3862097698	0.07331195865	0.3862313902	0.07320144281	0.109	0.1087909735
17	0.3792829785	0.0725817974	0.3792291653	0.07245565543	0.109	0.1085418076
18	0.3717342111	0.07184834123	0.3718018961	0.0716871216	0.108	0.1082678025
19	0.3646273334	0.07092332359	0.3645764362	0.0708984126	0.108	0.1079680575
20	0.3569422355	0.07019190166	0.3569562059	0.07009201223	0.108	0.1076457518
21	0.3491092437	0.06927134388	0.3491306016	0.0692703168	0.107	0.1073083083
22	0.3413461538	0.06853958672	0.341304486	0.0684356353	0.107	0.1069669726
23	0.3332449101	0.06762749446	0.3332878936	0.06759018943	0.106	0.1066298993
24	0.3254511922	0.06672487478	0.325423832	0.0667361138	0.107	0.1063008894
25	0.3173388284	0.06582857143	0.3173467057	0.06587545615	0.106	0.1059775213
26	0.3091417062	0.06494156169	0.3091395409	0.06501017759	0.105	0.1056608255
27	0.3010454311	0.06425339367	0.3010570257	0.064142153	0.106	0.1053521484
28	0.2930769231	0.06320623059	0.293058111	0.06327317146	0.105	0.1050496027
29	0.2848681697	0.06236000358	0.2848794787	0.0624049368	0.105	0.1047566292
30	0.2767653759	0.0615220008	0.2767692501	0.06153906825	0.104	0.1044786857
31	0.2687918514	0.06070018192	0.2687798684	0.06067710123	0.104	0.1042208448
32	0.2607636068	0.05989663854	0.2607703082	0.05982048826	0.104	0.1039809319
33	0.2528728492	0.05893218401	0.2528807457	0.05897060004	0.104	0.103751436
34	0.2451210474	0.05798624797	0.2450987536	0.05812872661	0.104	0.1035254663
35	0.2373099954	0.05723259466	0.2373348362	0.05729607875	0.103	0.1033023609
36	0.2298246686	0.05649226491	0.2298159433	0.05647378952	0.103	0.1030887389
37	0.2222762498	0.05559644945	0.2222586137	0.05566291589	0.103	0.1028908578
38	0.214668078	0.05472121526	0.2147015783	0.05486444064	0.102	0.1027125108
39	0.207550578	0.05403545001	0.2075246836	0.05407927438	0.103	0.1025545508
40	0.2003657184	0.05319833541	0.200368143	0.05330825771	0.103	0.1024124142
41	0.1932941212	0.05254599914	0.1933128013	0.05255216359	0.102	0.1022867019
42	0.1865238733	0.05173959445	0.1864979178	0.05181169983	0.102	0.102185597
43	0.1796620219	0.05112692259	0.1796838904	0.05108751171	0.102	0.102116515
44	0.1730854491	0.0503529812	0.1730678121	0.05038018476	0.102	0.1020830076
45	0.1665978895	0.04977279484	0.1666194596	0.04969024767	0.102	0.1020850679
46	0.1603740296	0.0490349947	0.1603422289	0.04901817525	0.103	0.1021215707
47	0.1540492958	0.04831532104	0.154089612	0.04836439155	0.102	0.1021942342
48	0.148163337	0.0477783896	0.1481229067	0.04772927297	0.102	0.1023131403
49	0.1421593003	0.0470887148	0.1421889148	0.04711315154	0.102	0.1024861572
50	0.1365708275	0.04658450853	0.136559306	0.04651631811	0.103	0.1027119216
51	0.131047975	0.04592247405	0.1310445756	0.04593902566	0.103	0.1029785596
52	0.1255655118	0.04544298432	0.1255710404	0.04538149254	0.103	0.1032713162
53	0.1203082132	0.04481222151	0.1203136256	0.04484390574	0.104	0.1035749059
54	0.115270073	0.04435946463	0.1152482652	0.04432642411	0.104	0.1038754702
55	0.1102638268	0.04374840412	0.1102963735	0.04382918149	0.104	0.1041675075
56	0.1056356564	0.04332253113	0.1056110615	0.04335228981	0.105	0.1044530126
57	0.1008580549	0.04290231604	0.1008533457	0.04289584206	0.104	0.104738334
58	0.09627739153	0.04249850056	0.09629841468	0.04245991519	0.105	0.1050341014
59	0.09206349206	0.0421034542	0.09209945497	0.04204457282	0.106	0.1053451286
60	0.08786351984	0.04171874327	0.08770103291	0.0416498679	0.105	0.1056738476
61	0.0838479038	0.04134232832	0.08409569908	0.0412758451	0.106	0.1060243668
62	0.08428165007	0.04097577915	0.08407456678	0.04092254313	0.107	0.1063945292
63	0.08438642919	0.04061533098	0.08448590366	0.04058999682	0.106	0.1067803184
64	0.08487525367	0.04026610644	0.08484739813	0.04027823901	0.108	0.1071807115
65	0.08521348315	0.04009848751	0.08522247374	0.03998730226	0.107	0.107591437
66	0.08576071257	0.03976318812	0.08575445762	0.03971722037	0.108	0.1080130308
67	0.08633876478	0.03943336738	0.08634064079	0.03946802961	0.109	0.1084438805
68	0.08694067256	0.03928571429	0.08694389488	0.03923976983	0.109	0.1088841062
69	0.08757786735	0.03896920176	0.08757032708	0.03903248525	0.109	0.1093396812
70	0.08824342166	0.03883495146	0.08825290516	0.03884622515	0.109	0.1098163613
71	0.08912358718	0.03871143623	0.08911406791	0.03868104426	0.111	0.1103114895
72	0.09003075585	0.038407023	0.09004242216	0.03853700293	0.111	0.1108120272
73	0.09097161436	0.03847392885	0.09095531494	0.03841416714	0.111	0.1113075439
74	0.09175582127	0.03836708216	0.09177562812	0.03831260829	0.112	0.1117905905
75	0.09275803079	0.03826054498	0.0927365163	0.03823240276	0.112	0.112253628
76	0.09378887932	0.03815968796	0.09380812612	0.03817363132	0.113	0.1126915916
77	0.09505141388	0.0380609733	0.09504571464	0.03813637836	0.113	0.1131006176
78	0.09614762059	0.03815883616	0.09613015705	0.03812073088	0.114	0.1134814179
79	0.09707724426	0.03806594252	0.09711275988	0.03812677742	0.113	0.1138370034
80	0.09843503419	0.03817274621	0.09839337721	0.03815460676	0.114	0.11417225
81	0.09962219129	0.03828685843	0.09966693645	0.03820430652	0.115	0.114483963
82	0.1010458783	0.03820213656	0.1009968814	0.03827596159	0.115	0.1147662786
83	0.1020992688	0.03852072475	0.1021445957	0.03836965257	0.115	0.1150192223
84	0.1035818664	0.03844421084	0.1035519993	0.0384854539	0.115	0.1152478115
85	0.1048951049	0.03857027464	0.1049099462	0.03862343216	0.115	0.1154568741
86	0.1062424347	0.03890416539	0.1062301707	0.03878364407	0.116	0.1156462194
87	0.1076101748	0.03903641687	0.107627944	0.03896613463	0.116	0.1158103507
88	0.1092253521	0.03917301415	0.1092040614	0.03917093507	0.116	0.1159465503
89	0.1106491845	0.03930998432	0.1106742985	0.03939806091	0.116	0.1160564813
90	0.1121113223	0.0396582639	0.1120747331	0.03964750992	0.116	0.1161443131
91	0.1133755656	0.04001277003	0.1134256814	0.03991926017	0.116	0.1162138693
92	0.1151021303	0.04015676169	0.1150485341	0.04021326806	0.117	0.1162668083
93	0.1164146072	0.04052004334	0.1164612517	0.04052946645	0.116	0.1163034506
94	0.1179668591	0.04088325317	0.1179312891	0.04086776281	0.116	0.116327524
95	0.1193233083	0.04125303331	0.1193406642	0.04122803748	0.116	0.1163374735
96	0.1209291733	0.04140233723	0.1209418864	0.04161014203	0.117	0.1163233314
97	0.1225475169	0.04199416124	0.1225049458	0.04201389771	0.116	0.11626959
98	0.1237280922	0.04237480172	0.1237805439	0.04243909405	0.116	0.1161642583
99	0.1253857271	0.04275262917	0.1253449584	0.0428854876	0.116	0.1159955188
100	0.1268188809	0.0433604336	0.1268424873	0.04335280078	0.116	0.1157533245
101	0.1282745442	0.0439713837	0.1282618953	0.04384072093	0.116	0.1154340055
102	0.1294964029	0.04435318275	0.1295063922	0.04434889951	0.115	0.1150447945
103	0.1307099391	0.04497307533	0.130695321	0.04487695145	0.114	0.1146038311
104	0.1319410319	0.04535688709	0.1319586831	0.04542445474	0.114	0.1141297939
105	0.1334104811	0.04597701149	0.1334039127	0.04599095008	0.114	0.1136323539
106	0.1346458664	0.04660194175	0.1346331207	0.04657594088	0.113	0.1131136934
107	0.1356117682	0.04697822364	0.1356298005	0.04717889327	0.112	0.1125724031
108	0.1368327175	0.04785102053	0.136829514	0.0477992364	0.112	0.1120006419
109	0.1380521873	0.0484773151	0.1380402386	0.04843636295	0.112	0.1113833809
110	0.1389981415	0.04909819639	0.1390074402	0.04908962966	0.111	0.1107081359
111	0.1399363529	0.04972550009	0.1399442048	0.04975835827	0.11	0.1099747125
112	0.1408599314	0.05060072468	0.1408344673	0.05044183641	0.109	0.1091936512
113	0.1414956337	0.05122294788	0.1415350168	0.05113931879	0.108	0.1083793234
114	0.1423783349	0.05184420944	0.1423225902	0.05185002857	0.108	0.1075425648
115	0.1429794135	0.05245731351	0.1430361467	0.05257315875	0.106	0.1066868567
116	0.1438169602	0.0530684269	0.1438232416	0.05330787385	0.106	0.1058114594
117	0.144092219	0.05420339429	0.1439676534	0.05405331166	0.105	0.1049061623
118	0.1446082949	0.05507380684	0.1447987517	0.05480858514	0.104	0.1039586213
119	0.1495544003	0.05541125541	0.1494136452	0.05557278445	0.103	0.1029582409
120	0.1553634027	0.05627009646	0.1554176834	0.05634497905	0.102	0.1018983369
121	0.1615058824	0.05712745891	0.1614848358	0.05712421999	0.101	0.1007775407
122	0.1674167417	0.05797494074	0.1674485438	0.05790954217	0.099	0.09960043836
123	0.1736270023	0.05855518486	0.1735829027	0.05869996682	0.099	0.09837634628
124	0.1795855718	0.05939103661	0.1796329052	0.0594945039	0.097	0.09711401096
125	0.1858714534	0.0602310231	0.1858285409	0.06029215472	0.096	0.09582731142
126	0.1918765468	0.06133020236	0.1919037056	0.06109191442	0.094	0.09452953314
127	0.1982043525	0.06187569367	0.1981996829	0.06189277465	0.093	0.09322973125
128	0.2045421102	0.06268719092	0.2045319354	0.06269372616	0.092	0.09192592908
129	0.2106093473	0.0634965035	0.2106242086	0.0634937614	0.091	0.09060802079
130	0.2166848311	0.06429875053	0.2166602709	0.06429187721	0.089	0.08926488381
131	0.2227530606	0.06508417271	0.2227976405	0.06508707732	0.088	0.08789013402
132	0.2291312606	0.06586572438	0.2290751997	0.06587837498	0.087	0.08648069765
133	0.2348925918	0.06663358616	0.2349369822	0.06666479543	0.085	0.08504023726
134	0.2409674981	0.06739176797	0.2409443343	0.06744537837	0.083	0.08358056447
135	0.2470284761	0.06842968137	0.2470423738	0.06821918037	0.082	0.0821135361
136	0.2530707542	0.06917744587	0.2530513856	0.06898527712	0.081	0.08064368774
137	0.2587708132	0.06990402521	0.258801295	0.06974276572	0.079	0.07917150647
138	0.2644940491	0.07034165949	0.2644527803	0.07049076677	0.078	0.07769878414
139	0.2698632242	0.07105868815	0.2699092935	0.07122842641	0.076	0.07622744111
140	0.275543227	0.07205130053	0.2755054795	0.07195491827	0.075	0.07476149291
141	0.2808444902	0.0724543552	0.2808614298	0.07266944526	0.073	0.07330349692
142	0.2861567049	0.07343162764	0.2861613336	0.0733712413	0.072	0.07185516708
143	0.2914037447	0.07409551375	0.2913895701	0.07405957289	0.07	0.0704136178
144	0.2963308458	0.07476635514	0.296342299	0.07473374063	0.069	0.06897316963
145	0.3012304657	0.07542790833	0.301222316	0.07539308057	0.068	0.06752450078
146	0.3061160807	0.07607433217	0.3061243847	0.07603696544	0.066	0.06606137844
147	0.3109536955	0.07671630948	0.3109531478	0.07666480585	0.065	0.06458689834
148	0.3154271409	0.07734244385	0.3154079693	0.07727605124	0.063	0.06311101064
149	0.3195655579	0.07796363636	0.3196003204	0.07787019086	0.061	0.06164917054
150	0.3239937271	0.0782887078	0.323960126	0.07844675458	0.06	0.06021341855
151	0.328100471	0.07919638958	0.3281248221	0.07900531356	0.059	0.05880549519
152	0.3321288295	0.07950491445	0.3321070609	0.07954548094	0.058	0.05742185196
153	0.335813856	0.08009903153	0.335843542	0.08006691231	0.056	0.05606257348
154	0.3395039069	0.08040201005	0.3394638739	0.08056930622	0.055	0.05473673511
155	0.342830159	0.08098463331	0.3428684887	0.08105240451	0.053	0.0534571657
156	0.3464566929	0.08156131663	0.3464384766	0.08151599265	0.052	0.05223635707
157	0.3497531772	0.08214389747	0.3497475009	0.08195989995	0.051	0.05107754903
158	0.35268162	0.08242318334	0.352694547	0.08238399984	0.05	0.04997419214
159	0.3556302874	0.08270238789	0.3556276608	0.08278820992	0.049	0.04891374188
160	0.3585054391	0.08297547129	0.3584945433	0.08317249214	0.048	0.04788287401
161	0.3611227923	0.0835395139	0.3611411567	0.08353685287	0.047	0.04687222688
162	0.3636459209	0.08381229538	0.3636285698	0.08388134293	0.046	0.04587956312
163	0.3658536585	0.08436977235	0.3658598537	0.08420605764	0.045	0.0449107848
164	0.3680613961	0.08433910135	0.3680724083	0.08451113683	0.044	0.04397860723
165	0.370288598	0.08489606047	0.3702635522	0.08479676487	0.043	0.04309902558
166	0.3721419185	0.08487138497	0.3721765135	0.08506317063	0.042	0.04228614658
167	0.3740341656	0.08542786576	0.3739883433	0.0853106275	0.041	0.04154662829
168	0.3755715562	0.08540305011	0.3756280944	0.08553945337	0.041	0.04087593443
169	0.3774437671	0.08595905329	0.3773871466	0.08575001064	0.041	0.04025983262
170	0.3786652654	0.08593409784	0.3787096444	0.08594270616	0.04	0.03968590979
171	0.3799064684	0.08620564545	0.3798784933	0.08611799128	0.039	0.03915281413
172	0.3807922665	0.08618063112	0.3808082104	0.08627636182	0.038	0.03866593295
173	0.3817379426	0.08645825778	0.3817209609	0.08641835804	0.038	0.03822731472
174	0.3826233125	0.08643944888	0.3826581459	0.08654456467	0.038	0.03782839154
175	0.3835486921	0.08671693735	0.3834942023	0.08665561089	0.038	0.03745490513
176	0.3838235294	0.08698803914	0.3838762715	0.08675217034	0.037	0.03709599855
177	0.3844537815	0.08669179472	0.38442427	0.08683496108	0.037	0.03675016306
178	0.3847487002	0.08696912596	0.3847562562	0.08690474566	0.036	0.03642119584
179	0.3847284949	0.08696282339	0.3847288034	0.08696233105	0.036	0.03611591693
180	0.3847284949	0.08696282339	0.3847280772	0.08700856868	0.036	0.03583730775
