 #     E1  dGamma/dq   dGamma/dE1 
  0.2784088E-05  0.2347957E-10  0.2170596E-07
  0.2505679E-04  0.2110671E-09  0.6504113E-07
  0.6960220E-04  0.5849181E-09  0.1081468E-06
  0.1364203E-03  0.1142408E-08  0.1508732E-06
  0.2255111E-03  0.1879669E-08  0.1930757E-06
  0.3368746E-03  0.2791675E-08  0.2346178E-06
  0.4705109E-03  0.3872373E-08  0.2753738E-06
  0.6264198E-03  0.5114844E-08  0.3152317E-06
  0.8046014E-03  0.6511512E-08  0.3540965E-06
  0.1005056E-02  0.8054382E-08  0.3918929E-06
  0.1227783E-02  0.9735306E-08  0.4285674E-06
  0.1472783E-02  0.1154627E-07  0.4640903E-06
  0.1740055E-02  0.1347965E-07  0.4984565E-06
  0.2029600E-02  0.1552849E-07  0.5316848E-06
  0.2341418E-02  0.1768667E-07  0.5638153E-06
  0.2675509E-02  0.1994898E-07  0.5949051E-06
  0.3031872E-02  0.2231104E-07  0.6250211E-06
  0.3410508E-02  0.2476909E-07  0.6542305E-06
  0.3811416E-02  0.2731928E-07  0.6825843E-06
  0.4234598E-02  0.2995741E-07  0.7101145E-06
  0.4680052E-02  0.3267897E-07  0.7368401E-06
  0.5147779E-02  0.3547904E-07  0.7627675E-06
  0.5637778E-02  0.3835212E-07  0.7878902E-06
  0.6150050E-02  0.4129216E-07  0.8121916E-06
  0.6684595E-02  0.4429258E-07  0.8356486E-06
  0.7241413E-02  0.4734650E-07  0.8582355E-06
  0.7820503E-02  0.5044700E-07  0.8799302E-06
  0.8421866E-02  0.5358754E-07  0.9007203E-06
  0.9045502E-02  0.5676246E-07  0.9206089E-06
  0.9691410E-02  0.5996749E-07  0.9396209E-06
  0.1035959E-01  0.6320036E-07  0.9578081E-06
  0.1105005E-01  0.6646141E-07  0.9752540E-06
  0.1176277E-01  0.6975418E-07  0.9920777E-06
  0.1249777E-01  0.7308615E-07  0.1008438E-05
  0.1325504E-01  0.7646933E-07  0.1024535E-05
  0.1403459E-01  0.7991516E-07  0.1040542E-05
  0.1483640E-01  0.8342999E-07  0.1056545E-05
  0.1566049E-01  0.8702015E-07  0.1072624E-05
  0.1650686E-01  0.9069232E-07  0.1088851E-05
  0.1737549E-01  0.9445341E-07  0.1105298E-05
  0.1826640E-01  0.9831039E-07  0.1122027E-05
  0.1917958E-01  0.1022701E-06  0.1139094E-05
  0.2011504E-01  0.1063391E-06  0.1156546E-05
  0.2107276E-01  0.1105232E-06  0.1174419E-05
  0.2205276E-01  0.1148275E-06  0.1192737E-05
  0.2305503E-01  0.1192555E-06  0.1211507E-05
  0.2407958E-01  0.1238093E-06  0.1230720E-05
  0.2512639E-01  0.1284885E-06  0.1250344E-05
  0.2619548E-01  0.1332901E-06  0.1270326E-05
  0.2728685E-01  0.1382077E-06  0.1290583E-05
  0.2840048E-01  0.1432309E-06  0.1311004E-05
  0.2953639E-01  0.1483449E-06  0.1331448E-05
  0.3069457E-01  0.1535369E-06  0.1351799E-05
  0.3187502E-01  0.1588017E-06  0.1372019E-05
  0.3307775E-01  0.1641348E-06  0.1392076E-05
  0.3430275E-01  0.1695318E-06  0.1411942E-05
  0.3555002E-01  0.1749882E-06  0.1431592E-05
  0.3681956E-01  0.1805001E-06  0.1451004E-05
  0.3811138E-01  0.1860640E-06  0.1470162E-05
  0.3942547E-01  0.1916770E-06  0.1489059E-05
  0.4076183E-01  0.1973374E-06  0.1507693E-05
  0.4212047E-01  0.2030446E-06  0.1526072E-05
  0.4350137E-01  0.2087993E-06  0.1544215E-05
  0.4490456E-01  0.2146036E-06  0.1562148E-05
  0.4633001E-01  0.2204610E-06  0.1579904E-05
  0.4777773E-01  0.2263767E-06  0.1597531E-05
  0.4924773E-01  0.2323582E-06  0.1615084E-05
  0.5074000E-01  0.2384150E-06  0.1632633E-05
  0.5225455E-01  0.2445593E-06  0.1650260E-05
  0.5379136E-01  0.2508006E-06  0.1668025E-05
  0.5535045E-01  0.2571400E-06  0.1685929E-05
  0.5693182E-01  0.2635774E-06  0.1703966E-05
  0.5853545E-01  0.2701127E-06  0.1722129E-05
  0.6016136E-01  0.2767458E-06  0.1740414E-05
  0.6180954E-01  0.2834767E-06  0.1758814E-05
  0.6347999E-01  0.2903057E-06  0.1777327E-05
  0.6517272E-01  0.2972331E-06  0.1795951E-05
  0.6688771E-01  0.3042595E-06  0.1814685E-05
  0.6862498E-01  0.3113863E-06  0.1833532E-05
  0.7038453E-01  0.3186153E-06  0.1852500E-05
  0.7216634E-01  0.3259496E-06  0.1871601E-05
  0.7397043E-01  0.3333926E-06  0.1890850E-05
  0.7579680E-01  0.3409483E-06  0.1910264E-05
  0.7764543E-01  0.3486211E-06  0.1929861E-05
  0.7951634E-01  0.3564155E-06  0.1949659E-05
  0.8140952E-01  0.3643356E-06  0.1969674E-05
  0.8332497E-01  0.3723882E-06  0.1989933E-05
  0.8526269E-01  0.3805847E-06  0.2010490E-05
  0.8722269E-01  0.3889389E-06  0.2031407E-05
  0.8920496E-01  0.3974675E-06  0.2052756E-05
  0.9120951E-01  0.4061911E-06  0.2074630E-05
  0.9323632E-01  0.4151314E-06  0.2097120E-05
  0.9528541E-01  0.4243057E-06  0.2120293E-05
  0.9735677E-01  0.4337156E-06  0.2144135E-05
  0.9945041E-01  0.4433260E-06  0.2168454E-05
  0.1015663E+00  0.4530285E-06  0.2192709E-05
  0.1037045E+00  0.4625813E-06  0.2215744E-05
  0.1058649E+00  0.4715240E-06  0.2235414E-05
  0.1080477E+00  0.4791117E-06  0.2248326E-05
  0.1102527E+00  0.4843915E-06  0.2250257E-05
  0.1124799E+00  0.4865439E-06  0.2237766E-05
  0.1147295E+00  0.4854672E-06  0.2210816E-05
  0.1170013E+00  0.4818383E-06  0.2172883E-05
  0.1192954E+00  0.4765798E-06  0.2128404E-05
  0.1216117E+00  0.4704819E-06  0.2081064E-05
  0.1239504E+00  0.4640738E-06  0.2033262E-05
  0.1263113E+00  0.4576625E-06  0.1986344E-05
  0.1286945E+00  0.4514130E-06  0.1940995E-05
  0.1310999E+00  0.4454122E-06  0.1897541E-05
  0.1335276E+00  0.4397084E-06  0.1856134E-05
  0.1359776E+00  0.4343324E-06  0.1816849E-05
  0.1384499E+00  0.4293073E-06  0.1779722E-05
  0.1409445E+00  0.4246544E-06  0.1744785E-05
  0.1434613E+00  0.4203955E-06  0.1712068E-05
  0.1460004E+00  0.4165519E-06  0.1681599E-05
  0.1485617E+00  0.4131461E-06  0.1653409E-05
  0.1511454E+00  0.4101999E-06  0.1627528E-05
  0.1537513E+00  0.4077353E-06  0.1603981E-05
  0.1563794E+00  0.4057751E-06  0.1582799E-05
  0.1590299E+00  0.4043453E-06  0.1564024E-05
  0.1617026E+00  0.4034739E-06  0.1547701E-05
  0.1643976E+00  0.4031896E-06  0.1533882E-05
  0.1671149E+00  0.4035264E-06  0.1522631E-05
  0.1698544E+00  0.4045236E-06  0.1514034E-05
  0.1726162E+00  0.4062258E-06  0.1508193E-05
  0.1754003E+00  0.4086818E-06  0.1505221E-05
  0.1782067E+00  0.4119448E-06  0.1505245E-05
  0.1810353E+00  0.4160730E-06  0.1508405E-05
  0.1838862E+00  0.4211291E-06  0.1514854E-05
  0.1867594E+00  0.4271775E-06  0.1524746E-05
  0.1896549E+00  0.4342871E-06  0.1538244E-05
  0.1925726E+00  0.4425347E-06  0.1555537E-05
  0.1955126E+00  0.4520055E-06  0.1576836E-05
  0.1984748E+00  0.4627949E-06  0.1602382E-05
  0.2014594E+00  0.4750069E-06  0.1632437E-05
  0.2044662E+00  0.4887570E-06  0.1667295E-05
  0.2074953E+00  0.5041691E-06  0.1707271E-05
  0.2105467E+00  0.5213826E-06  0.1752720E-05
  0.2136203E+00  0.5405518E-06  0.1804041E-05
  0.2167162E+00  0.5618398E-06  0.1861646E-05
  0.2198344E+00  0.5854237E-06  0.1925984E-05
  0.2229748E+00  0.6114913E-06  0.1997527E-05
  0.2261375E+00  0.6402343E-06  0.2076743E-05
  0.2293225E+00  0.6718520E-06  0.2164116E-05
  0.2325298E+00  0.7065658E-06  0.2260183E-05
  0.2357594E+00  0.7446178E-06  0.2365534E-05
  0.2390112E+00  0.7862597E-06  0.2480774E-05
  0.2422853E+00  0.8317511E-06  0.2606514E-05
  0.2455816E+00  0.8813465E-06  0.2743336E-05
  0.2489003E+00  0.9353040E-06  0.2891814E-05
  0.2522412E+00  0.9938724E-06  0.3052481E-05
  0.2556043E+00  0.1057269E-05  0.3225758E-05
  0.2589898E+00  0.1125688E-05  0.3411985E-05
  0.2623975E+00  0.1199279E-05  0.3611357E-05
  0.2658275E+00  0.1278119E-05  0.3823858E-05
  0.2692798E+00  0.1362238E-05  0.4049314E-05
  0.2727543E+00  0.1451698E-05  0.4287663E-05
  0.2762511E+00  0.1546557E-05  0.4538832E-05
  0.2797702E+00  0.1646830E-05  0.4802622E-05
  0.2833116E+00  0.1752409E-05  0.5078479E-05
  0.2868752E+00  0.1863058E-05  0.5365499E-05
  0.2904611E+00  0.1978358E-05  0.5662278E-05
  0.2940693E+00  0.2097621E-05  0.5966677E-05
  0.2976997E+00  0.2219904E-05  0.6275889E-05
  0.3013525E+00  0.2343997E-05  0.6586427E-05
  0.3050275E+00  0.2468324E-05  0.6893869E-05
  0.3087247E+00  0.2590918E-05  0.7192803E-05
  0.3124443E+00  0.2709484E-05  0.7477055E-05
  0.3161861E+00  0.2821539E-05  0.7740071E-05
  0.3199502E+00  0.2924506E-05  0.7975201E-05
  0.3237365E+00  0.3015817E-05  0.8175972E-05
  0.3275452E+00  0.3093013E-05  0.8336360E-05
  0.3313761E+00  0.3153895E-05  0.8451173E-05
  0.3352293E+00  0.3196580E-05  0.8516180E-05
  0.3391047E+00  0.3219583E-05  0.8528309E-05
  0.3430024E+00  0.3221922E-05  0.8485875E-05
  0.3469224E+00  0.3203211E-05  0.8388795E-05
  0.3508647E+00  0.3163755E-05  0.8238788E-05
  0.3548292E+00  0.3104641E-05  0.8039554E-05
  0.3588160E+00  0.3027770E-05  0.7796815E-05
  0.3628251E+00  0.2935751E-05  0.7517973E-05
  0.3668565E+00  0.2831633E-05  0.7211393E-05
  0.3709101E+00  0.2718506E-05  0.6885352E-05
  0.3749860E+00  0.2599275E-05  0.6547492E-05
  0.3790842E+00  0.2476401E-05  0.6204166E-05
  0.3832047E+00  0.2351790E-05  0.5860213E-05
  0.3873474E+00  0.2226772E-05  0.5518939E-05
  0.3915124E+00  0.2102253E-05  0.5182537E-05
  0.3956996E+00  0.1979398E-05  0.4853784E-05
  0.3999092E+00  0.1860452E-05  0.4538037E-05
  0.4041410E+00  0.1747734E-05  0.4240716E-05
  0.4083951E+00  0.1643329E-05  0.3966565E-05
  0.4126714E+00  0.1549287E-05  0.3720144E-05
  0.4169701E+00  0.1468151E-05  0.3507104E-05
  0.4212910E+00  0.1403756E-05  0.3336037E-05
  0.4256342E+00  0.1361770E-05  0.3219703E-05
  0.4299996E+00  0.1343265E-05  0.3159787E-05
  0.4343873E+00  0.1336055E-05  0.3126914E-05
  0.4387973E+00  0.1325953E-05  0.3087638E-05
  0.4432296E+00  0.1330712E-05  0.3083188E-05
